rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.2161975339999,75.49063358655246,601798,蓝科高新,bottom_area,2022-03-14,7.0,2022-03-09,6.9,1.4492753623188355,11.304347826086946,27.521008403361336,True,-3.4483,2.3519,1,1,1,100.0,21.74721189591078,21.74721189591078,18.550724637681164,1.4492753623188355,历史1/1次成功; 当前距低点1.45%; 最新日涨幅-3.45%; 状态bottom_area; 底部已确认
2,83.88100829357893,73.80555087703236,600183,生益科技,bottom_area,2022-03-14,16.98,2022-03-09,16.49,2.9714978775015286,8.18677986658582,30.97530347425702,True,-2.5818,0.5633,1,1,1,100.0,21.132075471698116,21.132075471698116,17.028502122498473,2.9714978775015286,历史1/1次成功; 当前距低点2.97%; 最新日涨幅-2.58%; 状态bottom_area; 底部已确认
3,82.98210878157744,69.22325551616692,001296,长江材料,bottom_area,2022-03-14,35.5,2022-03-14,35.48,0.05636978579482279,7.018038331454347,31.63776493256262,False,-8.3161,30.0754,1,1,1,100.0,20.009562514941443,20.009562514941443,19.94363021420518,0.05636978579482279,历史1/1次成功; 当前距低点0.06%; 最新日涨幅-8.32%; 状态bottom_area; 底部未确认
4,82.81649935632448,73.20065037445805,001267,汇绿生态,bottom_area,2022-03-14,6.09,2022-03-09,5.9,3.220338983050839,9.66101694915253,31.949250288350626,True,-2.56,3.6356,1,1,1,100.0,20.930232558139547,20.930232558139547,16.779661016949163,3.220338983050839,历史1/1次成功; 当前距低点3.22%; 最新日涨幅-2.56%; 状态bottom_area; 底部已确认
5,81.4695111779514,71.85595158190452,601966,玲珑轮胎,bottom_area,2022-03-14,21.93,2022-03-09,21.27,3.102961918194641,7.804419370004702,27.8493894165536,True,-3.3069,0.5834,1,1,1,100.0,22.476907287033857,22.476907287033857,16.89703808180536,3.102961918194641,历史1/1次成功; 当前距低点3.10%; 最新日涨幅-3.31%; 状态bottom_area; 底部已确认
6,78.11786209553254,69.79682863840296,603129,春风动力,bottom_area,2022-03-14,104.85,2022-03-09,101.0,3.8118811881188064,9.891089108910887,29.360749755210513,True,-4.0977,0.3246,1,1,1,100.0,20.09633197480549,20.09633197480549,16.188118811881193,3.8118811881188064,历史1/1次成功; 当前距低点3.81%; 最新日涨幅-4.10%; 状态bottom_area; 底部已确认
7,74.38927660868912,67.72755034522442,601901,方正证券,bottom_area,2022-03-14,6.71,2022-03-09,6.4,4.843749999999994,10.156249999999991,29.51541850220264,False,-1.0324,0.2172,1,1,1,100.0,20.598388952819345,20.598388952819345,15.156250000000007,4.843749999999994,历史1/1次成功; 当前距低点4.84%; 最新日涨幅-1.03%; 状态bottom_area; 底部未确认
