rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,98.31495719450352,83.83849633641455,000065,北方国际,bottom_area,2024-07-10,9.66,2024-07-09,9.54,1.2578616352201362,3.4591194968553474,28.000000000000007,False,-1.5291,0.5471,3,3,3,100.0,29.926993896325044,41.48061104582843,18.742138364779866,1.2578616352201362,历史3/3次成功; 当前距低点1.26%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
16,86.40568275055648,75.55653872806506,300480,光力科技,bottom_area,2024-07-10,13.65,2024-07-09,13.3,2.631578947368418,6.090225563909764,28.108108108108105,False,-2.847,2.349,4,5,4,80.0,28.906122193898153,39.69465648854962,17.368421052631582,2.631578947368418,历史4/5次成功; 当前距低点2.63%; 最新日涨幅-2.85%; 状态bottom_area; 底部未确认
17,86.38066963494312,75.40356813900742,603325,博隆技术,bottom_area,2024-07-10,61.85,2024-07-09,60.32,2.5364721485411157,4.4263925729443,30.41070604522382,False,-0.0969,2.6501,1,1,1,100.0,33.584541062801925,33.584541062801925,17.463527851458885,2.5364721485411157,历史1/1次成功; 当前距低点2.54%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
18,86.11921000587485,77.03791890335961,300390,天华新能,bottom_area,2024-07-10,16.61,2024-07-09,15.99,3.877423389618507,7.504690431519706,27.972972972972972,True,1.4042,1.7354,1,1,1,100.0,27.142173288654863,27.142173288654863,16.122576610381493,3.877423389618507,历史1/1次成功; 当前距低点3.88%; 最新日涨幅1.40%; 状态bottom_area; 底部已确认
19,86.06094128136286,76.73080224270237,688303,大全能源,bottom_area,2024-07-10,18.8,2024-07-09,18.13,3.6955322669608477,6.287920573634863,30.74866310160428,False,1.0753,0.7808,1,1,1,100.0,32.45492371705965,32.45492371705965,16.304467733039154,3.6955322669608477,历史1/1次成功; 当前距低点3.70%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
20,86.01534281650076,75.312972972973,603012,创力集团,bottom_area,2024-07-10,4.18,2024-07-09,4.07,2.7027027027026884,4.422604422604415,27.19141323792486,False,-1.4151,0.7851,1,1,1,100.0,35.13513513513512,35.13513513513512,17.297297297297312,2.7027027027026884,历史1/1次成功; 当前距低点2.70%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
21,85.91917300661417,74.28472093849983,002191,劲嘉股份,bottom_area,2024-07-10,3.55,2024-07-09,3.48,2.011494252873559,4.02298850574713,27.348643006263053,False,-1.1142,0.5515,1,1,1,100.0,21.134020618556693,21.134020618556693,17.988505747126442,2.011494252873559,历史1/1次成功; 当前距低点2.01%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
22,85.66170507501258,75.94843380805585,002603,以岭药业,bottom_area,2024-07-10,14.95,2024-07-09,14.46,3.388658367911469,4.7026279391424595,27.988047808764932,False,1.0135,0.7647,3,4,3,75.0,28.653628424161244,39.661898569570866,16.611341632088532,3.388658367911469,历史3/4次成功; 当前距低点3.39%; 最新日涨幅1.01%; 状态bottom_area; 底部未确认
23,85.00407120388293,77.28850092276188,688151,华强科技,bottom_area,2024-07-10,11.64,2024-07-09,11.11,4.770477047704781,6.210621062106222,27.051871306631654,False,0.3448,0.7989,2,2,2,100.0,31.9633795243483,32.022471910112344,15.229522952295222,4.770477047704781,历史2/2次成功; 当前距低点4.77%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
24,84.542045225891,75.45796241630451,002254,泰和新材,bottom_area,2024-07-10,8.29,2024-07-09,7.99,3.7546933667083717,5.757196495619513,31.416309012875537,False,-0.2407,0.8192,2,2,2,100.0,32.14335103440648,38.58695652173914,16.24530663329163,3.7546933667083717,历史2/2次成功; 当前距低点3.75%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
25,84.26107642190038,70.29501211573361,601699,潞安环能,bottom_area,2024-07-10,16.64,2024-07-10,16.63,0.06013229104029804,4.570054119061946,30.534670008354226,False,-4.8599,0.8486,1,1,1,100.0,25.817815802717657,25.817815802717657,19.939867708959703,0.06013229104029804,历史1/1次成功; 当前距低点0.06%; 最新日涨幅-4.86%; 状态bottom_area; 底部未确认
26,83.47285876370896,75.30022987567114,000862,银星能源,bottom_area,2024-07-10,4.57,2024-07-09,4.38,4.337899543379004,4.794520547945204,31.562500000000004,False,0.6608,0.8967,1,1,1,100.0,32.63785394932937,32.63785394932937,15.662100456620998,4.337899543379004,历史1/1次成功; 当前距低点4.34%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
27,83.28094441194584,73.91799799876848,600161,天坛生物,bottom_area,2024-07-10,23.7,2024-07-05,22.91,3.448275862068962,5.412483631601914,29.42082563154652,False,-0.7953,0.3191,1,1,1,100.0,36.77455357142857,36.77455357142857,16.55172413793104,3.448275862068962,历史1/1次成功; 当前距低点3.45%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
28,82.08521739130435,68.40434782608696,000629,钒钛股份,bottom_area,2024-07-10,2.36,2024-07-10,2.36,0.0,4.237288135593224,28.484848484848484,False,-4.8387,0.9002,1,1,1,100.0,27.173913043478265,27.173913043478265,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-4.84%; 状态bottom_area; 底部未确认
29,81.8111419634177,68.83206315673958,600256,广汇能源,bottom_area,2024-07-10,5.77,2024-07-10,5.74,0.5226480836236822,2.9616724738675946,30.843373493975907,False,-4.1528,1.7556,1,1,1,100.0,23.62204724409449,23.62204724409449,19.477351916376318,0.5226480836236822,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-4.15%; 状态bottom_area; 底部未确认
30,81.6632613024968,68.92569722178666,603215,比依股份,bottom_area,2024-07-10,11.58,2024-07-09,11.5,0.6956521739130441,4.869565217391308,32.70918665886483,False,-3.0151,1.3219,3,4,3,75.0,30.412818162948412,36.01562499999999,19.304347826086957,0.6956521739130441,历史3/4次成功; 当前距低点0.70%; 最新日涨幅-3.02%; 状态bottom_area; 底部未确认
31,81.32254029044817,69.96615017619621,601886,江河集团,bottom_area,2024-07-10,4.67,2024-07-09,4.59,1.7429193899782152,3.4858387799564303,27.488151658767773,False,-0.8493,0.6039,2,3,2,66.66666666666666,33.5125791326875,33.5540838852097,18.257080610021788,1.7429193899782152,历史2/3次成功; 当前距低点1.74%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
32,81.06220394019711,71.51569079664498,002497,雅化集团,bottom_area,2024-07-10,8.6,2024-07-09,8.34,3.1175059952038344,5.995203836930456,27.351916376306622,False,0.3501,1.0621,2,3,2,66.66666666666666,36.22009569377991,38.755980861244026,16.88249400479617,3.1175059952038344,历史2/3次成功; 当前距低点3.12%; 最新日涨幅0.35%; 状态bottom_area; 底部未确认
33,81.00566149907466,68.1568801300839,600295,鄂尔多斯,bottom_area,2024-07-10,9.58,2024-07-10,9.53,0.524658971668423,4.40713536201469,29.250185597624355,False,-3.2323,0.3445,1,1,1,100.0,20.016680567139286,20.016680567139286,19.475341028331577,0.524658971668423,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-3.23%; 状态bottom_area; 底部未确认
34,80.9240724562952,70.03902632656198,603368,柳药集团,bottom_area,2024-07-10,17.27,2024-07-09,16.92,2.0685579196217363,3.5460992907801288,29.79253112033195,False,-0.918,1.1208,2,3,2,66.66666666666666,37.89608449802624,42.85714285714285,17.931442080378265,2.0685579196217363,历史2/3次成功; 当前距低点2.07%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
35,80.59196281787071,71.76712004393686,001308,康冠科技,bottom_area,2024-07-10,21.99,2024-07-09,21.22,3.6286522148916096,5.372290292177194,29.101236217841635,False,-0.1816,2.0418,1,1,1,100.0,27.421758569299566,27.421758569299566,16.37134778510839,3.6286522148916096,历史1/1次成功; 当前距低点3.63%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
36,80.13186229296653,68.18425998098341,000723,美锦能源,bottom_area,2024-07-10,4.44,2024-07-10,4.39,1.1389521640091278,5.0113895216401065,31.406250000000007,False,-5.3305,1.1366,2,3,2,66.66666666666666,26.74410886159975,30.434782608695667,18.861047835990874,1.1389521640091278,历史2/3次成功; 当前距低点1.14%; 最新日涨幅-5.33%; 状态bottom_area; 底部未确认
37,79.64937617600235,72.72334346504562,000516,国际医学,bottom_area,2024-07-10,4.62,2024-07-09,4.4,4.999999999999994,6.363636363636349,30.926216640502354,False,1.9868,0.6722,1,1,1,100.0,26.89969604863221,26.89969604863221,15.000000000000007,4.999999999999994,历史1/1次成功; 当前距低点5.00%; 最新日涨幅1.99%; 状态bottom_area; 底部未确认
38,79.07079990419241,70.12782536271921,605337,李子园,bottom_area,2024-07-10,9.41,2024-07-09,9.1,3.4065934065934127,4.945054945054957,31.00833965125095,False,0.1064,0.4316,2,3,2,66.66666666666666,32.30210571551354,37.98882681564246,16.59340659340659,3.4065934065934127,历史2/3次成功; 当前距低点3.41%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
39,77.8939672933663,67.62223534259272,603208,江山欧派,bottom_area,2024-07-10,17.38,2024-07-09,17.0,2.235294117647053,4.941176470588235,29.460580912863076,False,-0.1723,0.4026,2,3,2,66.66666666666666,26.946447656781352,33.175355450236964,17.76470588235295,2.235294117647053,历史2/3次成功; 当前距低点2.24%; 最新日涨幅-0.17%; 状态bottom_area; 底部未确认
40,77.08243132319343,68.54936654464584,002317,众生药业,bottom_area,2024-07-10,11.07,2024-07-10,10.69,3.55472404115997,6.6417212347988865,31.342324983943488,False,1.0036,2.1962,2,4,2,50.0,45.076007303712714,58.31999999999999,16.445275958840032,3.55472404115997,历史2/4次成功; 当前距低点3.55%; 最新日涨幅1.00%; 状态bottom_area; 底部未确认
41,76.85869652427682,67.11502071135999,002125,湘潭电化,bottom_area,2024-07-10,9.23,2024-07-09,9.0,2.5555555555555602,5.555555555555555,28.684627575277332,False,-1.4941,1.2216,2,3,2,66.66666666666666,28.145272641720464,32.067510548523195,17.44444444444444,2.5555555555555602,历史2/3次成功; 当前距低点2.56%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
42,75.84635665863777,66.47248833099599,002326,永太科技,bottom_area,2024-07-10,7.46,2024-07-09,7.26,2.754820936639121,5.6473829201101955,31.184834123222753,False,-0.9296,0.7635,2,3,2,66.66666666666666,27.133405375626396,29.837587006960554,17.24517906336088,2.754820936639121,历史2/3次成功; 当前距低点2.75%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
43,74.66181049909842,65.4252978600347,002386,天原股份,bottom_area,2024-07-10,3.74,2024-07-09,3.64,2.7472527472527495,4.945054945054937,27.920792079207917,False,-1.3193,0.4215,2,4,2,50.0,40.855022170811644,48.85290148448042,17.252747252747252,2.7472527472527495,历史2/4次成功; 当前距低点2.75%; 最新日涨幅-1.32%; 状态bottom_area; 底部未确认
44,73.73814955943237,66.70306108556426,300730,科创信息,bottom_area,2024-07-10,10.24,2024-07-10,9.8,4.489795918367342,6.734693877551022,29.94996426018584,False,-4.7442,17.2159,1,1,1,100.0,20.966643975493536,20.966643975493536,15.510204081632658,4.489795918367342,历史1/1次成功; 当前距低点4.49%; 最新日涨幅-4.74%; 状态bottom_area; 底部未确认
45,73.1546875470671,63.031945288753796,600094,大名城,bottom_area,2024-07-10,3.35,2024-07-09,3.29,1.8237082066869317,6.079027355623105,30.000000000000004,False,-2.3324,0.9762,1,2,1,50.0,87.28070175438596,87.28070175438596,18.17629179331307,1.8237082066869317,历史1/2次成功; 当前距低点1.82%; 最新日涨幅-2.33%; 状态bottom_area; 底部未确认
46,72.7959931711481,62.82636363636364,600058,五矿发展,bottom_area,2024-07-10,6.39,2024-07-09,6.27,1.913875598086126,4.465709728867628,28.91156462585035,False,-1.2365,0.3204,1,2,1,50.0,99.54954954954954,99.54954954954954,18.086124401913874,1.913875598086126,历史1/2次成功; 当前距低点1.91%; 最新日涨幅-1.24%; 状态bottom_area; 底部未确认
47,70.90165609877909,59.80128656622492,000620,盈新发展,bottom_area,2024-07-10,1.53,2024-07-10,1.52,0.6578947368421059,3.947368421052635,30.59360730593607,False,-3.7736,0.7372,3,6,3,50.0,35.0606804635748,58.4192439862543,19.342105263157897,0.6578947368421059,历史3/6次成功; 当前距低点0.66%; 最新日涨幅-3.77%; 状态bottom_area; 底部未确认
48,70.5185566077148,62.07365269461078,600186,莲花控股,bottom_area,2024-07-10,3.44,2024-06-24,3.34,2.994011976047907,7.7844311377245585,27.074235807860266,True,-1.9943,1.9281,1,2,1,50.0,53.49544072948328,53.49544072948328,17.005988023952096,2.994011976047907,历史1/2次成功; 当前距低点2.99%; 最新日涨幅-1.99%; 状态bottom_area; 底部已确认
49,70.31455717696575,60.232209127382184,002803,吉宏股份,bottom_area,2024-07-10,10.12,2024-07-10,9.97,1.5045135406218513,4.613841524573711,32.40677966101694,False,-5.0657,3.8529,1,2,1,50.0,41.25000000000001,41.25000000000001,18.49548645937815,1.5045135406218513,历史1/2次成功; 当前距低点1.50%; 最新日涨幅-5.07%; 状态bottom_area; 底部未确认
50,70.30330888966718,62.362401702493194,002838,道恩股份,bottom_area,2024-07-10,8.78,2024-07-09,8.49,3.415783274440508,5.182567726737332,32.511923688394276,False,0.114,0.4033,2,5,2,40.0,31.77627724848148,38.59649122807017,16.584216725559493,3.415783274440508,历史2/5次成功; 当前距低点3.42%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
51,69.96726931067566,60.415816427803804,603113,金能科技,bottom_area,2024-07-10,5.25,2024-07-09,5.15,1.941747572815527,4.660194174757268,28.867403314917123,False,-2.4164,0.5914,2,5,2,40.0,25.71505856894199,31.03448275862069,18.058252427184474,1.941747572815527,历史2/5次成功; 当前距低点1.94%; 最新日涨幅-2.42%; 状态bottom_area; 底部未确认
52,68.71280145446002,59.099313177574565,605580,恒盛能源,bottom_area,2024-07-10,8.25,2024-07-09,8.11,1.7262638717632623,4.192355117139333,28.859649122807024,False,-1.7857,1.5319,1,2,1,50.0,27.66233766233766,27.66233766233766,18.273736128236738,1.7262638717632623,历史1/2次成功; 当前距低点1.73%; 最新日涨幅-1.79%; 状态bottom_area; 底部未确认
53,68.19232816330619,59.064221243808504,600293,三峡新材,bottom_area,2024-07-10,2.42,2024-07-09,2.37,2.1097046413502034,4.2194092827004255,27.300613496932506,False,-1.2245,0.4841,1,2,1,50.0,32.17391304347827,32.17391304347827,17.890295358649798,2.1097046413502034,历史1/2次成功; 当前距低点2.11%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
54,68.06051493554287,59.47035285629959,300569,天能重工,bottom_area,2024-07-10,3.96,2024-07-09,3.86,2.5906735751295358,4.922279792746113,27.443609022556398,False,-1.737,0.5807,1,2,1,50.0,40.25316455696202,40.25316455696202,17.409326424870464,2.5906735751295358,历史1/2次成功; 当前距低点2.59%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
55,67.30454615911854,60.92812010626396,002389,航天彩虹,bottom_area,2024-07-10,12.46,2024-07-09,11.92,4.530201342281887,5.620805369127516,28.106151990349815,False,0.1608,1.1596,1,2,1,50.0,49.39236111111112,49.39236111111112,15.469798657718115,4.530201342281887,历史1/2次成功; 当前距低点4.53%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
56,67.0843915215431,57.385443349753714,601388,怡球资源,bottom_area,2024-07-10,2.13,2024-07-09,2.1,1.428571428571419,3.809523809523813,29.292929292929294,False,-1.3889,0.6828,1,4,1,25.0,35.632183908045974,35.632183908045974,18.571428571428584,1.428571428571419,历史1/4次成功; 当前距低点1.43%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
57,66.71537403882303,58.66313397596272,000404,长虹华意,bottom_area,2024-07-10,5.26,2024-07-09,5.11,2.935420743639911,5.28375733855185,31.409395973154357,False,-0.5671,1.2391,1,2,1,50.0,40.139211136890964,40.139211136890964,17.06457925636009,2.935420743639911,历史1/2次成功; 当前距低点2.94%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
58,65.47641397231438,55.42852047368112,002172,澳洋健康,bottom_area,2024-07-10,2.35,2024-07-09,2.33,0.858369098712447,5.150214592274683,30.03003003003003,False,-1.6736,0.907,2,5,2,40.0,25.46022590723384,29.824561403508774,19.141630901287556,0.858369098712447,历史2/5次成功; 当前距低点0.86%; 最新日涨幅-1.67%; 状态bottom_area; 底部未确认
59,65.3112054905443,55.609178587963434,000928,中钢国际,bottom_area,2024-07-10,5.17,2024-07-09,5.11,1.174168297455961,4.696673189823861,28.33099579242636,False,-2.2684,0.9422,1,5,1,20.0,33.7972166998012,33.7972166998012,18.82583170254404,1.174168297455961,历史1/5次成功; 当前距低点1.17%; 最新日涨幅-2.27%; 状态bottom_area; 底部未确认
60,65.25727695842288,56.70865831665801,002167,东方锆业,bottom_area,2024-07-10,5.36,2024-07-09,5.24,2.2900763358778646,6.1068702290076216,29.75871313672922,False,-1.8315,2.0732,1,3,1,33.33333333333333,41.1650485436893,41.1650485436893,17.709923664122137,2.2900763358778646,历史1/3次成功; 当前距低点2.29%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
61,64.94719587283736,57.05804747232685,002860,星帅尔,bottom_area,2024-07-10,7.84,2024-07-09,7.62,2.8871391076115454,5.118110236220468,28.984156570363467,False,-1.2594,0.9735,1,2,1,50.0,30.917874396135282,30.917874396135282,17.112860892388458,2.8871391076115454,历史1/2次成功; 当前距低点2.89%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
62,64.28816142270863,56.534815321477424,002176,江特电机,bottom_area,2024-07-10,7.35,2024-07-09,7.14,2.941176470588235,8.12324929971989,32.83160865475072,True,-0.8097,2.6114,1,3,1,33.33333333333333,39.01808785529715,39.01808785529715,17.058823529411764,2.941176470588235,历史1/3次成功; 当前距低点2.94%; 最新日涨幅-0.81%; 状态bottom_area; 底部已确认
63,64.21573385372301,56.48806552215695,300558,贝达药业,bottom_area,2024-07-10,31.33,2024-07-09,30.43,2.957607624055204,4.699309891554386,31.954382826475847,False,0.256,1.0855,1,3,1,33.33333333333333,25.688589094997194,25.688589094997194,17.042392375944797,2.957607624055204,历史1/3次成功; 当前距低点2.96%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
64,63.99548582563247,57.198818936895904,002612,朗姿股份,bottom_area,2024-07-10,13.28,2024-07-09,12.79,3.8311180609851467,5.082095387021114,32.896117523609654,False,0.4539,1.025,1,2,1,50.0,20.77294685990338,20.77294685990338,16.168881939014852,3.8311180609851467,历史1/2次成功; 当前距低点3.83%; 最新日涨幅0.45%; 状态bottom_area; 底部未确认
65,63.99085478642255,55.53923245614034,000705,浙江震元,bottom_area,2024-07-10,6.9,2024-07-09,6.75,2.2222222222222276,4.444444444444442,30.555555555555557,False,-1.5692,1.6433,1,3,1,33.33333333333333,34.04605263157895,34.04605263157895,17.77777777777777,2.2222222222222276,历史1/3次成功; 当前距低点2.22%; 最新日涨幅-1.57%; 状态bottom_area; 底部未确认
66,63.05504536391304,55.02303363303365,002346,柘中股份,bottom_area,2024-07-10,7.33,2024-07-09,7.15,2.5174825174825135,4.475524475524467,27.558257345491377,False,-0.8119,0.226,1,3,1,33.33333333333333,34.89010989010989,34.89010989010989,17.482517482517487,2.5174825174825135,历史1/3次成功; 当前距低点2.52%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
67,62.645684754226856,55.59094994010927,002299,圣农发展,bottom_area,2024-07-10,12.34,2024-07-10,11.93,3.436714165968149,4.27493713327745,31.436781609195396,False,0.817,0.8163,1,3,1,33.33333333333333,26.73830594184577,26.73830594184577,16.563285834031852,3.436714165968149,历史1/3次成功; 当前距低点3.44%; 最新日涨幅0.82%; 状态bottom_area; 底部未确认
68,62.43389621325974,54.74216336225211,600141,兴发集团,bottom_area,2024-07-10,18.49,2024-07-08,17.99,2.7793218454697057,5.336297943301839,27.547321788159486,False,-0.3235,0.7468,1,3,1,33.33333333333333,36.58969804618119,36.58969804618119,17.220678154530294,2.7793218454697057,历史1/3次成功; 当前距低点2.78%; 最新日涨幅-0.32%; 状态bottom_area; 底部未确认
69,62.39414714815721,54.11816029554342,600955,维远股份,bottom_area,2024-07-10,14.02,2024-07-09,13.72,2.186588921282791,3.498542274052468,28.911917098445596,False,-0.3554,0.1106,1,3,1,33.33333333333333,25.969084423305596,25.969084423305596,17.813411078717213,2.186588921282791,历史1/3次成功; 当前距低点2.19%; 最新日涨幅-0.36%; 状态bottom_area; 底部未确认
70,62.116227218118055,54.253413646204365,000301,东方盛虹,bottom_area,2024-07-10,7.59,2024-07-09,7.4,2.567567567567561,4.594594594594593,28.914505283381363,False,0.1319,0.1512,1,6,1,16.666666666666664,28.337639965546952,28.337639965546952,17.43243243243244,2.567567567567561,历史1/6次成功; 当前距低点2.57%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
71,61.9964717928493,55.17824330431471,600129,太极集团,bottom_area,2024-07-10,27.92,2024-07-09,26.95,3.5992578849721797,6.122448979591845,30.2355682112348,False,-0.0358,1.1347,1,2,1,50.0,29.540598290598297,29.540598290598297,16.40074211502782,3.5992578849721797,历史1/2次成功; 当前距低点3.60%; 最新日涨幅-0.04%; 状态bottom_area; 底部未确认
72,61.97917793970408,55.15764110144388,000799,酒鬼酒,bottom_area,2024-07-10,39.2,2024-07-09,37.84,3.5940803382663833,6.342494714587733,28.536355051935786,False,0.5128,1.9692,1,3,1,33.33333333333333,26.337693222354336,26.337693222354336,16.405919661733616,3.5940803382663833,历史1/3次成功; 当前距低点3.59%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
