rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,99.0923611899252,84.8051278649128,600048,保利发展,bottom_area,2025-12-17,6.28,2025-12-17,6.19,1.4539579967689797,1.93861066235863,27.60233918128655,False,0.0,1.0037,2,2,2,100.0,31.721247836269217,31.987577639751546,18.546042003231022,1.4539579967689797,历史2/2次成功; 当前距低点1.45%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,94.18984615384618,81.36000000000001,600708,光明地产,bottom_area,2025-12-17,3.12,2025-12-17,3.06,1.960784313725492,2.6143790849673225,27.65957446808511,False,0.3215,0.6283,1,1,1,100.0,36.07843137254903,36.07843137254903,18.03921568627451,1.960784313725492,历史1/1次成功; 当前距低点1.96%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
3,92.13333948339444,79.5097095587981,003038,鑫铂股份,bottom_area,2025-12-17,14.94,2025-12-17,14.66,1.9099590723055888,2.1828103683492515,32.098193608151924,False,0.4032,1.7709,1,1,1,100.0,25.507614213197975,25.507614213197975,18.09004092769441,1.9099590723055888,历史1/1次成功; 当前距低点1.91%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
4,91.79164190521908,79.64567627350898,300358,楚天科技,bottom_area,2025-12-17,8.8,2025-12-17,8.61,2.2067363530778312,2.555168408826953,30.564516129032267,False,0.5714,2.7326,3,4,3,75.0,34.04319977702382,38.205499276411004,17.79326364692217,2.2067363530778312,历史3/4次成功; 当前距低点2.21%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
5,90.80590402505241,78.60303193716422,603072,天和磁材,bottom_area,2025-12-17,40.31,2025-12-17,39.49,2.0764750569764505,2.430995188655358,27.05947543405984,False,0.6492,3.2865,1,1,1,100.0,22.674167027260935,22.674167027260935,17.92352494302355,2.0764750569764505,历史1/1次成功; 当前距低点2.08%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
6,87.46344061914311,76.72812129976951,300878,维康药业,bottom_area,2025-12-17,20.87,2025-12-17,20.3,2.807881773399016,3.2019704433497465,28.771929824561397,False,0.9188,1.3421,1,1,1,100.0,21.55963302752294,21.55963302752294,17.192118226600986,2.807881773399016,历史1/1次成功; 当前距低点2.81%; 最新日涨幅0.92%; 状态bottom_area; 底部未确认
7,86.73607362367368,75.63226044226047,003016,欣贺股份,bottom_area,2025-12-17,9.1,2025-12-17,8.88,2.477477477477464,5.1801801801801695,30.5707584050039,False,-2.3605,6.1035,1,1,1,100.0,34.09090909090909,34.09090909090909,17.52252252252254,2.477477477477464,历史1/1次成功; 当前距低点2.48%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
8,85.89744026608997,74.32200202038615,000692,惠天热电,bottom_area,2025-12-17,3.48,2025-12-17,3.41,2.0527859237536608,2.63929618768328,28.511530398322844,False,0.2882,3.1397,3,5,3,60.0,36.0341608954005,59.042553191489375,17.94721407624634,2.0527859237536608,历史3/5次成功; 当前距低点2.05%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
9,85.78285643720075,75.3521813100795,301024,霍普股份,bottom_area,2025-12-17,34.3,2025-12-17,33.34,2.8794241151769455,3.659268146370722,27.913513513513504,False,-0.1456,1.3052,1,1,1,100.0,37.51219512195122,37.51219512195122,17.120575884823054,2.8794241151769455,历史1/1次成功; 当前距低点2.88%; 最新日涨幅-0.15%; 状态bottom_area; 底部未确认
10,85.36138793956765,75.29977947520796,300589,江龙船艇,bottom_area,2025-12-17,18.56,2025-12-17,18.0,3.111111111111104,3.944444444444449,28.000000000000004,False,-0.2687,15.0641,4,5,4,80.0,33.40383230398532,44.07616361071933,16.888888888888896,3.111111111111104,历史4/5次成功; 当前距低点3.11%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
11,85.35941143879174,74.60388390025592,300768,迪普科技,bottom_area,2025-12-17,18.52,2025-12-17,18.05,2.603878116343484,3.379501385041548,29.43706020328381,False,0.0,1.3647,2,3,2,66.66666666666666,46.52720074651822,47.28781110402041,17.39612188365652,2.603878116343484,历史2/3次成功; 当前距低点2.60%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
12,82.85431358079083,72.77743760474871,603030,全筑股份,bottom_area,2025-12-17,2.86,2025-12-17,2.78,2.8776978417266217,3.5971223021582768,30.845771144278604,False,-0.6944,2.9214,5,7,5,71.42857142857143,35.553088162210365,51.87969924812029,17.122302158273378,2.8776978417266217,历史5/7次成功; 当前距低点2.88%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
13,82.83582788528544,73.17652640042884,603327,福蓉科技,bottom_area,2025-12-17,11.0,2025-12-17,10.66,3.189493433395871,4.502814258911824,28.647925033467196,False,0.1821,5.1473,4,7,4,57.14285714285714,60.30969475756576,129.39632545931758,16.81050656660413,3.189493433395871,历史4/7次成功; 当前距低点3.19%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
14,81.15607055961073,73.63166666666667,603386,骏亚科技,bottom_area,2025-12-17,15.07,2025-12-17,14.4,4.652777777777777,4.861111111111106,28.535980148883368,False,-0.4624,9.2485,1,1,1,100.0,53.63748458692974,53.63748458692974,15.347222222222223,4.652777777777777,历史1/1次成功; 当前距低点4.65%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
15,80.19155566793886,68.87105093873747,002317,众生药业,bottom_area,2025-12-17,19.76,2025-12-17,19.44,1.646090534979425,2.263374485596696,28.529411764705877,False,0.8678,4.7612,2,5,2,40.0,45.076007303712714,58.31999999999999,18.353909465020575,1.646090534979425,历史2/5次成功; 当前距低点1.65%; 最新日涨幅0.87%; 状态bottom_area; 底部未确认
16,79.0383602782285,69.2528380968352,688337,普源精电,bottom_area,2025-12-17,36.73,2025-12-04,35.75,2.7412587412587324,6.545454545454556,28.499999999999996,False,1.0454,0.7214,3,6,3,50.0,38.886602295188766,54.46153846153845,17.25874125874127,2.7412587412587324,历史3/6次成功; 当前距低点2.74%; 最新日涨幅1.05%; 状态bottom_area; 底部未确认
17,78.26262123519376,71.43506290372648,603178,圣龙股份,bottom_area,2025-12-17,18.54,2025-12-05,17.66,4.983012457531138,5.039637599094001,28.182187881252542,False,0.9254,1.5746,5,7,5,71.42857142857143,31.669983984855786,47.51869476546566,15.016987542468863,4.983012457531138,历史5/7次成功; 当前距低点4.98%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
18,77.54938749017371,67.49496510249212,603038,华立股份,bottom_area,2025-12-17,15.95,2025-12-17,15.58,2.374839537869058,3.0166880616174625,29.661399548532724,False,0.6944,1.5738,2,4,2,50.0,24.944081982976137,28.753412192902637,17.625160462130943,2.374839537869058,历史2/4次成功; 当前距低点2.37%; 最新日涨幅0.69%; 状态bottom_area; 底部未确认
19,77.25566532352126,65.9361539208075,600161,天坛生物,bottom_area,2025-12-17,16.31,2025-12-17,16.1,1.3043478260869397,1.428571428571409,27.08333333333332,False,0.8035,0.3831,1,2,1,50.0,36.77455357142857,36.77455357142857,18.69565217391306,1.3043478260869397,历史1/2次成功; 当前距低点1.30%; 最新日涨幅0.80%; 状态bottom_area; 底部未确认
20,76.5552906950029,66.80128104097807,300598,诚迈科技,bottom_area,2025-12-17,44.42,2025-12-17,43.33,2.5155781213939616,2.7694438033694966,32.296875,False,1.1845,2.3208,2,5,2,40.0,44.60644708471124,45.24950099800398,17.48442187860604,2.5155781213939616,历史2/5次成功; 当前距低点2.52%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
