code,name,latest_date,latest_close,current_stage,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,historical_valid_event_count
605005,合兴股份,2025-06-18,18.39,bottom_area,2025-06-18,18.05,1.88365650969529,1.9944598337950106,32.168357760240504,False,1
000811,冰轮环境,2025-06-18,8.91,bottom_area,2025-06-17,8.8,1.2499999999999936,2.045454545454542,31.7300232738557,False,1
001230,劲旅环境,2025-06-18,20.35,bottom_area,2025-06-18,20.28,0.3451676528599619,2.514792899408274,27.85485592315901,False,1
002136,安纳达,2025-06-18,10.42,bottom_area,2025-06-18,10.41,0.09606147934677989,1.4409221902017326,30.367892976588625,False,1
000605,渤海股份,2025-06-18,6.81,bottom_area,2025-06-18,6.81,0.0,2.0558002936857647,27.553191489361712,False,1
688188,柏楚电子,2025-06-18,140.67,bottom_area,2025-06-11,136.66,2.934289477535483,4.200204888043326,31.8675840063815,False,1
301058,中粮科工,2025-06-18,10.81,bottom_area,2025-04-30,10.45,3.4449760765550357,10.430622009569378,29.77150537634409,True,1
301260,格力博,2025-06-18,19.23,bottom_area,2025-06-16,19.04,0.9978991596638722,3.046218487394968,27.272727272727277,False,1
600770,综艺股份,2025-06-18,5.28,bottom_area,2025-06-13,5.18,1.9305019305019409,4.247104247104259,31.390728476821195,False,1
002127,南极电商,2025-06-18,3.92,bottom_area,2025-06-18,3.9,0.5128205128205132,1.7948717948718023,27.102803738317753,False,1
002909,集泰股份,2025-06-18,6.05,bottom_area,2025-06-18,6.01,0.6655574043261238,2.1630615640598987,28.195937873357224,False,1
603577,汇金通,2025-06-18,9.16,bottom_area,2025-06-18,9.13,0.32858707557502037,1.7524644030667946,29.00466562986002,False,1
002743,富煌钢构,2025-06-18,6.62,bottom_area,2025-06-18,6.56,0.914634146341471,4.725609756097569,27.753303964757713,False,1
688448,磁谷科技,2025-06-18,28.21,bottom_area,2025-06-18,27.95,0.9302325581395404,2.50447227191413,29.042904290429046,False,1
001223,欧克科技,2025-06-18,38.36,bottom_area,2025-05-26,36.78,4.2958129418162,10.250135943447516,31.661092530657747,True,1
688318,财富趋势,2025-06-18,101.04,bottom_area,2025-06-06,96.71,4.477303277840981,8.458277323958233,30.906622847753095,True,1
688682,霍莱沃,2025-06-18,28.86,bottom_area,2025-06-13,27.64,4.413892908827782,9.11722141823444,32.25490196078431,True,1
