rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.47425824879167,80.87124341901402,605258,协和电子,bottom_area,2022-09-05,22.7,2022-09-01,22.37,1.4751899865891742,3.933839964237814,28.98412698412698,False,-1.689,1.7925,1,1,1,100.0,49.971379507727534,49.971379507727534,13.524810013410827,1.4751899865891742,历史1/1次成功; 当前距低点1.48%; 最新日涨幅-1.69%; 状态bottom_area; 底部未确认
14,81.78334907054584,72.26084006233178,300611,美力科技,bottom_area,2022-09-05,9.44,2022-09-05,9.36,0.8547008547008554,3.3119658119658175,32.71028037383178,False,-1.6667,3.246,1,1,1,100.0,35.911602209944746,35.911602209944746,14.145299145299145,0.8547008547008554,历史1/1次成功; 当前距低点0.85%; 最新日涨幅-1.67%; 状态bottom_area; 底部未确认
15,81.28866729022825,74.92776191883787,002801,微光股份,bottom_area,2022-09-05,28.73,2022-09-01,27.86,3.122756640344584,7.465900933237624,27.636363636363637,True,-0.1043,1.805,1,1,1,100.0,29.019607843137262,29.019607843137262,11.877243359655415,3.122756640344584,历史1/1次成功; 当前距低点3.12%; 最新日涨幅-0.10%; 状态bottom_area; 底部已确认
16,78.83919425400182,74.6734240260327,002350,北京科锐,bottom_area,2022-09-05,8.9,2022-09-02,8.51,4.5828437132785025,7.638072855464165,30.813008130081304,True,1.7143,7.1963,1,1,1,100.0,23.07692307692308,23.07692307692308,10.417156286721497,4.5828437132785025,历史1/1次成功; 当前距低点4.58%; 最新日涨幅1.71%; 状态bottom_area; 底部已确认
17,78.72801150186999,69.66688332278711,688237,超卓航科,bottom_area,2022-09-05,55.0,2022-09-02,54.49,0.935951550743252,5.523949348504309,29.417098445595858,False,-2.1178,4.0987,1,1,1,100.0,22.961574507966244,22.961574507966244,14.064048449256747,0.935951550743252,历史1/1次成功; 当前距低点0.94%; 最新日涨幅-2.12%; 状态bottom_area; 底部未确认
18,78.72633546691279,73.12325606778587,300707,威唐工业,bottom_area,2022-09-05,18.46,2022-09-02,17.83,3.533370723499734,7.0667414469994485,32.35963581183612,True,-1.2306,2.0723,1,1,1,100.0,24.351297405189634,24.351297405189634,11.466629276500266,3.533370723499734,历史1/1次成功; 当前距低点3.53%; 最新日涨幅-1.23%; 状态bottom_area; 底部已确认
19,78.38898817910925,72.21429348978582,688058,宝兰德,bottom_area,2022-09-05,41.67,2022-08-31,40.42,3.0925284512617517,7.397328055418097,31.49152542372881,True,-3.0705,1.4664,1,1,1,100.0,24.27558257345491,24.27558257345491,11.907471548738249,3.0925284512617517,历史1/1次成功; 当前距低点3.09%; 最新日涨幅-3.07%; 状态bottom_area; 底部已确认
20,78.18729311606296,70.21943272766853,000037,深南电A,bottom_area,2022-09-05,8.24,2022-09-05,8.1,1.7283950617284023,4.5679012345679135,31.41405588484336,False,-2.7155,9.3421,3,5,3,60.0,32.47405090542621,45.16765285996055,13.271604938271597,1.7283950617284023,历史3/5次成功; 当前距低点1.73%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
21,77.901816464041,72.97669006749052,002169,智光电气,bottom_area,2022-09-05,9.12,2022-09-02,8.77,3.9908779931584912,6.49942987457241,30.72669826224329,False,0.6623,8.772,1,1,1,100.0,15.891891891891898,15.891891891891898,11.009122006841508,3.9908779931584912,历史1/1次成功; 当前距低点3.99%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
22,76.38461466266264,71.52239754858384,688045,必易微,bottom_area,2022-09-05,61.34,2022-09-01,59.0,3.9661016949152597,7.084745762711863,28.743961352657006,True,-0.5674,5.5585,1,1,1,100.0,21.048975338659265,21.048975338659265,11.03389830508474,3.9661016949152597,历史1/1次成功; 当前距低点3.97%; 最新日涨幅-0.57%; 状态bottom_area; 底部已确认
23,76.19198924754934,67.08521126353816,688286,敏芯股份,bottom_area,2022-09-05,46.77,2022-09-05,46.46,0.6672406371071938,4.821351700387434,29.723188625018903,False,-3.0874,1.6996,1,1,1,100.0,16.00279524807827,16.00279524807827,14.332759362892805,0.6672406371071938,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-3.09%; 状态bottom_area; 底部未确认
24,75.77007401504262,70.22644888050897,002119,康强电子,bottom_area,2022-09-05,13.01,2022-09-01,12.58,3.418124006359298,5.166931637519875,30.8030803080308,False,-0.4591,5.1697,1,1,1,100.0,16.557911908646,16.557911908646,11.581875993640702,3.418124006359298,历史1/1次成功; 当前距低点3.42%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
25,71.42652823899373,63.11746742848445,688208,道通科技,bottom_area,2022-09-05,26.94,2022-09-05,26.71,0.8611007113440674,3.706476974915756,30.51508844953173,False,-1.4991,2.0168,2,3,2,66.66666666666666,25.721023568184222,34.72341892124764,14.138899288655931,0.8611007113440674,历史2/3次成功; 当前距低点0.86%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
26,67.49346710387033,59.79919936333471,688288,鸿泉技术,bottom_area,2022-09-05,19.15,2022-09-05,18.96,1.002109704641338,5.432489451476781,30.600292825768665,False,-2.4949,0.7781,1,3,1,33.33333333333333,41.992882562277565,41.992882562277565,13.997890295358662,1.002109704641338,历史1/3次成功; 当前距低点1.00%; 最新日涨幅-2.49%; 状态bottom_area; 底部未确认
27,67.16385898876497,59.50680132636046,300726,宏达电子,bottom_area,2022-09-05,45.37,2022-09-05,44.92,1.0017809439002576,2.760463045414058,28.242811501597444,False,-1.7114,1.5023,1,2,1,50.0,20.972375690607738,20.972375690607738,13.998219056099742,1.0017809439002576,历史1/2次成功; 当前距低点1.00%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
28,66.80722652848002,59.89049878011807,002520,日发精机,bottom_area,2022-09-05,6.23,2022-09-01,6.13,1.6313213703099598,3.7520391517128946,29.62112514351321,False,-0.9539,2.1924,1,2,1,50.0,30.752212389380546,30.752212389380546,13.36867862969004,1.6313213703099598,历史1/2次成功; 当前距低点1.63%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
29,65.17257094752057,58.08726998517274,605319,无锡振华,bottom_area,2022-09-05,13.81,2022-08-29,13.63,1.3206162876008782,5.209097578870132,27.345415778251603,False,-0.4326,0.6479,1,2,1,50.0,17.248790972595383,17.248790972595383,13.67938371239912,1.3206162876008782,历史1/2次成功; 当前距低点1.32%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
30,64.56849828161553,59.067462815480944,002617,露笑科技,bottom_area,2022-09-05,11.72,2022-09-02,11.41,2.7169149868536415,4.294478527607364,28.99813316739266,False,0.7739,2.748,1,3,1,33.33333333333333,36.60589060308556,36.60589060308556,12.283085013146358,2.7169149868536415,历史1/3次成功; 当前距低点2.72%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
31,61.966765472196954,57.79802596187582,300340,科恒股份,bottom_area,2022-09-05,12.7,2022-09-02,12.24,3.758169934640515,4.656862745098041,27.999999999999996,False,2.5848,3.2093,1,3,1,33.33333333333333,42.54473161033797,42.54473161033797,11.241830065359485,3.758169934640515,历史1/3次成功; 当前距低点3.76%; 最新日涨幅2.58%; 状态bottom_area; 底部未确认
32,61.83715947577894,56.32097665342749,688165,埃夫特,bottom_area,2022-09-05,8.26,2022-09-02,8.06,2.4813895781637627,5.583126550868477,28.4826974267968,False,-1.7836,0.539,1,2,1,50.0,21.98142414860681,21.98142414860681,12.518610421836238,2.4813895781637627,历史1/2次成功; 当前距低点2.48%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
33,61.14745608070294,56.971996195842344,688135,利扬芯片,bottom_area,2022-09-05,30.55,2022-09-01,29.46,3.6999321113374064,6.1439239646978905,27.259259259259256,False,-1.4834,1.7386,1,2,1,50.0,40.41850220264317,40.41850220264317,11.300067888662593,3.6999321113374064,历史1/2次成功; 当前距低点3.70%; 最新日涨幅-1.48%; 状态bottom_area; 底部未确认
34,60.56086006211245,55.341132524886326,601606,长城军工,bottom_area,2022-09-05,11.97,2022-08-29,11.66,2.658662092624361,5.488850771869645,27.033792240300375,False,-1.1561,1.3586,1,2,1,50.0,18.886462882096076,18.886462882096076,12.341337907375639,2.658662092624361,历史1/2次成功; 当前距低点2.66%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
35,60.496474310069274,53.80246342563451,300620,光库科技,bottom_area,2022-09-05,37.82,2022-09-05,37.37,1.204174471501212,9.178485416109178,31.519149715961152,False,-5.6152,2.2203,1,3,1,33.33333333333333,22.444343480236245,22.444343480236245,13.795825528498787,1.204174471501212,历史1/3次成功; 当前距低点1.20%; 最新日涨幅-5.62%; 状态bottom_area; 底部未确认
36,59.928718504099955,52.87863578987104,601966,玲珑轮胎,bottom_area,2022-09-05,21.92,2022-09-05,21.75,0.7816091954023066,3.4482758620689653,28.21782178217822,False,-2.3173,0.6626,1,2,1,50.0,22.476907287033857,22.476907287033857,14.218390804597691,0.7816091954023066,历史1/2次成功; 当前距低点0.78%; 最新日涨幅-2.32%; 状态bottom_area; 底部未确认
37,52.71315065755451,49.56932437977672,002607,中公教育,bottom_area,2022-09-05,4.47,2022-08-25,4.29,4.195804195804189,10.023310023310017,28.02013422818792,True,-1.5419,1.3489,1,4,1,25.0,18.337408312958438,18.337408312958438,10.80419580419581,4.195804195804189,历史1/4次成功; 当前距低点4.20%; 最新日涨幅-1.54%; 状态bottom_area; 底部已确认
