rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.47425824879167,80.87124341901402,605258,协和电子,bottom_area,2022-09-05,22.7,2022-09-01,22.37,1.4751899865891742,3.933839964237814,28.98412698412698,False,-1.689,1.7925,1,1,1,100.0,49.971379507727534,49.971379507727534,13.524810013410827,1.4751899865891742,历史1/1次成功; 当前距低点1.48%; 最新日涨幅-1.69%; 状态bottom_area; 底部未确认
2,88.76603374319318,82.56644672997928,603185,弘元绿能,bottom_area,2022-09-05,139.48,2022-09-01,134.62,3.610161937304995,6.224929430990934,29.065233428179997,False,2.1308,1.5747,3,3,3,100.0,29.449548102336955,43.51028702057404,11.389838062695004,3.610161937304995,历史3/3次成功; 当前距低点3.61%; 最新日涨幅2.13%; 状态bottom_area; 底部未确认
3,86.58686139290126,78.16920306813235,603055,台华新材,bottom_area,2022-09-05,10.67,2022-09-01,10.46,2.0076481835563964,4.684512428298264,31.767775603392035,False,0.0938,0.4231,1,1,1,100.0,19.498069498069512,19.498069498069512,12.992351816443604,2.0076481835563964,历史1/1次成功; 当前距低点2.01%; 最新日涨幅0.09%; 状态bottom_area; 底部未确认
4,86.08806318195572,77.67753347886656,002645,华宏科技,bottom_area,2022-09-05,18.55,2022-09-02,18.19,1.9791094007696506,4.452996151731713,28.27287066246056,False,0.2703,1.212,1,1,1,100.0,16.50485436893203,16.50485436893203,13.02089059923035,1.9791094007696506,历史1/1次成功; 当前距低点1.98%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
5,86.06548557412373,76.61377646688256,688279,峰岹科技,bottom_area,2022-09-05,62.97,2022-09-05,62.19,1.254220935841777,3.6661842739990376,27.07551594746717,False,-2.2205,1.8592,1,1,1,100.0,24.37311935807422,24.37311935807422,13.745779064158222,1.254220935841777,历史1/1次成功; 当前距低点1.25%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
6,85.92502012833256,77.915719609583,002735,王子新材,bottom_area,2022-09-05,20.04,2022-09-02,19.6,2.2448979591836618,5.969387755102031,27.808471454880284,False,0.4008,1.9623,1,1,1,100.0,21.043478260869563,21.043478260869563,12.755102040816338,2.2448979591836618,历史1/1次成功; 当前距低点2.24%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
7,85.50005650062539,79.67170308533098,002045,国光电器,bottom_area,2022-09-05,12.87,2022-09-02,12.41,3.706688154713933,5.882352941176474,29.166666666666664,False,0.2336,11.4116,2,2,2,100.0,31.73630149504698,33.77563329312426,11.293311845286066,3.706688154713933,历史2/2次成功; 当前距低点3.71%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
8,85.03294893525589,75.41028265851794,002346,柘中股份,bottom_area,2022-09-05,14.4,2022-09-05,14.25,1.052631578947371,2.8771929824561413,31.15942028985507,False,-1.7065,1.2055,1,1,1,100.0,15.431627196333075,15.431627196333075,13.947368421052628,1.052631578947371,历史1/1次成功; 当前距低点1.05%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
9,84.2991844437557,76.7546489041045,002534,西子洁能,bottom_area,2022-09-05,17.88,2022-09-02,17.45,2.464183381088824,4.756446991404022,29.38081748280049,False,0.846,1.6016,1,1,1,100.0,17.489177489177486,17.489177489177486,12.535816618911175,2.464183381088824,历史1/1次成功; 当前距低点2.46%; 最新日涨幅0.85%; 状态bottom_area; 底部未确认
10,83.31061043116419,73.76497098646036,002110,三钢闽光,bottom_area,2022-09-05,5.22,2022-08-31,5.17,0.9671179883945807,1.547388781431336,30.41722745625841,False,0.3846,0.3728,1,1,1,100.0,22.90322580645161,22.90322580645161,14.03288201160542,0.9671179883945807,历史1/1次成功; 当前距低点0.97%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
11,82.96393809834822,74.4945623433855,002196,方正电机,bottom_area,2022-09-05,8.29,2022-09-01,8.15,1.71779141104293,5.521472392638028,27.29705619982159,False,-0.2407,1.7285,1,1,1,100.0,18.661971830985923,18.661971830985923,13.28220858895707,1.71779141104293,历史1/1次成功; 当前距低点1.72%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
12,82.48389839858244,76.05308886971528,603178,圣龙股份,bottom_area,2022-09-05,11.17,2022-09-02,10.83,3.1394275161588165,4.801477377654659,28.373015873015866,False,0.0,1.2256,1,1,1,100.0,21.994535519125673,21.994535519125673,11.860572483841183,3.1394275161588165,历史1/1次成功; 当前距低点3.14%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
13,82.0679595519977,76.7117785698139,605208,永茂泰,bottom_area,2022-09-05,17.43,2022-09-01,16.78,3.8736591179976076,9.356376638855782,28.44349680170575,True,-2.5713,4.5163,2,2,2,100.0,31.149039563701308,46.887631366208595,11.126340882002392,3.8736591179976076,历史2/2次成功; 当前距低点3.87%; 最新日涨幅-2.57%; 状态bottom_area; 底部已确认
