rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.01721659191487,82.25938414382556,000983,山西焦煤,bottom_area,2023-04-21,10.46,2023-04-11,10.25,2.0487804878048865,8.097560975609756,27.715091678420308,True,-1.6917,0.8748,3,3,3,100.0,21.938729333444627,27.212389380530986,7.951219512195114,2.0487804878048865,历史3/3次成功; 当前距低点2.05%; 最新日涨幅-1.69%; 状态bottom_area; 底部已确认
2,86.12992563331537,80.92241816788221,000519,中兵红箭,bottom_area,2023-04-21,19.44,2023-04-20,19.11,1.7268445839874507,3.9769754055468427,28.319579894973746,False,0.7254,3.2584,2,2,2,100.0,14.191525910610773,14.515292897874552,8.27315541601255,1.7268445839874507,历史2/2次成功; 当前距低点1.73%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
3,85.85263769952195,79.12425672394647,002370,亚太药业,bottom_area,2023-04-21,4.21,2023-04-21,4.18,0.7177033492823026,2.1531100478468868,30.909090909090914,False,0.0,1.1105,3,3,3,100.0,15.325915915645853,15.633423180592995,9.282296650717697,0.7177033492823026,历史3/3次成功; 当前距低点0.72%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
4,85.54019541796461,77.88460100555801,002125,湘潭电化,bottom_area,2023-04-21,12.31,2023-04-21,12.3,0.08130081300812834,1.951219512195109,29.35094773118897,False,-1.2831,0.9217,3,3,3,100.0,23.333155157078114,32.067510548523195,9.918699186991873,0.08130081300812834,历史3/3次成功; 当前距低点0.08%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
5,85.41433887129097,78.55096774193548,000678,襄阳轴承,bottom_area,2023-04-21,4.99,2023-04-21,4.96,0.6048387096774244,4.435483870967737,31.68044077134986,False,-2.3483,1.2806,2,2,2,100.0,68.2777295253666,121.62162162162164,9.395161290322577,0.6048387096774244,历史2/2次成功; 当前距低点0.60%; 最新日涨幅-2.35%; 状态bottom_area; 底部未确认
6,85.05650415581631,78.3521453287197,300586,美联新材,bottom_area,2023-04-21,14.55,2023-04-21,14.45,0.6920415224913594,4.775086505190321,29.854368932038845,False,-1.6892,1.3666,2,2,2,100.0,69.69134206257787,124.33414043583537,9.30795847750864,0.6920415224913594,历史2/2次成功; 当前距低点0.69%; 最新日涨幅-1.69%; 状态bottom_area; 底部未确认
7,83.6784152228474,76.07128656622491,000620,盈新发展,bottom_area,2023-04-21,2.08,2023-04-21,2.08,0.0,0.0,32.467532467532465,False,-9.9567,0.5753,3,3,3,100.0,35.0606804635748,58.4192439862543,10.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.96%; 状态bottom_area; 底部未确认
8,83.0455484357139,76.01367346938774,605133,嵘泰股份,bottom_area,2023-04-21,28.03,2023-04-21,27.93,0.3580379520229195,3.1865377730039404,27.151799687010964,False,-1.993,4.7567,1,1,1,100.0,60.01483679525222,60.01483679525222,9.64196204797708,0.3580379520229195,历史1/1次成功; 当前距低点0.36%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
9,82.97072911157629,75.89532612743774,000980,众泰汽车,bottom_area,2023-04-21,3.1,2023-04-21,3.09,0.32362459546926314,4.2071197411003345,27.803738317757016,False,-3.4268,1.6031,3,3,3,100.0,25.823603253266942,43.49775784753364,9.676375404530738,0.32362459546926314,历史3/3次成功; 当前距低点0.32%; 最新日涨幅-3.43%; 状态bottom_area; 底部未确认
10,82.92674690259915,75.57484194169112,002843,泰嘉股份,bottom_area,2023-04-21,15.44,2023-04-21,15.42,0.12970168612191682,3.7613488975356684,28.478664192949903,False,-2.6482,1.0575,2,2,2,100.0,28.175063365855337,31.56626506024095,9.870298313878084,0.12970168612191682,历史2/2次成功; 当前距低点0.13%; 最新日涨幅-2.65%; 状态bottom_area; 底部未确认
11,82.76102310383821,76.00195588120171,300658,延江股份,bottom_area,2023-04-21,7.59,2023-04-21,7.55,0.5298013245033117,3.0463576158940455,27.193828351012534,False,-2.0645,1.4223,3,3,3,100.0,18.70915538209279,26.72018348623853,9.470198675496688,0.5298013245033117,历史3/3次成功; 当前距低点0.53%; 最新日涨幅-2.06%; 状态bottom_area; 底部未确认
12,82.00500000000002,74.55000000000001,600172,黄河旋风,bottom_area,2023-04-21,4.79,2023-04-21,4.79,0.0,3.757828810020871,30.174927113702626,False,-2.6423,2.0309,1,1,1,100.0,51.074589127686465,51.074589127686465,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.64%; 状态bottom_area; 底部未确认
13,80.97969380834046,73.89615687694138,000868,安凯客车,bottom_area,2023-04-21,5.07,2023-04-21,5.06,0.19762845849803706,3.7549407114624587,30.110497237569067,False,-2.5,1.5407,4,5,4,80.0,29.982525603854317,69.53846153846153,9.802371541501964,0.19762845849803706,历史4/5次成功; 当前距低点0.20%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
14,80.29958125927635,73.28899960143485,000935,四川双马,bottom_area,2023-04-21,19.34,2023-04-21,19.3,0.20725388601035827,3.8860103626943006,28.306092124814263,False,-3.7811,0.6305,1,1,1,100.0,43.71794871794874,43.71794871794874,9.792746113989642,0.20725388601035827,历史1/1次成功; 当前距低点0.21%; 最新日涨幅-3.78%; 状态bottom_area; 底部未确认
15,79.58936500045196,72.35396818222905,002350,北京科锐,bottom_area,2023-04-21,6.98,2023-04-21,6.98,0.0,3.2951289398280736,29.208924949290054,False,-2.6499,1.7879,2,2,2,100.0,21.526710657145447,23.07692307692308,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-2.65%; 状态bottom_area; 底部未确认
16,79.26663037295319,72.06057306632107,600966,博汇纸业,bottom_area,2023-04-21,6.44,2023-04-21,6.44,0.0,7.763975155279502,27.395715896279583,False,-9.9301,1.6469,3,3,3,100.0,13.49770465764015,15.231788079470201,10.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.93%; 状态bottom_area; 底部未确认
17,79.17644214788332,72.77824003806231,000059,华锦股份,bottom_area,2023-04-21,6.95,2023-04-17,6.91,0.5788712011577429,6.367583212735159,27.71966527196653,False,-1.5581,1.1548,2,2,2,100.0,18.645518154311638,25.41603630862328,9.421128798842258,0.5788712011577429,历史2/2次成功; 当前距低点0.58%; 最新日涨幅-1.56%; 状态bottom_area; 底部未确认
18,78.64600172099136,72.11372690699456,002706,良信股份,bottom_area,2023-04-21,11.15,2023-04-21,11.1,0.45045045045045684,3.2432432432432545,27.49836708033965,False,-0.3575,0.8638,2,2,2,100.0,13.49867706463227,14.727153188691638,9.549549549549544,0.45045045045045684,历史2/2次成功; 当前距低点0.45%; 最新日涨幅-0.36%; 状态bottom_area; 底部未确认
19,78.64187314715987,72.25048416346843,002397,梦洁股份,bottom_area,2023-04-21,3.64,2023-04-21,3.62,0.5524861878453043,4.419889502762422,32.83858998144712,False,-3.7037,2.6765,1,1,1,100.0,42.36641221374045,42.36641221374045,9.447513812154696,0.5524861878453043,历史1/1次成功; 当前距低点0.55%; 最新日涨幅-3.70%; 状态bottom_area; 底部未确认
20,78.44032590554676,73.44832928784733,002188,中天服务,bottom_area,2023-04-21,5.9,2023-04-21,5.81,1.5490533562822848,5.851979345955263,31.56654888103652,False,-2.8007,2.4535,1,1,1,100.0,10.968660968660975,10.968660968660975,8.450946643717716,1.5490533562822848,历史1/1次成功; 当前距低点1.55%; 最新日涨幅-2.80%; 状态bottom_area; 底部未确认
