rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.72817169007254,84.7051926146749,688355,明志科技,bottom_area,2023-08-16,22.53,2023-08-16,22.22,1.3951395139514056,4.095409540954096,27.027914614121514,False,-2.383,2.3469,4,4,4,100.0,19.602745733785582,35.08474576271185,8.604860486048596,1.3951395139514056,历史4/4次成功; 当前距低点1.40%; 最新日涨幅-2.38%; 状态bottom_area; 底部未确认
2,89.53802290609293,83.55691868405084,688300,联瑞新材,bottom_area,2023-08-16,42.12,2023-08-14,41.55,1.3718411552346579,3.7304452466907447,28.974358974358978,False,0.0475,0.2936,2,2,2,100.0,24.003852247235756,26.809910956252438,8.628158844765343,1.3718411552346579,历史2/2次成功; 当前距低点1.37%; 最新日涨幅0.05%; 状态bottom_area; 底部未确认
3,86.51181977206895,82.82658409219592,002045,国光电器,bottom_area,2023-08-16,13.62,2023-08-14,13.26,2.7149321266968283,8.974358974358971,28.20790471034109,True,-4.0169,3.8472,4,4,4,100.0,26.70230828529398,33.77563329312426,7.285067873303172,2.7149321266968283,历史4/4次成功; 当前距低点2.71%; 最新日涨幅-4.02%; 状态bottom_area; 底部已确认
4,86.50890020099457,78.88791447658359,688248,南网科技,bottom_area,2023-08-16,30.93,2023-08-16,30.88,0.16191709844559815,3.011658031088082,28.152629129827822,False,-1.7159,1.9752,3,3,3,100.0,29.715513231395445,49.406593406593416,9.838082901554403,0.16191709844559815,历史3/3次成功; 当前距低点0.16%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
5,85.80559981332118,78.42864779317141,300604,长川科技,bottom_area,2023-08-16,35.35,2023-08-16,35.25,0.2836879432624154,4.2836879432624055,29.031608616871353,False,-3.1507,1.9283,4,4,4,100.0,22.28739948284786,36.28082648300379,9.716312056737584,0.2836879432624154,历史4/4次成功; 当前距低点0.28%; 最新日涨幅-3.15%; 状态bottom_area; 底部未确认
6,84.9176646265122,77.31432669906565,002240,盛新锂能,bottom_area,2023-08-16,25.35,2023-08-16,25.33,0.07895775759969652,2.4476904855902135,28.243626062322946,False,-1.4002,0.8949,3,3,3,100.0,20.23844293759655,33.42198581560282,9.921042242400304,0.07895775759969652,历史3/3次成功; 当前距低点0.08%; 最新日涨幅-1.40%; 状态bottom_area; 底部未确认
7,82.64015000254146,75.25398768684575,300539,横河精密,bottom_area,2023-08-16,11.35,2023-08-16,11.34,0.08818342151675297,2.1164021164021185,27.07395498392283,False,-1.0462,1.001,2,2,2,100.0,25.941106924214775,39.25845147219192,9.911816578483247,0.08818342151675297,历史2/2次成功; 当前距低点0.09%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
8,82.45801364321608,75.68427135678391,002150,正泰电源,bottom_area,2023-08-16,14.0,2023-08-16,13.93,0.5025125628140724,3.3022254127781827,27.447916666666668,False,-1.8233,1.1513,1,1,1,100.0,164.87025948103792,164.87025948103792,9.497487437185928,0.5025125628140724,历史1/1次成功; 当前距低点0.50%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
9,81.5001228191039,74.61327011466172,688328,深科达,bottom_area,2023-08-16,21.82,2023-08-16,21.74,0.367985280588785,2.5298988040478414,30.918334922148077,False,-1.1328,3.4785,2,2,2,100.0,25.92621803443088,29.170984455958543,9.632014719411215,0.367985280588785,历史2/2次成功; 当前距低点0.37%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
10,81.38408821430087,73.98553474027352,600072,中船科技,bottom_area,2023-08-16,21.65,2023-08-16,21.65,0.0,2.3094688221709005,29.47882736156352,False,-2.3014,2.2687,3,3,3,100.0,13.631907205771569,14.0952380952381,10.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-2.30%; 状态bottom_area; 底部未确认
11,80.702714818439,73.4544668598662,300473,德尔股份,bottom_area,2023-08-16,15.87,2023-08-16,15.86,0.06305170239596335,2.1437578814627987,29.35412026726058,False,-1.9159,1.276,2,2,2,100.0,15.958197534026922,21.37137137137137,9.936948297604037,0.06305170239596335,历史2/2次成功; 当前距低点0.06%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
12,80.55455437489762,74.89726575748742,688287,退市观典,bottom_area,2023-08-16,10.3,2023-08-16,10.18,1.1787819253438212,4.0275049115913575,31.951871657754015,False,-2.5544,0.5095,1,1,1,100.0,14.219830899308223,14.219830899308223,8.821218074656178,1.1787819253438212,历史1/1次成功; 当前距低点1.18%; 最新日涨幅-2.55%; 状态bottom_area; 底部未确认
13,79.74621410835121,75.59806797179024,002864,盘龙药业,bottom_area,2023-08-16,34.9,2023-08-08,34.15,2.1961932650073206,7.349926793557827,27.340425531914896,True,-2.7042,4.6891,1,1,1,100.0,21.26553019358567,21.26553019358567,7.80380673499268,2.1961932650073206,历史1/1次成功; 当前距低点2.20%; 最新日涨幅-2.70%; 状态bottom_area; 底部已确认
14,79.47033802495157,73.04464137444357,688262,国芯科技,bottom_area,2023-08-16,31.42,2023-08-16,31.24,0.5761843790012909,3.7772087067861824,32.52699784017278,False,-2.8748,1.459,2,2,2,100.0,20.044848164336123,27.063197026022312,9.42381562099871,0.5761843790012909,历史2/2次成功; 当前距低点0.58%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
15,78.69146902722484,72.66865897620764,600935,华塑股份,bottom_area,2023-08-16,3.68,2023-06-27,3.65,0.8219178082191849,7.671232876712336,28.571428571428577,True,-0.8086,0.2488,1,1,1,100.0,28.50877192982458,28.50877192982458,9.178082191780817,0.8219178082191849,历史1/1次成功; 当前距低点0.82%; 最新日涨幅-0.81%; 状态bottom_area; 底部已确认
16,78.55344213509683,71.4122201228153,300455,航天智装,bottom_area,2023-08-16,10.6,2023-08-16,10.6,0.0,2.264150943396228,32.05128205128205,False,-1.9426,0.8668,2,2,2,100.0,16.463549047394118,18.904109589041095,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-1.94%; 状态bottom_area; 底部未确认
17,78.34963374505219,73.82091331256413,688234,天岳先进,bottom_area,2023-08-16,55.96,2023-08-16,54.93,1.8751137811760445,6.881485527034409,29.57692307692308,False,-4.8299,1.7543,2,2,2,100.0,10.517057707771569,10.647803425167522,8.124886218823956,1.8751137811760445,历史2/2次成功; 当前距低点1.88%; 最新日涨幅-4.83%; 状态bottom_area; 底部未确认
18,78.10775737775576,71.32821263874314,603015,弘讯科技,bottom_area,2023-08-16,8.48,2023-08-16,8.46,0.23640661938533772,2.482269503546088,29.38230383973288,False,-1.7381,0.8167,1,1,1,100.0,23.318385650224208,23.318385650224208,9.763593380614664,0.23640661938533772,历史1/1次成功; 当前距低点0.24%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
19,77.82714144267122,71.00390384289827,002519,银河电子,bottom_area,2023-08-16,5.38,2023-08-16,5.37,0.18621973929236102,1.675977653631282,27.628032345013477,False,-1.4652,0.9717,1,1,1,100.0,20.959595959595962,20.959595959595962,9.81378026070764,0.18621973929236102,历史1/1次成功; 当前距低点0.19%; 最新日涨幅-1.47%; 状态bottom_area; 底部未确认
20,76.78704338058088,70.7509484756641,688143,长盈通,bottom_area,2023-08-16,28.6,2023-08-15,28.4,0.7042253521126861,2.887323943661973,32.04115817181144,False,-1.5829,0.6503,1,1,1,100.0,25.949367088607595,25.949367088607595,9.295774647887315,0.7042253521126861,历史1/1次成功; 当前距低点0.70%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
21,76.19815205437514,69.35636149691527,300565,科信技术,bottom_area,2023-08-16,15.52,2023-08-16,15.51,0.06447453255963756,3.546099290780135,31.854130052724084,False,-2.8178,2.6154,1,1,1,100.0,10.60948081264109,10.60948081264109,9.935525467440364,0.06447453255963756,历史1/1次成功; 当前距低点0.06%; 最新日涨幅-2.82%; 状态bottom_area; 底部未确认
22,76.00986041604854,69.26148323304243,603061,金海通,bottom_area,2023-08-16,90.0,2023-08-16,89.89,0.12237178774057117,3.0370452775614685,27.618970931637005,False,-1.7575,4.816,1,1,1,100.0,10.80909090909091,10.80909090909091,9.87762821225943,0.12237178774057117,历史1/1次成功; 当前距低点0.12%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
23,75.53083712500215,69.75207695703324,603051,鹿山新材,bottom_area,2023-08-16,34.28,2023-08-16,34.0,0.8235294117647093,7.05882352941176,31.61705551086082,False,-5.85,6.2168,2,2,2,100.0,15.58991406374611,18.738110336081178,9.176470588235292,0.8235294117647093,历史2/2次成功; 当前距低点0.82%; 最新日涨幅-5.85%; 状态bottom_area; 底部未确认
24,75.2562907210205,68.7834618567882,300713,英可瑞,bottom_area,2023-08-16,17.81,2023-08-16,17.76,0.2815315315315155,2.815315315315315,27.74613506916191,False,-1.8192,2.7368,1,1,1,100.0,10.190073917634633,10.190073917634633,9.718468468468485,0.2815315315315155,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
25,74.34803831491094,71.93746878057505,002219,新里程,bottom_area,2023-08-16,3.79,2023-08-07,3.67,3.2697547683923736,6.267029972752043,29.42307692307693,False,-1.3021,0.3599,1,1,1,100.0,23.938223938223942,23.938223938223942,6.730245231607626,3.2697547683923736,历史1/1次成功; 当前距低点3.27%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
26,74.32910358565738,67.57191235059761,600990,四创电子,bottom_area,2023-08-16,22.09,2023-08-16,22.09,0.0,1.856043458578543,31.16235587410409,False,-1.7349,0.4188,1,1,1,100.0,12.483399734395755,12.483399734395755,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.73%; 状态bottom_area; 底部未确认
27,71.95697865556888,66.90158191153502,688115,思林杰,confirmed_rebound,2023-08-16,29.22,2023-08-15,28.88,1.1772853185595562,10.734072022160671,27.345911949685537,False,-0.5107,2.224,2,3,2,66.66666666666666,20.31788049023731,23.658728081654015,8.822714681440443,1.1772853185595562,历史2/3次成功; 当前距低点1.18%; 最新日涨幅-0.51%; 状态confirmed_rebound; 底部未确认
28,71.87443198690477,70.9031558789736,002755,奥赛康,bottom_area,2023-08-16,8.03,2023-08-08,7.7,4.285714285714275,6.363636363636354,31.00358422939068,False,-0.7417,0.1918,1,1,1,100.0,30.831099195710454,30.831099195710454,5.714285714285726,4.285714285714275,历史1/1次成功; 当前距低点4.29%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
29,71.68209451464439,66.18823308169439,601360,三六零,bottom_area,2023-08-16,11.12,2023-08-16,11.03,0.8159564823209416,3.9891205802357326,31.7450495049505,False,-3.1359,1.3399,1,1,1,100.0,13.003300330033007,13.003300330033007,9.18404351767906,0.8159564823209416,历史1/1次成功; 当前距低点0.82%; 最新日涨幅-3.14%; 状态bottom_area; 底部未确认
30,71.67340350791947,65.5728452666901,002386,天原股份,bottom_area,2023-08-16,6.03,2023-08-15,6.01,0.33277870216306926,1.6638935108153168,27.503015681544024,False,-0.495,0.4778,2,3,2,66.66666666666666,32.445774413737794,48.85290148448042,9.667221297836932,0.33277870216306926,历史2/3次成功; 当前距低点0.33%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
31,70.48668859233881,66.03243766620584,688286,敏芯股份,bottom_area,2023-08-16,47.75,2023-08-16,47.01,1.5741331631567794,7.679217187832375,28.338414634146336,False,-4.4809,2.1968,2,3,2,66.66666666666666,20.509648449121638,25.016501650165008,8.425866836843221,1.5741331631567794,历史2/3次成功; 当前距低点1.57%; 最新日涨幅-4.48%; 状态bottom_area; 底部未确认
32,69.51831936121643,63.3868164189052,001266,宏英智能,bottom_area,2023-08-16,25.7,2023-08-16,25.66,0.1558846453624285,2.6890101325019535,27.14366837024418,False,-2.1325,2.5083,2,3,2,66.66666666666666,18.524552385295017,23.285351397121083,9.844115354637573,0.1558846453624285,历史2/3次成功; 当前距低点0.16%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
33,69.22759002144461,63.07770202866205,002403,爱仕达,bottom_area,2023-08-16,8.39,2023-08-14,8.38,0.11933174224343421,3.9379474940334136,32.852564102564095,False,-1.4101,0.866,2,3,2,66.66666666666666,16.4145792167227,21.63892445582587,9.880668257756566,0.11933174224343421,历史2/3次成功; 当前距低点0.12%; 最新日涨幅-1.41%; 状态bottom_area; 底部未确认
