rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.91540706931455,83.72625459469573,605258,协和电子,bottom_area,2022-09-09,22.83,2022-09-01,22.37,2.0563254358515746,5.274921770227983,28.98412698412698,False,0.1316,1.6285,1,1,1,100.0,49.971379507727534,49.971379507727534,5.943674564148425,2.0563254358515746,历史1/1次成功; 当前距低点2.06%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
2,82.75471615339107,78.21494651316439,605069,正和生态,bottom_area,2022-09-09,10.42,2022-08-29,10.31,1.0669253152279286,5.237633365664395,30.66577000672494,False,0.0,0.8565,1,1,1,100.0,8.212560386473426,8.212560386473426,6.9330746847720714,1.0669253152279286,历史1/1次成功; 当前距低点1.07%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
3,82.58005465166364,78.87421836044282,688165,埃夫特,bottom_area,2022-09-09,8.19,2022-09-02,8.06,1.612903225806439,7.071960297766752,28.4826974267968,True,-1.3253,0.4517,2,2,2,100.0,15.062568361728554,21.98142414860681,6.387096774193561,1.612903225806439,历史2/2次成功; 当前距低点1.61%; 最新日涨幅-1.33%; 状态bottom_area; 底部已确认
4,82.47741428895955,76.92614541026806,688288,鸿泉技术,bottom_area,2022-09-09,18.58,2022-09-09,18.51,0.37817396002159226,3.565640194489465,32.24743777452415,False,-1.38,0.6483,3,3,3,100.0,21.819258274824108,41.992882562277565,7.621826039978408,0.37817396002159226,历史3/3次成功; 当前距低点0.38%; 最新日涨幅-1.38%; 状态bottom_area; 底部未确认
5,82.05980552697783,77.85701619087581,300740,水羊股份,bottom_area,2022-09-09,13.59,2022-09-09,13.42,1.266766020864381,4.09836065573771,32.967032967032964,False,0.9658,2.4789,1,1,1,100.0,8.73786407766991,8.73786407766991,6.733233979135619,1.266766020864381,历史1/1次成功; 当前距低点1.27%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
6,81.51732633828536,78.86794104195603,603033,三维股份,bottom_area,2022-09-09,17.48,2022-09-09,17.09,2.282036278525457,3.3937975424224804,27.584745762711872,False,-0.2283,0.2827,3,3,3,100.0,15.757977188140112,24.922480620155024,5.717963721474543,2.282036278525457,历史3/3次成功; 当前距低点2.28%; 最新日涨幅-0.23%; 状态bottom_area; 底部未确认
7,81.40833049645386,78.52893617021275,002110,三钢闽光,bottom_area,2022-09-09,5.28,2022-08-31,5.17,2.1276595744680913,2.7079303675048294,30.41722745625841,False,0.1898,0.2669,1,1,1,100.0,22.90322580645161,22.90322580645161,5.87234042553191,2.1276595744680913,历史1/1次成功; 当前距低点2.13%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
8,81.09260859938438,77.4765494758733,002648,卫星化学,bottom_area,2022-09-09,21.22,2022-09-09,20.88,1.6283524904214555,1.8199233716475218,27.373913043478264,False,0.5687,0.7628,1,1,1,100.0,11.12469437652812,11.12469437652812,6.371647509578544,1.6283524904214555,历史1/1次成功; 当前距低点1.63%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
9,80.54236732281717,77.09279156466924,000799,酒鬼酒,bottom_area,2022-09-09,136.88,2022-09-09,134.56,1.7241379310344775,2.0585612366230754,28.75900042354934,False,0.4182,0.9319,1,1,1,100.0,10.235623910902333,10.235623910902333,6.275862068965522,1.7241379310344775,历史1/1次成功; 当前距低点1.72%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
10,79.91002359197996,76.73214059273823,000661,长春高新,bottom_area,2022-09-09,168.73,2022-09-07,165.6,1.8900966183574852,3.1400966183574983,28.712871287128717,False,1.7488,1.1548,1,1,1,100.0,10.330972487060738,10.330972487060738,6.109903381642515,1.8900966183574852,历史1/1次成功; 当前距低点1.89%; 最新日涨幅1.75%; 状态bottom_area; 底部未确认
11,79.88377345599362,76.76545628048349,688058,宝兰德,bottom_area,2022-09-09,41.2,2022-08-31,40.42,1.9297377535873357,7.397328055418097,31.49152542372881,True,-0.4109,1.1989,1,1,1,100.0,24.27558257345491,24.27558257345491,6.070262246412664,1.9297377535873357,历史1/1次成功; 当前距低点1.93%; 最新日涨幅-0.41%; 状态bottom_area; 底部已确认
