rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.7775035118479,81.88037555130528,600345,长江通信,bottom_area,2026-03-23,34.88,48.1,2026-03-23,34.4,1.395348837209314,8.023255813953483,28.48232848232849,27.48440748440748,False,-5.4743,5.4258,3,3,3,100.0,31.2998435491533,42.21453287197233,18.604651162790688,1.395348837209314,历史3/3次成功; 当前距低点1.40%; 最新日涨幅-5.47%; 状态bottom_area; 底部未确认
2,95.15997204024518,81.57159061609558,600172,黄河旋风,bottom_area,2026-03-23,7.9,11.59,2026-03-23,7.78,1.5424164524421609,7.712082262210804,32.87316652286453,31.837791199309745,False,-2.3486,11.5499,2,2,2,100.0,37.89408670786942,51.074589127686465,18.45758354755784,1.5424164524421609,历史2/2次成功; 当前距低点1.54%; 最新日涨幅-2.35%; 状态bottom_area; 底部未确认
3,94.14487633604554,80.25059032479831,301468,博盈特焊,bottom_area,2026-03-23,46.68,68.0,2026-03-23,46.11,1.2361743656473656,6.701366297983091,32.19117647058823,31.35294117647059,False,-4.5594,7.2573,2,2,2,100.0,37.25305311007689,37.58639021796917,18.763825634352635,1.2361743656473656,历史2/2次成功; 当前距低点1.24%; 最新日涨幅-4.56%; 状态bottom_area; 底部未确认
4,93.82044210583864,79.79724907063198,300139,晓程科技,bottom_area,2026-03-23,54.4,78.4,2026-03-23,53.8,1.115241635687735,8.27137546468402,31.377551020408173,30.61224489795919,False,-7.5616,12.0866,1,1,1,100.0,50.76923076923078,50.76923076923078,18.884758364312265,1.115241635687735,历史1/1次成功; 当前距低点1.12%; 最新日涨幅-7.56%; 状态bottom_area; 底部未确认
5,92.69797630344306,78.93095011976341,301117,佳缘科技,bottom_area,2026-03-23,41.28,59.95,2026-03-23,40.8,1.176470588235304,8.08823529411766,31.943286071726444,31.142618849040872,False,-4.7751,7.0305,2,2,2,100.0,29.426360542687625,31.299904183966788,18.823529411764696,1.176470588235304,历史2/2次成功; 当前距低点1.18%; 最新日涨幅-4.78%; 状态bottom_area; 底部未确认
6,92.64984887375688,79.42668285997443,301137,哈焊华通,bottom_area,2026-03-23,45.29,62.69,2026-03-23,44.6,1.5470852017937167,5.605381165919282,28.85627691816876,27.755622906364653,False,-2.0121,3.0929,2,2,2,100.0,26.419554408946887,27.967914438502678,18.452914798206287,1.5470852017937167,历史2/2次成功; 当前距低点1.55%; 最新日涨幅-2.01%; 状态bottom_area; 底部未确认
7,91.84580643656126,78.10798946580996,600391,航发科技,bottom_area,2026-03-23,37.4,51.2,2026-03-23,36.99,1.1084076777507341,6.488240064882396,27.75390625,26.953125000000007,False,-5.3404,4.2992,2,2,2,100.0,24.1675213499013,27.709431751611014,18.891592322249267,1.1084076777507341,历史2/2次成功; 当前距低点1.11%; 最新日涨幅-5.34%; 状态bottom_area; 底部未确认
8,90.76000926951019,77.2413169984686,688007,光峰科技,bottom_area,2026-03-23,13.21,19.18,2026-03-23,13.06,1.148545176110263,7.963246554364464,31.9082377476538,31.12617309697601,False,-7.493,2.343,1,1,1,100.0,36.66666666666667,36.66666666666667,18.85145482388974,1.148545176110263,历史1/1次成功; 当前距低点1.15%; 最新日涨幅-7.49%; 状态bottom_area; 底部未确认
9,90.62780802982738,77.21284435535576,600497,驰宏锌锗,bottom_area,2026-03-23,7.54,10.23,2026-03-23,7.45,1.2080536912751658,7.651006711409387,27.17497556207234,26.295210166177913,False,-6.9136,4.0818,1,1,1,100.0,37.243047158403876,37.243047158403876,18.791946308724835,1.2080536912751658,历史1/1次成功; 当前距低点1.21%; 最新日涨幅-6.91%; 状态bottom_area; 底部未确认
10,90.16607096814539,76.92297381030887,001328,登康口腔,bottom_area,2026-03-23,32.4,44.35,2026-03-23,31.99,1.2816505157861837,4.282588308846518,27.869222096956037,26.944757609921087,False,-3.9715,2.4562,1,1,1,100.0,36.58675799086758,36.58675799086758,18.718349484213817,1.2816505157861837,历史1/1次成功; 当前距低点1.28%; 最新日涨幅-3.97%; 状态bottom_area; 底部未确认
11,89.53491453355468,76.33214950411748,002788,鹭燕医药,bottom_area,2026-03-23,13.02,17.8,2026-03-23,12.86,1.2441679626749624,5.520995334370147,27.75280898876405,26.853932584269668,False,-4.9635,3.6626,1,1,1,100.0,32.950819672131146,32.950819672131146,18.75583203732504,1.2441679626749624,历史1/1次成功; 当前距低点1.24%; 最新日涨幅-4.96%; 状态bottom_area; 底部未确认
