rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.21820302866395,81.0157108181661,688448,磁谷科技,bottom_area,2025-09-03,47.67,2025-09-03,46.6,2.2961373390557944,5.343347639484983,27.027873473222673,False,-0.5425,6.1647,2,2,2,100.0,44.14464489899632,63.23529411764706,17.703862660944207,2.2961373390557944,历史2/2次成功; 当前距低点2.30%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
2,93.18364849838224,78.00969321054546,002695,煌上煌,bottom_area,2025-09-03,12.03,2025-09-03,12.0,0.24999999999999467,3.6666666666666625,27.18446601941748,False,-2.5122,1.4981,3,3,3,100.0,26.073619411534626,30.57176196032671,19.750000000000007,0.24999999999999467,历史3/3次成功; 当前距低点0.25%; 最新日涨幅-2.51%; 状态bottom_area; 底部未确认
3,92.08408966049807,77.2311212333567,301259,艾布鲁,bottom_area,2025-09-03,42.96,2025-09-03,42.81,0.35038542396635963,6.49380985750993,30.884727155311587,False,-4.7661,8.5663,2,2,2,100.0,52.009763002213916,74.57627118644068,19.649614576033642,0.35038542396635963,历史2/2次成功; 当前距低点0.35%; 最新日涨幅-4.77%; 状态bottom_area; 底部未确认
4,91.21857738364122,76.32483013293943,301009,可靠股份,bottom_area,2025-09-03,13.57,2025-09-03,13.54,0.22156573116692127,3.9881831610044385,27.008086253369278,False,-2.7937,3.8949,1,1,1,100.0,53.96648044692738,53.96648044692738,19.77843426883308,0.22156573116692127,历史1/1次成功; 当前距低点0.22%; 最新日涨幅-2.79%; 状态bottom_area; 底部未确认
5,85.52269945989725,76.42506028372289,600658,电子城,bottom_area,2025-09-03,6.25,2025-09-03,6.02,3.8205980066445258,10.797342192691037,32.35955056179776,False,2.1242,8.6156,1,1,1,100.0,32.344213649851625,32.344213649851625,16.179401993355473,3.8205980066445258,历史1/1次成功; 当前距低点3.82%; 最新日涨幅2.12%; 状态bottom_area; 底部未确认
6,84.08891918054537,70.94903131767545,300510,金冠股份,bottom_area,2025-09-03,4.46,2025-09-03,4.43,0.6772009029345428,3.6117381489842018,30.01579778830964,False,-2.6201,4.213,3,4,3,75.0,30.849727829925854,40.000000000000014,19.322799097065456,0.6772009029345428,历史3/4次成功; 当前距低点0.68%; 最新日涨幅-2.62%; 状态bottom_area; 底部未确认
7,82.75231691979963,69.538583976655,300192,科德教育,bottom_area,2025-09-03,19.84,2025-09-03,19.75,0.4556962025316449,4.759493670886082,28.905687544996404,False,-3.3609,9.4937,1,1,1,100.0,26.599845797995382,26.599845797995382,19.544303797468356,0.4556962025316449,历史1/1次成功; 当前距低点0.46%; 最新日涨幅-3.36%; 状态bottom_area; 底部未确认
8,82.5596065215745,71.53178904396344,002795,永和智控,bottom_area,2025-09-03,4.8,2025-08-28,4.7,2.1276595744680775,5.957446808510643,31.884057971014496,False,-2.439,3.4047,4,6,4,66.66666666666666,29.97949573701075,32.328767123287676,17.872340425531924,2.1276595744680775,历史4/6次成功; 当前距低点2.13%; 最新日涨幅-2.44%; 状态bottom_area; 底部未确认
9,81.8754235835087,69.12835164835165,000026,飞亚达,bottom_area,2025-09-03,16.92,2025-09-02,16.8,0.7142857142857202,9.404761904761894,27.17815344603381,False,-6.6225,3.7427,1,1,1,100.0,27.564102564102562,27.564102564102562,19.28571428571428,0.7142857142857202,历史1/1次成功; 当前距低点0.71%; 最新日涨幅-6.62%; 状态bottom_area; 底部未确认
10,75.72980263659115,63.74679798756293,300665,飞鹿股份,bottom_area,2025-09-03,9.15,2025-09-03,9.1,0.5494505494505573,4.175824175824185,29.18287937743191,False,-2.9692,7.1829,3,5,3,60.0,23.062071184463395,23.50486787204451,19.450549450549442,0.5494505494505573,历史3/5次成功; 当前距低点0.55%; 最新日涨幅-2.97%; 状态bottom_area; 底部未确认
11,73.80372042973521,61.869785509299255,300730,科创信息,bottom_area,2025-09-03,18.56,2025-09-03,18.5,0.3243243243243174,4.972972972972982,27.90335151987529,False,-3.4339,8.1438,2,3,2,66.66666666666666,22.648270441355024,24.329896907216508,19.675675675675684,0.3243243243243174,历史2/3次成功; 当前距低点0.32%; 最新日涨幅-3.43%; 状态bottom_area; 底部未确认
12,70.66755788050533,59.17618644067796,002826,易明医药,bottom_area,2025-09-03,18.93,2025-09-03,18.88,0.26483050847458,4.290254237288147,29.631010063361906,False,-2.6235,4.2157,1,2,1,50.0,50.0,50.0,19.73516949152542,0.26483050847458,历史1/2次成功; 当前距低点0.26%; 最新日涨幅-2.62%; 状态bottom_area; 底部未确认
13,70.62315262252457,60.15987647674481,300902,国安达,bottom_area,2025-09-03,22.78,2025-09-03,22.51,1.1994669035983987,3.8649489115948352,31.82919442761963,False,-2.3156,5.4607,1,2,1,50.0,26.906779661016937,26.906779661016937,18.800533096401605,1.1994669035983987,历史1/2次成功; 当前距低点1.20%; 最新日涨幅-2.32%; 状态bottom_area; 底部未确认
14,69.61625484471625,58.57529658662672,000561,烽火电子,bottom_area,2025-09-03,11.47,2025-09-03,11.41,0.5258545135845792,7.8001752848378665,29.1304347826087,False,-6.6721,6.3696,2,4,2,50.0,26.85077891182564,31.050955414012744,19.474145486415424,0.5258545135845792,历史2/4次成功; 当前距低点0.53%; 最新日涨幅-6.67%; 状态bottom_area; 底部未确认
15,69.5331209124919,59.25955207771183,603080,新疆火炬,bottom_area,2025-09-03,20.65,2025-08-28,20.4,1.2254901960784315,5.490196078431378,29.655172413793107,False,-2.3179,2.1981,1,2,1,50.0,22.385321100917427,22.385321100917427,18.774509803921568,1.2254901960784315,历史1/2次成功; 当前距低点1.23%; 最新日涨幅-2.32%; 状态bottom_area; 底部未确认
16,68.80402273202718,57.712092623978805,688115,思林杰,bottom_area,2025-09-03,53.55,2025-09-03,53.36,0.35607196401798674,7.571214392803596,29.890947313099463,False,-4.375,3.3025,3,7,3,42.857142857142854,35.604882422103486,53.58819584171696,19.643928035982015,0.35607196401798674,历史3/7次成功; 当前距低点0.36%; 最新日涨幅-4.38%; 状态bottom_area; 底部未确认
17,67.52634557437484,56.53040621153301,688227,品高股份,bottom_area,2025-09-03,32.08,2025-09-03,32.0,0.24999999999999467,5.125000000000002,27.27272727272727,False,-4.067,4.6479,2,5,2,40.0,34.14196887920967,36.87150837988826,19.750000000000007,0.24999999999999467,历史2/5次成功; 当前距低点0.25%; 最新日涨幅-4.07%; 状态bottom_area; 底部未确认
18,65.12239762356833,57.043524872802685,603767,中马传动,bottom_area,2025-09-03,29.02,2025-09-02,28.25,2.7256637168141578,9.522123893805315,30.452978828163463,True,-4.2876,8.4273,1,2,1,50.0,29.881925522252505,29.881925522252505,17.274336283185843,2.7256637168141578,历史1/2次成功; 当前距低点2.73%; 最新日涨幅-4.29%; 状态bottom_area; 底部已确认
19,64.92744989983665,54.73402290255216,002041,登海种业,bottom_area,2025-09-03,9.59,2025-06-23,9.53,0.6295907660021038,7.345225603357829,29.719764011799416,True,-1.8424,1.3599,1,2,1,50.0,21.395106715252467,21.395106715252467,19.370409233997897,0.6295907660021038,历史1/2次成功; 当前距低点0.63%; 最新日涨幅-1.84%; 状态bottom_area; 底部已确认
20,64.17305686835486,54.807308387850405,603221,爱丽家居,bottom_area,2025-09-03,12.09,2025-09-02,11.93,1.341156747694888,5.616093880972338,32.2159090909091,False,-2.1053,1.988,1,4,1,25.0,20.699708454810505,20.699708454810505,18.65884325230511,1.341156747694888,历史1/4次成功; 当前距低点1.34%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
21,63.337885487718154,57.392668450973886,605099,共创草坪,bottom_area,2025-09-03,31.49,2025-08-08,30.11,4.583194951843239,11.026237130521423,27.93202489229297,True,-1.0682,0.5435,1,2,1,50.0,44.31372549019606,44.31372549019606,15.416805048156762,4.583194951843239,历史1/2次成功; 当前距低点4.58%; 最新日涨幅-1.07%; 状态bottom_area; 底部已确认
22,62.468571428571444,52.05714285714287,002212,天融信,bottom_area,2025-09-03,9.9,2025-09-03,9.9,0.0,4.848484848484853,27.312775330396473,False,-3.1311,11.7559,1,2,1,50.0,30.95238095238096,30.95238095238096,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-3.13%; 状态bottom_area; 底部未确认
23,60.42812137895427,50.674932345360844,605169,洪通燃气,bottom_area,2025-09-03,14.6,2025-09-03,14.55,0.34364261168384147,3.0240549828178658,30.249280920421857,False,-2.2758,1.5374,1,4,1,25.0,26.09375,26.09375,19.65635738831616,0.34364261168384147,历史1/4次成功; 当前距低点0.34%; 最新日涨幅-2.28%; 状态bottom_area; 底部未确认
24,59.32809914356266,49.98809686772546,603192,汇得科技,bottom_area,2025-09-03,21.74,2025-09-03,21.61,0.6015733456732948,4.118463674224899,27.165487023929902,False,-2.3799,1.5361,1,4,1,25.0,25.562817719680464,25.562817719680464,19.398426654326705,0.6015733456732948,历史1/4次成功; 当前距低点0.60%; 最新日涨幅-2.38%; 状态bottom_area; 底部未确认
