rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.58083213623786,81.32755015100939,300411,金盾股份,bottom_area,2024-08-20,10.67,2024-08-20,10.55,1.1374407582938313,5.1184834123222664,27.739726027397253,False,-0.2804,6.5616,2,2,2,100.0,31.617823010318947,33.550488599348526,18.86255924170617,1.1374407582938313,历史2/2次成功; 当前距低点1.14%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
2,93.12782870229009,80.17893129770994,002687,乔治白,bottom_area,2024-08-20,4.0,2024-07-25,3.93,1.7811704834605555,5.852417302798981,32.82051282051282,False,-0.9901,1.1698,1,1,1,100.0,64.00000000000001,64.00000000000001,18.218829516539444,1.7811704834605555,历史1/1次成功; 当前距低点1.78%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
3,90.2042301284576,77.67586483283849,002715,登云股份,bottom_area,2024-08-20,10.23,2024-08-20,10.05,1.7910447761194,4.4776119402985,28.162973552537522,False,-2.5714,2.3993,1,1,1,100.0,36.66369313113291,36.66369313113291,18.2089552238806,1.7910447761194,历史1/1次成功; 当前距低点1.79%; 最新日涨幅-2.57%; 状态bottom_area; 底部未确认
4,87.84980392874732,73.99114502020161,001218,丽臣实业,bottom_area,2024-08-20,13.86,2024-07-25,13.78,0.5805515239477509,6.603773584905662,30.404040404040412,False,-2.2567,0.6739,2,2,2,100.0,25.18711018711019,29.999999999999993,19.41944847605225,0.5805515239477509,历史2/2次成功; 当前距低点0.58%; 最新日涨幅-2.26%; 状态bottom_area; 底部未确认
5,86.80450763199589,77.49147341236879,000789,万年青,bottom_area,2024-08-20,4.41,2024-07-09,4.25,3.7647058823529442,9.88235294117647,29.752066115702476,True,-2.0,0.3987,2,2,2,100.0,34.00539152759949,47.599999999999994,16.235294117647054,3.7647058823529442,历史2/2次成功; 当前距低点3.76%; 最新日涨幅-2.00%; 状态bottom_area; 底部已确认
6,85.40008796374018,76.64110458284374,000629,钒钛股份,bottom_area,2024-08-20,2.31,2024-07-25,2.22,4.054054054054047,10.360360360360358,32.72727272727272,True,0.0,0.8762,1,1,1,100.0,27.173913043478265,27.173913043478265,15.945945945945954,4.054054054054047,历史1/1次成功; 当前距低点4.05%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
7,83.06842105263158,69.22368421052632,002674,兴业科技,bottom_area,2024-08-20,7.96,2024-08-20,7.96,0.0,6.532663316582921,30.05272407732865,False,-9.9548,2.7689,1,1,1,100.0,31.578947368421055,31.578947368421055,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.95%; 状态bottom_area; 底部未确认
8,82.4478268509952,69.76651079957988,600011,华能国际,bottom_area,2024-08-20,7.24,2024-08-20,7.18,0.8356545961002856,3.4818941504178276,27.47474747474748,False,-1.4966,0.4488,1,1,1,100.0,22.267759562841515,22.267759562841515,19.164345403899716,0.8356545961002856,历史1/1次成功; 当前距低点0.84%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
9,80.56275389930542,70.0895958923957,600343,航天动力,bottom_area,2024-08-20,7.83,2024-08-19,7.65,2.3529411764705843,2.875816993464049,31.696428571428566,False,0.1279,1.6425,2,4,2,50.0,38.62527835886361,55.72413793103447,17.647058823529417,2.3529411764705843,历史2/4次成功; 当前距低点2.35%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
10,74.1103347191182,63.76731934731933,002685,华东重机,bottom_area,2024-08-20,2.91,2024-08-19,2.86,1.7482517482517577,3.1468531468531578,27.41116751269036,False,0.692,4.4143,1,3,1,33.33333333333333,109.52380952380952,109.52380952380952,18.251748251748243,1.7482517482517577,历史1/3次成功; 当前距低点1.75%; 最新日涨幅0.69%; 状态bottom_area; 底部未确认
11,69.42947385412957,57.85789487844131,688327,云从科技,bottom_area,2024-08-20,8.08,2024-08-20,8.08,0.0,3.5891089108910785,28.241563055062162,False,-2.8846,1.7123,3,7,3,42.857142857142854,34.06702315598246,53.56783919597991,20.0,0.0,历史3/7次成功; 当前距低点0.00%; 最新日涨幅-2.88%; 状态bottom_area; 底部未确认
