rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.68898387642567,83.98067037432924,300354,东华测试,bottom_area,2024-01-31,36.59,2024-01-31,35.75,2.3496503496503593,6.797202797202797,30.352620300019478,False,1.0494,3.5391,2,2,2,100.0,38.26813533081753,39.34343434343434,5.650349650349641,2.3496503496503593,历史2/2次成功; 当前距低点2.35%; 最新日涨幅1.05%; 状态bottom_area; 底部未确认
2,85.55031392960818,81.06452967861748,002178,延华智能,confirmed_rebound,2024-01-31,5.06,2024-01-31,5.0,1.1999999999999922,11.999999999999993,30.555555555555557,False,-6.814,9.2145,4,4,4,100.0,18.067363863534723,29.076086956521735,6.800000000000008,1.1999999999999922,历史4/4次成功; 当前距低点1.20%; 最新日涨幅-6.81%; 状态confirmed_rebound; 底部未确认
3,84.49197920403093,81.89819301128057,605117,德业股份,confirmed_rebound,2024-01-31,67.57,2024-01-30,66.0,2.3787878787878682,12.57575757575757,28.940568475452196,True,-4.831,7.3475,8,8,8,100.0,27.80553427374676,60.22338317420285,5.621212121212133,2.3787878787878682,历史8/8次成功; 当前距低点2.38%; 最新日涨幅-4.83%; 状态confirmed_rebound; 底部已确认
4,84.04045827344933,80.28086024674464,605111,新洁能,confirmed_rebound,2024-01-31,30.1,2024-01-31,29.62,1.620526671168131,9.250506414584734,29.274116523400195,False,-5.4054,3.7497,4,4,4,100.0,19.008930414021304,36.800373134328346,6.379473328831869,1.620526671168131,历史4/4次成功; 当前距低点1.62%; 最新日涨幅-5.41%; 状态confirmed_rebound; 底部未确认
5,83.8058072287136,79.44893040030954,603212,赛伍技术,confirmed_rebound,2024-01-31,12.4,2024-01-31,12.25,1.2244897959183703,8.408163265306118,29.919908466819223,False,-4.321,3.1047,3,3,3,100.0,26.348210403244153,32.01038575667657,6.77551020408163,1.2244897959183703,历史3/3次成功; 当前距低点1.22%; 最新日涨幅-4.32%; 状态confirmed_rebound; 底部未确认
6,83.50655215578489,80.26536045731794,002050,三花智控,bottom_area,2024-01-31,21.0,2024-01-31,20.6,1.941747572815527,5.339805825242708,30.050933786078094,False,1.8923,1.526,2,2,2,100.0,13.293252276007243,13.890426120641935,6.058252427184473,1.941747572815527,历史2/2次成功; 当前距低点1.94%; 最新日涨幅1.89%; 状态bottom_area; 底部未确认
7,82.8058678297348,77.09164621631338,603290,斯达半导,bottom_area,2024-01-31,127.4,2024-01-31,127.04,0.2833753148614605,6.092569269521406,28.60915987636976,False,-4.6193,1.5758,4,4,4,100.0,15.095386742997356,23.2822670787034,7.71662468513854,0.2833753148614605,历史4/4次成功; 当前距低点0.28%; 最新日涨幅-4.62%; 状态bottom_area; 底部未确认
8,82.27324666782545,78.22582805631323,688017,绿的谐波,confirmed_rebound,2024-01-31,107.46,2024-01-30,106.0,1.3773584905660319,9.999999999999995,31.3915857605178,True,-1.7733,1.2194,2,2,2,100.0,18.90433018711707,22.08643815201191,6.622641509433969,1.3773584905660319,历史2/2次成功; 当前距低点1.38%; 最新日涨幅-1.77%; 状态confirmed_rebound; 底部已确认
9,81.82344065612938,79.61095937549318,000887,中鼎股份,bottom_area,2024-01-31,9.96,2024-01-31,9.71,2.5746652935118433,3.2955715756951443,28.339483394833948,False,0.6061,1.3998,2,2,2,100.0,17.53331314354936,23.84615384615385,5.425334706488156,2.5746652935118433,历史2/2次成功; 当前距低点2.57%; 最新日涨幅0.61%; 状态bottom_area; 底部未确认
10,80.75879264331488,76.88876540215414,600078,澄星股份,confirmed_rebound,2024-01-31,6.31,2024-01-31,6.22,1.4469453376205765,8.038585209003216,27.080890973036343,False,-2.7735,0.9916,2,2,2,100.0,21.76236974155405,30.647709320695093,6.553054662379424,1.4469453376205765,历史2/2次成功; 当前距低点1.45%; 最新日涨幅-2.77%; 状态confirmed_rebound; 底部未确认
11,80.69980485424107,79.24020411931284,300661,圣邦股份,bottom_area,2024-01-31,62.15,2024-01-31,60.31,3.050903664400591,5.9194163488642015,32.6145251396648,False,2.6424,1.211,2,2,2,100.0,21.377765990033247,31.832606108687024,4.9490963355994095,3.050903664400591,历史2/2次成功; 当前距低点3.05%; 最新日涨幅2.64%; 状态bottom_area; 底部未确认
12,80.6917578087591,74.94010476782827,002837,英维克,bottom_area,2024-01-31,19.2,2024-01-31,19.17,0.15649452269169317,6.572769953051632,31.68210976478973,False,-6.0665,2.8706,3,3,3,100.0,18.639313330996423,24.517374517374524,7.843505477308307,0.15649452269169317,历史3/3次成功; 当前距低点0.16%; 最新日涨幅-6.07%; 状态bottom_area; 底部未确认
13,80.09771774897685,75.94254363860067,002304,洋河股份,bottom_area,2024-01-31,91.31,2024-01-31,90.2,1.2305986696230593,3.037694013303764,29.3546365914787,False,-1.3931,0.4248,1,1,1,100.0,20.474777448071226,20.474777448071226,6.769401330376941,1.2305986696230593,历史1/1次成功; 当前距低点1.23%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
14,79.91696254057251,74.86710304131518,300681,英搏尔,confirmed_rebound,2024-01-31,13.26,2024-01-31,13.18,0.6069802731411235,10.470409711684377,31.88630490956073,False,-7.6602,4.0517,5,5,5,100.0,17.317301419768423,27.487589035182385,7.393019726858877,0.6069802731411235,历史5/5次成功; 当前距低点0.61%; 最新日涨幅-7.66%; 状态confirmed_rebound; 底部未确认
15,79.7846135902223,73.8746422131688,002767,先锋电子,bottom_area,2024-01-31,12.64,2024-01-31,12.64,0.0,4.6677215189873404,30.358126721763078,False,-9.9715,4.7701,3,3,3,100.0,23.250764586928995,52.04379562043795,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态bottom_area; 底部未确认
16,79.44758591309017,74.33415368507244,601865,福莱特,bottom_area,2024-01-31,20.41,2024-01-31,20.3,0.5418719211822632,5.123152709359601,27.75800711743772,False,-1.875,0.6457,2,2,2,100.0,26.557105727784926,39.24894003634159,7.458128078817737,0.5418719211822632,历史2/2次成功; 当前距低点0.54%; 最新日涨幅-1.88%; 状态bottom_area; 底部未确认
17,78.86658998145602,75.49066524653713,603035,常熟汽饰,bottom_area,2024-01-31,13.56,2024-01-31,13.33,1.725431357839463,6.076519129782449,30.245944531658814,False,-2.446,1.8099,1,1,1,100.0,24.111014744145717,24.111014744145717,6.274568642160537,1.725431357839463,历史1/1次成功; 当前距低点1.73%; 最新日涨幅-2.45%; 状态bottom_area; 底部未确认
18,78.72616079539985,72.89459332907393,000020,深华发A,bottom_area,2024-01-31,15.19,2024-01-31,15.19,0.0,2.4358130348913827,27.076332213154103,False,-10.0118,6.6678,3,3,3,100.0,17.981684564913593,23.076923076923073,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
19,78.27542990881021,74.01958952206986,000936,华西股份,confirmed_rebound,2024-01-31,6.47,2024-01-31,6.4,1.0937499999999907,9.062500000000002,31.623931623931618,False,-7.9659,4.8037,2,2,2,100.0,12.222255494999095,13.427561837455826,6.90625000000001,1.0937499999999907,历史2/2次成功; 当前距低点1.09%; 最新日涨幅-7.97%; 状态confirmed_rebound; 底部未确认
20,77.96407201550092,73.58221006765199,300357,我武生物,bottom_area,2024-01-31,21.36,2024-01-31,21.15,0.9929078014184437,5.011820330969279,27.31958762886599,False,-2.9532,0.8715,3,3,3,100.0,11.376558359602342,13.65142478462557,7.007092198581557,0.9929078014184437,历史3/3次成功; 当前距低点0.99%; 最新日涨幅-2.95%; 状态bottom_area; 底部未确认
21,77.3618867220962,72.49380576399768,002803,吉宏股份,bottom_area,2024-01-31,14.57,2024-01-31,14.48,0.6215469613259659,6.629834254143639,30.551558752997604,False,-4.0184,4.5327,2,2,2,100.0,27.854477611940297,41.25000000000001,7.378453038674035,0.6215469613259659,历史2/2次成功; 当前距低点0.62%; 最新日涨幅-4.02%; 状态bottom_area; 底部未确认
22,77.0268299272767,73.2245443833464,600201,生物股份,bottom_area,2024-01-31,8.15,2024-01-31,8.04,1.3681592039801147,5.5970149253731485,27.107887579329105,False,-3.5503,1.5969,1,1,1,100.0,17.76315789473684,17.76315789473684,6.631840796019886,1.3681592039801147,历史1/1次成功; 当前距低点1.37%; 最新日涨幅-3.55%; 状态bottom_area; 底部未确认
23,75.32841335337977,69.74853088275904,600375,汉马科技,bottom_area,2024-01-31,4.29,2024-01-31,4.29,0.0,0.0,30.130293159609117,False,-10.0629,0.342,2,2,2,100.0,17.73403700408087,22.073578595317713,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.06%; 状态bottom_area; 底部未确认
24,75.03932699110356,69.4808583250959,688279,峰岹科技,bottom_area,2024-01-31,82.0,2024-01-31,82.0,0.0,6.073170731707322,28.277792355462257,False,-3.925,1.1832,2,2,2,100.0,16.29493723169831,24.37311935807422,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-3.92%; 状态bottom_area; 底部未确认
25,74.83215806449637,70.03562244605097,603259,药明康德,bottom_area,2024-01-31,54.2,2024-01-31,53.9,0.5565862708719931,4.9165120593692,28.49562218094985,False,-4.6614,2.5601,2,2,2,100.0,13.842145933543593,14.040390163483993,7.4434137291280065,0.5565862708719931,历史2/2次成功; 当前距低点0.56%; 最新日涨幅-4.66%; 状态bottom_area; 底部未确认
26,74.55369361937878,69.27251462338798,688213,思特威,confirmed_rebound,2024-01-31,38.7,2024-01-31,38.63,0.18120631633445583,9.163862283199583,30.20776874435411,False,-7.0828,1.4139,1,1,1,100.0,32.01970443349754,32.01970443349754,7.818793683665544,0.18120631633445583,历史1/1次成功; 当前距低点0.18%; 最新日涨幅-7.08%; 状态confirmed_rebound; 底部未确认
27,74.10186094741891,68.78093953374258,600305,恒顺醋业,bottom_area,2024-01-31,7.88,2024-01-31,7.87,0.12706480304955256,2.9224904701397656,31.146106736657913,False,-2.4752,0.4978,1,1,1,100.0,8.283049917718035,8.283049917718035,7.872935196950448,0.12706480304955256,历史1/1次成功; 当前距低点0.13%; 最新日涨幅-2.48%; 状态bottom_area; 底部未确认
28,73.62001513191372,68.483225363824,002384,东山精密,bottom_area,2024-01-31,12.5,2024-01-31,12.47,0.24057738572573667,6.495589414595017,31.74603174603174,False,-5.6604,3.1418,1,1,1,100.0,18.28893442622951,18.28893442622951,7.759422614274264,0.24057738572573667,历史1/1次成功; 当前距低点0.24%; 最新日涨幅-5.66%; 状态bottom_area; 底部未确认
29,73.38875305966769,70.53355476286683,300663,科蓝软件,confirmed_rebound,2024-01-31,10.0,2024-01-31,9.81,1.9367991845056012,12.7420998980632,27.920646583394554,False,-12.6638,8.7318,1,1,1,100.0,20.480951094298856,20.480951094298856,6.063200815494399,1.9367991845056012,历史1/1次成功; 当前距低点1.94%; 最新日涨幅-12.66%; 状态confirmed_rebound; 底部未确认
30,72.62719480519482,67.24740259740261,300427,红相股份,confirmed_rebound,2024-01-31,3.78,2024-01-31,3.78,0.0,8.465608465608462,31.891891891891895,False,-19.9153,3.3089,1,1,1,100.0,31.168831168831172,31.168831168831172,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-19.92%; 状态confirmed_rebound; 底部未确认
31,72.05219171398626,66.99047708922332,002824,和胜股份,bottom_area,2024-01-31,14.05,2024-01-31,14.02,0.2139800285306786,7.132667617689016,32.270531400966185,False,-5.4509,1.5863,3,4,3,75.0,14.104040614372417,19.06976744186047,7.7860199714693215,0.2139800285306786,历史3/4次成功; 当前距低点0.21%; 最新日涨幅-5.45%; 状态bottom_area; 底部未确认
32,71.81787296460168,70.49754681647302,300423,昇辉科技,confirmed_rebound,2024-01-31,6.45,2024-01-31,6.26,3.0351437699680575,10.86261980830672,32.97644539614561,False,-9.6639,4.9466,2,2,2,100.0,17.084272107527923,23.28482328482329,4.964856230031943,3.0351437699680575,历史2/2次成功; 当前距低点3.04%; 最新日涨幅-9.66%; 状态confirmed_rebound; 底部未确认
33,71.28004439677109,67.23963238552257,301337,亚华电子,confirmed_rebound,2024-01-31,33.43,2024-01-31,33.11,0.966475385080037,9.2721232256116,31.00645967909982,False,-8.4611,31.6696,2,2,2,100.0,14.04944227690898,18.994064354889115,7.033524614919963,0.966475385080037,历史2/2次成功; 当前距低点0.97%; 最新日涨幅-8.46%; 状态confirmed_rebound; 底部未确认
34,71.25098963916246,66.57653371876714,300566,激智科技,bottom_area,2024-01-31,12.75,2024-01-31,12.69,0.47281323877068954,7.092198581560287,27.89772727272728,False,-5.2749,2.4562,3,4,3,75.0,15.05133281271136,23.495850622406625,7.527186761229311,0.47281323877068954,历史3/4次成功; 当前距低点0.47%; 最新日涨幅-5.27%; 状态bottom_area; 底部未确认
35,71.07038319999853,66.49442291347951,600366,宁波韵升,confirmed_rebound,2024-01-31,5.58,2024-01-31,5.55,0.5405405405405451,9.369369369369378,29.29936305732484,False,-7.0,1.8106,1,1,1,100.0,21.488469601677156,21.488469601677156,7.459459459459455,0.5405405405405451,历史1/1次成功; 当前距低点0.54%; 最新日涨幅-7.00%; 状态confirmed_rebound; 底部未确认
36,69.71794327431029,65.61559039578395,688261,东微半导,bottom_area,2024-01-31,59.5,2024-01-31,59.0,0.847457627118644,7.813559322033897,28.41543314729435,False,-5.3603,1.7842,1,1,1,100.0,10.31071927749703,10.31071927749703,7.1525423728813555,0.847457627118644,历史1/1次成功; 当前距低点0.85%; 最新日涨幅-5.36%; 状态bottom_area; 底部未确认
37,69.0474298642534,63.93280542986426,600207,安彩高科,confirmed_rebound,2024-01-31,3.75,2024-01-31,3.75,0.0,8.800000000000002,29.906542056074763,False,-10.0719,4.5433,1,1,1,100.0,13.348416289592757,13.348416289592757,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.07%; 状态confirmed_rebound; 底部未确认
38,67.57439564329015,68.39883193844142,688196,卓越新能,confirmed_rebound,2024-01-31,30.73,2024-01-24,29.37,4.630575417092269,9.976166155941424,31.31431244153414,True,-3.1516,0.9317,2,2,2,100.0,16.16421445920315,19.41979522184301,3.369424582907732,4.630575417092269,历史2/2次成功; 当前距低点4.63%; 最新日涨幅-3.15%; 状态confirmed_rebound; 底部已确认
39,64.09257208924016,65.26992513368988,000800,一汽解放,confirmed_rebound,2024-01-31,7.85,2024-01-23,7.48,4.946524064171112,11.096256684491978,31.12338858195211,True,-1.9975,0.2616,1,1,1,100.0,9.666666666666659,9.666666666666659,3.053475935828888,4.946524064171112,历史1/1次成功; 当前距低点4.95%; 最新日涨幅-2.00%; 状态confirmed_rebound; 底部已确认
40,63.279177578649154,63.79821389508374,300405,科隆股份,confirmed_rebound,2024-01-31,5.9,2024-01-31,5.65,4.424778761061947,18.93805309734512,32.33532934131736,False,-10.6061,17.7324,1,1,1,100.0,14.767255216693417,14.767255216693417,3.5752212389380533,4.424778761061947,历史1/1次成功; 当前距低点4.42%; 最新日涨幅-10.61%; 状态confirmed_rebound; 底部未确认
41,59.34221282225361,56.445585351437124,688228,开普云,confirmed_rebound,2024-01-31,42.06,2024-01-31,41.48,1.3982642237222889,9.860173577627782,29.932432432432442,False,-7.8238,3.9136,1,2,1,50.0,29.80445043830074,29.80445043830074,6.601735776277712,1.3982642237222889,历史1/2次成功; 当前距低点1.40%; 最新日涨幅-7.82%; 状态confirmed_rebound; 底部未确认
42,56.06499742869302,52.14025800774632,002007,华兰生物,bottom_area,2024-01-31,17.6,2024-01-31,17.56,0.2277904328018377,3.2460136674259696,28.4725050916497,False,-2.8698,0.5899,1,2,1,50.0,11.718388142658643,11.718388142658643,7.772209567198162,0.2277904328018377,历史1/2次成功; 当前距低点0.23%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
43,52.669833780160864,48.768364611260054,605366,宏柏新材,bottom_area,2024-01-31,6.49,2024-01-31,6.49,0.0,7.858243451463787,30.883919062832803,False,-9.9861,2.7687,1,2,1,50.0,13.270777479892754,13.270777479892754,8.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
