rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_date,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,history_success_dates,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.63236770182196,83.25970861924283,003020,立方制药,bottom_area,2023-08-11,27.37,2023-07-03,39.03,2023-08-07,26.88,1.822916666666674,5.61755952380953,31.129900076863954,29.874455547015117,False,0.14635931211124387,1.41710120418236,2,2,2,100.0,27.935261393778788,34.247429105640364,2022-04-27; 2023-05-25,18.17708333333333,1.822916666666674,历史2/2次成功; 当前距低点1.82%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
2,92.57447888111449,78.75259488150365,301282,金禄电子,bottom_area,2023-08-11,26.95,2023-07-14,38.2,2023-07-28,26.65,1.1257035647279579,7.129455909943723,30.23560209424085,29.450261780104718,True,-1.7857142857142905,0.9472873382275969,1,1,1,100.0,25.103220478943033,25.103220478943033,2023-05-10,18.874296435272043,1.1257035647279579,历史1/1次成功; 当前距低点1.13%; 最新日涨幅-1.79%; 状态bottom_area; 底部已确认
3,89.95882639620424,75.14881603976349,688328,深科达,bottom_area,2023-08-11,22.57,2023-07-18,31.47,2023-08-11,22.54,0.13309671694765368,3.238686779059452,28.376231331426755,28.280902446774704,False,-2.882960413080893,1.6903054849790509,2,2,2,100.0,25.92621803443088,29.170984455958543,2022-10-11; 2023-05-15,19.86690328305235,0.13309671694765368,历史2/2次成功; 当前距低点0.13%; 最新日涨幅-2.88%; 状态bottom_area; 底部未确认
4,88.71530740251782,76.95537130497476,600935,华塑股份,bottom_area,2023-08-11,3.73,2022-11-08,5.11,2023-06-27,3.65,2.1917808219178103,7.671232876712336,28.571428571428577,27.005870841487283,True,-2.099737532808399,0.16654778118347216,1,1,1,100.0,28.50877192982458,28.50877192982458,2022-04-27,17.80821917808219,2.1917808219178103,历史1/1次成功; 当前距低点2.19%; 最新日涨幅-2.10%; 状态bottom_area; 底部已确认
5,86.2456039346572,71.95815680799012,002976,瑞玛精密,bottom_area,2023-08-11,30.39,2023-07-11,43.27,2023-08-11,30.37,0.0658544616397747,3.1610141587092437,29.81280332794084,29.766581927432405,False,-1.745877788554795,2.842170333221359,3,4,3,75.0,28.781209572735467,37.69585253456221,2022-04-27; 2022-08-31; 2022-10-12,19.934145538360227,0.0658544616397747,历史3/4次成功; 当前距低点0.07%; 最新日涨幅-1.75%; 状态bottom_area; 底部未确认
6,86.07661777063421,72.34359613201453,603682,锦和商管,bottom_area,2023-08-11,6.49,2023-07-28,9.14,2023-08-11,6.46,0.4643962848297252,6.656346749226001,29.321663019693663,28.99343544857768,False,-3.5661218424962837,8.021396825396826,2,2,2,100.0,25.12053581411991,25.704989154013003,2020-04-28; 2022-04-27,19.53560371517028,0.4643962848297252,历史2/2次成功; 当前距低点0.46%; 最新日涨幅-3.57%; 状态bottom_area; 底部未确认
7,84.0918987341772,70.07658227848101,688143,长盈通,bottom_area,2023-08-11,28.98,2023-07-05,41.79,2023-08-11,28.98,0.0,5.866114561766733,30.65326633165829,30.65326633165829,False,-2.160702228224176,0.36666164185075273,1,1,1,100.0,25.949367088607595,25.949367088607595,2023-06-29,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
8,83.1972673002671,70.30614525334222,688300,联瑞新材,bottom_area,2023-08-11,42.3,2023-07-14,58.5,2023-08-08,41.98,0.7622677465459751,6.479275845640796,28.239316239316242,27.6923076923077,False,-1.0294805802527063,0.18047850467471144,3,4,3,75.0,28.436105997134682,37.30061349693252,2020-02-03; 2022-04-27; 2022-10-12,19.237732253454027,0.7622677465459751,历史3/4次成功; 当前距低点0.76%; 最新日涨幅-1.03%; 状态bottom_area; 底部未确认
9,79.42325051083684,66.32588966497563,002869,金溢科技,bottom_area,2023-08-11,17.39,2023-07-12,25.1,2023-08-11,17.37,0.11514104778353237,4.2602187679907795,30.796812749003983,30.71713147410359,False,-3.656509695290855,2.72846398654016,2,3,2,66.66666666666666,44.04163756588939,63.36238198983298,2020-02-04; 2021-02-08,19.88485895221647,0.11514104778353237,历史2/3次成功; 当前距低点0.12%; 最新日涨幅-3.66%; 状态bottom_area; 底部未确认
10,76.46888679407779,63.941695673822686,300565,科信技术,bottom_area,2023-08-11,16.16,2023-07-14,22.76,2023-08-11,16.13,0.18598884066956686,2.8518288902665896,29.130052724077338,28.998242530755714,False,-1.8226002430133725,2.297494689578599,4,7,4,57.14285714285714,25.845047322461674,41.92799070847853,2016-12-26; 2020-02-04; 2020-03-30; 2020-04-28,19.814011159330434,0.18598884066956686,历史4/7次成功; 当前距低点0.19%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
11,76.4114599706531,65.36778249393602,600228,返利科技,bottom_area,2023-08-11,9.21,2023-06-14,12.48,2023-07-24,9.08,1.4317180616740173,8.590308370044045,27.243589743589748,26.201923076923073,True,-2.125398512221033,1.1446092183766625,6,15,6,40.0,36.89300900297188,67.96874999999999,2008-03-18; 2012-07-11; 2013-06-25; 2014-07-10; 2021-01-26; 2022-04-27,18.568281938325985,1.4317180616740173,历史6/15次成功; 当前距低点1.43%; 最新日涨幅-2.13%; 状态bottom_area; 底部已确认
12,75.10255117603599,63.90645129591843,002291,遥望科技,bottom_area,2023-08-11,11.53,2023-06-19,15.88,2023-07-28,11.4,1.1403508771929738,7.017543859649113,28.211586901763226,27.39294710327457,True,-2.5359256128486996,1.8230514284163053,5,14,5,35.714285714285715,34.75050619925415,61.10375275938191,2015-06-23; 2015-06-30; 2018-02-09; 2020-02-03; 2020-02-28,18.859649122807028,1.1403508771929738,历史5/14次成功; 当前距低点1.14%; 最新日涨幅-2.54%; 状态bottom_area; 底部已确认
13,73.88954641678144,65.74132575929175,300270,中威电子,bottom_area,2023-08-11,7.81,2023-07-07,10.6,2023-07-28,7.54,3.5809018567639197,5.968169761273212,28.867924528301884,26.32075471698113,False,-0.5095541401273884,3.5410606774992512,6,10,6,60.0,31.10635479953488,48.681055155875306,2012-01-19; 2013-10-29; 2016-03-01; 2021-02-09; 2022-04-27; 2022-10-11,16.419098143236084,3.5809018567639197,历史6/10次成功; 当前距低点3.58%; 最新日涨幅-0.51%; 状态bottom_area; 底部未确认
14,73.02291575091571,66.38446886446884,002951,金时科技,bottom_area,2023-08-11,7.48,2023-07-06,10.33,2023-07-28,7.14,4.7619047619047725,7.563025210084034,30.8809293320426,27.589545014520812,True,-1.5789473684210464,0.7372774870639516,2,3,2,66.66666666666666,42.06959706959707,54.61538461538462,2020-02-04; 2022-10-12,15.238095238095228,4.7619047619047725,历史2/3次成功; 当前距低点4.76%; 最新日涨幅-1.58%; 状态bottom_area; 底部已确认
15,72.17097183736182,60.403655860721294,300375,鹏翎股份,bottom_area,2023-08-11,4.24,2023-07-31,6.15,2023-08-11,4.23,0.23640661938533772,2.600472813238757,31.219512195121947,31.05691056910569,False,-1.851851851851849,5.441045981846969,3,6,3,50.0,22.917542757633665,24.333925399644762,2015-06-30; 2015-07-03; 2019-08-15,19.763593380614665,0.23640661938533772,历史3/6次成功; 当前距低点0.24%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
16,70.6526214224292,59.257037322037384,000570,苏常柴A,bottom_area,2023-08-11,5.72,2023-07-12,7.85,2023-08-11,5.7,0.3508771929824486,2.6315789473684115,27.388535031847127,27.133757961783438,False,-1.2089810017271163,1.738245522478709,7,15,7,46.666666666666664,25.378336856831723,33.754305396096434,1996-12-18; 2000-03-17; 2008-04-03; 2010-07-02; 2015-06-30; 2015-07-16; 2019-05-08,19.64912280701755,0.3508771929824486,历史7/15次成功; 当前距低点0.35%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
17,70.16327224324982,62.88485101862194,002864,盘龙药业,bottom_area,2023-08-11,35.51,2023-06-15,47.0,2023-08-08,34.15,3.9824304538799398,7.349926793557827,27.340425531914896,24.446808510638302,True,0.11277135607554722,5.808357700943407,3,7,3,42.857142857142854,26.1471176453743,31.633072809543407,2017-12-21; 2018-08-02; 2023-01-19,16.01756954612006,3.9824304538799398,历史3/7次成功; 当前距低点3.98%; 最新日涨幅0.11%; 状态bottom_area; 底部已确认
18,70.13146460187785,61.139949422177466,600479,千金药业,bottom_area,2023-08-11,10.39,2023-05-31,14.33,2023-08-01,10.14,2.4654832347140037,4.930966469428007,29.239357990230282,27.494766224703415,False,0.192864030858253,2.175064603703902,3,9,3,33.33333333333333,27.999558408559487,38.22916666666667,2008-04-30; 2012-12-04; 2018-10-19,17.534516765286,2.4654832347140037,历史3/9次成功; 当前距低点2.47%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
19,69.85756129701991,58.214634414183266,300252,金信诺,bottom_area,2023-08-11,8.57,2023-06-20,12.44,2023-08-11,8.57,0.0,2.6837806301050224,31.109324758842437,31.109324758842437,False,-1.8327605956471982,2.1601937037338415,5,11,5,45.45454545454545,30.357272021513175,44.2369607211848,2012-12-04; 2013-06-25; 2015-09-02; 2016-01-29; 2022-10-10,20.0,0.0,历史5/11次成功; 当前距低点0.00%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
20,69.73776761898682,61.81793222860479,600587,新华医疗,bottom_area,2023-08-11,26.32,2023-07-06,36.15,2023-08-07,25.46,3.377847604084837,5.616653574234092,29.571230982019358,27.19225449515906,False,0.07604562737641984,1.0276034943499073,5,12,5,41.66666666666667,24.77289300672874,30.013736263736256,2008-04-22; 2015-07-16; 2019-06-06; 2021-07-28; 2021-11-08,16.622152395915162,3.377847604084837,历史5/12次成功; 当前距低点3.38%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
21,69.69996630611475,58.177360364444354,600990,四创电子,bottom_area,2023-08-11,22.68,2023-07-04,32.09,2023-08-11,22.66,0.08826125330979512,2.0741394527802246,29.386101589280155,29.323776877531948,False,-1.5197568389057836,0.5730584566684455,5,13,5,38.46153846153847,34.1322366773693,50.260869565217405,2005-07-19; 2008-09-18; 2010-07-02; 2015-06-30; 2020-02-04,19.911738746690204,0.08826125330979512,历史5/13次成功; 当前距低点0.09%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
22,68.87815802754409,58.800759559882856,002829,星网宇达,bottom_area,2023-08-11,30.75,2023-07-03,44.77,2023-08-10,30.35,1.3179571663920875,3.0642504118616136,32.209068572704936,31.315613133794955,False,-0.7744433688286478,1.6039437873367455,2,7,2,28.57142857142857,34.14739884393063,46.666666666666664,2019-01-31; 2022-04-27,18.682042833607916,1.3179571663920875,历史2/7次成功; 当前距低点1.32%; 最新日涨幅-0.77%; 状态bottom_area; 底部未确认
23,68.57922807890039,57.62174018335926,300633,开立医疗,bottom_area,2023-08-11,42.49,2023-06-09,62.62,2023-08-08,42.3,0.4491725768321628,3.3096926713948127,32.44969658256148,32.14627914404343,False,-0.9326183259500964,1.154099109059912,1,2,1,50.0,43.90243902439025,43.90243902439025,2018-02-07,19.55082742316784,0.4491725768321628,历史1/2次成功; 当前距低点0.45%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
24,67.73027599833841,56.68875983161126,603023,威帝股份,bottom_area,2023-08-11,4.21,2023-07-27,6.09,2023-08-11,4.2,0.238095238095233,1.9047619047619064,31.034482758620683,30.870279146141215,False,-1.4051522248243464,2.5843309031723205,4,11,4,36.36363636363637,32.51113720388674,56.01092896174863,2015-07-29; 2018-02-09; 2019-10-09; 2020-02-04,19.76190476190477,0.238095238095233,历史4/11次成功; 当前距低点0.24%; 最新日涨幅-1.41%; 状态bottom_area; 底部未确认
25,67.71846804577658,58.21982426122232,600089,特变电工,bottom_area,2023-08-11,16.12,2023-07-13,23.27,2023-07-21,15.85,1.70347003154575,5.867507886435341,31.88654920498496,30.72625698324022,False,-2.1844660194174748,0.5659068722889372,4,12,4,33.33333333333333,25.432272042006975,33.33333333333334,2005-07-26; 2007-11-12; 2008-04-03; 2015-08-26,18.29652996845425,1.70347003154575,历史4/12次成功; 当前距低点1.70%; 最新日涨幅-2.18%; 状态bottom_area; 底部未确认
26,66.61729180017275,60.322744543463514,002755,奥赛康,bottom_area,2023-08-11,8.05,2023-05-29,11.16,2023-08-08,7.7,4.545454545454552,6.363636363636354,31.00358422939068,27.867383512544798,False,-0.3712871287128605,0.2919354233208752,6,12,6,50.0,35.46441347903166,57.03937007874016,2015-06-29; 2015-07-29; 2015-09-02; 2016-01-14; 2016-12-13; 2022-10-12,15.454545454545448,4.545454545454552,历史6/12次成功; 当前距低点4.55%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
27,66.1948227862993,58.359656125692474,002045,国光电器,bottom_area,2023-08-11,13.72,2023-06-20,18.47,2023-07-28,13.31,3.0803906836964696,6.536438767843721,27.937195452084456,25.71737953438007,False,0.8082292432035398,2.6092132373798145,4,14,4,28.57142857142857,30.906780485132824,33.77563329312426,2014-05-21; 2021-02-08; 2022-04-27; 2022-10-11,16.91960931630353,3.0803906836964696,历史4/14次成功; 当前距低点3.08%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
28,66.13702273023245,55.2369716422878,688262,国芯科技,bottom_area,2023-08-11,32.99,2023-07-14,46.3,2023-08-11,32.95,0.12139605462822198,3.0955993930197145,28.83369330453563,28.747300215982712,False,-2.425317953268269,0.7765776518011713,1,2,1,50.0,27.063197026022312,27.063197026022312,2022-04-27,19.87860394537178,0.12139605462822198,历史1/2次成功; 当前距低点0.12%; 最新日涨幅-2.43%; 状态bottom_area; 底部未确认
29,65.91804179901978,58.61864282014528,600876,凯盛新能,bottom_area,2023-08-11,15.74,2023-03-27,21.3,2023-06-01,15.2,3.552631578947375,10.460526315789473,28.638497652582167,26.103286384976528,True,-2.6592455163883866,0.5940986921084224,7,23,7,30.434782608695656,47.3302442410803,171.78683385579942,2000-05-12; 2007-01-05; 2008-04-22; 2012-12-04; 2015-01-15; 2015-08-04; 2015-09-08,16.447368421052627,3.552631578947375,历史7/23次成功; 当前距低点3.55%; 最新日涨幅-2.66%; 状态bottom_area; 底部已确认
