rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,81.64892863271443,77.57818720836916,003003,天元股份,bottom_area,2025-05-08,11.93,2025-05-06,11.66,2.3156089193825005,5.488850771869645,31.852717708942137,False,-1.9721,20.974,2,2,2,100.0,25.90201905678097,31.377551020408173,7.6843910806175,2.3156089193825005,历史2/2次成功; 当前距低点2.32%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
2,81.51575246523355,80.70204401043223,002537,海联金汇,bottom_area,2025-05-08,7.24,2025-04-30,6.93,4.473304473304481,6.9264069264069335,28.85010266940452,False,2.4045,11.1005,3,3,3,100.0,30.006334460034605,39.33649289099527,5.52669552669552,4.473304473304481,历史3/3次成功; 当前距低点4.47%; 最新日涨幅2.40%; 状态bottom_area; 底部未确认
3,81.47701065506133,78.74259245250369,002304,洋河股份,bottom_area,2025-05-08,69.17,2025-04-29,67.02,3.2079976126529477,4.177857356013127,29.452631578947376,False,0.1013,0.3395,2,2,2,100.0,20.62810220081931,20.781426953567394,6.792002387347053,3.2079976126529477,历史2/2次成功; 当前距低点3.21%; 最新日涨幅0.10%; 状态bottom_area; 底部未确认
4,77.79970621505714,76.07113488869936,001299,美能能源,bottom_area,2025-05-08,10.87,2025-04-29,10.47,3.8204393505252967,5.5396370582617,31.11842105263157,False,0.4621,5.2102,2,2,2,100.0,13.772777461812025,15.247322794492616,6.179560649474704,3.8204393505252967,历史2/2次成功; 当前距低点3.82%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
5,73.06856027900905,71.4902729676939,688050,爱博医疗,bottom_area,2025-05-08,80.31,2025-04-29,77.33,3.8536143799301743,5.030389240915557,28.688675765400223,False,-0.9375,1.2677,2,2,2,100.0,12.024267494272554,12.90770757525636,6.146385620069826,3.8536143799301743,历史2/2次成功; 当前距低点3.85%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
6,71.01289048257797,70.67311588696755,002693,双成药业,bottom_area,2025-05-08,7.28,2025-05-08,6.95,4.7482014388489215,9.496402877697843,31.527093596059114,False,-0.5464,20.5275,7,9,7,77.77777777777779,33.41167055429384,102.85714285714285,5.251798561151079,4.7482014388489215,历史7/9次成功; 当前距低点4.75%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
7,67.37938662193652,64.65398892517416,000524,岭南控股,bottom_area,2025-05-08,11.98,2025-05-06,11.65,2.8326180257510734,4.7210300429184455,30.489260143198095,False,-0.4156,2.5691,2,3,2,66.66666666666666,18.31016858720398,21.550094517958406,7.167381974248927,2.8326180257510734,历史2/3次成功; 当前距低点2.83%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
