rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.18883179552056,74.5509026128266,301112,信邦智能,bottom_area,2025-11-03,42.17,2025-11-03,42.1,0.16627078384798166,6.342042755344422,32.096774193548384,False,-5.8705,4.9717,1,1,1,100.0,146.66666666666666,146.66666666666666,19.83372921615202,0.16627078384798166,历史1/1次成功; 当前距低点0.17%; 最新日涨幅-5.87%; 状态bottom_area; 底部未确认
2,84.03979633425041,73.5343670907186,603173,福斯达,bottom_area,2025-11-03,40.43,2025-11-03,39.38,2.6663280853224913,7.364144235652612,28.256513026052097,False,-3.5774,11.7705,1,1,1,100.0,35.34190927555856,35.34190927555856,17.33367191467751,2.6663280853224913,历史1/1次成功; 当前距低点2.67%; 最新日涨幅-3.58%; 状态bottom_area; 底部未确认
3,83.89550106011458,73.62212378667611,301117,佳缘科技,bottom_area,2025-11-03,32.75,2025-11-03,31.85,2.8257456828885354,4.207221350078481,28.426966292134832,False,-0.0915,8.1796,1,1,1,100.0,27.552816901408463,27.552816901408463,17.174254317111465,2.8257456828885354,历史1/1次成功; 当前距低点2.83%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
4,69.56407443237848,60.167411035585786,002678,珠江钢琴,bottom_area,2025-11-03,5.02,2025-11-03,4.92,2.0325203252032447,2.0325203252032447,29.613733905579405,False,0.8032,2.1108,1,4,1,25.0,35.5191256830601,35.5191256830601,17.967479674796756,2.0325203252032447,历史1/4次成功; 当前距低点2.03%; 最新日涨幅0.80%; 状态bottom_area; 底部未确认
5,68.46131831996966,61.976298387853525,002767,先锋电子,bottom_area,2025-11-03,19.84,2025-10-31,18.98,4.531085353003158,4.583772391991575,27.47420710737486,False,2.4793,5.4341,2,5,2,40.0,43.37189781021898,52.04379562043795,15.468914646996842,4.531085353003158,历史2/5次成功; 当前距低点4.53%; 最新日涨幅2.48%; 状态bottom_area; 底部未确认
6,64.38733796726024,57.101099602888915,603305,旭升集团,bottom_area,2025-11-03,14.89,2025-10-23,14.4,3.402777777777779,7.152777777777773,29.064039408867,True,-0.9315,3.6185,2,6,2,33.33333333333333,31.05429894026305,32.41061130334487,16.59722222222222,3.402777777777779,历史2/6次成功; 当前距低点3.40%; 最新日涨幅-0.93%; 状态bottom_area; 底部已确认
7,64.10632125603867,57.84028985507248,002123,梦网科技,bottom_area,2025-11-03,12.48,2025-10-31,11.96,4.347826086956518,4.515050167224073,31.066282420749282,False,1.6287,2.3129,1,3,1,33.33333333333333,54.50450450450449,54.50450450450449,15.652173913043482,4.347826086956518,历史1/3次成功; 当前距低点4.35%; 最新日涨幅1.63%; 状态bottom_area; 底部未确认
8,57.196285245354346,51.7474770678004,300563,神宇股份,bottom_area,2025-11-03,38.33,2025-10-23,36.68,4.4983642311886545,6.27044711014176,28.776699029126213,False,1.9415,3.6808,1,4,1,25.0,20.477137176938378,20.477137176938378,15.501635768811347,4.4983642311886545,历史1/4次成功; 当前距低点4.50%; 最新日涨幅1.94%; 状态bottom_area; 底部未确认
