rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.4413634008853,81.92397291196389,002584,西陇科学,bottom_area,2022-01-27,8.95,2022-01-27,8.86,1.0158013544018043,6.433408577878108,29.06325060048039,False,-1.9715,13.2308,1,1,1,100.0,68.08510638297875,68.08510638297875,13.984198645598195,1.0158013544018043,历史1/1次成功; 当前距低点1.02%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
2,88.81686770710846,79.03721881685534,600217,中再资环,bottom_area,2022-01-27,5.73,2022-01-26,5.66,1.2367491166077789,3.5335689045936425,28.894472361809044,False,-1.2069,0.8098,1,1,1,100.0,37.18820861678004,37.18820861678004,13.76325088339222,1.2367491166077789,历史1/1次成功; 当前距低点1.24%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
3,87.53585685590578,80.1669197774702,002603,以岭药业,bottom_area,2022-01-27,20.73,2022-01-26,20.17,2.7764005949429778,5.999008428358935,27.757879656160455,False,2.1182,3.9941,1,1,1,100.0,39.661898569570866,39.661898569570866,12.223599405057021,2.7764005949429778,历史1/1次成功; 当前距低点2.78%; 最新日涨幅2.12%; 状态bottom_area; 底部未确认
4,86.31271004042864,75.22489734037941,603368,柳药集团,bottom_area,2022-01-27,16.51,2022-01-27,16.49,0.12128562765314208,3.941782898726514,29.46963216424295,False,-2.5384,1.6285,1,1,1,100.0,42.85714285714285,42.85714285714285,14.878714372346858,0.12128562765314208,历史1/1次成功; 当前距低点0.12%; 最新日涨幅-2.54%; 状态bottom_area; 底部未确认
5,85.41249536196133,76.123930002212,603351,威尔药业,bottom_area,2022-01-27,28.43,2022-01-27,28.06,1.3186029935851782,5.880256593014976,27.305699481865293,False,-0.5596,3.7402,1,1,1,100.0,22.528735632183903,22.528735632183903,13.681397006414823,1.3186029935851782,历史1/1次成功; 当前距低点1.32%; 最新日涨幅-0.56%; 状态bottom_area; 底部未确认
6,84.52115810560905,73.81949045436004,300447,全信股份,bottom_area,2022-01-27,17.1,2022-01-27,17.06,0.234466588511153,7.151230949589698,27.650551314673454,False,-4.6291,2.6151,2,2,2,100.0,30.236958474007892,30.328638497652584,14.765533411488846,0.234466588511153,历史2/2次成功; 当前距低点0.23%; 最新日涨幅-4.63%; 状态bottom_area; 底部未确认
7,84.11255494447924,75.56491531053233,688195,腾景科技,bottom_area,2022-01-27,27.98,2022-01-27,27.5,1.745454545454547,10.54545454545454,30.5029062421026,False,-7.4429,8.4105,2,2,2,100.0,18.30404125897143,21.16161616161615,13.254545454545452,1.745454545454547,历史2/2次成功; 当前距低点1.75%; 最新日涨幅-7.44%; 状态bottom_area; 底部未确认
8,83.32324763670273,72.8628477828478,300511,雪榕生物,bottom_area,2022-01-27,6.68,2022-01-27,6.66,0.30030030030029387,3.7537537537537538,31.198347107438014,False,-3.0479,2.8581,2,2,2,100.0,25.900712191034756,29.220779220779214,14.699699699699705,0.30030030030029387,历史2/2次成功; 当前距低点0.30%; 最新日涨幅-3.05%; 状态bottom_area; 底部未确认
9,82.99241192523458,72.5162823344473,300491,通合科技,bottom_area,2022-01-27,15.54,2022-01-25,15.5,0.25806451612902676,11.870967741935482,27.093132643461903,False,-3.3582,3.5708,2,2,2,100.0,23.51972812484664,27.26480836236933,14.741935483870972,0.25806451612902676,历史2/2次成功; 当前距低点0.26%; 最新日涨幅-3.36%; 状态bottom_area; 底部未确认
10,82.21185449646006,72.01191596242383,605162,新中港,bottom_area,2022-01-27,10.29,2022-01-27,10.25,0.3902439024390161,4.390243902439018,30.508474576271187,False,-3.6517,2.9692,2,2,2,100.0,22.428344408520275,26.46502835538753,14.609756097560982,0.3902439024390161,历史2/2次成功; 当前距低点0.39%; 最新日涨幅-3.65%; 状态bottom_area; 底部未确认
11,81.81021473546245,71.71662136281634,688311,盟升电子,bottom_area,2022-01-27,55.74,2022-01-27,55.5,0.432432432432436,6.252252252252251,27.630721084887206,False,-4.3911,1.6546,2,2,2,100.0,21.357888756786508,23.893805309734503,14.567567567567563,0.432432432432436,历史2/2次成功; 当前距低点0.43%; 最新日涨幅-4.39%; 状态bottom_area; 底部未确认
12,81.45631889036832,70.93862311461751,600032,浙江新能,bottom_area,2022-01-27,12.39,2022-01-25,12.38,0.08077544426494172,6.300484652665585,32.052689352360034,False,-1.8225,2.93,1,1,1,100.0,19.31608133086876,19.31608133086876,14.919224555735058,0.08077544426494172,历史1/1次成功; 当前距低点0.08%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
13,81.21133102066906,70.74203783907,300567,精测电子,bottom_area,2022-01-27,53.55,2022-01-27,53.5,0.09345794392522834,4.579439252336455,31.41025641025641,False,-2.8131,1.5453,1,1,1,100.0,18.414634146341452,18.414634146341452,14.90654205607477,0.09345794392522834,历史1/1次成功; 当前距低点0.09%; 最新日涨幅-2.81%; 状态bottom_area; 底部未确认
14,80.80001652918396,70.45223752597427,600391,航发科技,bottom_area,2022-01-27,20.65,2022-01-27,20.62,0.14548981571288838,5.9165858389912644,30.1490514905149,False,-4.4424,2.864,1,1,1,100.0,27.709431751611014,27.709431751611014,14.854510184287111,0.14548981571288838,历史1/1次成功; 当前距低点0.15%; 最新日涨幅-4.44%; 状态bottom_area; 底部未确认
15,80.73616787957695,71.15361620618765,300658,延江股份,bottom_area,2022-01-27,9.82,2022-01-27,9.75,0.717948717948721,4.410256410256407,32.57261410788382,False,-3.4415,1.7219,2,2,2,100.0,21.830856360810415,26.72018348623853,14.282051282051277,0.717948717948721,历史2/2次成功; 当前距低点0.72%; 最新日涨幅-3.44%; 状态bottom_area; 底部未确认
16,79.61920066624985,69.65507256024499,300339,润和软件,bottom_area,2022-01-27,18.56,2022-01-27,18.5,0.3243243243243174,7.945945945945939,27.450980392156865,False,-6.8273,4.6858,1,1,1,100.0,25.615763546798025,25.615763546798025,14.67567567567568,0.3243243243243174,历史1/1次成功; 当前距低点0.32%; 最新日涨幅-6.83%; 状态bottom_area; 底部未确认
17,79.45156948650963,69.4772200772201,600418,江淮汽车,bottom_area,2022-01-27,13.36,2022-01-27,13.32,0.30030030030029387,5.105105105105103,28.884143085958357,False,-3.4682,2.2366,1,1,1,100.0,24.365079365079367,24.365079365079367,14.699699699699705,0.30030030030029387,历史1/1次成功; 当前距低点0.30%; 最新日涨幅-3.47%; 状态bottom_area; 底部未确认
18,79.14377586769122,69.0354271356784,002806,华锋股份,bottom_area,2022-01-27,12.02,2022-01-27,12.0,0.16666666666666313,5.583333333333332,31.856899488926743,False,-5.1302,2.2288,1,1,1,100.0,20.35175879396985,20.35175879396985,14.833333333333337,0.16666666666666313,历史1/1次成功; 当前距低点0.17%; 最新日涨幅-5.13%; 状态bottom_area; 底部未确认
19,78.51219612713415,69.4347670138563,603348,文灿股份,bottom_area,2022-01-27,49.1,2022-01-27,48.66,0.9042334566379056,5.774763666255656,31.46478873239437,False,-3.3465,1.2912,1,1,1,100.0,31.539888682745836,31.539888682745836,14.095766543362092,0.9042334566379056,历史1/1次成功; 当前距低点0.90%; 最新日涨幅-3.35%; 状态bottom_area; 底部未确认
20,78.49893673928382,68.76676742096811,002658,雪迪龙,bottom_area,2022-01-27,7.61,2022-01-27,7.58,0.39577836411609824,6.200527704485497,28.42304060434372,False,-4.2767,4.0386,1,1,1,100.0,21.715817694369974,21.715817694369974,14.604221635883901,0.39577836411609824,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-4.28%; 状态bottom_area; 底部未确认
21,78.11431766435136,68.1499400524541,300533,冰川网络,bottom_area,2022-01-27,17.03,2022-01-27,17.0,0.1764705882353008,5.88235294117647,30.612244897959183,False,-5.7032,3.6565,1,1,1,100.0,15.711252653927819,15.711252653927819,14.8235294117647,0.1764705882353008,历史1/1次成功; 当前距低点0.18%; 最新日涨幅-5.70%; 状态bottom_area; 底部未确认
22,77.18676248200516,68.37351352009152,000848,承德露露,bottom_area,2022-01-27,9.17,2022-01-26,9.08,0.9911894273127738,5.1762114537445,27.06827309236947,False,-2.2388,1.0996,1,1,1,100.0,16.685082872928174,16.685082872928174,14.008810572687224,0.9911894273127738,历史1/1次成功; 当前距低点0.99%; 最新日涨幅-2.24%; 状态bottom_area; 底部未确认
23,76.86789614561029,66.84164882226982,001216,华瓷股份,bottom_area,2022-01-27,14.35,2022-01-27,14.35,0.0,4.947735191637637,29.31034482758621,False,-4.1416,6.77,1,1,1,100.0,18.77230549607424,18.77230549607424,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-4.14%; 状态bottom_area; 底部未确认
24,76.6672770700637,66.66719745222932,000518,四环生物,bottom_area,2022-01-27,3.2,2022-01-27,3.2,0.0,4.99999999999999,27.272727272727277,False,-3.9039,1.3831,1,1,1,100.0,17.834394904458602,17.834394904458602,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.90%; 状态bottom_area; 底部未确认
25,75.9197410398216,66.94925332091778,002186,全聚德,bottom_area,2022-01-27,9.4,2022-01-27,9.33,0.7502679528403031,5.680600214362266,28.61514919663351,False,-4.3744,2.0435,1,1,1,100.0,16.28959276018099,16.28959276018099,14.249732047159696,0.7502679528403031,历史1/1次成功; 当前距低点0.75%; 最新日涨幅-4.37%; 状态bottom_area; 底部未确认
26,75.31750129801526,66.53884672950123,300603,立昂技术,bottom_area,2022-01-27,9.52,2022-01-27,9.44,0.8474576271186449,14.512711864406791,31.594202898550733,False,-12.9003,13.174,1,1,1,100.0,15.274463007159895,15.274463007159895,14.152542372881355,0.8474576271186449,历史1/1次成功; 当前距低点0.85%; 最新日涨幅-12.90%; 状态bottom_area; 底部未确认
27,69.1478302611024,60.931906108776545,603196,璞源材料,bottom_area,2022-01-27,7.09,2022-01-27,7.04,0.7102272727272702,6.534090909090909,28.960645812310798,False,-4.3185,2.0404,2,3,2,66.66666666666666,22.33633131144113,22.85714285714286,14.289772727272728,0.7102272727272702,历史2/3次成功; 当前距低点0.71%; 最新日涨幅-4.32%; 状态bottom_area; 底部未确认
28,62.30255862068965,54.17613793103448,601778,晶科科技,bottom_area,2022-01-27,6.76,2022-01-27,6.76,0.0,4.14201183431953,30.66666666666667,False,-3.4286,1.3747,1,2,1,50.0,42.344827586206904,42.344827586206904,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-3.43%; 状态bottom_area; 底部未确认
29,60.50401482238828,53.08592233395601,002342,巨力索具,bottom_area,2022-01-27,4.19,2022-01-25,4.17,0.4796163069544475,6.474820143884903,28.10344827586207,False,-1.4118,3.1288,1,2,1,50.0,19.889502762430933,19.889502762430933,14.520383693045552,0.4796163069544475,历史1/2次成功; 当前距低点0.48%; 最新日涨幅-1.41%; 状态bottom_area; 底部未确认
30,57.32797737272248,50.33549495500411,300612,宣亚国际,bottom_area,2022-01-27,19.4,2022-01-27,19.3,0.5181347150258957,7.772020725388601,28.199404761904756,False,-5.0881,5.3536,1,2,1,50.0,15.789473684210526,15.789473684210526,14.481865284974106,0.5181347150258957,历史1/2次成功; 当前距低点0.52%; 最新日涨幅-5.09%; 状态bottom_area; 底部未确认
31,57.15616052239997,50.38638153236086,300540,蜀道装备,bottom_area,2022-01-27,24.74,2022-01-27,24.56,0.7328990228013018,6.22964169381108,27.508854781582066,False,-6.2879,3.828,1,2,1,50.0,18.695652173913043,18.695652173913043,14.267100977198698,0.7328990228013018,历史1/2次成功; 当前距低点0.73%; 最新日涨幅-6.29%; 状态bottom_area; 底部未确认
