rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.76720064073996,86.62519579916072,605228,神通科技,bottom_area,2025-12-16,14.3,2025-12-16,13.92,2.72988505747127,5.3160919540229905,28.247422680412367,False,1.3466,1.8209,5,5,5,100.0,23.813622205350633,47.56554307116105,5.270114942528731,2.72988505747127,历史5/5次成功; 当前距低点2.73%; 最新日涨幅1.35%; 状态bottom_area; 底部未确认
20,78.76935536161771,78.80024059473051,603178,圣龙股份,bottom_area,2025-12-16,18.37,2025-12-05,17.66,4.0203850509626315,5.039637599094001,28.182187881252542,False,0.4923,1.3071,6,7,6,85.71428571428571,28.51538369929118,47.51869476546566,3.979614949037369,4.0203850509626315,历史6/7次成功; 当前距低点4.02%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
21,78.57684958714836,73.0253837787015,301487,盟固利,bottom_area,2025-12-16,20.91,2025-12-16,20.87,0.19166267369429393,3.0186871106851894,27.408695652173908,False,-2.7442,3.4274,2,2,2,100.0,15.227820831852117,18.439999999999998,7.808337326305706,0.19166267369429393,历史2/2次成功; 当前距低点0.19%; 最新日涨幅-2.74%; 状态bottom_area; 底部未确认
22,78.46854905228066,73.14096611591968,600375,汉马科技,bottom_area,2025-12-16,5.81,2025-12-16,5.79,0.34542314335059715,3.2815198618307493,27.44360902255639,False,-1.3582,1.6997,2,2,2,100.0,17.73403700408087,22.073578595317713,7.6545768566494035,0.34542314335059715,历史2/2次成功; 当前距低点0.35%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
23,77.96168305622304,75.89915367384799,600383,金地集团,bottom_area,2025-12-16,3.15,2025-12-15,3.07,2.605863192182413,3.583061889250825,32.675438596491226,False,1.6129,2.1105,3,4,3,75.0,18.793127699053183,32.594936708860764,5.3941368078175875,2.605863192182413,历史3/4次成功; 当前距低点2.61%; 最新日涨幅1.61%; 状态bottom_area; 底部未确认
24,77.95435401144677,73.22608540925269,301001,凯淳股份,bottom_area,2025-12-16,28.31,2025-12-16,28.1,0.7473309608540829,4.875444839857642,32.19111969111969,False,-3.6091,6.0133,1,1,1,100.0,58.89483065953654,58.89483065953654,7.252669039145918,0.7473309608540829,历史1/1次成功; 当前距低点0.75%; 最新日涨幅-3.61%; 状态bottom_area; 底部未确认
25,77.78995996187247,72.12108739362118,003038,鑫铂股份,bottom_area,2025-12-16,14.88,2025-12-16,14.87,0.0672494956287933,2.48823133826497,31.125521074571566,False,-2.4902,2.0961,1,1,1,100.0,25.507614213197975,25.507614213197975,7.9327505043712065,0.0672494956287933,历史1/1次成功; 当前距低点0.07%; 最新日涨幅-2.49%; 状态bottom_area; 底部未确认
26,77.59019964374436,73.24744903791198,002105,信隆健康,bottom_area,2025-12-16,7.03,2025-12-16,6.96,1.0057471264367857,4.885057471264366,32.42718446601942,False,-4.7425,11.5589,1,1,1,100.0,13.443830570902401,13.443830570902401,6.994252873563214,1.0057471264367857,历史1/1次成功; 当前距低点1.01%; 最新日涨幅-4.74%; 状态bottom_area; 底部未确认
27,77.21568373388028,72.39358727665423,003016,欣贺股份,bottom_area,2025-12-16,9.32,2025-12-16,9.26,0.6479481641468736,5.723542116630663,27.59968725566849,False,-2.4084,6.8653,1,1,1,100.0,34.09090909090909,34.09090909090909,7.352051835853127,0.6479481641468736,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-2.41%; 状态bottom_area; 底部未确认
28,76.99885325998174,71.6931471536269,000692,惠天热电,bottom_area,2025-12-16,3.47,2025-12-16,3.46,0.2890173410404691,4.624277456647403,27.46331236897274,False,-4.1436,5.195,4,5,4,80.0,29.47369188816758,59.042553191489375,7.710982658959531,0.2890173410404691,历史4/5次成功; 当前距低点0.29%; 最新日涨幅-4.14%; 状态bottom_area; 底部未确认
29,76.81879145218856,72.49987058990428,000070,特发信息,confirmed_rebound,2025-12-16,11.2,2025-12-16,11.09,0.9918845807033313,9.648331830477911,29.721166032953107,False,-8.347,14.4685,3,3,3,100.0,25.975093730687448,50.60532687651331,7.0081154192966695,0.9918845807033313,历史3/3次成功; 当前距低点0.99%; 最新日涨幅-8.35%; 状态confirmed_rebound; 底部未确认
30,76.66098384666554,71.75880902769494,002184,海得控制,bottom_area,2025-12-16,12.46,2025-12-16,12.39,0.5649717514124316,2.0177562550443904,28.257093225246088,False,-1.4241,2.325,4,5,4,80.0,22.994325918899346,50.27203482045704,7.435028248587569,0.5649717514124316,历史4/5次成功; 当前距低点0.56%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
31,76.33636605641382,72.01980901451492,600708,光明地产,bottom_area,2025-12-16,3.11,2025-12-15,3.08,0.9740259740259676,2.5974025974025996,27.186761229314428,False,-0.9554,0.6308,1,1,1,100.0,36.07843137254903,36.07843137254903,7.025974025974032,0.9740259740259676,历史1/1次成功; 当前距低点0.97%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
32,76.31951389531788,71.42124264336944,300035,中科电气,bottom_area,2025-12-16,20.04,2025-12-16,19.93,0.5519317611640714,4.014049172102362,30.798611111111114,False,-2.907,3.9161,1,1,1,100.0,27.686274509803933,27.686274509803933,7.448068238835928,0.5519317611640714,历史1/1次成功; 当前距低点0.55%; 最新日涨幅-2.91%; 状态bottom_area; 底部未确认
33,76.30036805288493,73.1048139010698,603353,和顺石油,confirmed_rebound,2025-12-16,26.94,2025-12-16,26.47,1.775595013222525,8.122402720060453,30.342105263157897,False,-6.263,4.3525,5,6,5,83.33333333333334,18.4399849348592,27.079174983366617,6.224404986777475,1.775595013222525,历史5/6次成功; 当前距低点1.78%; 最新日涨幅-6.26%; 状态confirmed_rebound; 底部未确认
34,76.14354108484515,72.81814570992165,688337,普源精电,bottom_area,2025-12-16,36.35,2025-12-04,35.75,1.678321678321682,6.545454545454556,28.499999999999996,False,-2.7815,0.7716,4,6,4,66.66666666666666,31.387378870045207,54.46153846153845,6.321678321678317,1.678321678321682,历史4/6次成功; 当前距低点1.68%; 最新日涨幅-2.78%; 状态bottom_area; 底部未确认
35,76.07058631832605,71.05453974027849,688365,光云科技,bottom_area,2025-12-16,15.48,2025-12-16,15.41,0.4542504866969519,6.22972096041532,32.97085689430187,False,-4.6211,3.1578,1,1,1,100.0,34.732423924449115,34.732423924449115,7.545749513303049,0.4542504866969519,历史1/1次成功; 当前距低点0.45%; 最新日涨幅-4.62%; 状态bottom_area; 底部未确认
36,75.16848982996888,70.32084040622088,300878,维康药业,bottom_area,2025-12-16,20.68,2025-12-16,20.57,0.5347593582887672,3.2571706368497724,27.824561403508767,False,-2.7281,1.5433,1,1,1,100.0,21.55963302752294,21.55963302752294,7.465240641711233,0.5347593582887672,历史1/1次成功; 当前距低点0.53%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
37,74.97388517548423,70.30243006094268,301567,贝隆精密,bottom_area,2025-12-16,44.51,2025-12-16,44.22,0.6558118498416986,4.5906829488919065,30.36220472440945,False,-3.0917,11.6112,2,2,2,100.0,16.4929090246331,16.59192825112107,7.344188150158301,0.6558118498416986,历史2/2次成功; 当前距低点0.66%; 最新日涨幅-3.09%; 状态bottom_area; 底部未确认
38,74.87971445104127,70.4544747167651,300640,德艺文创,confirmed_rebound,2025-12-16,7.26,2025-12-16,7.2,0.8333333333333279,9.027777777777771,32.64733395696913,False,-9.0226,21.6179,3,3,3,100.0,13.034810305188632,17.724867724867735,7.166666666666672,0.8333333333333279,历史3/3次成功; 当前距低点0.83%; 最新日涨幅-9.02%; 状态confirmed_rebound; 底部未确认
39,74.8461893783336,69.91127579294896,300890,翔丰华,bottom_area,2025-12-16,28.73,2025-12-16,28.6,0.45454545454545103,2.7272727272727186,27.539903724347596,False,-2.2124,3.6411,1,1,1,100.0,18.37440553393861,18.37440553393861,7.545454545454549,0.45454545454545103,历史1/1次成功; 当前距低点0.45%; 最新日涨幅-2.21%; 状态bottom_area; 底部未确认
40,74.68123644906376,69.29136188379483,301177,迪阿股份,bottom_area,2025-12-16,28.18,2025-12-16,28.15,0.10657193605684243,2.309058614564839,31.790646959050168,False,-1.4685,0.2673,1,1,1,100.0,10.776053215077603,10.776053215077603,7.8934280639431575,0.10657193605684243,历史1/1次成功; 当前距低点0.11%; 最新日涨幅-1.47%; 状态bottom_area; 底部未确认
41,74.44128703385597,69.52456797967155,002402,和而泰,bottom_area,2025-12-16,38.1,2025-12-16,37.93,0.44819404165568605,6.59108884787767,28.996630475477353,False,-5.5762,9.9588,2,2,2,100.0,9.765862336809192,11.221945137157112,7.551805958344314,0.44819404165568605,历史2/2次成功; 当前距低点0.45%; 最新日涨幅-5.58%; 状态bottom_area; 底部未确认
42,72.78999111604665,67.39813992226541,000998,隆平高科,bottom_area,2025-12-16,9.28,2025-12-16,9.28,0.0,1.5086206896551788,28.560431100846813,False,-1.3815,1.0706,1,1,1,100.0,11.549139367018313,11.549139367018313,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.38%; 状态bottom_area; 底部未确认
43,71.44583287442096,67.29035812693319,603938,三孚股份,bottom_area,2025-12-16,17.1,2025-12-16,16.95,0.8849557522124021,4.955752212389379,28.960603520536466,False,-4.2017,1.9495,1,1,1,100.0,19.774501300954046,19.774501300954046,7.115044247787599,0.8849557522124021,历史1/1次成功; 当前距低点0.88%; 最新日涨幅-4.20%; 状态bottom_area; 底部未确认
44,71.41652633959377,67.22062002219418,301349,信德新材,bottom_area,2025-12-16,44.96,2025-12-16,44.58,0.8524001794526751,2.44504262000898,31.646734130634773,False,-1.9625,4.164,1,1,1,100.0,8.785443179281096,8.785443179281096,7.147599820547325,0.8524001794526751,历史1/1次成功; 当前距低点0.85%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
45,71.28703379374738,68.90277890466531,000593,德龙汇能,confirmed_rebound,2025-12-16,10.08,2025-12-16,9.86,2.2312373225152196,8.519269776876266,31.14525139664805,False,-5.2632,7.155,1,1,1,100.0,15.322580645161285,15.322580645161285,5.76876267748478,2.2312373225152196,历史1/1次成功; 当前距低点2.23%; 最新日涨幅-5.26%; 状态confirmed_rebound; 底部未确认
46,69.95664596193889,69.71115871220147,688190,云路股份,confirmed_rebound,2025-12-16,96.55,2025-12-10,93.0,3.817204301075266,9.548387096774189,28.351309707241917,True,-2.524,0.4015,1,1,1,100.0,19.70099203576919,19.70099203576919,4.182795698924735,3.817204301075266,历史1/1次成功; 当前距低点3.82%; 最新日涨幅-2.52%; 状态confirmed_rebound; 底部已确认
47,69.64831535059385,65.68640951487042,002706,良信股份,bottom_area,2025-12-16,9.51,2025-12-11,9.42,0.9554140127388521,7.855626326963909,27.31481481481482,True,-2.9592,2.0939,4,6,4,66.66666666666666,14.828423641120084,19.37406855439642,7.044585987261148,0.9554140127388521,历史4/6次成功; 当前距低点0.96%; 最新日涨幅-2.96%; 状态bottom_area; 底部已确认
48,67.2944758465638,62.73778962078491,002605,姚记科技,bottom_area,2025-12-16,22.58,2025-12-16,22.5,0.35555555555554796,2.0888888888888837,27.395934172313645,False,-1.6979,1.0353,3,5,3,60.0,15.26051767447074,23.2121212121212,7.644444444444452,0.35555555555554796,历史3/5次成功; 当前距低点0.36%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
49,63.18888337742575,59.23544820480843,688348,昱能科技,bottom_area,2025-12-16,50.2,2025-12-16,49.88,0.6415396952686453,4.651162790697675,30.990592141671275,False,-3.8867,1.2694,2,3,2,66.66666666666666,12.37361313631329,16.27422813482398,7.358460304731356,0.6415396952686453,历史2/3次成功; 当前距低点0.64%; 最新日涨幅-3.89%; 状态bottom_area; 底部未确认
50,56.63358682661235,52.62243902439023,002670,国盛证券,bottom_area,2025-12-16,16.53,2025-12-16,16.5,0.1818181818181887,1.9999999999999896,29.03225806451613,False,-1.6071,1.2682,1,2,1,50.0,13.747228381374727,13.747228381374727,7.818181818181811,0.1818181818181887,历史1/2次成功; 当前距低点0.18%; 最新日涨幅-1.61%; 状态bottom_area; 底部未确认
51,55.135214730927906,54.08883052727089,002468,申通快递,bottom_area,2025-12-16,14.06,2025-11-21,13.65,3.003663003663005,6.2271062271062245,31.988041853512705,False,-0.636,0.6568,1,2,1,50.0,16.382699868938413,16.382699868938413,4.996336996336995,3.003663003663005,历史1/2次成功; 当前距低点3.00%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
