rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.95291125024107,86.0142711548269,688107,安路科技,bottom_area,2024-01-18,31.01,2024-01-18,29.98,3.4356237491661146,4.3695797198132045,27.584541062801925,False,0.0323,0.7882,4,4,4,100.0,29.180071521105532,67.95615731785945,4.564376250833885,3.4356237491661146,历史4/4次成功; 当前距低点3.44%; 最新日涨幅0.03%; 状态bottom_area; 底部未确认
20,77.74463338279577,76.74818911363546,002153,石基信息,bottom_area,2024-01-18,8.38,2024-01-18,8.11,3.3292231812577233,4.438964241676957,30.025884383088876,False,0.2392,0.8934,2,2,2,100.0,11.391494445715445,14.193548387096769,4.670776818742277,3.3292231812577233,历史2/2次成功; 当前距低点3.33%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
21,77.59421436080136,76.51566282301786,000021,深科技,bottom_area,2024-01-18,12.94,2024-01-18,12.53,3.2721468475658435,3.750997605746215,29.606741573033712,False,0.1548,1.6193,1,1,1,100.0,26.108374384236456,26.108374384236456,4.7278531524341565,3.2721468475658435,历史1/1次成功; 当前距低点3.27%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
22,77.48965123791224,76.11467643774648,300601,康泰生物,bottom_area,2024-01-18,24.18,2024-01-18,23.46,3.069053708439893,3.410059676044334,31.36337039204213,False,-0.5348,1.3944,3,3,3,100.0,10.602789747255038,11.580726965342352,4.930946291560107,3.069053708439893,历史3/3次成功; 当前距低点3.07%; 最新日涨幅-0.53%; 状态bottom_area; 底部未确认
23,77.21492843645505,75.33001871701607,300370,安控科技,bottom_area,2024-01-18,2.27,2024-01-18,2.21,2.714932126696835,3.6199095022624466,28.246753246753247,False,-0.8734,1.2862,2,2,2,100.0,18.710021321961612,23.13432835820894,5.285067873303165,2.714932126696835,历史2/2次成功; 当前距低点2.71%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
24,77.03308159335033,75.66493936015675,603037,凯众股份,bottom_area,2024-01-18,18.14,2024-01-18,17.6,3.068181818181813,3.9204545454545325,29.543634907926336,False,-0.4391,3.5036,2,2,2,100.0,24.840827449523108,39.71014492753625,4.931818181818187,3.068181818181813,历史2/2次成功; 当前距低点3.07%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
25,76.78599772810232,76.86080142778873,300353,东土科技,bottom_area,2024-01-18,8.22,2024-01-18,7.9,4.050632911392409,4.3037974683544284,27.985414767547862,False,0.612,1.8634,2,2,2,100.0,20.840024009480672,21.377672209026137,3.9493670886075916,4.050632911392409,历史2/2次成功; 当前距低点4.05%; 最新日涨幅0.61%; 状态bottom_area; 底部未确认
26,76.51947534885547,74.67563256936496,605080,浙江自然,bottom_area,2024-01-18,21.06,2024-01-18,20.5,2.7317073170731643,6.097560975609756,27.56183745583039,False,-2.9493,10.0126,2,2,2,100.0,15.397447592966563,20.335021425788852,5.268292682926836,2.7317073170731643,历史2/2次成功; 当前距低点2.73%; 最新日涨幅-2.95%; 状态bottom_area; 底部未确认
27,76.49841844754746,74.81484507188327,688122,西部超导,bottom_area,2024-01-18,39.07,2024-01-18,37.99,2.842853382469066,3.1324032640168404,31.152591518666178,False,0.6699,1.0928,1,1,1,100.0,11.701885935014767,11.701885935014767,5.157146617530934,2.842853382469066,历史1/1次成功; 当前距低点2.84%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
28,76.25651780972305,74.68153468179328,688105,诺唯赞,bottom_area,2024-01-18,27.54,2024-01-18,26.76,2.9147982062780176,5.231689088191325,30.88842975206611,False,-2.7886,1.3065,2,2,2,100.0,17.673519312404096,25.237580993520524,5.085201793721983,2.9147982062780176,历史2/2次成功; 当前距低点2.91%; 最新日涨幅-2.79%; 状态bottom_area; 底部未确认
29,75.95363323104417,73.16985291776379,605123,派克新材,bottom_area,2024-01-18,70.4,2024-01-18,68.98,2.058567700782838,4.885474050449392,28.295218295218294,False,-2.6683,1.9632,1,1,1,100.0,15.71713589004656,15.71713589004656,5.941432299217162,2.058567700782838,历史1/1次成功; 当前距低点2.06%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
30,75.8038185941066,75.92194055934323,688196,卓越新能,bottom_area,2024-01-18,31.88,2024-01-18,30.63,4.080966372837088,4.374795951681358,28.36763330215154,False,0.0,0.4911,2,2,2,100.0,16.16421445920315,19.41979522184301,3.9190336271629116,4.080966372837088,历史2/2次成功; 当前距低点4.08%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
31,75.55267389408614,74.36119269496791,603078,江化微,bottom_area,2024-01-18,13.98,2024-01-18,13.55,3.173431734317341,5.018450184501843,28.609062170706007,False,-1.1315,1.8818,2,2,2,100.0,19.12159703877122,24.563540397888758,4.826568265682659,3.173431734317341,历史2/2次成功; 当前距低点3.17%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
32,75.51649386502824,72.8561037355893,601016,节能风电,bottom_area,2024-01-18,2.87,2024-01-18,2.81,2.1352313167259807,3.9145907473309567,31.127450980392158,False,-1.7123,0.7746,1,1,1,100.0,14.970059880239523,14.970059880239523,5.864768683274019,2.1352313167259807,历史1/1次成功; 当前距低点2.14%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
33,75.5036834304096,74.01927299641943,300613,富瀚微,bottom_area,2024-01-18,36.78,2024-01-18,35.72,2.9675251959686513,3.275475923852188,30.41106565361387,False,0.6018,1.3509,1,1,1,100.0,8.952851845311672,8.952851845311672,5.032474804031349,2.9675251959686513,历史1/1次成功; 当前距低点2.97%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
34,75.0967922494534,74.35619531955373,300579,数字认证,bottom_area,2024-01-18,22.57,2024-01-18,21.81,3.4846400733608505,4.860155891792766,27.3,False,-0.485,0.8214,2,2,2,100.0,22.90954132697023,24.946808510638284,4.5153599266391495,3.4846400733608505,历史2/2次成功; 当前距低点3.48%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
35,74.70814720110796,74.06354052943595,600360,华微电子,bottom_area,2024-01-18,6.71,2024-01-18,6.48,3.5493827160493754,3.8580246913580245,27.10911136107986,False,0.7508,1.5046,1,1,1,100.0,16.32329635499208,16.32329635499208,4.450617283950624,3.5493827160493754,历史1/1次成功; 当前距低点3.55%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
36,74.6860756756757,72.74617760617762,600981,苏豪汇鸿,bottom_area,2024-01-18,2.73,2024-01-18,2.66,2.631578947368415,3.3834586466165355,31.79487179487179,False,-0.7273,1.2151,1,1,1,100.0,20.463320463320475,20.463320463320475,5.368421052631585,2.631578947368415,历史1/1次成功; 当前距低点2.63%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
37,74.67732695795941,75.77957532634257,688326,经纬恒润,bottom_area,2024-01-18,88.0,2024-01-18,84.0,4.761904761904762,5.357142857142857,29.11392405063291,False,1.2775,1.6405,2,2,2,100.0,23.74579668540548,34.48938586529221,3.2380952380952386,4.761904761904762,历史2/2次成功; 当前距低点4.76%; 最新日涨幅1.28%; 状态bottom_area; 底部未确认
38,74.61743305899776,73.55002046809646,688280,精进电动,bottom_area,2024-01-18,6.67,2024-01-18,6.46,3.250773993808049,5.572755417956661,28.22222222222222,False,-1.4771,1.1,1,1,1,100.0,32.37518910741301,32.37518910741301,4.749226006191951,3.250773993808049,历史1/1次成功; 当前距低点3.25%; 最新日涨幅-1.48%; 状态bottom_area; 底部未确认
39,74.53807125072979,75.02698191276093,002641,公元股份,bottom_area,2024-01-18,5.77,2024-01-18,5.53,4.339963833634707,5.244122965641954,29.733163913595934,False,1.9435,10.2537,2,2,2,100.0,14.527416416387467,17.038539553752532,3.660036166365293,4.339963833634707,历史2/2次成功; 当前距低点4.34%; 最新日涨幅1.94%; 状态bottom_area; 底部未确认
40,74.50423537566465,73.22997372614807,000547,航天发展,bottom_area,2024-01-18,7.31,2024-01-18,7.09,3.102961918194637,3.385049365303247,28.67203219315895,False,-0.5442,1.1669,2,2,2,100.0,12.175951073289482,14.656084656084673,4.897038081805364,3.102961918194637,历史2/2次成功; 当前距低点3.10%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
41,74.37681180601756,73.20552343111966,300483,首华燃气,bottom_area,2024-01-18,10.4,2024-01-18,10.08,3.174603174603177,5.0595238095238075,28.96405919661733,False,-1.5152,1.5789,2,2,2,100.0,12.922681017284448,14.124293785310735,4.825396825396823,3.174603174603177,历史2/2次成功; 当前距低点3.17%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
42,74.28854373657096,72.6584212235121,600006,东风股份,bottom_area,2024-01-18,5.42,2024-01-18,5.27,2.8462998102466863,5.3130929791271395,30.29100529100529,False,-2.8674,1.1625,1,1,1,100.0,22.6235741444867,22.6235741444867,5.153700189753314,2.8462998102466863,历史1/1次成功; 当前距低点2.85%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
43,74.2630825170881,73.81976334739258,601995,中金公司,bottom_area,2024-01-18,33.17,2024-01-18,31.99,3.688652703970001,4.126289465457968,29.381898454746135,False,1.1589,0.6908,1,1,1,100.0,16.719846841097638,16.719846841097638,4.311347296029999,3.688652703970001,历史1/1次成功; 当前距低点3.69%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
44,74.08742003660315,72.19074798619104,002195,岩山科技,bottom_area,2024-01-18,2.71,2024-01-18,2.64,2.651515151515145,4.166666666666662,32.30769230769231,False,-0.7326,2.0888,1,1,1,100.0,17.72151898734177,17.72151898734177,5.348484848484855,2.651515151515145,历史1/1次成功; 当前距低点2.65%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
45,74.07396710846007,73.38541261968281,601777,千里科技,bottom_area,2024-01-18,3.24,2024-01-18,3.13,3.514376996805122,4.792332268370604,32.104121475054235,False,-1.5198,0.4218,2,2,2,100.0,18.054796625798296,27.96352583586626,4.4856230031948785,3.514376996805122,历史2/2次成功; 当前距低点3.51%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
46,73.70419724982754,71.5393541840831,300375,鹏翎股份,bottom_area,2024-01-18,4.6,2024-01-18,4.49,2.4498886414253773,4.008908685968813,27.346278317152095,False,-1.4989,4.1401,1,1,1,100.0,11.74785100286532,11.74785100286532,5.550111358574623,2.4498886414253773,历史1/1次成功; 当前距低点2.45%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
47,73.41554064582581,72.56914892936017,002413,雷科防务,bottom_area,2024-01-18,4.87,2024-01-18,4.71,3.3970276008492597,3.8216560509554083,31.540697674418606,False,-0.6122,1.9158,1,1,1,100.0,28.894472361809044,28.894472361809044,4.60297239915074,3.3970276008492597,历史1/1次成功; 当前距低点3.40%; 最新日涨幅-0.61%; 状态bottom_area; 底部未确认
48,73.19382607214251,71.69614884224012,300567,精测电子,bottom_area,2024-01-18,65.45,2024-01-18,63.59,2.924988205692718,3.711275357760653,28.526469596493193,False,-0.7732,1.5186,1,1,1,100.0,18.414634146341452,18.414634146341452,5.075011794307283,2.924988205692718,历史1/1次成功; 当前距低点2.92%; 最新日涨幅-0.77%; 状态bottom_area; 底部未确认
49,73.17729726746008,71.48526949392743,001366,播恩集团,bottom_area,2024-01-18,14.77,2024-01-18,14.37,2.783576896311763,4.384133611691029,30.84696823869106,False,-1.4019,8.8022,1,1,1,100.0,15.547445255474459,15.547445255474459,5.216423103688237,2.783576896311763,历史1/1次成功; 当前距低点2.78%; 最新日涨幅-1.40%; 状态bottom_area; 底部未确认
50,72.66697023858592,70.89787395096265,301419,阿莱德,bottom_area,2024-01-18,31.74,2024-01-18,30.9,2.7184466019417473,4.142394822006476,29.40370116518164,False,-0.4391,3.9701,1,1,1,100.0,11.591033351558234,11.591033351558234,5.281553398058253,2.7184466019417473,历史1/1次成功; 当前距低点2.72%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
51,72.3641756970421,72.51413690533613,688068,热景生物,bottom_area,2024-01-18,36.75,2024-01-18,35.3,4.107648725212473,4.985835694051007,28.686868686868692,False,-0.2984,1.1866,2,2,2,100.0,20.642881714089135,31.484593837534998,3.892351274787527,4.107648725212473,历史2/2次成功; 当前距低点4.11%; 最新日涨幅-0.30%; 状态bottom_area; 底部未确认
52,72.31599974969443,70.85098822839429,600222,太龙药业,bottom_area,2024-01-18,5.61,2024-01-18,5.45,2.935779816513764,3.6697247706422047,28.57142857142857,False,-1.2324,2.5697,1,1,1,100.0,14.00304414003044,14.00304414003044,5.064220183486237,2.935779816513764,历史1/1次成功; 当前距低点2.94%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
53,71.83110317438887,71.80044106432581,603306,华懋科技,bottom_area,2024-01-18,22.48,2024-01-18,21.62,3.977798334875113,4.3940795559666945,30.926517571884983,False,-0.0445,2.0637,2,2,2,100.0,15.214092837855201,19.519094766619503,4.0222016651248875,3.977798334875113,历史2/2次成功; 当前距低点3.98%; 最新日涨幅-0.04%; 状态bottom_area; 底部未确认
54,71.78808249443928,72.12615144660211,300513,恒实科技,bottom_area,2024-01-18,10.07,2024-01-18,9.66,4.244306418219463,4.554865424430637,32.823365785813635,False,0.3988,2.4699,1,1,1,100.0,14.42564559216384,14.42564559216384,3.7556935817805366,4.244306418219463,历史1/1次成功; 当前距低点4.24%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
55,71.69704812281286,71.84830771800867,000536,华映科技,bottom_area,2024-01-18,3.04,2024-01-18,2.92,4.109589041095894,4.452054794520544,27.54342431761787,False,1.3333,2.8708,1,1,1,100.0,11.280487804878053,11.280487804878053,3.8904109589041056,4.109589041095894,历史1/1次成功; 当前距低点4.11%; 最新日涨幅1.33%; 状态bottom_area; 底部未确认
56,71.6645906664803,71.59375585503362,603308,应流股份,bottom_area,2024-01-18,11.32,2024-01-18,10.89,3.9485766758494,4.591368227731864,29.14769030579049,False,-0.1764,1.408,2,2,2,100.0,13.744681053603557,14.186046511627906,4.0514233241506,3.9485766758494,历史2/2次成功; 当前距低点3.95%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
57,71.5981394208253,70.25104366502426,001311,多利科技,bottom_area,2024-01-18,41.72,2024-01-18,40.5,3.0123456790123426,3.654320987654313,30.76923076923077,False,-0.0958,3.4151,1,1,1,100.0,11.7160850170559,11.7160850170559,4.987654320987658,3.0123456790123426,历史1/1次成功; 当前距低点3.01%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
58,71.54444900698148,70.62512534151901,002765,蓝黛科技,bottom_area,2024-01-18,5.9,2024-01-18,5.71,3.3274956217162943,5.078809106830123,28.17610062893082,False,-1.3378,2.6844,3,4,3,75.0,21.75707182275358,28.213879408418663,4.672504378283706,3.3274956217162943,历史3/4次成功; 当前距低点3.33%; 最新日涨幅-1.34%; 状态bottom_area; 底部未确认
59,71.1656306592773,70.14929442508708,300397,天和防务,bottom_area,2024-01-18,8.89,2024-01-18,8.61,3.252032520325217,5.342624854819987,30.33980582524272,False,-1.9846,2.2492,1,1,1,100.0,14.107142857142863,14.107142857142863,4.7479674796747835,3.252032520325217,历史1/1次成功; 当前距低点3.25%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
60,70.99509013043473,69.85544952126058,301339,通行宝,bottom_area,2024-01-18,17.31,2024-01-18,16.78,3.1585220500595796,4.588796185935635,32.55627009646302,False,-0.46,2.5519,1,1,1,100.0,11.381074168797946,11.381074168797946,4.841477949940421,3.1585220500595796,历史1/1次成功; 当前距低点3.16%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
61,70.88554251046827,70.04519925290676,603138,海量数据,bottom_area,2024-01-18,14.07,2024-01-18,13.61,3.3798677443056637,4.996326230712709,28.96659707724426,False,-0.4246,2.0063,1,1,1,100.0,15.114503816793897,15.114503816793897,4.620132255694336,3.3798677443056637,历史1/1次成功; 当前距低点3.38%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
62,70.5541061344348,69.56879699248121,002268,电科网安,bottom_area,2024-01-18,18.64,2024-01-18,18.05,3.2686980609418272,4.210526315789463,27.276390008058016,False,-0.1072,1.3472,1,1,1,100.0,11.190476190476202,11.190476190476202,4.731301939058173,3.2686980609418272,历史1/1次成功; 当前距低点3.27%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
63,70.28494813096422,69.29674673629243,000800,一汽解放,bottom_area,2024-01-18,7.91,2024-01-18,7.66,3.2637075718015662,3.7859007832898173,29.465930018416202,False,-0.8772,0.4135,1,1,1,100.0,9.666666666666659,9.666666666666659,4.736292428198434,3.2637075718015662,历史1/1次成功; 当前距低点3.26%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
64,70.05412000632592,70.23668467407079,601086,国芳集团,confirmed_rebound,2024-01-18,5.54,2024-01-18,5.32,4.135338345864657,9.774436090225555,27.12328767123287,False,-4.3178,5.9484,2,2,2,100.0,29.168043562592505,33.48946135831383,3.8646616541353436,4.135338345864657,历史2/2次成功; 当前距低点4.14%; 最新日涨幅-4.32%; 状态confirmed_rebound; 底部未确认
65,69.35583216783215,68.87251626422356,688180,君实生物,bottom_area,2024-01-18,34.2,2024-01-18,33.0,3.636363636363645,4.878787878787877,28.44752818733738,False,-1.1561,0.8386,1,1,1,100.0,11.95389975877781,11.95389975877781,4.363636363636355,3.636363636363645,历史1/1次成功; 当前距低点3.64%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
66,69.35151504905986,70.58501893244468,300628,亿联网络,bottom_area,2024-01-18,26.46,2024-01-18,25.22,4.9167327517843065,5.075337034099926,27.798454050959066,False,2.3598,0.9819,1,1,1,100.0,14.38263229308005,14.38263229308005,3.083267248215694,4.9167327517843065,历史1/1次成功; 当前距低点4.92%; 最新日涨幅2.36%; 状态bottom_area; 底部未确认
67,69.05492843917712,68.21728365384617,605378,野马电池,bottom_area,2024-01-18,23.65,2024-01-18,22.88,3.3653846153846136,7.342657342657341,27.868852459016395,False,-3.034,19.9313,1,1,1,100.0,15.324519230769235,15.324519230769235,4.634615384615386,3.3653846153846136,历史1/1次成功; 当前距低点3.37%; 最新日涨幅-3.03%; 状态bottom_area; 底部未确认
68,68.82717951842201,68.5201184068891,000603,盛达资源,bottom_area,2024-01-18,9.64,2024-01-18,9.29,3.7674919268030296,4.736275565123804,31.083086053412472,False,-1.2295,1.7737,1,1,1,100.0,11.666666666666679,11.666666666666679,4.23250807319697,3.7674919268030296,历史1/1次成功; 当前距低点3.77%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
69,67.72642796611758,67.89886953955137,002578,闽发铝业,bottom_area,2024-01-18,3.78,2024-01-18,3.63,4.1322314049586755,5.234159779614324,32.02247191011236,False,-1.0471,4.9304,1,1,1,100.0,12.797619047619053,12.797619047619053,3.8677685950413245,4.1322314049586755,历史1/1次成功; 当前距低点4.13%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
70,64.88118145743749,63.65763216389764,603123,翠微股份,bottom_area,2024-01-18,9.24,2024-01-18,8.97,3.0100334448160484,3.5674470457078984,30.303030303030294,False,-1.2821,2.5943,2,3,2,66.66666666666666,15.128181459201945,16.108452950558224,4.989966555183951,3.0100334448160484,历史2/3次成功; 当前距低点3.01%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
71,62.9251357590334,62.20742000805267,601633,长城汽车,bottom_area,2024-01-18,23.09,2024-01-18,22.33,3.4034930586654797,3.672189879086432,28.658146964856236,False,1.2719,0.257,2,4,2,50.0,9.125721407580473,10.12706969580286,4.59650694133452,3.4034930586654797,历史2/4次成功; 当前距低点3.40%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
72,59.827265551210644,59.609200605553745,300657,弘信电子,bottom_area,2024-01-18,16.62,2024-01-18,16.01,3.810118675827604,4.184884447220475,28.04494382022471,False,0.1205,2.4402,1,2,1,50.0,33.47457627118643,33.47457627118643,4.189881324172396,3.810118675827604,历史1/2次成功; 当前距低点3.81%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
