rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.95291125024107,86.0142711548269,688107,安路科技,bottom_area,2024-01-18,31.01,2024-01-18,29.98,3.4356237491661146,4.3695797198132045,27.584541062801925,False,0.0323,0.7882,4,4,4,100.0,29.180071521105532,67.95615731785945,4.564376250833885,3.4356237491661146,历史4/4次成功; 当前距低点3.44%; 最新日涨幅0.03%; 状态bottom_area; 底部未确认
2,86.81525382905569,83.71092569065134,603222,济民健康,bottom_area,2024-01-18,7.27,2024-01-18,7.12,2.1067415730337005,4.353932584269658,29.504950495049503,False,-2.1534,1.9038,8,8,8,100.0,22.980088586925643,68.46504559270518,5.8932584269663,2.1067415730337005,历史8/8次成功; 当前距低点2.11%; 最新日涨幅-2.15%; 状态bottom_area; 底部未确认
3,86.37429430978604,85.07107779882531,603348,文灿股份,bottom_area,2024-01-18,30.55,2024-01-18,29.6,3.209459459459457,3.378378378378378,27.272727272727277,False,0.4934,1.2921,4,4,4,100.0,21.33680304512298,31.539888682745836,4.790540540540543,3.209459459459457,历史4/4次成功; 当前距低点3.21%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
4,86.04683680069154,84.85562881896236,002761,浙江建投,bottom_area,2024-01-18,9.46,2024-01-18,9.16,3.2751091703056847,3.820960698689952,28.881987577639755,False,0.2119,1.6719,4,4,4,100.0,20.98321358741574,43.73730534867976,4.724890829694315,3.2751091703056847,历史4/4次成功; 当前距低点3.28%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
5,84.865690351913,83.92668002166123,300454,深信服,bottom_area,2024-01-18,63.78,2024-01-18,61.67,3.421436679098426,3.7619588130371335,32.21587162013629,False,2.048,1.5212,4,4,4,100.0,17.782557258094812,29.49391262831224,4.578563320901575,3.421436679098426,历史4/4次成功; 当前距低点3.42%; 最新日涨幅2.05%; 状态bottom_area; 底部未确认
6,83.7200653846235,81.6506555777259,688356,键凯科技,bottom_area,2024-01-18,94.0,2024-01-18,91.53,2.698568775264939,3.7692559816453657,28.391488030042243,False,0.3952,0.6252,3,3,3,100.0,13.351571964139552,15.625,5.301431224735061,2.698568775264939,历史3/3次成功; 当前距低点2.70%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
7,83.62554322696414,80.16343767503747,688023,安恒信息,bottom_area,2024-01-18,81.93,2024-01-18,80.48,1.8016898608349936,5.168986083499001,28.334817453250217,False,-1.6801,2.3735,2,2,2,100.0,33.50156213839389,39.261744966442954,6.198310139165007,1.8016898608349936,历史2/2次成功; 当前距低点1.80%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
8,83.50797391907655,81.25928918686152,002146,荣盛发展,bottom_area,2024-01-18,1.59,2024-01-18,1.55,2.5806451612903247,3.2258064516129057,30.180180180180184,False,-0.625,1.7206,4,4,4,100.0,15.608387927975553,19.587628865979376,5.419354838709675,2.5806451612903247,历史4/4次成功; 当前距低点2.58%; 最新日涨幅-0.62%; 状态bottom_area; 底部未确认
9,83.44152498711748,82.56787723785169,000957,中通客车,bottom_area,2024-01-18,8.09,2024-01-18,7.82,3.4526854219948793,5.1150895140665,28.125,False,-2.0581,1.9805,3,3,3,100.0,132.3344468028054,354.54545454545456,4.547314578005121,3.4526854219948793,历史3/3次成功; 当前距低点3.45%; 最新日涨幅-2.06%; 状态bottom_area; 底部未确认
10,82.52056160782811,81.23637915466732,300609,汇纳科技,bottom_area,2024-01-18,23.33,2024-01-18,22.61,3.184431667403799,4.820875718708535,31.69184290030212,False,-0.2565,3.2777,4,4,4,100.0,22.886469657784787,49.87035436473638,4.815568332596201,3.184431667403799,历史4/4次成功; 当前距低点3.18%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
11,82.50691463077499,82.80651609604708,688079,美迪凯,bottom_area,2024-01-18,9.95,2024-01-18,9.55,4.188481675392655,4.607329842931931,32.173295454545446,False,0.3024,2.892,4,4,4,100.0,21.162657612593186,30.064655172413808,3.811518324607345,4.188481675392655,历史4/4次成功; 当前距低点4.19%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
12,81.787678130064,81.09161278427621,603229,奥翔药业,bottom_area,2024-01-18,11.65,2024-01-18,11.25,3.555555555555559,3.8222222222222197,28.707224334600756,False,0.0,0.9143,3,3,3,100.0,20.85096479001555,41.48479427549196,4.444444444444441,3.555555555555559,历史3/3次成功; 当前距低点3.56%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
13,81.55573314056588,79.17313375154026,301396,宏景科技,bottom_area,2024-01-18,24.59,2024-01-18,24.0,2.458333333333333,2.9166666666666634,30.333817126269963,False,1.6116,5.601,2,2,2,100.0,13.753407266345539,14.060963618485728,5.541666666666667,2.458333333333333,历史2/2次成功; 当前距低点2.46%; 最新日涨幅1.61%; 状态bottom_area; 底部未确认
14,81.51655480276504,79.48649099956083,688156,路德科技,bottom_area,2024-01-18,21.77,2024-01-18,21.2,2.68867924528302,3.820754716981143,29.591497841248753,False,-1.1353,1.0797,3,3,3,100.0,24.0681703161618,44.22535211267606,5.311320754716981,2.68867924528302,历史3/3次成功; 当前距低点2.69%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
15,81.30269143716431,80.39064628770683,603160,汇顶科技,bottom_area,2024-01-18,60.29,2024-01-18,58.3,3.413379073756436,3.773584905660382,27.125000000000004,False,0.9883,0.8689,3,3,3,100.0,15.339519225115597,20.747474747474755,4.586620926243564,3.413379073756436,历史3/3次成功; 当前距低点3.41%; 最新日涨幅0.99%; 状态bottom_area; 底部未确认
16,80.45917190743164,78.59615200798315,600399,抚顺特钢,bottom_area,2024-01-18,7.02,2024-01-18,6.83,2.781844802342599,3.6603221083455346,32.70935960591133,False,1.5919,2.8767,2,2,2,100.0,14.616979340453145,15.078707539353772,5.218155197657401,2.781844802342599,历史2/2次成功; 当前距低点2.78%; 最新日涨幅1.59%; 状态bottom_area; 底部未确认
17,79.26080189199843,77.61209302325582,603013,亚普股份,bottom_area,2024-01-18,15.93,2024-01-18,15.48,2.906976744186042,4.198966408268725,31.956043956043956,False,-0.4375,0.8437,1,1,1,100.0,53.30739299610896,53.30739299610896,5.093023255813958,2.906976744186042,历史1/1次成功; 当前距低点2.91%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
18,78.30561617954639,76.94019857110149,300647,超频三,bottom_area,2024-01-18,5.68,2024-01-18,5.51,3.085299455535389,5.08166969147006,28.161668839634945,False,-0.8726,1.9004,2,2,2,100.0,31.90688886947406,48.45360824742268,4.914700544464611,3.085299455535389,历史2/2次成功; 当前距低点3.09%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
19,78.08170533200729,76.8207308484432,000860,顺鑫农业,bottom_area,2024-01-18,19.3,2024-01-18,18.71,3.1533939070016026,3.3671833244254357,27.59287925696594,False,0.2597,1.2153,2,2,2,100.0,9.62617718498317,10.865257595772784,4.846606092998398,3.1533939070016026,历史2/2次成功; 当前距低点3.15%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
