rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.9522090613093,75.58188504481316,300484,蓝海华腾,bottom_area,2021-02-08,10.74,2021-02-08,10.61,1.2252591894439284,4.335532516493882,29.501661129568113,False,-0.5556,3.1985,1,1,1,100.0,18.47030105777056,18.47030105777056,13.774740810556072,1.2252591894439284,历史1/1次成功; 当前距低点1.23%; 最新日涨幅-0.56%; 状态bottom_area; 底部未确认
2,81.56422966769405,72.79977477917743,300752,隆利科技,bottom_area,2021-02-08,31.95,2021-02-08,31.51,1.3963821009203354,7.521421770866395,27.47986191024166,False,-4.9107,13.9313,1,1,1,100.0,15.825408436966597,15.825408436966597,13.603617899079664,1.3963821009203354,历史1/1次成功; 当前距低点1.40%; 最新日涨幅-4.91%; 状态bottom_area; 底部未确认
3,78.57937722576706,73.7060029062954,600121,郑州煤电,bottom_area,2021-02-08,4.87,2021-02-08,4.68,4.0598290598290685,4.914529914529924,29.09090909090909,False,1.0373,5.3454,1,1,1,100.0,20.6581352833638,20.6581352833638,10.940170940170932,4.0598290598290685,历史1/1次成功; 当前距低点4.06%; 最新日涨幅1.04%; 状态bottom_area; 底部未确认
4,77.81828254249291,73.48456545802755,688311,盟升电子,bottom_area,2021-02-08,78.89,2021-02-05,75.55,4.420913302448714,13.01125082726671,30.598934411170315,False,3.8026,2.8255,1,1,1,100.0,23.893805309734503,23.893805309734503,10.579086697551285,4.420913302448714,历史1/1次成功; 当前距低点4.42%; 最新日涨幅3.80%; 状态bottom_area; 底部未确认
5,71.09854183581982,67.43764130768817,300530,领湃科技,bottom_area,2021-02-08,15.05,2021-02-08,14.38,4.659248956884561,9.874826147426981,27.66599597585512,False,-3.4018,1.149,1,1,1,100.0,26.993166287015956,26.993166287015956,10.34075104311544,4.659248956884561,历史1/1次成功; 当前距低点4.66%; 最新日涨幅-3.40%; 状态bottom_area; 底部未确认
