rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.04906123424185,80.98478694090674,601778,晶科科技,bottom_area,2022-01-18,7.25,2022-01-17,7.06,2.6912181303116203,4.107648725212465,27.58974358974359,False,0.4155,2.1868,2,2,2,100.0,26.348195043103452,42.344827586206904,5.30878186968838,2.6912181303116203,历史2/2次成功; 当前距低点2.69%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
2,76.09763744508362,75.01167750268549,300484,蓝海华腾,bottom_area,2022-01-18,14.92,2022-01-10,14.45,3.252595155709347,5.813148788927335,29.580896686159846,False,-1.9066,2.5263,2,2,2,100.0,23.589217514531214,28.708133971291865,4.747404844290653,3.252595155709347,历史2/2次成功; 当前距低点3.25%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
3,75.27741759494424,70.50525310475021,688029,南微医学,bottom_area,2022-01-18,173.97,2022-01-18,172.94,0.5955822828726732,3.029952584711466,31.902661836509687,False,-2.4668,2.1062,1,1,1,100.0,23.296670482257504,23.296670482257504,7.404417717127326,0.5955822828726732,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-2.47%; 状态bottom_area; 底部未确认
4,72.40292263727608,71.22003921114586,688317,之江生物,confirmed_rebound,2022-01-18,59.39,2022-01-18,57.58,3.143452587704068,12.018061827023276,27.444556451612907,False,-11.622,9.2607,1,1,1,100.0,38.96296296296296,38.96296296296296,4.8565474122959325,3.143452587704068,历史1/1次成功; 当前距低点3.14%; 最新日涨幅-11.62%; 状态confirmed_rebound; 底部未确认
5,70.75814004335469,68.20301754385967,688068,热景生物,confirmed_rebound,2022-01-18,174.57,2022-01-18,171.0,2.0877192982456103,17.89473684210526,29.918032786885245,False,-16.3937,20.16,1,1,1,100.0,9.80116959064327,9.80116959064327,5.91228070175439,2.0877192982456103,历史1/1次成功; 当前距低点2.09%; 最新日涨幅-16.39%; 状态confirmed_rebound; 底部未确认
6,69.0583359294181,70.32492089208179,300409,道氏技术,bottom_area,2022-01-18,22.92,2022-01-14,21.84,4.945054945054954,6.822344322344315,29.910141206675227,False,-0.6071,3.3147,1,1,1,100.0,35.80454928390903,35.80454928390903,3.0549450549450463,4.945054945054954,历史1/1次成功; 当前距低点4.95%; 最新日涨幅-0.61%; 状态bottom_area; 底部未确认
7,62.94724281622113,63.214122627737204,688298,东方生物,confirmed_rebound,2022-01-18,312.66,2022-01-18,300.0,4.220000000000009,10.509999999999991,27.11724406005539,False,-7.7699,14.6812,1,1,1,100.0,9.11678832116789,9.11678832116789,3.779999999999992,4.220000000000009,历史1/1次成功; 当前距低点4.22%; 最新日涨幅-7.77%; 状态confirmed_rebound; 底部未确认
