rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.2717586938037,84.45639062651627,002432,九安医疗,bottom_area,2024-04-19,40.55,2024-04-17,39.72,2.0896273917421913,3.57502517623364,27.75554747180793,False,0.5206,2.1971,2,2,2,100.0,37.638392901550795,65.03496503496503,7.910372608257809,2.0896273917421913,历史2/2次成功; 当前距低点2.09%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
12,81.83076615843382,77.75774159851177,603268,松发股份,confirmed_rebound,2024-04-19,13.23,2024-04-17,12.93,2.3201856148491933,10.672853828306271,31.478537360890307,True,-2.9347,0.8138,2,2,2,100.0,27.94497204498886,37.532133676092535,7.679814385150808,2.3201856148491933,历史2/2次成功; 当前距低点2.32%; 最新日涨幅-2.93%; 状态confirmed_rebound; 底部已确认
13,81.02071281409503,76.81680790392971,300494,盛天网络,bottom_area,2024-04-19,12.06,2024-04-16,11.8,2.2033898305084727,8.728813559322028,27.160493827160487,True,-2.7419,5.0383,2,2,2,100.0,11.239444717682995,12.437395659432388,7.796610169491528,2.2033898305084727,历史2/2次成功; 当前距低点2.20%; 最新日涨幅-2.74%; 状态bottom_area; 底部已确认
14,80.35528039562007,76.62048563380183,603259,药明康德,bottom_area,2024-04-19,42.2,2024-04-16,41.17,2.501821714840906,7.724070925431138,30.078125,True,-2.8321,2.9302,2,2,2,100.0,13.842145933543593,14.040390163483993,7.498178285159095,2.501821714840906,历史2/2次成功; 当前距低点2.50%; 最新日涨幅-2.83%; 状态bottom_area; 底部已确认
15,80.26148581861177,79.18843498434704,603122,合富中国,bottom_area,2024-04-19,5.83,2024-04-16,5.59,4.293381037567088,8.586762075134176,29.150823827629914,True,-0.6814,2.6475,2,2,2,100.0,49.609375,72.1590909090909,5.706618962432913,4.293381037567088,历史2/2次成功; 当前距低点4.29%; 最新日涨幅-0.68%; 状态bottom_area; 底部已确认
16,79.5777774385489,74.18931766322093,688177,百奥泰,bottom_area,2024-04-19,28.39,2024-04-19,28.02,1.320485367594579,3.1406138472519594,32.48192771084337,False,-2.0359,0.381,1,1,1,100.0,12.15066828675577,12.15066828675577,8.679514632405422,1.320485367594579,历史1/1次成功; 当前距低点1.32%; 最新日涨幅-2.04%; 状态bottom_area; 底部未确认
17,79.26717318756732,75.68540566208726,603031,安孚科技,bottom_area,2024-04-19,29.9,2024-04-19,29.15,2.5728987993138936,3.0874785591766796,32.83410138248848,False,1.2873,1.6496,1,1,1,100.0,13.073198518940481,13.073198518940481,7.427101200686106,2.5728987993138936,历史1/1次成功; 当前距低点2.57%; 最新日涨幅1.29%; 状态bottom_area; 底部未确认
18,79.21294299542265,76.09230357898129,000042,中洲控股,bottom_area,2024-04-19,3.56,2024-04-17,3.46,2.890173410404627,6.358381502890179,32.81553398058253,False,-1.385,1.3208,2,2,2,100.0,24.956445993031362,28.57142857142858,7.109826589595373,2.890173410404627,历史2/2次成功; 当前距低点2.89%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
19,79.04170320987654,71.85609382716049,002310,东方新能,bottom_area,2024-04-19,1.25,2024-04-19,1.25,0.0,0.0,28.97727272727273,False,-10.0719,1.4673,2,2,2,100.0,29.065020576131683,39.2,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.07%; 状态bottom_area; 底部未确认
20,78.89926177414732,74.88343108504401,600358,国旅联合,bottom_area,2024-04-19,3.17,2024-04-17,3.1,2.2580645161290267,9.677419354838705,29.22374429223744,True,-2.7607,2.3545,1,1,1,100.0,18.181818181818198,18.181818181818198,7.741935483870973,2.2580645161290267,历史1/1次成功; 当前距低点2.26%; 最新日涨幅-2.76%; 状态bottom_area; 底部已确认
21,78.53696862763657,74.25132186242291,600241,时代万恒,bottom_area,2024-04-19,5.96,2024-04-16,5.84,2.054794520547947,9.07534246575343,28.34355828220859,True,-3.2468,1.8056,1,1,1,100.0,22.50673854447439,22.50673854447439,7.945205479452053,2.054794520547947,历史1/1次成功; 当前距低点2.05%; 最新日涨幅-3.25%; 状态bottom_area; 底部已确认
22,77.95837888619373,72.55096723055601,002156,通富微电,bottom_area,2024-04-19,19.79,2024-04-16,19.55,1.227621483375951,6.803069053708431,29.166666666666668,False,-3.2274,2.5853,3,4,3,75.0,16.585721573404154,21.92170818505337,8.77237851662405,1.227621483375951,历史3/4次成功; 当前距低点1.23%; 最新日涨幅-3.23%; 状态bottom_area; 底部未确认
23,77.76682675497578,76.50621301775148,600052,东望时代,bottom_area,2024-04-19,3.52,2024-04-16,3.38,4.14201183431953,9.467455621301783,27.311827956989255,True,-1.1236,0.678,1,1,1,100.0,56.0655737704918,56.0655737704918,5.857988165680471,4.14201183431953,历史1/1次成功; 当前距低点4.14%; 最新日涨幅-1.12%; 状态bottom_area; 底部已确认
24,77.68120977968847,71.01687006668573,002558,巨人网络,bottom_area,2024-04-19,10.23,2024-04-19,10.2,0.2941176470588347,3.431372549019622,28.320449754040766,False,-3.5815,1.7207,2,2,2,100.0,15.900313451504728,18.872870249017044,9.705882352941165,0.2941176470588347,历史2/2次成功; 当前距低点0.29%; 最新日涨幅-3.58%; 状态bottom_area; 底部未确认
25,77.53681436012295,70.80101709500565,688114,华大智造,bottom_area,2024-04-19,51.82,2024-04-19,51.7,0.23210831721469524,3.1528046421663354,30.53876125218326,False,-2.2264,0.4416,1,1,1,100.0,20.431312141156706,20.431312141156706,9.767891682785306,0.23210831721469524,历史1/1次成功; 当前距低点0.23%; 最新日涨幅-2.23%; 状态bottom_area; 底部未确认
26,77.51214776617472,70.76282245601367,300759,康龙化成,bottom_area,2024-04-19,18.18,2024-04-19,18.14,0.22050716648290597,3.3076074972436484,27.148594377510033,False,-3.6566,1.6119,2,2,2,100.0,13.632144062337028,16.594594594594597,9.779492833517095,0.22050716648290597,历史2/2次成功; 当前距低点0.22%; 最新日涨幅-3.66%; 状态bottom_area; 底部未确认
27,76.85283905224,76.24431633966987,603305,旭升集团,bottom_area,2024-04-19,12.78,2024-04-16,12.22,4.582651391162019,9.001636661211126,28.117647058823525,True,-2.2936,0.799,3,3,3,100.0,20.660008126447625,32.41061130334487,5.417348608837981,4.582651391162019,历史3/3次成功; 当前距低点4.58%; 最新日涨幅-2.29%; 状态bottom_area; 底部已确认
28,76.64347715736042,69.6758883248731,002200,交投生态,bottom_area,2024-04-19,5.56,2024-04-19,5.56,0.0,3.237410071942457,28.072445019404924,False,-4.9573,1.0616,1,1,1,100.0,34.01015228426395,34.01015228426395,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-4.96%; 状态bottom_area; 底部未确认
29,76.48952961037718,75.57165525505266,300584,海辰药业,confirmed_rebound,2024-04-19,14.82,2024-04-16,14.2,4.366197183098599,10.98591549295775,28.96448224112056,True,-2.5641,1.7348,2,2,2,100.0,41.271961465147655,54.23197492163009,5.633802816901402,4.366197183098599,历史2/2次成功; 当前距低点4.37%; 最新日涨幅-2.56%; 状态confirmed_rebound; 底部已确认
30,76.3845430027893,73.3434722040834,601218,吉鑫科技,confirmed_rebound,2024-04-19,2.87,2024-04-16,2.79,2.8673835125448055,10.752688172043005,28.277634961439592,True,-2.381,1.2998,2,2,2,100.0,10.919928025191178,11.111111111111114,7.132616487455196,2.8673835125448055,历史2/2次成功; 当前距低点2.87%; 最新日涨幅-2.38%; 状态confirmed_rebound; 底部已确认
31,76.16766669350088,74.44542185943922,688337,普源精电,bottom_area,2024-04-19,28.14,2024-04-16,27.11,3.7993360383622323,8.889708594614534,29.364252214695156,True,-1.9512,1.6124,3,4,3,75.0,38.886602295188766,54.46153846153845,6.200663961637768,3.7993360383622323,历史3/4次成功; 当前距低点3.80%; 最新日涨幅-1.95%; 状态bottom_area; 底部已确认
32,75.5322241928273,74.47282207597193,000070,特发信息,confirmed_rebound,2024-04-19,7.1,2024-04-16,6.81,4.258443465491924,12.334801762114548,27.936507936507937,True,-2.6063,2.8711,2,2,2,100.0,34.04340417899739,50.60532687651331,5.741556534508076,4.258443465491924,历史2/2次成功; 当前距低点4.26%; 最新日涨幅-2.61%; 状态confirmed_rebound; 底部已确认
33,75.53163127866249,68.66511934423862,000889,中嘉博创,bottom_area,2024-04-19,1.27,2024-04-19,1.27,0.0,3.1496062992126013,29.05027932960894,False,-5.2239,2.8551,4,5,4,80.0,21.909243786229116,34.408602150537625,10.0,0.0,历史4/5次成功; 当前距低点0.00%; 最新日涨幅-5.22%; 状态bottom_area; 底部未确认
34,75.35953255140937,74.19191129913146,688170,德龙激光,bottom_area,2024-04-19,22.43,2024-04-16,21.53,4.180213655364601,9.846725499303286,27.969220475075275,True,-2.5206,2.126,2,2,2,100.0,21.359131362165336,25.624999999999996,5.8197863446354,4.180213655364601,历史2/2次成功; 当前距低点4.18%; 最新日涨幅-2.52%; 状态bottom_area; 底部已确认
35,74.2831165776652,72.2099314407735,301393,昊帆生物,bottom_area,2024-04-19,38.0,2024-04-16,36.71,3.5140288749659474,8.96213565785889,31.38317757009346,True,-1.1704,3.2827,1,1,1,100.0,19.203856320945413,19.203856320945413,6.485971125034054,3.5140288749659474,历史1/1次成功; 当前距低点3.51%; 最新日涨幅-1.17%; 状态bottom_area; 底部已确认
36,73.77794476767868,73.42081918081918,688232,新点软件,bottom_area,2024-04-19,20.97,2024-04-16,20.02,4.7452547452547424,6.893106893106888,29.803646563814866,False,-0.6632,1.7319,1,1,1,100.0,51.87398153177622,51.87398153177622,5.2547452547452576,4.7452547452547424,历史1/1次成功; 当前距低点4.75%; 最新日涨幅-0.66%; 状态bottom_area; 底部未确认
37,73.64773796169202,70.97730471498944,002638,勤上股份,confirmed_rebound,2024-04-19,2.02,2024-04-15,1.96,3.061224489795921,11.224489795918377,29.496402877697836,True,-0.9804,0.7415,1,1,1,100.0,17.241379310344833,17.241379310344833,6.9387755102040805,3.061224489795921,历史1/1次成功; 当前距低点3.06%; 最新日涨幅-0.98%; 状态confirmed_rebound; 底部已确认
38,73.13156395224867,72.22870513802337,002256,兆新股份,bottom_area,2024-04-19,1.92,2024-04-16,1.84,4.3478260869565135,8.152173913043473,30.82706766917293,True,-0.5181,1.1354,4,5,4,80.0,22.858863528409877,31.775700934579426,5.652173913043487,4.3478260869565135,历史4/5次成功; 当前距低点4.35%; 最新日涨幅-0.52%; 状态bottom_area; 底部已确认
39,72.96306284229263,67.93112747385865,688276,百克生物,bottom_area,2024-04-19,40.5,2024-04-19,40.0,1.25,3.3500000000000085,27.536231884057976,False,-1.9608,1.0739,2,3,2,66.66666666666666,16.529359178451564,16.844155844155843,8.75,1.25,历史2/3次成功; 当前距低点1.25%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
40,71.76359751353343,70.87208441545665,603212,赛伍技术,bottom_area,2024-04-19,11.05,2024-04-16,10.59,4.3437204910292815,8.970727101038708,28.734858681022878,True,-2.2989,1.5136,3,4,3,75.0,26.348210403244153,32.01038575667657,5.656279508970719,4.3437204910292815,历史3/4次成功; 当前距低点4.34%; 最新日涨幅-2.30%; 状态bottom_area; 底部已确认
41,71.56677444691606,69.92467867823811,301520,万邦医药,confirmed_rebound,2024-04-19,42.54,2024-04-16,40.99,3.781410100024389,10.026835813613074,27.80908770693906,False,-0.4213,2.9246,1,1,1,100.0,29.60372960372961,29.60372960372961,6.218589899975611,3.781410100024389,历史1/1次成功; 当前距低点3.78%; 最新日涨幅-0.42%; 状态confirmed_rebound; 底部未确认
42,71.22433590211354,70.04237089328926,600152,维科技术,bottom_area,2024-04-19,4.8,2024-04-17,4.61,4.121475054229924,8.893709327548791,28.304821150855357,True,-2.6369,1.5637,3,4,3,75.0,19.163086112545617,24.87644151565074,5.878524945770076,4.121475054229924,历史3/4次成功; 当前距低点4.12%; 最新日涨幅-2.64%; 状态bottom_area; 底部已确认
43,70.14775870852077,64.88327723247282,002295,精艺股份,confirmed_rebound,2024-04-19,6.68,2024-04-19,6.62,0.9063444108761269,10.87613293051359,31.893004115226343,False,-9.1156,18.2715,1,1,1,100.0,17.31044349070099,17.31044349070099,9.093655589123873,0.9063444108761269,历史1/1次成功; 当前距低点0.91%; 最新日涨幅-9.12%; 状态confirmed_rebound; 底部未确认
44,67.62571676635717,66.96683024339,002729,好利科技,confirmed_rebound,2024-04-19,11.18,2024-04-17,10.7,4.48598130841122,10.467289719626178,27.946127946127948,True,-2.3581,3.0892,1,1,1,100.0,13.144449605202036,13.144449605202036,5.51401869158878,4.48598130841122,历史1/1次成功; 当前距低点4.49%; 最新日涨幅-2.36%; 状态confirmed_rebound; 底部已确认
45,67.12375082219023,66.59797731705557,600149,廊坊发展,confirmed_rebound,2024-04-19,3.42,2024-04-17,3.27,4.58715596330275,16.207951070336385,32.71604938271606,True,-2.2857,2.7472,1,1,1,100.0,12.401574803149604,12.401574803149604,5.412844036697251,4.58715596330275,历史1/1次成功; 当前距低点4.59%; 最新日涨幅-2.29%; 状态confirmed_rebound; 底部已确认
46,66.03923106188219,65.78813132400431,002647,仁东控股,confirmed_rebound,2024-04-19,3.93,2024-04-16,3.75,4.800000000000004,10.399999999999991,31.444241316270567,True,-2.4814,2.0509,1,1,1,100.0,10.656620021528528,10.656620021528528,5.199999999999997,4.800000000000004,历史1/1次成功; 当前距低点4.80%; 最新日涨幅-2.48%; 状态confirmed_rebound; 底部已确认
47,65.92500841049647,65.66375712029104,688307,中润光学,confirmed_rebound,2024-04-19,16.84,2024-04-16,16.07,4.791537025513376,12.881144990665838,27.087114337568053,True,-3.4404,1.4273,1,1,1,100.0,20.099255583126556,20.099255583126556,5.208462974486625,4.791537025513376,历史1/1次成功; 当前距低点4.79%; 最新日涨幅-3.44%; 状态confirmed_rebound; 底部已确认
48,65.55840806642739,63.846700284014126,300459,汤姆猫,bottom_area,2024-04-19,3.73,2024-04-16,3.6,3.611111111111108,8.888888888888884,30.501930501930495,True,-2.356,2.03,2,3,2,66.66666666666666,14.31917715419771,15.133531157270022,6.388888888888893,3.611111111111108,历史2/3次成功; 当前距低点3.61%; 最新日涨幅-2.36%; 状态bottom_area; 底部已确认
49,65.47981915532792,63.657772013614434,688176,亚虹医药,confirmed_rebound,2024-04-19,5.59,2024-04-16,5.4,3.518518518518509,10.370370370370363,30.680359435173294,True,-2.9514,1.9125,2,3,2,66.66666666666666,22.38348155467721,25.473484848484844,6.481481481481491,3.518518518518509,历史2/3次成功; 当前距低点3.52%; 最新日涨幅-2.95%; 状态confirmed_rebound; 底部已确认
50,62.77319626243455,58.50778966131905,000546,金圆股份,bottom_area,2024-04-19,4.65,2024-04-17,4.59,1.307189542483671,7.843137254901968,30.349013657056144,True,-2.5157,2.3906,1,2,1,50.0,10.151515151515152,10.151515151515152,8.69281045751633,1.307189542483671,历史1/2次成功; 当前距低点1.31%; 最新日涨幅-2.52%; 状态bottom_area; 底部已确认
51,61.80073093638091,57.58566479515921,300558,贝达药业,bottom_area,2024-04-19,36.04,2024-04-19,35.58,1.292861157953909,2.1079258010118047,27.726995734308346,False,-1.0162,1.1385,1,2,1,50.0,14.211764705882352,14.211764705882352,8.707138842046092,1.292861157953909,历史1/2次成功; 当前距低点1.29%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
52,61.60999385036408,60.08993232128801,002607,中公教育,bottom_area,2024-04-19,2.53,2024-04-16,2.44,3.688524590163929,8.606557377049178,28.86297376093295,True,-2.3166,2.4063,3,6,3,50.0,14.514883800332075,18.337408312958438,6.3114754098360715,3.688524590163929,历史3/6次成功; 当前距低点3.69%; 最新日涨幅-2.32%; 状态bottom_area; 底部已确认
53,61.271582258615354,60.70821006917342,002331,皖通科技,confirmed_rebound,2024-04-19,6.25,2024-04-16,5.98,4.515050167224073,11.371237458193974,27.951807228915666,True,-2.0376,2.4194,3,5,3,60.0,16.51894865830274,21.247892074199,5.484949832775928,4.515050167224073,历史3/5次成功; 当前距低点4.52%; 最新日涨幅-2.04%; 状态confirmed_rebound; 底部已确认
54,60.8247028180506,60.8247028180506,002177,御银股份,bottom_area,2024-04-19,3.15,2024-04-17,3.0,4.9999999999999964,9.333333333333327,30.71593533487298,True,-2.1739,1.8729,2,3,2,66.66666666666666,15.096968555827523,19.574468085106382,5.000000000000004,4.9999999999999964,历史2/3次成功; 当前距低点5.00%; 最新日涨幅-2.17%; 状态bottom_area; 底部已确认
55,60.009661371675264,58.10818085402634,000421,南京公用,bottom_area,2024-04-19,4.37,2024-04-18,4.23,3.3096926713947914,7.801418439716292,29.966887417218537,True,-0.907,4.5794,2,5,2,40.0,20.88322658498097,30.864197530864196,6.6903073286052095,3.3096926713947914,历史2/5次成功; 当前距低点3.31%; 最新日涨幅-0.91%; 状态bottom_area; 底部已确认
56,59.88249239849832,59.03125795772857,300511,雪榕生物,confirmed_rebound,2024-04-19,3.19,2024-04-16,3.06,4.248366013071892,10.784313725490199,27.999999999999996,True,-1.8462,1.9651,2,4,2,50.0,25.900712191034756,29.220779220779214,5.751633986928108,4.248366013071892,历史2/4次成功; 当前距低点4.25%; 最新日涨幅-1.85%; 状态confirmed_rebound; 底部已确认
57,56.00595419847329,50.914503816793896,002742,三圣股份,bottom_area,2024-04-19,2.44,2024-04-19,2.44,0.0,4.508196721311471,28.654970760233915,False,-5.0584,1.7876,1,2,1,50.0,24.809160305343507,24.809160305343507,10.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-5.06%; 状态bottom_area; 底部未确认
58,53.22743151980156,51.37903925395795,000560,我爱我家,bottom_area,2024-04-19,1.64,2024-04-16,1.59,3.1446540880503036,9.433962264150937,30.567685589519648,True,-1.7964,2.6038,1,3,1,33.33333333333333,13.793103448275875,13.793103448275875,6.855345911949698,3.1446540880503036,历史1/3次成功; 当前距低点3.14%; 最新日涨幅-1.80%; 状态bottom_area; 底部已确认
