rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.2955600827264,83.44668372585939,605188,国光连锁,bottom_area,2025-10-09,15.35,2025-10-09,15.1,1.6556291390728477,3.9735099337748316,30.414746543778804,False,-2.2915,2.274,4,4,4,100.0,16.029667542717576,19.218749999999993,6.344370860927152,1.6556291390728477,历史4/4次成功; 当前距低点1.66%; 最新日涨幅-2.29%; 状态bottom_area; 底部未确认
2,84.86920540614959,81.9107414939626,002269,美邦服饰,bottom_area,2025-10-09,2.37,2025-09-29,2.32,2.155172413793115,6.034482758620696,27.725856697819317,False,-1.25,3.9026,7,8,7,87.5,40.978680631241446,173.50993377483442,5.844827586206885,2.155172413793115,历史7/8次成功; 当前距低点2.16%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
3,84.55999850048387,80.48051202073871,688205,德科立,bottom_area,2025-10-09,116.38,2025-10-09,114.74,1.4293184591249788,4.58427749694963,29.085290482076648,False,-3.8341,6.3839,3,3,3,100.0,24.19009735238528,35.44761904761904,6.570681540875022,1.4293184591249788,历史3/3次成功; 当前距低点1.43%; 最新日涨幅-3.83%; 状态bottom_area; 底部未确认
4,83.67082069678679,83.00676656427261,000679,大连友谊,bottom_area,2025-10-09,7.8,2025-09-30,7.53,3.5856573705179224,4.5152722443559075,28.693181818181817,False,1.4304,2.1797,8,8,8,100.0,14.8498138121154,24.94061757719715,4.414342629482078,3.5856573705179224,历史8/8次成功; 当前距低点3.59%; 最新日涨幅1.43%; 状态bottom_area; 底部未确认
5,83.66056055666652,80.63365499354073,603280,南方路机,bottom_area,2025-10-09,35.27,2025-09-29,34.55,2.0839363241678903,4.0520984081042135,27.26315789473685,False,0.142,6.5192,2,2,2,100.0,17.016289315287736,18.348214285714302,5.916063675832111,2.0839363241678903,历史2/2次成功; 当前距低点2.08%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
6,83.11873256271934,83.06800401065178,000718,苏宁环球,bottom_area,2025-10-09,2.62,2025-09-29,2.52,3.9682539682539715,5.158730158730155,32.800000000000004,False,0.3831,4.7629,4,4,4,100.0,19.86894117349903,36.111111111111114,4.031746031746029,3.9682539682539715,历史4/4次成功; 当前距低点3.97%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
7,82.03548356908418,80.96268607247171,300534,陇神戎发,bottom_area,2025-10-09,9.66,2025-09-23,9.35,3.31550802139038,5.454545454545452,27.519379844961243,False,-0.5149,1.9337,5,5,5,100.0,23.021743877643914,41.58730158730159,4.68449197860962,3.31550802139038,历史5/5次成功; 当前距低点3.32%; 最新日涨幅-0.51%; 状态bottom_area; 底部未确认
8,81.97198364653504,78.25487698953225,000926,福星股份,bottom_area,2025-10-09,2.56,2025-09-29,2.52,1.5873015873015885,4.761904761904765,27.79369627507164,False,-1.5385,3.2302,2,2,2,100.0,20.612497895590682,28.668941979522177,6.412698412698411,1.5873015873015885,历史2/2次成功; 当前距低点1.59%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
9,80.87867590916764,79.3063154031987,301151,冠龙节能,bottom_area,2025-10-09,20.74,2025-09-29,20.14,2.9791459781529186,5.064548162859977,29.333333333333332,False,1.2695,6.1342,1,1,1,100.0,37.520259319286865,37.520259319286865,5.020854021847082,2.9791459781529186,历史1/1次成功; 当前距低点2.98%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
10,79.75442436115006,78.46412540996397,002453,华软科技,bottom_area,2025-10-09,7.2,2025-10-09,6.98,3.1518624641833775,4.154727793696263,28.483606557377044,False,0.9818,16.0428,2,2,2,100.0,18.44285929194665,28.60169491525425,4.8481375358166225,3.1518624641833775,历史2/2次成功; 当前距低点3.15%; 最新日涨幅0.98%; 状态bottom_area; 底部未确认
11,77.30557204918973,71.98420782515309,600706,曲江文旅,bottom_area,2025-10-09,10.27,2025-10-09,10.24,0.2929687499999938,3.6132812499999925,28.341497550734772,False,-3.9289,9.0585,2,2,2,100.0,21.086970834156286,24.578313253012034,7.707031250000005,0.2929687499999938,历史2/2次成功; 当前距低点0.29%; 最新日涨幅-3.93%; 状态bottom_area; 底部未确认
