rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.04401145892504,80.44824045692641,603800,洪田股份,bottom_area,2026-02-11,38.99,53.2,2026-02-06,38.0,2.605263157894742,6.5526315789473735,28.571428571428577,26.710526315789473,False,-0.8393,0.9408,3,3,3,100.0,28.216346542615163,32.08300079808461,17.39473684210526,2.605263157894742,历史3/3次成功; 当前距低点2.61%; 最新日涨幅-0.84%; 状态bottom_area; 底部未确认
2,86.45356316864525,74.63403045685281,600271,航天信息,bottom_area,2026-02-11,10.04,13.99,2026-02-02,9.85,1.9289340101522792,5.1776649746192875,29.592566118656187,28.234453180843467,False,-0.7905,1.0775,1,1,1,100.0,21.999999999999996,21.999999999999996,18.071065989847725,1.9289340101522792,历史1/1次成功; 当前距低点1.93%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
3,86.14331191143273,77.99840114968774,300668,杰恩股份,bottom_area,2026-02-11,25.09,33.3,2026-01-30,24.0,4.541666666666666,8.333333333333332,27.92792792792792,24.65465465465465,True,-1.1816,2.1361,3,3,3,100.0,29.588178224127592,36.04488078541374,15.458333333333336,4.541666666666666,历史3/3次成功; 当前距低点4.54%; 最新日涨幅-1.18%; 状态bottom_area; 底部已确认
4,85.90873729183524,75.68078465475072,300765,新诺威,bottom_area,2026-02-11,34.94,47.92,2026-02-06,33.91,3.0374520790327377,9.997051017399,29.236227045075136,27.086811352253765,True,-2.375,0.6484,4,5,4,80.0,25.35578169325464,28.947368421052634,16.962547920967264,3.0374520790327377,历史4/5次成功; 当前距低点3.04%; 最新日涨幅-2.38%; 状态bottom_area; 底部已确认
5,84.14003732153719,73.74565321760053,301023,奕帆传动,bottom_area,2026-02-11,46.57,65.18,2026-02-06,45.32,2.758164165931156,5.4060017652250725,30.469469162319733,28.55170297637313,False,-1.4392,4.681,1,1,1,100.0,27.388535031847127,27.388535031847127,17.241835834068844,2.758164165931156,历史1/1次成功; 当前距低点2.76%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
6,80.49988331228732,72.46024644483643,600435,北方导航,bottom_area,2026-02-11,16.8,22.55,2026-01-30,16.12,4.21836228287841,7.133995037220835,28.514412416851435,25.49889135254989,True,-0.5329,1.4987,1,1,1,100.0,29.183400267737625,29.183400267737625,15.78163771712159,4.21836228287841,历史1/1次成功; 当前距低点4.22%; 最新日涨幅-0.53%; 状态bottom_area; 底部已确认
7,74.56286048645843,63.69939736922608,603360,百傲化学,bottom_area,2026-02-11,28.38,38.98,2026-02-09,28.0,1.3571428571428537,9.357142857142861,28.168291431503327,27.193432529502303,False,0.674,1.5836,1,2,1,50.0,25.39614561027837,25.39614561027837,18.642857142857146,1.3571428571428537,历史1/2次成功; 当前距低点1.36%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
8,74.19854835418157,66.78497620702373,603169,兰石重装,bottom_area,2026-02-11,10.63,14.18,2026-01-29,10.2,4.215686274509819,7.745098039215696,28.067700987306072,25.03526093088857,True,-1.2082,1.0401,3,5,3,60.0,35.30505867153828,49.872122762148344,15.78431372549018,4.215686274509819,历史3/5次成功; 当前距低点4.22%; 最新日涨幅-1.21%; 状态bottom_area; 底部已确认
9,73.0249690741973,62.95766467065869,300652,雷迪克,bottom_area,2026-02-11,51.03,74.21,2026-02-06,50.1,1.8562874251497001,3.932135728542912,32.48888289987871,31.235682522571075,False,-1.2768,1.5077,1,2,1,50.0,54.41115272575945,54.41115272575945,18.1437125748503,1.8562874251497001,历史1/2次成功; 当前距低点1.86%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
10,70.5879033349531,62.048507242431505,300561,汇金科技,bottom_area,2026-02-11,13.05,18.6,2026-02-11,12.68,2.917981072555213,5.126182965299687,31.82795698924732,29.838709677419356,False,-0.6093,6.0164,2,4,2,50.0,24.79303273041607,27.62128325508607,17.082018927444786,2.917981072555213,历史2/4次成功; 当前距低点2.92%; 最新日涨幅-0.61%; 状态bottom_area; 底部未确认
11,70.14938497789527,62.05357700337757,301428,世纪恒通,bottom_area,2026-02-11,37.65,50.09,2026-02-06,36.46,3.2638507953922042,9.983543609435,27.211020163705335,24.83529646636056,True,-3.7084,13.3077,2,4,2,50.0,30.081488262751606,33.956079973779076,16.7361492046078,3.2638507953922042,历史2/4次成功; 当前距低点3.26%; 最新日涨幅-3.71%; 状态bottom_area; 底部已确认
12,66.72366660069285,58.025575397537274,605365,立达信,bottom_area,2026-02-11,20.2,27.37,2026-01-30,19.74,2.3302938196555263,7.294832826747727,27.87723785166241,26.196565582754843,True,-0.4926,0.4762,1,3,1,33.33333333333333,39.54468802698146,39.54468802698146,17.669706180344473,2.3302938196555263,历史1/3次成功; 当前距低点2.33%; 最新日涨幅-0.49%; 状态bottom_area; 底部已确认
13,66.58587552430086,58.86044245242063,603069,海汽集团,bottom_area,2026-02-11,22.72,31.58,2026-02-02,22.01,3.2258064516128906,9.268514311676507,30.30398986700443,28.055731475617478,True,-0.6993,1.3963,2,7,2,28.57142857142857,48.661265848453205,76.0375880971026,16.77419354838711,3.2258064516128906,历史2/7次成功; 当前距低点3.23%; 最新日涨幅-0.70%; 状态bottom_area; 底部已确认
14,65.74880769538996,57.569807266571175,300723,一品红,bottom_area,2026-02-11,33.8,45.88,2026-02-02,32.91,2.7043451838347026,6.95837131570953,28.269398430688764,26.32955536181344,False,-1.0539,1.5536,1,2,1,50.0,31.428571428571427,31.428571428571427,17.2956548161653,2.7043451838347026,历史1/2次成功; 当前距低点2.70%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
15,64.07668578643505,54.21598588286323,688119,中钢洛耐,bottom_area,2026-02-11,6.07,8.45,2026-02-10,6.02,0.830564784053168,7.6411960132890515,28.757396449704142,28.165680473372774,False,-1.3008,2.1293,1,2,1,50.0,30.267062314540045,30.267062314540045,19.169435215946834,0.830564784053168,历史1/2次成功; 当前距低点0.83%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
16,63.50034511836822,53.63454998669358,603039,泛微网络,bottom_area,2026-02-11,50.7,74.51,2026-02-11,50.33,0.735148023047893,2.8809854957281997,32.45201986310563,31.955442222520468,False,-1.7251,2.278,1,2,1,50.0,25.971438060445035,25.971438060445035,19.26485197695211,0.735148023047893,历史1/2次成功; 当前距低点0.74%; 最新日涨幅-1.73%; 状态bottom_area; 底部未确认
17,57.25676086378327,52.24638225048732,000797,中国武夷,bottom_area,2026-02-11,3.17,4.27,2026-02-02,3.02,4.9668874172185395,9.602649006622517,29.274004683840744,25.761124121779854,True,-0.9375,1.475,2,6,2,33.33333333333333,24.126624883936852,27.083333333333325,15.03311258278146,4.9668874172185395,历史2/6次成功; 当前距低点4.97%; 最新日涨幅-0.94%; 状态bottom_area; 底部已确认
18,56.49526760624502,50.31609771181198,300687,赛意信息,bottom_area,2026-02-11,22.23,30.44,2026-02-06,21.45,3.6363636363636416,5.641025641025645,29.533508541392912,26.971090670170828,False,-1.2877,3.2784,1,3,1,33.33333333333333,23.299319727891156,23.299319727891156,16.36363636363636,3.6363636363636416,历史1/3次成功; 当前距低点3.64%; 最新日涨幅-1.29%; 状态bottom_area; 底部未确认
