rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.21038006524502,73.84838862583521,300382,斯莱克,bottom_area,2023-03-10,16.21,2023-03-10,15.87,2.1424070573409053,3.0245746691871593,27.9291553133515,False,0.496,1.2551,2,3,2,66.66666666666666,36.80865618228933,49.70059880239522,17.857592942659096,2.1424070573409053,历史2/3次成功; 当前距低点2.14%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
2,84.1322292226588,70.58801759955622,300707,威唐工业,bottom_area,2023-03-10,16.25,2023-03-10,16.19,0.37059913526867644,3.7059913526868304,27.33393177737881,False,-3.618,3.4034,3,4,3,75.0,35.36550337617637,59.14285714285715,19.629400864731323,0.37059913526867644,历史3/4次成功; 当前距低点0.37%; 最新日涨幅-3.62%; 状态bottom_area; 底部未确认
3,83.85991717360218,73.17682004151804,300473,德尔股份,bottom_area,2023-03-10,18.33,2023-03-08,17.88,2.5167785234899287,4.474272930648774,27.90322580645162,False,-1.2392,2.4951,1,1,1,100.0,21.37137137137137,21.37137137137137,17.48322147651007,2.5167785234899287,历史1/1次成功; 当前距低点2.52%; 最新日涨幅-1.24%; 状态bottom_area; 底部未确认
4,81.54275111022133,69.19601175742575,002855,捷荣技术,bottom_area,2023-03-10,10.2,2023-02-27,10.1,0.9900990099009866,3.861386138613867,31.710615280594993,False,-1.4493,1.2741,1,1,1,100.0,21.093749999999993,21.093749999999993,19.009900990099016,0.9900990099009866,历史1/1次成功; 当前距低点0.99%; 最新日涨幅-1.45%; 状态bottom_area; 底部未确认
5,77.07844155820729,64.58116490037564,601689,拓普集团,bottom_area,2023-03-10,54.26,2023-03-10,54.1,0.2957486136783671,6.11829944547134,27.000404803670218,False,-5.8313,1.9475,2,3,2,66.66666666666666,36.87529609083685,47.99107142857144,19.704251386321634,0.2957486136783671,历史2/3次成功; 当前距低点0.30%; 最新日涨幅-5.83%; 状态bottom_area; 底部未确认
6,76.29181143983044,63.647228676165554,603348,文灿股份,bottom_area,2023-03-10,49.5,2023-03-10,49.47,0.06064281382656385,3.8002829997978624,30.500140488901383,False,-4.014,1.8121,2,3,2,66.66666666666666,28.97219153238415,31.539888682745836,19.93935718617344,0.06064281382656385,历史2/3次成功; 当前距低点0.06%; 最新日涨幅-4.01%; 状态bottom_area; 底部未确认
7,67.50255005154567,56.425111728857026,000419,通程控股,bottom_area,2023-03-10,5.98,2023-02-16,5.97,0.16750418760470143,7.035175879396983,30.093676814988285,True,-2.447,2.268,1,2,1,50.0,24.82269503546099,24.82269503546099,19.8324958123953,0.16750418760470143,历史1/2次成功; 当前距低点0.17%; 最新日涨幅-2.45%; 状态bottom_area; 底部已确认
8,56.998649598529916,51.143366634064556,000679,大连友谊,bottom_area,2023-03-10,5.66,2023-01-18,5.44,4.044117647058819,11.029411764705875,28.515111695137975,True,-2.0761,1.3255,1,4,1,25.0,24.94061757719715,24.94061757719715,15.955882352941181,4.044117647058819,历史1/4次成功; 当前距低点4.04%; 最新日涨幅-2.08%; 状态bottom_area; 底部已确认
