rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.38052499924811,85.65931623931621,605155,西大门,bottom_area,2022-05-20,14.21,2022-05-20,14.04,1.210826210826223,3.917378917378923,31.712062256809336,False,1.2108,2.8398,1,1,1,100.0,57.16054477919933,57.16054477919933,6.789173789173778,1.210826210826223,历史1/1次成功; 当前距低点1.21%; 最新日涨幅1.21%; 状态bottom_area; 底部未确认
2,84.09505762170791,80.41877094972068,002686,亿利达,bottom_area,2022-05-20,5.46,2022-05-19,5.37,1.675977653631282,6.517690875232768,30.53040103492885,False,-1.9749,10.1511,1,1,1,100.0,75.68181818181817,75.68181818181817,6.324022346368718,1.675977653631282,历史1/1次成功; 当前距低点1.68%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
3,80.59778082962409,78.94307874244618,002690,美亚光电,bottom_area,2022-05-20,18.32,2022-05-16,17.8,2.921348314606739,5.05617977528089,28.856914468425256,False,0.6041,0.7014,2,2,2,100.0,18.19221989112653,23.25123152709359,5.078651685393261,2.921348314606739,历史2/2次成功; 当前距低点2.92%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
4,75.93748601868155,73.07543936289788,002793,罗欣药业,bottom_area,2022-05-20,8.15,2022-05-20,7.99,2.002503128911141,5.006257822277852,29.166666666666664,False,-2.0433,3.0621,1,1,1,100.0,14.52229299363058,14.52229299363058,5.99749687108886,2.002503128911141,历史1/1次成功; 当前距低点2.00%; 最新日涨幅-2.04%; 状态bottom_area; 底部未确认
5,73.693376168776,69.09592558608986,000722,湖南发展,bottom_area,2022-05-20,18.54,2022-05-20,18.42,0.6514657980455887,5.863192182410414,28.52153667054714,False,-4.6787,20.345,1,1,1,100.0,26.619718309859163,26.619718309859163,7.348534201954411,0.6514657980455887,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-4.68%; 状态bottom_area; 底部未确认
6,73.62080753165057,74.8613673331717,605090,九丰能源,bottom_area,2022-05-20,19.6,2022-05-19,18.69,4.868913857677903,5.671482075976451,32.52707581227436,False,1.5544,3.8752,2,2,2,100.0,20.12091897138346,30.490566037735846,3.1310861423220975,4.868913857677903,历史2/2次成功; 当前距低点4.87%; 最新日涨幅1.55%; 状态bottom_area; 底部未确认
7,64.70161770212243,65.58493890458418,002349,精华制药,confirmed_rebound,2022-05-20,15.8,2022-05-19,15.09,4.705102717031153,11.862160371106688,28.21122740247383,True,-3.3048,8.9623,1,1,1,100.0,18.615984405458093,18.615984405458093,3.294897282968847,4.705102717031153,历史1/1次成功; 当前距低点4.71%; 最新日涨幅-3.30%; 状态confirmed_rebound; 底部已确认
