rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.34128153557005,85.52536572525501,688221,前沿生物,bottom_area,2023-03-20,13.17,2023-03-20,13.02,1.1520737327188968,3.0721966205837203,30.00000000000001,False,-1.643,1.968,5,5,5,100.0,21.032762558355284,34.87394957983194,6.847926267281103,1.1520737327188968,历史5/5次成功; 当前距低点1.15%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
2,88.46811653590817,84.76148829856092,600418,江淮汽车,bottom_area,2023-03-20,13.19,2023-03-20,12.96,1.7746913580246808,2.2376543209876476,27.55729457797652,False,0.7639,2.293,3,3,3,100.0,18.751530079877334,24.365079365079367,6.225308641975319,1.7746913580246808,历史3/3次成功; 当前距低点1.77%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
3,86.97672230544002,86.16472185365652,300707,威唐工业,bottom_area,2023-03-20,15.62,2023-03-20,15.09,3.5122597746852176,4.1086812458581905,32.27109515260324,False,1.8917,4.0425,4,4,4,100.0,30.92835559106886,59.14285714285715,4.4877402253147824,3.5122597746852176,历史4/4次成功; 当前距低点3.51%; 最新日涨幅1.89%; 状态bottom_area; 底部未确认
4,86.06881106216103,82.14225851872715,002708,光洋股份,bottom_area,2023-03-20,6.46,2023-03-20,6.36,1.5723270440251518,1.8867924528301903,31.759656652360512,False,0.3106,1.0194,1,1,1,100.0,35.522388059701484,35.522388059701484,6.427672955974849,1.5723270440251518,历史1/1次成功; 当前距低点1.57%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
5,85.46277898711662,81.0001678005884,002824,和胜股份,bottom_area,2023-03-20,30.9,2023-03-20,30.53,1.211922698984597,3.0789387487716926,28.834498834498827,False,-0.7388,2.3295,3,3,3,100.0,14.104040614372417,19.06976744186047,6.788077301015403,1.211922698984597,历史3/3次成功; 当前距低点1.21%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
6,85.43222529152499,81.88594109503865,002660,茂硕电源,bottom_area,2023-03-20,9.07,2023-03-20,8.91,1.795735129068464,2.4691358024691428,28.31858407079646,False,0.6659,2.5606,2,2,2,100.0,20.21622144792876,24.71428571428572,6.204264870931536,1.795735129068464,历史2/2次成功; 当前距低点1.80%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
7,85.39564146908052,84.29002258009615,300681,英搏尔,bottom_area,2023-03-20,31.41,2023-03-20,30.4,3.322368421052637,3.6842105263157925,31.22171945701358,False,0.4156,2.1328,4,4,4,100.0,18.521626774710526,27.487589035182385,4.677631578947363,3.322368421052637,历史4/4次成功; 当前距低点3.32%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
8,83.81595034514724,83.0061343997835,300382,斯莱克,bottom_area,2023-03-20,15.99,2023-03-14,15.45,3.4951456310679676,4.919093851132696,29.836512261580385,False,0.188,1.3246,3,3,3,100.0,30.403583003325068,49.70059880239522,4.504854368932032,3.4951456310679676,历史3/3次成功; 当前距低点3.50%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
9,83.35213516253026,82.00965220863233,300393,中来股份,bottom_area,2023-03-20,14.71,2023-03-20,14.26,3.155680224403935,4.978962131837314,27.61421319796954,False,0.6845,2.9744,3,3,3,100.0,20.884963012222048,23.89610389610389,4.844319775596065,3.155680224403935,历史3/3次成功; 当前距低点3.16%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
10,82.86351475010156,80.21386951202689,000887,中鼎股份,bottom_area,2023-03-20,12.4,2023-03-20,12.12,2.31023102310232,2.805280528052819,28.45336481700119,False,0.895,1.068,2,2,2,100.0,17.53331314354936,23.84615384615385,5.68976897689768,2.31023102310232,历史2/2次成功; 当前距低点2.31%; 最新日涨幅0.90%; 状态bottom_area; 底部未确认
11,82.49369272278135,81.58870876300519,302132,中航成飞,bottom_area,2023-03-20,48.9,2023-03-20,47.28,3.4263959390862886,4.695431472081216,27.12700369913686,False,1.4102,5.0094,3,3,3,100.0,21.94027690388128,28.81165919282512,4.573604060913712,3.4263959390862886,历史3/3次成功; 当前距低点3.43%; 最新日涨幅1.41%; 状态bottom_area; 底部未确认
12,81.09512128176604,78.68368321734266,603032,德新科技,bottom_area,2023-03-20,66.59,2023-03-20,65.01,2.4303953237963363,3.8301799723119436,27.363128491620103,False,0.1353,0.4848,2,2,2,100.0,10.7794868580554,12.354085603112855,5.569604676203664,2.4303953237963363,历史2/2次成功; 当前距低点2.43%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
13,80.92848415983141,79.13977954977086,300745,欣锐科技,bottom_area,2023-03-20,38.05,2023-03-20,37.0,2.83783783783783,5.594594594594595,32.25924569754668,False,-1.2201,2.2594,3,3,3,100.0,24.03252591419949,36.150000000000006,5.16216216216217,2.83783783783783,历史3/3次成功; 当前距低点2.84%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
14,80.47890423762601,76.93946041241307,002767,先锋电子,bottom_area,2023-03-20,13.46,2023-03-20,13.24,1.6616314199395819,2.643504531722052,30.279094260136908,False,0.0743,1.4439,1,1,1,100.0,8.645054031587705,8.645054031587705,6.338368580060419,1.6616314199395819,历史1/1次成功; 当前距低点1.66%; 最新日涨幅0.07%; 状态bottom_area; 底部未确认
15,78.84079610693854,77.82092408830741,603290,斯达半导,bottom_area,2023-03-20,265.54,2023-03-20,257.0,3.322957198443588,4.3774319066147855,27.605633802816904,False,2.2881,1.5001,2,2,2,100.0,17.082077961068716,23.2822670787034,4.6770428015564125,3.322957198443588,历史2/2次成功; 当前距低点3.32%; 最新日涨幅2.29%; 状态bottom_area; 底部未确认
16,78.061905019415,74.47144137415982,002645,华宏科技,bottom_area,2023-03-20,15.05,2023-03-20,14.82,1.5519568151147127,2.7665317139001355,29.22636103151863,False,-1.117,1.159,1,1,1,100.0,16.50485436893203,16.50485436893203,6.448043184885288,1.5519568151147127,历史1/1次成功; 当前距低点1.55%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
17,77.87889076071906,73.85845370988847,300751,迈为股份,bottom_area,2023-03-20,314.86,2023-03-20,310.99,1.2444130036335588,3.4309784880542837,31.782486619285777,False,-0.8284,1.8137,1,1,1,100.0,9.439329882650446,9.439329882650446,6.755586996366442,1.2444130036335588,历史1/1次成功; 当前距低点1.24%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
18,77.6865845726582,77.61521426069436,600152,维科技术,bottom_area,2023-03-20,11.31,2023-03-20,10.88,3.9522058823529385,5.23897058823528,28.842380640941784,False,2.168,4.7892,2,2,2,100.0,23.6894821099949,24.87644151565074,4.0477941176470615,3.9522058823529385,历史2/2次成功; 当前距低点3.95%; 最新日涨幅2.17%; 状态bottom_area; 底部未确认
19,77.57292072545998,72.13550654334804,002374,中锐股份,bottom_area,2023-03-20,4.5,2023-03-20,4.49,0.22271714922048524,2.2271714922048917,27.346278317152095,False,-2.1739,1.6122,2,2,2,100.0,10.82420238478892,12.068965517241388,7.777282850779516,0.22271714922048524,历史2/2次成功; 当前距低点0.22%; 最新日涨幅-2.17%; 状态bottom_area; 底部未确认
20,76.98802839381614,74.18758692341628,300473,德尔股份,bottom_area,2023-03-20,17.23,2023-03-20,16.88,2.073459715639819,3.31753554502371,31.935483870967747,False,-0.2316,2.7894,1,1,1,100.0,21.37137137137137,21.37137137137137,5.926540284360181,2.073459715639819,历史1/1次成功; 当前距低点2.07%; 最新日涨幅-0.23%; 状态bottom_area; 底部未确认
21,76.98020516803464,73.8566936567499,605128,上海沿浦,bottom_area,2023-03-20,41.37,2023-03-20,40.62,1.8463810930576072,3.6927621861152145,31.731092436974794,False,-0.9813,2.7088,1,1,1,100.0,16.80883090817863,16.80883090817863,6.153618906942393,1.8463810930576072,历史1/1次成功; 当前距低点1.85%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
22,76.92182959834363,72.6028885366748,002347,泰尔股份,bottom_area,2023-03-20,5.07,2023-03-20,5.02,0.9960159362549943,1.9920318725099708,29.09604519774012,False,-0.5882,2.0314,2,2,2,100.0,22.816155222237516,29.585798816568047,7.003984063745006,0.9960159362549943,历史2/2次成功; 当前距低点1.00%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
23,75.2986936210637,74.68481374028084,601702,华峰铝业,bottom_area,2023-03-20,12.75,2023-03-20,12.31,3.5743298131600287,4.711616571892771,29.212190914318576,False,1.5127,3.6681,1,1,1,100.0,19.96927803379416,19.96927803379416,4.425670186839971,3.5743298131600287,历史1/1次成功; 当前距低点3.57%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
24,74.53492846540799,73.38062647589945,002324,普利特,bottom_area,2023-03-20,14.24,2023-03-20,13.8,3.1884057971014457,6.086956521739129,29.01234567901235,False,0.9213,2.829,1,1,1,100.0,8.226837060702884,8.226837060702884,4.811594202898554,3.1884057971014457,历史1/1次成功; 当前距低点3.19%; 最新日涨幅0.92%; 状态bottom_area; 底部未确认
25,74.33332207739292,73.28203000919153,688116,天奈科技,bottom_area,2023-03-20,65.58,2023-03-20,63.51,3.259329239489845,4.660683356951663,30.567399147261398,False,1.3131,1.6525,1,1,1,100.0,8.566132662518203,8.566132662518203,4.740670760510155,3.259329239489845,历史1/1次成功; 当前距低点3.26%; 最新日涨幅1.31%; 状态bottom_area; 底部未确认
26,71.73138564199223,66.82613931084656,000661,长春高新,bottom_area,2023-03-20,157.65,2023-03-20,157.15,0.3181673560292714,4.097995545657014,28.379363777230875,False,-5.2185,3.8645,1,1,1,100.0,10.330972487060738,10.330972487060738,7.681832643970729,0.3181673560292714,历史1/1次成功; 当前距低点0.32%; 最新日涨幅-5.22%; 状态bottom_area; 底部未确认
27,69.35772581249454,65.37093531503636,000697,炼石航空,bottom_area,2023-03-20,5.47,2023-03-20,5.42,0.9225092250922476,7.933579335793353,27.34584450402145,False,-8.5284,4.9884,1,1,1,100.0,9.915356711003632,9.915356711003632,7.077490774907752,0.9225092250922476,历史1/1次成功; 当前距低点0.92%; 最新日涨幅-8.53%; 状态bottom_area; 底部未确认
28,66.2160009086889,66.6994266288696,688234,天岳先进,confirmed_rebound,2023-03-20,70.09,2023-03-08,67.15,4.378257632166787,10.647803425167522,28.472518108223255,True,-1.4621,1.2309,1,1,1,100.0,10.386311990375614,10.386311990375614,3.621742367833213,4.378257632166787,历史1/1次成功; 当前距低点4.38%; 最新日涨幅-1.46%; 状态confirmed_rebound; 底部已确认
29,63.17521602902084,60.09414600195906,605333,沪光股份,bottom_area,2023-03-20,18.1,2023-03-20,17.85,1.4005602240896358,3.641456582633045,30.409356725146193,False,-1.5769,3.3004,1,2,1,50.0,29.01840490797546,29.01840490797546,6.599439775910366,1.4005602240896358,历史1/2次成功; 当前距低点1.40%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
30,50.39118128243852,47.145356221404555,601633,长城汽车,bottom_area,2023-03-20,26.11,2023-03-20,25.97,0.5390835579514847,2.6184058529071996,27.80094523213789,False,-1.4345,0.337,1,3,1,33.33333333333333,8.124373119358085,8.124373119358085,7.460916442048515,0.5390835579514847,历史1/3次成功; 当前距低点0.54%; 最新日涨幅-1.43%; 状态bottom_area; 底部未确认
