rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.48947914023805,80.87124341901402,605258,协和电子,bottom_area,2022-09-05,22.7,2022-09-01,22.37,1.4751899865891742,3.933839964237814,28.98412698412698,False,-1.689,1.7925,1,1,1,100.0,49.971379507727534,49.971379507727534,8.524810013410827,1.4751899865891742,历史1/1次成功; 当前距低点1.48%; 最新日涨幅-1.69%; 状态bottom_area; 底部未确认
2,85.35392934419322,79.39802759174037,300620,光库科技,bottom_area,2022-09-05,37.82,2022-09-05,37.37,1.204174471501212,9.178485416109178,31.519149715961152,False,-5.6152,2.2203,3,3,3,100.0,15.610459068618967,22.444343480236245,8.795825528498789,1.204174471501212,历史3/3次成功; 当前距低点1.20%; 最新日涨幅-5.62%; 状态bottom_area; 底部未确认
3,85.19748593681898,78.94714139441764,300726,宏达电子,bottom_area,2022-09-05,45.37,2022-09-05,44.92,1.0017809439002576,2.760463045414058,28.242811501597444,False,-1.7114,1.5023,2,2,2,100.0,17.156999712420586,20.972375690607738,8.998219056099742,1.0017809439002576,历史2/2次成功; 当前距低点1.00%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
4,84.7815574531194,82.56644672997928,603185,弘元绿能,bottom_area,2022-09-05,139.48,2022-09-01,134.62,3.610161937304995,6.224929430990934,29.065233428179997,False,2.1308,1.5747,3,3,3,100.0,29.449548102336955,43.51028702057404,6.389838062695005,3.610161937304995,历史3/3次成功; 当前距低点3.61%; 最新日涨幅2.13%; 状态bottom_area; 底部未确认
5,83.71673672057409,77.82325047469368,002850,科达利,bottom_area,2022-09-05,110.75,2022-09-05,109.47,1.1692701196674897,2.7496117657805836,28.90635147421743,False,-0.4942,1.6052,2,2,2,100.0,13.167668535137384,13.44718098343773,8.83072988033251,1.1692701196674897,历史2/2次成功; 当前距低点1.17%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
6,82.96584110462048,81.02631359802214,300340,科恒股份,bottom_area,2022-09-05,12.7,2022-09-02,12.24,3.758169934640515,4.656862745098041,27.999999999999996,False,2.5848,3.2093,3,3,3,100.0,22.983554026895213,42.54473161033797,6.241830065359485,3.758169934640515,历史3/3次成功; 当前距低点3.76%; 最新日涨幅2.58%; 状态bottom_area; 底部未确认
7,82.75532501008652,78.16920306813235,603055,台华新材,bottom_area,2022-09-05,10.67,2022-09-01,10.46,2.0076481835563964,4.684512428298264,31.767775603392035,False,0.0938,0.4231,1,1,1,100.0,19.498069498069512,19.498069498069512,7.9923518164436045,2.0076481835563964,历史1/1次成功; 当前距低点2.01%; 最新日涨幅0.09%; 状态bottom_area; 底部未确认
8,82.2822469220073,76.61377646688256,688279,峰岹科技,bottom_area,2022-09-05,62.97,2022-09-05,62.19,1.254220935841777,3.6661842739990376,27.07551594746717,False,-2.2205,1.8592,1,1,1,100.0,24.37311935807422,24.37311935807422,8.745779064158224,1.254220935841777,历史1/1次成功; 当前距低点1.25%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
9,82.27956093402962,77.67753347886656,002645,华宏科技,bottom_area,2022-09-05,18.55,2022-09-02,18.19,1.9791094007696506,4.452996151731713,28.27287066246056,False,0.2703,1.212,1,1,1,100.0,16.50485436893203,16.50485436893203,8.02089059923035,1.9791094007696506,历史1/1次成功; 当前距低点1.98%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
10,82.11477036698568,77.915719609583,002735,王子新材,bottom_area,2022-09-05,20.04,2022-09-02,19.6,2.2448979591836618,5.969387755102031,27.808471454880284,False,0.4008,1.9623,1,1,1,100.0,21.043478260869563,21.043478260869563,7.755102040816339,2.2448979591836618,历史1/1次成功; 当前距低点2.24%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
11,81.81571014364219,75.61027859317761,688208,道通科技,bottom_area,2022-09-05,26.94,2022-09-05,26.71,0.8611007113440674,3.706476974915756,30.51508844953173,False,-1.4991,2.0168,3,3,3,100.0,20.66445276904346,34.72341892124764,9.138899288655933,0.8611007113440674,历史3/3次成功; 当前距低点0.86%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
12,81.65885278932409,79.67170308533098,002045,国光电器,bottom_area,2022-09-05,12.87,2022-09-02,12.41,3.706688154713933,5.882352941176474,29.166666666666664,False,0.2336,11.4116,2,2,2,100.0,31.73630149504698,33.77563329312426,6.293311845286068,3.706688154713933,历史2/2次成功; 当前距低点3.71%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
13,81.30171099121466,75.41028265851794,002346,柘中股份,bottom_area,2022-09-05,14.4,2022-09-05,14.25,1.052631578947371,2.8771929824561413,31.15942028985507,False,-1.7065,1.2055,1,1,1,100.0,15.431627196333075,15.431627196333075,8.947368421052628,1.052631578947371,历史1/1次成功; 当前距低点1.05%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
