rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.17867003484878,80.07384901856176,300516,久之洋,bottom_area,2021-09-30,28.9,2021-09-30,28.58,1.1196641007697703,2.134359692092383,27.590575120344567,False,0.8374,0.417,1,1,1,100.0,18.853135313531354,18.853135313531354,13.880335899230229,1.1196641007697703,历史1/1次成功; 当前距低点1.12%; 最新日涨幅0.84%; 状态bottom_area; 底部未确认
2,89.3647324194236,79.63851061389349,601606,长城军工,bottom_area,2021-09-30,10.8,2021-09-30,10.66,1.3133208255159527,2.1575984990619177,29.169435215946848,False,1.1236,0.6408,1,1,1,100.0,18.886462882096076,18.886462882096076,13.686679174484045,1.3133208255159527,历史1/1次成功; 当前距低点1.31%; 最新日涨幅1.12%; 状态bottom_area; 底部未确认
3,86.31145027989098,78.82739012874332,000426,兴业银锡,bottom_area,2021-09-30,7.81,2021-09-29,7.61,2.6281208935610945,4.073587385019706,30.628988149498632,False,2.4934,2.0286,1,1,1,100.0,30.64250411861613,30.64250411861613,12.371879106438904,2.6281208935610945,历史1/1次成功; 当前距低点2.63%; 最新日涨幅2.49%; 状态bottom_area; 底部未确认
4,85.69280277361656,75.22442569999141,001212,中旗新材,bottom_area,2021-09-30,31.74,2021-09-30,31.58,0.5066497783407224,0.7916402786573782,29.11335578002245,False,0.2527,2.4436,1,1,1,100.0,25.105307497893843,25.105307497893843,14.493350221659277,0.5066497783407224,历史1/1次成功; 当前距低点0.51%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
5,85.62619752729887,78.08664517662886,000902,新洋丰,bottom_area,2021-09-30,17.7,2021-09-29,17.26,2.54924681344147,6.141367323290838,30.17799352750808,False,1.6657,1.4824,1,1,1,100.0,25.693160813308673,25.693160813308673,12.450753186558531,2.54924681344147,历史1/1次成功; 当前距低点2.55%; 最新日涨幅1.67%; 状态bottom_area; 底部未确认
6,84.64907529700886,73.77657903839501,688355,明志科技,bottom_area,2021-09-30,24.53,2021-09-29,24.5,0.12244897959184137,4.081632653061225,29.658340511053687,False,-0.1628,2.8963,1,1,1,100.0,35.08474576271185,35.08474576271185,14.87755102040816,0.12244897959184137,历史1/1次成功; 当前距低点0.12%; 最新日涨幅-0.16%; 状态bottom_area; 底部未确认
7,83.82207449303286,77.66765053893495,002805,丰元股份,bottom_area,2021-09-30,23.7,2021-09-27,22.92,3.4031413612565333,11.692844677137868,27.924528301886788,False,2.954,2.9085,1,1,1,100.0,33.907595927956166,33.907595927956166,11.596858638743464,3.4031413612565333,历史1/1次成功; 当前距低点3.40%; 最新日涨幅2.95%; 状态bottom_area; 底部未确认
8,81.70835857969641,76.20422603417111,300447,全信股份,bottom_area,2021-09-30,17.14,2021-09-29,16.52,3.7530266343825724,9.564164648910422,28.17391304347826,False,2.8194,2.4662,1,1,1,100.0,30.328638497652584,30.328638497652584,11.246973365617427,3.7530266343825724,历史1/1次成功; 当前距低点3.75%; 最新日涨幅2.82%; 状态bottom_area; 底部未确认
9,81.54223862231616,73.7760827114079,300521,爱司凯,bottom_area,2021-09-30,15.38,2021-09-28,15.06,2.1248339973439596,6.706507304116864,27.21121314644756,False,-1.0296,1.1671,1,1,1,100.0,19.788732394366214,19.788732394366214,12.87516600265604,2.1248339973439596,历史1/1次成功; 当前距低点2.12%; 最新日涨幅-1.03%; 状态bottom_area; 底部未确认
10,81.3290272924259,75.19388949079091,002127,南极电商,bottom_area,2021-09-30,6.6,2021-09-30,6.39,3.286384976525821,4.225352112676064,32.665964172813496,False,2.8037,2.8107,1,1,1,100.0,19.17659804983748,19.17659804983748,11.713615023474178,3.286384976525821,历史1/1次成功; 当前距低点3.29%; 最新日涨幅2.80%; 状态bottom_area; 底部未确认
11,80.90981209886468,76.57673959882985,601127,赛力斯,bottom_area,2021-09-30,59.38,2021-09-29,56.8,4.542253521126771,6.9894366197183215,30.630190522716173,False,1.9749,1.5573,2,2,2,100.0,25.33912702687572,27.74461028192372,10.457746478873228,4.542253521126771,历史2/2次成功; 当前距低点4.54%; 最新日涨幅1.97%; 状态bottom_area; 底部未确认
12,80.71896142614769,75.22875325242818,601020,华钰矿业,bottom_area,2021-09-30,13.12,2021-09-30,12.65,3.715415019762837,4.822134387351774,28.81260551491277,False,0.4594,3.2124,1,1,1,100.0,24.62311557788946,24.62311557788946,11.284584980237163,3.715415019762837,历史1/1次成功; 当前距低点3.72%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
13,79.97744576535679,74.61848205419209,603169,兰石重装,bottom_area,2021-09-30,5.5,2021-09-29,5.3,3.7735849056603805,9.056603773584913,28.086838534599735,False,3.7736,1.8401,1,1,1,100.0,22.055137844611526,22.055137844611526,11.226415094339618,3.7735849056603805,历史1/1次成功; 当前距低点3.77%; 最新日涨幅3.77%; 状态bottom_area; 底部未确认
14,78.59506595214233,73.9557738646895,002114,罗平锌电,bottom_area,2021-09-30,8.13,2021-09-29,7.8,4.230769230769243,6.153846153846148,30.23255813953488,False,3.9642,3.9818,1,1,1,100.0,24.096385542168683,24.096385542168683,10.769230769230756,4.230769230769243,历史1/1次成功; 当前距低点4.23%; 最新日涨幅3.96%; 状态bottom_area; 底部未确认
15,78.24371330655885,73.5490697491843,688329,艾隆科技,bottom_area,2021-09-30,35.43,2021-09-29,34.01,4.175242575713031,7.233166715671864,30.4214402618658,False,4.114,4.7595,1,1,1,100.0,21.229154955967783,21.229154955967783,10.824757424286968,4.175242575713031,历史1/1次成功; 当前距低点4.18%; 最新日涨幅4.11%; 状态bottom_area; 底部未确认
16,76.39861133089647,72.55276906111553,300665,飞鹿股份,bottom_area,2021-09-30,9.31,2021-09-29,8.89,4.724409448818897,5.399325084364439,27.723577235772357,False,4.7244,3.2793,1,1,1,100.0,22.6044226044226,22.6044226044226,10.275590551181102,4.724409448818897,历史1/1次成功; 当前距低点4.72%; 最新日涨幅4.72%; 状态bottom_area; 底部未确认
17,75.15675083988668,71.64157608209774,300437,清水源,bottom_area,2021-09-30,19.81,2021-09-30,18.88,4.925847457627118,13.347457627118642,30.58823529411765,False,-2.4618,24.8791,2,2,2,100.0,25.98122734133097,30.330330330330323,10.074152542372882,4.925847457627118,历史2/2次成功; 当前距低点4.93%; 最新日涨幅-2.46%; 状态bottom_area; 底部未确认
18,71.2179113120501,66.87781948505143,002622,皓宸医疗,bottom_area,2021-09-30,4.8,2021-09-30,4.61,4.121475054229924,5.639913232104116,29.294478527607353,False,-3.2258,5.7018,1,1,1,100.0,17.391304347826082,17.391304347826082,10.878524945770076,4.121475054229924,历史1/1次成功; 当前距低点4.12%; 最新日涨幅-3.23%; 状态bottom_area; 底部未确认
