rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.29214309990938,87.61668135516699,603327,福蓉科技,bottom_area,2022-09-01,17.93,2022-09-01,17.6,1.8749999999999902,3.69318181818181,30.43478260869565,False,0.5045,1.3019,3,3,3,100.0,35.33162018906968,52.609776304888165,13.125000000000009,1.8749999999999902,历史3/3次成功; 当前距低点1.87%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
2,93.35879888220454,85.9485272212842,300480,光力科技,bottom_area,2022-09-01,16.18,2022-08-31,15.7,3.057324840764334,7.770700636942691,29.753914988814323,True,1.5694,2.748,3,3,3,100.0,31.66251536681112,39.69465648854962,11.942675159235666,3.057324840764334,历史3/3次成功; 当前距低点3.06%; 最新日涨幅1.57%; 状态bottom_area; 底部已确认
3,92.379752007461,85.57382796337268,001212,中旗新材,bottom_area,2022-09-01,28.68,2022-08-31,27.74,3.3886085075703,6.0562364816150085,28.72559095580679,False,2.9064,5.0428,3,3,3,100.0,42.90244817544601,82.06521739130437,11.611391492429698,3.3886085075703,历史3/3次成功; 当前距低点3.39%; 最新日涨幅2.91%; 状态bottom_area; 底部未确认
4,89.25477597259416,82.83743172477945,603185,弘元绿能,bottom_area,2022-09-01,139.32,2022-09-01,134.62,3.4913088694101835,4.969543901351952,29.065233428179997,False,3.2995,2.3211,3,3,3,100.0,29.449548102336955,43.51028702057404,11.508691130589815,3.4913088694101835,历史3/3次成功; 当前距低点3.49%; 最新日涨幅3.30%; 状态bottom_area; 底部未确认
5,88.92071360085558,79.55714331129572,688045,必易微,bottom_area,2022-09-01,59.9,2022-09-01,59.0,1.525423728813557,3.9830508474576294,28.743961352657006,False,1.1824,6.2231,1,1,1,100.0,21.048975338659265,21.048975338659265,13.474576271186441,1.525423728813557,历史1/1次成功; 当前距低点1.53%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
6,88.43876552072688,78.73955801104975,300611,美力科技,bottom_area,2022-09-01,9.62,2022-08-31,9.5,1.2631578947368338,11.789473684210519,31.70381020848311,False,-1.636,2.6969,1,1,1,100.0,35.911602209944746,35.911602209944746,13.736842105263166,1.2631578947368338,历史1/1次成功; 当前距低点1.26%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
7,88.33853367332163,78.63308993274617,002765,蓝黛科技,bottom_area,2022-09-01,8.9,2022-09-01,8.79,1.2514220705347123,4.77815699658705,31.648522550544328,False,-2.0902,3.6423,2,2,2,100.0,18.52866802992104,19.96726677577741,13.748577929465286,1.2514220705347123,历史2/2次成功; 当前距低点1.25%; 最新日涨幅-2.09%; 状态bottom_area; 底部未确认
8,88.07204277315671,78.685934832431,002346,柘中股份,bottom_area,2022-09-01,14.7,2022-09-01,14.49,1.4492753623188341,4.002760524499656,30.0,False,0.2045,1.501,1,1,1,100.0,15.431627196333075,15.431627196333075,13.550724637681167,1.4492753623188341,历史1/1次成功; 当前距低点1.45%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
9,86.43536544486292,76.71450249351821,688237,超卓航科,bottom_area,2022-09-01,55.4,2022-09-01,54.8,1.0948905109489078,4.72627737226278,29.015544041450784,False,-1.9295,4.9206,1,1,1,100.0,22.961574507966244,22.961574507966244,13.905109489051092,1.0948905109489078,历史1/1次成功; 当前距低点1.09%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
10,86.34399999035237,77.88984094557132,002534,西子洁能,bottom_area,2022-09-01,18.15,2022-09-01,17.8,1.9662921348314484,3.8764044943820095,27.964386887899632,False,0.3317,1.857,1,1,1,100.0,17.489177489177486,17.489177489177486,13.03370786516855,1.9662921348314484,历史1/1次成功; 当前距低点1.97%; 最新日涨幅0.33%; 状态bottom_area; 底部未确认
11,85.66131846579698,76.03320114667942,002671,龙泉股份,bottom_area,2022-09-01,4.6,2022-08-26,4.55,1.098901098901095,5.4945054945054945,27.316293929712458,False,-0.2169,0.827,1,1,1,100.0,19.347826086956534,19.347826086956534,13.901098901098905,1.098901098901095,历史1/1次成功; 当前距低点1.10%; 最新日涨幅-0.22%; 状态bottom_area; 底部未确认
