code,name,latest_date,latest_close,current_stage,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,historical_valid_event_count
300834,星辉环材,2025-07-17,22.56,bottom_area,32.3,2025-07-15,22.03,2.4058102587380734,2.678166137085791,31.795665634674915,30.154798761609904,False,1
603928,兴业股份,2025-07-17,15.8,bottom_area,22.29,2025-07-15,15.62,1.1523687580025703,3.008962868117802,29.92373261552266,29.116195603409594,False,2
301348,蓝箭电子,2025-07-17,20.36,bottom_area,28.24,2025-07-15,19.79,2.8802425467407797,3.183425972713505,29.92209631728045,27.90368271954674,False,1
002658,雪迪龙,2025-07-17,8.06,bottom_area,11.46,2025-07-17,7.98,1.0025062656641612,2.1303258145363397,30.36649214659686,29.668411867364746,False,7
603505,金石资源,2025-07-17,15.68,bottom_area,22.47,2025-07-16,15.43,1.6202203499675956,2.397926117952048,31.33066310636404,30.218068535825545,False,2
301108,洁雅股份,2025-07-17,23.9,bottom_area,34.21,2025-07-15,23.15,3.2397408207343417,4.103671706263511,32.32972814966384,30.137386729026606,False,2
300796,贝斯美,2025-07-17,10.49,bottom_area,14.64,2025-06-23,10.0,4.900000000000002,8.000000000000007,31.693989071038253,28.346994535519126,True,2
002041,登海种业,2025-07-17,9.84,bottom_area,13.56,2025-06-23,9.53,3.2528856243441817,4.931794333683113,29.719764011799416,27.433628318584073,False,6
600227,赤天化,2025-07-17,2.36,bottom_area,3.17,2025-07-16,2.3,2.6086956521739157,3.478260869565221,27.444794952681388,25.55205047318612,False,7
600722,金牛化工,2025-07-17,6.04,bottom_area,8.44,2025-07-15,5.95,1.5126050420168042,3.3613445378151288,29.502369668246438,28.436018957345965,False,5
603022,新通联,2025-07-17,10.32,bottom_area,15.03,2025-07-15,10.19,1.2757605495583983,2.2571148184494643,32.202262142381905,31.33732534930139,False,5
603392,万泰生物,2025-07-17,59.91,bottom_area,80.0,2025-07-15,57.6,4.010416666666658,4.94791666666667,27.999999999999996,25.112500000000004,False,2
600241,时代万恒,2025-07-17,8.38,bottom_area,11.7,2025-07-15,8.16,2.6960784313725568,4.044117647058824,30.25641025641025,28.376068376068364,False,5
002371,北方华创,2025-07-17,318.6,bottom_area,448.5,2025-07-17,314.33,1.3584449463939294,2.121973721884649,29.91527313266444,28.96321070234113,False,2
002826,易明医药,2025-07-17,18.18,bottom_area,25.31,2025-07-15,17.53,3.707929264118645,4.677695379349688,30.73883840379296,28.170683524298695,False,3
002636,金安国纪,2025-07-17,12.42,bottom_area,16.6,2025-07-16,11.92,4.194630872483222,5.956375838926182,28.192771084337352,25.18072289156627,False,3
600123,兰花科创,2025-07-17,6.49,bottom_area,9.3,2025-06-23,6.33,2.527646129541866,8.530805687203792,31.935483870967747,30.215053763440864,True,2
600598,北大荒,2025-07-17,14.5,bottom_area,19.6,2025-06-23,14.15,2.4734982332155453,4.381625441696108,27.806122448979597,26.020408163265312,False,3
300698,万马科技,2025-07-17,43.87,bottom_area,57.69,2025-07-14,42.06,4.303376129339028,7.489300998573463,27.093083723348926,23.955624891662332,True,4
000999,华润三九,2025-07-17,31.56,bottom_area,43.48,2025-07-15,30.42,3.747534516765276,5.0295857988165595,30.036798528058867,27.414903403863843,False,3
300640,德艺文创,2025-07-17,6.57,bottom_area,8.68,2025-06-23,6.26,4.952076677316302,7.348242811501597,27.880184331797235,24.30875576036866,True,1
002155,湖南黄金,2025-07-17,17.79,bottom_area,24.59,2025-06-30,17.39,2.3001725129384623,7.073030477285798,29.28019520130134,27.653517690117933,True,2
300829,金丹科技,2025-07-17,17.35,bottom_area,22.99,2025-06-23,16.68,4.016786570743416,6.05515587529977,27.44671596346237,24.5324053936494,False,1
002811,郑中设计,2025-07-17,10.44,bottom_area,14.75,2025-06-23,10.07,3.674280039721939,9.632571996027794,31.728813559322035,29.22033898305085,True,1
000637,茂化实华,2025-07-17,4.16,bottom_area,5.59,2025-07-07,4.06,2.4630541871921316,5.665024630541883,27.370304114490168,25.581395348837205,False,2
