rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.12292192881749,87.6046153846154,300735,光弘科技,bottom_area,2024-01-23,18.09,2024-01-22,17.55,3.0769230769230718,8.660968660968658,27.178423236514526,False,2.6092,3.0496,3,3,3,100.0,50.43111523258737,93.48973607038124,11.923076923076929,3.0769230769230718,历史3/3次成功; 当前距低点3.08%; 最新日涨幅2.61%; 状态bottom_area; 底部未确认
18,86.53303912472732,79.32221971713491,300682,朗新科技,bottom_area,2024-01-23,12.37,2024-01-23,12.03,2.8262676641729,4.073150457190359,27.311178247734148,False,0.6509,1.4443,2,2,2,100.0,19.0651074809093,21.503593145384194,12.173732335827099,2.8262676641729,历史2/2次成功; 当前距低点2.83%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
19,86.42929864300451,78.6452821204288,603353,和顺石油,bottom_area,2024-01-23,21.49,2024-01-23,20.98,2.430886558627255,3.1458531935176364,27.051460361613355,False,1.177,1.1989,4,5,4,80.0,20.579050936015864,27.079174983366617,12.569113441372744,2.430886558627255,历史4/5次成功; 当前距低点2.43%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
20,86.11788670543847,76.37950040393655,000989,九芝堂,bottom_area,2024-01-23,8.6,2024-01-23,8.51,1.057579318448882,3.6427732079906052,27.2027373823781,False,-0.578,2.0475,1,1,1,100.0,20.703125,20.703125,13.942420681551118,1.057579318448882,历史1/1次成功; 当前距低点1.06%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
21,85.98210308724548,79.18626676076217,002495,佳隆股份,bottom_area,2024-01-23,2.68,2024-01-22,2.6,3.0769230769230793,10.769230769230761,27.97783933518005,False,0.3745,3.3942,1,1,1,100.0,38.07339449541283,38.07339449541283,11.92307692307692,3.0769230769230793,历史1/1次成功; 当前距低点3.08%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
22,85.75067018094322,77.17003131943233,002313,日海智能,bottom_area,2024-01-23,8.31,2024-01-23,8.16,1.8382352941176512,4.289215686274506,30.017152658662095,False,-1.0714,2.2184,2,2,2,100.0,17.855955860325707,20.08238928939237,13.161764705882348,1.8382352941176512,历史2/2次成功; 当前距低点1.84%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
23,85.73236363636357,79.91999999999997,002337,赛象科技,bottom_area,2024-01-23,4.73,2024-01-23,4.56,3.728070175438615,3.947368421052645,28.971962616822434,False,0.6383,2.6183,1,1,1,100.0,60.465116279069754,60.465116279069754,11.271929824561385,3.728070175438615,历史1/1次成功; 当前距低点3.73%; 最新日涨幅0.64%; 状态bottom_area; 底部未确认
24,85.7116376559338,76.3742675290011,002298,中电鑫龙,bottom_area,2024-01-23,4.65,2024-01-22,4.59,1.307189542483671,8.496732026143803,28.504672897196265,False,-0.8529,2.1842,1,1,1,100.0,23.734729493891784,23.734729493891784,13.692810457516327,1.307189542483671,历史1/1次成功; 当前距低点1.31%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
25,85.42661640829112,76.83678517397881,688280,精进电动,bottom_area,2024-01-23,6.19,2024-01-23,6.08,1.8092105263157947,5.09868421052631,32.44444444444444,False,-0.4823,0.9924,1,1,1,100.0,32.37518910741301,32.37518910741301,13.190789473684205,1.8092105263157947,历史1/1次成功; 当前距低点1.81%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
26,85.29556881584118,77.17911564161388,688329,艾隆科技,bottom_area,2024-01-23,20.14,2024-01-23,19.72,2.1298174442190754,3.600405679513189,32.210381574424204,False,-0.1982,2.6247,2,2,2,100.0,21.479029109856874,21.72890326374596,12.870182555780923,2.1298174442190754,历史2/2次成功; 当前距低点2.13%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
27,84.66648921248107,77.73938497405244,002399,海普瑞,bottom_area,2024-01-23,9.18,2024-01-23,8.92,2.9147982062780247,3.363228699551578,31.22590593677718,False,0.4376,0.577,1,1,1,100.0,28.307123034227555,28.307123034227555,12.085201793721975,2.9147982062780247,历史1/1次成功; 当前距低点2.91%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
28,84.39114201779373,77.0225579536371,000813,德展健康,bottom_area,2024-01-23,2.77,2024-01-23,2.7,2.592592592592587,2.962962962962949,27.807486631016044,False,0.3623,1.1835,1,1,1,100.0,20.50359712230217,20.50359712230217,12.407407407407414,2.592592592592587,历史1/1次成功; 当前距低点2.59%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
29,84.36273785663815,74.98266679776691,688173,希荻微,bottom_area,2024-01-23,12.95,2024-01-23,12.8,1.171874999999989,3.8281249999999876,27.683615819209034,False,-1.5957,1.9022,3,4,3,75.0,18.7609774073489,23.120837297811605,13.82812500000001,1.171874999999989,历史3/4次成功; 当前距低点1.17%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
30,83.8696419710778,78.99979179211199,002235,安妮股份,bottom_area,2024-01-23,5.84,2024-01-23,5.6,4.28571428571429,5.535714285714295,27.17815344603382,False,2.2767,5.5729,2,2,2,100.0,35.221614857744996,46.16438356164384,10.71428571428571,4.28571428571429,历史2/2次成功; 当前距低点4.29%; 最新日涨幅2.28%; 状态bottom_area; 底部未确认
31,83.85637126818182,76.67873853034162,002397,梦洁股份,bottom_area,2024-01-23,3.05,2024-01-23,2.97,2.693602693602681,4.377104377104373,32.95711060948081,False,-1.9293,3.4946,1,1,1,100.0,42.36641221374045,42.36641221374045,12.306397306397319,2.693602693602681,历史1/1次成功; 当前距低点2.69%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
32,83.77815902342464,77.18285714285716,002666,德联集团,bottom_area,2024-01-23,4.33,2024-01-23,4.2,3.0952380952380927,3.809523809523813,28.327645051194537,False,-0.4598,2.4781,1,1,1,100.0,51.275510204081634,51.275510204081634,11.904761904761907,3.0952380952380927,历史1/1次成功; 当前距低点3.10%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
33,83.77298137068544,78.32773758159088,000723,美锦能源,bottom_area,2024-01-23,5.61,2024-01-22,5.4,3.8888888888888884,8.888888888888879,28.28685258964143,False,1.4467,0.7911,2,2,2,100.0,26.74410886159975,30.434782608695667,11.11111111111111,3.8888888888888884,历史2/2次成功; 当前距低点3.89%; 最新日涨幅1.45%; 状态bottom_area; 底部未确认
34,83.73005686232716,75.45801612725063,688183,生益电子,bottom_area,2024-01-23,8.52,2024-01-23,8.36,1.913875598086126,3.7081339712918724,27.050610820244337,False,-0.4673,1.1874,1,1,1,100.0,26.24544349939247,26.24544349939247,13.086124401913873,1.913875598086126,历史1/1次成功; 当前距低点1.91%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
35,83.69990400722315,75.38889496102226,605158,华达新材,bottom_area,2024-01-23,7.03,2024-01-23,6.9,1.8840579710144911,3.6231884057971016,28.050052137643373,False,-0.4249,1.9048,1,1,1,100.0,25.5083179297597,25.5083179297597,13.115942028985508,1.8840579710144911,历史1/1次成功; 当前距低点1.88%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
36,83.232439381639,75.64418357166616,002255,海陆重工,bottom_area,2024-01-23,4.76,2024-01-23,4.65,2.36559139784945,4.086021505376333,27.795031055900623,False,-1.4493,4.4595,1,1,1,100.0,32.783505154639194,32.783505154639194,12.634408602150549,2.36559139784945,历史1/1次成功; 当前距低点2.37%; 最新日涨幅-1.45%; 状态bottom_area; 底部未确认
37,83.21271944866336,76.01801729669032,605123,派克新材,bottom_area,2024-01-23,67.97,2024-01-23,66.22,2.6427061310782243,3.729990939293263,31.16424116424117,False,0.2951,1.0034,1,1,1,100.0,15.71713589004656,15.71713589004656,12.357293868921776,2.6427061310782243,历史1/1次成功; 当前距低点2.64%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
38,83.05304494685541,74.32375459279828,300553,集智股份,bottom_area,2024-01-23,25.76,2024-01-23,25.37,1.537248718959403,2.877414268821444,29.39048149178959,False,-0.6173,3.9378,1,1,1,100.0,15.530546623794205,15.530546623794205,13.462751281040596,1.537248718959403,历史1/1次成功; 当前距低点1.54%; 最新日涨幅-0.62%; 状态bottom_area; 底部未确认
39,83.04532521368766,74.6585048512055,300410,正业科技,bottom_area,2024-01-23,6.85,2024-01-23,6.73,1.7830609212481308,4.457652303120354,27.24324324324324,False,-2.1429,1.5379,1,1,1,100.0,20.34346103038308,20.34346103038308,13.216939078751869,1.7830609212481308,历史1/1次成功; 当前距低点1.78%; 最新日涨幅-2.14%; 状态bottom_area; 底部未确认
40,82.85256211023597,75.12698130841122,600287,苏豪时尚,bottom_area,2024-01-23,5.47,2024-01-23,5.35,2.24299065420561,3.7383177570093498,31.84713375796179,False,-0.1825,2.1802,1,1,1,100.0,28.499999999999993,28.499999999999993,12.75700934579439,2.24299065420561,历史1/1次成功; 当前距低点2.24%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
41,82.76619183895457,75.80072024854749,688143,长盈通,bottom_area,2024-01-23,24.79,2024-01-23,24.12,2.77777777777777,4.560530679933656,27.305605786618443,False,-1.705,1.5097,2,2,2,100.0,22.0110407628001,25.949367088607595,12.222222222222229,2.77777777777777,历史2/2次成功; 当前距低点2.78%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
42,82.70737693836496,77.29198348041055,300353,东土科技,bottom_area,2024-01-23,7.8,2024-01-22,7.51,3.8615179760319576,9.187749667110513,31.54056517775753,False,2.4967,2.3349,2,2,2,100.0,20.840024009480672,21.377672209026137,11.138482023968042,3.8615179760319576,历史2/2次成功; 当前距低点3.86%; 最新日涨幅2.50%; 状态bottom_area; 底部未确认
43,82.66261234152279,76.24486551348639,300676,华大基因,bottom_area,2024-01-23,40.5,2024-01-23,39.26,3.1584309730005145,3.897096281202245,29.363080244692334,False,2.0151,0.486,1,1,1,100.0,23.258538343696497,23.258538343696497,11.841569026999485,3.1584309730005145,历史1/1次成功; 当前距低点3.16%; 最新日涨幅2.02%; 状态bottom_area; 底部未确认
44,82.64201049713095,75.73891457898218,600360,华微电子,bottom_area,2024-01-23,6.21,2024-01-22,6.04,2.8145695364238397,8.112582781456958,32.058492688413956,False,1.8033,1.3712,1,1,1,100.0,16.32329635499208,16.32329635499208,12.185430463576159,2.8145695364238397,历史1/1次成功; 当前距低点2.81%; 最新日涨幅1.80%; 状态bottom_area; 底部未确认
45,82.52122337108577,77.92527109287694,688337,普源精电,bottom_area,2024-01-23,36.14,2024-01-23,34.61,4.4206876625252844,6.038717133776375,31.708760852407263,False,0.1385,1.5833,2,2,2,100.0,31.09913421201392,33.36842105263158,10.579312337474715,4.4206876625252844,历史2/2次成功; 当前距低点4.42%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
46,82.35875542965064,76.04666666666668,002110,三钢闽光,bottom_area,2024-01-23,3.53,2024-01-23,3.42,3.2163742690058443,3.801169590643272,29.774127310061605,False,1.1461,0.4122,1,1,1,100.0,22.90322580645161,22.90322580645161,11.783625730994155,3.2163742690058443,历史1/1次成功; 当前距低点3.22%; 最新日涨幅1.15%; 状态bottom_area; 底部未确认
47,82.24825156830573,74.00955655454963,002664,信质集团,bottom_area,2024-01-23,13.34,2024-01-23,13.1,1.8320610687022918,3.4351145038168025,32.33471074380165,False,-0.2244,1.3457,1,1,1,100.0,17.45513866231648,17.45513866231648,13.167938931297707,1.8320610687022918,历史1/1次成功; 当前距低点1.83%; 最新日涨幅-0.22%; 状态bottom_area; 底部未确认
48,82.14531849341314,75.51440484484702,300633,开立医疗,bottom_area,2024-01-23,38.72,2024-01-23,37.6,2.9787234042553123,4.202127659574463,28.10707456978967,False,1.1759,0.6885,1,1,1,100.0,17.12846347607052,17.12846347607052,12.021276595744688,2.9787234042553123,历史1/1次成功; 当前距低点2.98%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
49,81.93556194509794,75.44354792376097,002152,广电运通,bottom_area,2024-01-23,9.75,2024-01-23,9.46,3.0655391120507307,3.69978858350951,29.613095238095227,False,2.416,0.7586,1,1,1,100.0,17.811704834605592,17.811704834605592,11.93446088794927,3.0655391120507307,历史1/1次成功; 当前距低点3.07%; 最新日涨幅2.42%; 状态bottom_area; 底部未确认
50,81.30457765554434,75.67152187387859,000021,深科技,bottom_area,2024-01-23,12.52,2024-01-23,12.08,3.6423841059602604,4.635761589403978,32.13483146067416,False,2.623,1.6648,1,1,1,100.0,26.108374384236456,26.108374384236456,11.357615894039737,3.6423841059602604,历史1/1次成功; 当前距低点3.64%; 最新日涨幅2.62%; 状态bottom_area; 底部未确认
51,81.27269452330798,73.38709872633757,688286,敏芯股份,bottom_area,2024-01-23,48.51,2024-01-23,47.55,2.0189274447949543,4.942166140904314,29.32520808561237,False,-1.0,2.2418,3,4,3,75.0,20.56587795951654,25.016501650165008,12.981072555205046,2.0189274447949543,历史3/4次成功; 当前距低点2.02%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
52,80.95142353149329,73.51890690712919,605398,新炬网络,bottom_area,2024-01-23,24.62,2024-01-23,24.06,2.327514546965928,3.2418952618453916,28.221957040572804,False,-0.3239,1.09,1,1,1,100.0,20.890538033395174,20.890538033395174,12.67248545303407,2.327514546965928,历史1/1次成功; 当前距低点2.33%; 最新日涨幅-0.32%; 状态bottom_area; 底部未确认
53,80.7417449177154,70.21021297192644,300517,海波重科,bottom_area,2024-01-23,9.97,2024-01-23,9.97,0.0,8.02407221664994,31.098825155494126,False,-7.342,3.8734,1,1,1,100.0,36.88286544046467,36.88286544046467,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-7.34%; 状态bottom_area; 底部未确认
54,80.18375120051049,71.929541518105,603226,菲林格尔,bottom_area,2024-01-23,5.49,2024-01-23,5.4,1.6666666666666639,6.851851851851837,28.759894459102895,False,-3.3451,1.7012,3,4,3,75.0,18.62656730163969,20.479302832244016,13.333333333333336,1.6666666666666639,历史3/4次成功; 当前距低点1.67%; 最新日涨幅-3.35%; 状态bottom_area; 底部未确认
55,80.1281230400697,75.1659930313589,000042,中洲控股,bottom_area,2024-01-23,5.12,2024-01-23,4.92,4.065040650406507,4.674796747967489,30.898876404494384,False,0.9862,0.9407,1,1,1,100.0,28.57142857142858,28.57142857142858,10.934959349593493,4.065040650406507,历史1/1次成功; 当前距低点4.07%; 最新日涨幅0.99%; 状态bottom_area; 底部未确认
56,80.09061763242553,72.37669003267877,688107,安路科技,bottom_area,2024-01-23,29.71,2024-01-23,29.11,2.0611473720371056,4.294057025077294,29.68599033816425,False,0.7119,0.7479,2,4,2,50.0,47.34465613399662,67.95615731785945,12.938852627962893,2.0611473720371056,历史2/4次成功; 当前距低点2.06%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
57,79.98330887443562,74.24659565635679,601995,中金公司,bottom_area,2024-01-23,32.22,2024-01-22,31.13,3.5014455509155153,4.914873112752964,31.280353200883,False,1.8975,0.5666,1,1,1,100.0,16.719846841097638,16.719846841097638,11.498554449084484,3.5014455509155153,历史1/1次成功; 当前距低点3.50%; 最新日涨幅1.90%; 状态bottom_area; 底部未确认
58,79.92467044660323,75.09357732793526,603075,热威股份,bottom_area,2024-01-23,20.58,2024-01-22,19.76,4.149797570850185,9.919028340080956,29.554367201426025,False,2.7972,6.9559,1,1,1,100.0,29.221052631578953,29.221052631578953,10.850202429149814,4.149797570850185,历史1/1次成功; 当前距低点4.15%; 最新日涨幅2.80%; 状态bottom_area; 底部未确认
59,79.70517236096318,74.18693862710086,688200,华峰测控,bottom_area,2024-01-23,88.71,2024-01-23,85.59,3.6452856642130977,4.685126767145683,30.908944139489826,False,1.8718,0.6379,1,1,1,100.0,18.16231151347698,18.16231151347698,11.354714335786902,3.6452856642130977,历史1/1次成功; 当前距低点3.65%; 最新日涨幅1.87%; 状态bottom_area; 底部未确认
60,79.62677255822456,72.8553550585157,600343,航天动力,bottom_area,2024-01-23,8.29,2024-01-23,8.07,2.7261462205699982,3.221809169764557,28.138913624220834,False,0.6068,0.8242,2,3,2,66.66666666666666,38.62527835886361,55.72413793103447,12.27385377943,2.7261462205699982,历史2/3次成功; 当前距低点2.73%; 最新日涨幅0.61%; 状态bottom_area; 底部未确认
61,79.25165405052267,73.55387738500846,688039,当虹科技,bottom_area,2024-01-23,26.38,2024-01-23,25.49,3.4915653197332315,4.864652805021585,29.934029686641022,False,1.1115,2.6659,3,4,3,75.0,17.04110921505497,17.31207289293849,11.508434680266769,3.4915653197332315,历史3/4次成功; 当前距低点3.49%; 最新日涨幅1.11%; 状态bottom_area; 底部未确认
62,79.07242597886354,75.27939102564106,600397,江钨装备,bottom_area,2024-01-23,2.59,2024-01-23,2.47,4.858299595141687,5.668016194331971,28.818443804034583,False,1.1719,2.4816,2,2,2,100.0,22.238247863247857,28.36538461538461,10.141700404858312,4.858299595141687,历史2/2次成功; 当前距低点4.86%; 最新日涨幅1.17%; 状态bottom_area; 底部未确认
63,79.03534520994182,72.4028835331971,300607,拓斯达,bottom_area,2024-01-23,12.15,2024-01-22,11.82,2.791878172588833,10.067681895093058,29.263913824057454,False,1.6736,2.49,2,3,2,66.66666666666666,36.99838225824183,45.9265890778872,12.208121827411167,2.791878172588833,历史2/3次成功; 当前距低点2.79%; 最新日涨幅1.67%; 状态bottom_area; 底部未确认
64,78.97487099862019,72.04093135563987,002330,得利斯,bottom_area,2024-01-23,4.8,2024-01-23,4.68,2.5641025641025665,2.991452991453004,29.198184568835106,False,-0.8264,1.519,1,1,1,100.0,15.844544095665164,15.844544095665164,12.435897435897433,2.5641025641025665,历史1/1次成功; 当前距低点2.56%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
65,78.65459819701123,73.96685209145677,600416,湘电股份,bottom_area,2024-01-23,12.41,2024-01-23,11.91,4.198152812762385,4.701931150293874,29.149315883402732,False,1.7213,1.0182,1,1,1,100.0,23.756131744919415,23.756131744919415,10.801847187237614,4.198152812762385,历史1/1次成功; 当前距低点4.20%; 最新日涨幅1.72%; 状态bottom_area; 底部未确认
66,78.35713363991663,71.15270953053059,300534,陇神戎发,bottom_area,2024-01-23,8.38,2024-01-22,8.19,2.3199023199023356,9.157509157509159,31.1764705882353,False,0.9639,2.0572,2,3,2,66.66666666666666,24.491506200221796,26.86762778505898,12.680097680097663,2.3199023199023356,历史2/3次成功; 当前距低点2.32%; 最新日涨幅0.96%; 状态bottom_area; 底部未确认
67,78.14760160080097,73.17948669972891,301382,蜂助手,bottom_area,2024-01-23,29.85,2024-01-22,28.71,3.970741901776386,11.529083942877055,28.759305210918107,False,1.4961,6.4226,1,1,1,100.0,16.735366859027195,16.735366859027195,11.029258098223613,3.970741901776386,历史1/1次成功; 当前距低点3.97%; 最新日涨幅1.50%; 状态bottom_area; 底部未确认
68,77.87435261540948,71.57354838709676,603121,华培动力,bottom_area,2024-01-23,7.98,2024-01-23,7.75,2.9677419354838768,4.258064516129033,30.741733690795346,False,-0.9926,2.3971,1,1,1,100.0,18.279569892473123,18.279569892473123,12.032258064516123,2.9677419354838768,历史1/1次成功; 当前距低点2.97%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
69,77.84664953647045,73.61339462186787,300593,新雷能,bottom_area,2024-01-23,11.39,2024-01-23,10.9,4.495412844036699,5.596330275229352,30.79365079365079,False,1.8784,2.4144,1,1,1,100.0,25.499655410062033,25.499655410062033,10.5045871559633,4.495412844036699,历史1/1次成功; 当前距低点4.50%; 最新日涨幅1.88%; 状态bottom_area; 底部未确认
70,77.32008678394895,68.38425975692846,688061,灿瑞科技,bottom_area,2024-01-23,28.92,2024-01-23,28.66,0.907187718073976,3.4891835310537336,28.901017117340615,False,-1.2969,1.7616,1,1,1,100.0,15.713159968479115,15.713159968479115,14.092812281926022,0.907187718073976,历史1/1次成功; 当前距低点0.91%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
71,76.95533644112663,68.15101670981409,688296,和达科技,bottom_area,2024-01-23,13.43,2024-01-23,13.3,0.9774436090225488,5.939849624060144,27.163198247535597,False,-3.4508,3.9067,1,1,1,100.0,25.535420098846778,25.535420098846778,14.022556390977451,0.9774436090225488,历史1/1次成功; 当前距低点0.98%; 最新日涨幅-3.45%; 状态bottom_area; 底部未确认
72,76.64407847104546,73.04871216897855,002329,皇氏集团,bottom_area,2024-01-23,5.12,2024-01-23,4.88,4.9180327868852505,5.122950819672131,27.38095238095238,False,1.3861,3.3296,1,1,1,100.0,27.644230769230756,27.644230769230756,10.081967213114748,4.9180327868852505,历史1/1次成功; 当前距低点4.92%; 最新日涨幅1.39%; 状态bottom_area; 底部未确认
73,76.58502272658893,69.11863935565343,603348,文灿股份,bottom_area,2024-01-23,28.17,2024-01-23,27.62,1.9913106444605384,3.330919623461253,32.137592137592144,False,0.1422,1.2755,2,4,2,50.0,28.97219153238415,31.539888682745836,13.00868935553946,1.9913106444605384,历史2/4次成功; 当前距低点1.99%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
