rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.05414163914011,86.14675857606169,603368,柳药集团,bottom_area,2024-07-17,17.07,2024-07-16,16.7,2.2155688622754552,3.413173652694613,30.705394190871377,False,1.0059,1.1247,3,3,3,100.0,31.603524634675978,42.85714285714285,12.784431137724544,2.2155688622754552,历史3/3次成功; 当前距低点2.22%; 最新日涨幅1.01%; 状态bottom_area; 底部未确认
2,93.77159708511536,86.29990881458967,600094,大名城,bottom_area,2024-07-17,3.39,2024-07-09,3.29,3.0395136778115526,9.726443768996955,30.000000000000004,True,0.0,1.04,2,2,2,100.0,51.71595225176342,87.28070175438596,11.960486322188446,3.0395136778115526,历史2/2次成功; 当前距低点3.04%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
3,93.61165353890694,83.03825094494407,603209,兴通股份,bottom_area,2024-07-17,12.33,2024-07-17,12.2,1.0655737704918098,2.8688524590164053,27.077106993424994,False,-1.1227,0.7387,3,3,3,100.0,23.267522267018258,26.115859449192786,13.93442622950819,1.0655737704918098,历史3/3次成功; 当前距低点1.07%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
4,91.89018902748074,81.32547746849,000065,北方国际,bottom_area,2024-07-17,9.63,2024-07-09,9.54,0.9433962264151114,4.088050314465415,28.000000000000007,False,0.2081,0.5778,3,3,3,100.0,29.926993896325044,41.48061104582843,14.05660377358489,0.9433962264151114,历史3/3次成功; 当前距低点0.94%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
5,91.57258795561611,82.26295772871546,601886,江河集团,bottom_area,2024-07-17,4.67,2024-07-09,4.59,1.7429193899782152,5.228758169934646,27.488151658767773,False,-0.6383,0.5835,3,3,3,100.0,27.40222547239673,33.5540838852097,13.257080610021784,1.7429193899782152,历史3/3次成功; 当前距低点1.74%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
6,90.56937033582214,80.82961026526492,603215,比依股份,bottom_area,2024-07-17,11.66,2024-07-09,11.5,1.3913043478260883,6.956521739130441,32.70918665886483,False,0.0,0.8996,3,4,3,75.0,30.412818162948412,36.01562499999999,13.60869565217391,1.3913043478260883,历史3/4次成功; 当前距低点1.39%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
7,89.02979197064307,77.41721040925485,000811,冰轮环境,bottom_area,2024-07-17,8.58,2024-07-17,8.58,0.0,2.9137529137529135,27.777777777777786,False,-2.5,1.5871,3,3,3,100.0,32.0817763938432,47.451868629671566,15.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
8,88.73926951990481,81.59705735660847,002687,乔治白,bottom_area,2024-07-17,4.13,2024-07-09,4.01,2.992518703241898,6.733167082294276,31.45299145299145,False,0.4866,0.5109,1,1,1,100.0,64.00000000000001,64.00000000000001,12.007481296758101,2.992518703241898,历史1/1次成功; 当前距低点2.99%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
9,88.24661578062621,78.4660523687736,603325,博隆技术,bottom_area,2024-07-17,60.21,2024-07-16,59.5,1.1932773109243713,2.8403361344537776,31.356714351638214,False,-0.9704,1.0696,1,1,1,100.0,33.584541062801925,33.584541062801925,13.80672268907563,1.1932773109243713,历史1/1次成功; 当前距低点1.19%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
10,87.28863495963249,76.09360522213264,002246,北化股份,bottom_area,2024-07-17,7.47,2024-07-17,7.46,0.1340482573726513,3.2171581769437028,29.422894985808895,False,-3.1128,2.0196,3,3,3,100.0,24.565780908291877,31.992687385740403,14.865951742627349,0.1340482573726513,历史3/3次成功; 当前距低点0.13%; 最新日涨幅-3.11%; 状态bottom_area; 底部未确认
11,87.23646006110867,75.85779135748581,600973,宝胜股份,bottom_area,2024-07-17,3.21,2024-07-17,3.21,0.0,1.8691588785046744,30.669546436285096,False,-1.8349,0.5176,2,2,2,100.0,40.36446966390223,46.551724137931025,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
