rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.14326034559448,82.59839449955176,300521,爱司凯,bottom_area,2024-09-20,10.18,2024-09-18,9.88,3.0364372469635517,4.048582995951403,28.920863309352512,False,-0.3914,0.7742,6,6,6,100.0,28.395007648541178,73.27586206896554,4.963562753036449,3.0364372469635517,历史6/6次成功; 当前距低点3.04%; 最新日涨幅-0.39%; 状态bottom_area; 底部未确认
16,77.13828209533033,72.21004829105915,301456,盘古智能,bottom_area,2024-09-20,17.7,2024-09-20,17.6,0.568181818181806,5.113636363636355,29.599999999999994,False,-4.3243,3.2586,1,1,1,100.0,42.34141309953585,42.34141309953585,7.431818181818193,0.568181818181806,历史1/1次成功; 当前距低点0.57%; 最新日涨幅-4.32%; 状态bottom_area; 底部未确认
17,76.85576774088655,74.7470946368296,300761,立华股份,bottom_area,2024-09-20,17.27,2024-09-20,16.84,2.553444180522564,3.50356294536817,32.369477911646584,False,-1.0882,0.7765,1,1,1,100.0,30.263157894736853,30.263157894736853,5.446555819477436,2.553444180522564,历史1/1次成功; 当前距低点2.55%; 最新日涨幅-1.09%; 状态bottom_area; 底部未确认
18,76.75122839737321,73.26579970750187,000883,湖北能源,bottom_area,2024-09-20,4.49,2024-09-11,4.42,1.5837104072398256,4.977375565610854,28.70967741935484,False,-1.1013,0.2928,1,1,1,100.0,10.412147505422983,10.412147505422983,6.416289592760174,1.5837104072398256,历史1/1次成功; 当前距低点1.58%; 最新日涨幅-1.10%; 状态bottom_area; 底部未确认
19,76.39797891198923,73.89855295116972,603079,圣达生物,bottom_area,2024-09-20,10.36,2024-09-18,10.13,2.270483711747272,4.6396841066140055,30.616438356164377,False,-1.8009,0.8753,1,1,1,100.0,22.232558139534888,22.232558139534888,5.729516288252729,2.270483711747272,历史1/1次成功; 当前距低点2.27%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
20,75.45111306650729,71.08753024956108,301509,金凯生科,bottom_area,2024-09-20,24.58,2024-09-20,24.36,0.9031198686371055,3.0788177339901477,32.05020920502093,False,-2.499,2.1424,2,2,2,100.0,13.530341666955287,15.05054819877544,7.096880131362895,0.9031198686371055,历史2/2次成功; 当前距低点0.90%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
21,75.12721251167785,73.8391905413328,000966,长源电力,bottom_area,2024-09-20,3.99,2024-09-18,3.87,3.1007751937984525,4.134366925064603,28.33333333333334,False,-0.9926,0.2955,2,2,2,100.0,15.424505285985354,20.94117647058823,4.8992248062015475,3.1007751937984525,历史2/2次成功; 当前距低点3.10%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
22,74.40188439439603,73.12404536516905,002840,华统股份,bottom_area,2024-09-20,9.98,2024-09-18,9.68,3.0991735537190155,6.921487603305784,32.35499650593991,False,-1.7717,1.4473,2,2,2,100.0,11.560005740045224,14.46540880503144,4.900826446280984,3.0991735537190155,历史2/2次成功; 当前距低点3.10%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
23,74.18905561871458,72.34412253741118,600166,福田汽车,bottom_area,2024-09-20,2.29,2024-08-28,2.23,2.690582959641258,7.174887892376688,27.5974025974026,True,-0.8658,0.5284,1,1,1,100.0,9.831460674157306,9.831460674157306,5.309417040358742,2.690582959641258,历史1/1次成功; 当前距低点2.69%; 最新日涨幅-0.87%; 状态bottom_area; 底部已确认
24,74.098494434781,71.9015654615655,601117,中国化学,bottom_area,2024-09-20,6.31,2024-09-10,6.16,2.4350649350649265,6.493506493506485,28.78612716763006,False,-2.6235,0.9184,1,1,1,100.0,13.513513513513523,13.513513513513523,5.564935064935074,2.4350649350649265,历史1/1次成功; 当前距低点2.44%; 最新日涨幅-2.62%; 状态bottom_area; 底部未确认
25,73.8960813859175,73.61406693231764,603132,金徽股份,bottom_area,2024-09-20,10.65,2024-09-18,10.26,3.8011695906432803,5.165692007797265,31.554369579719815,False,-0.4673,1.0006,2,2,2,100.0,22.799643005292072,33.20754716981132,4.19883040935672,3.8011695906432803,历史2/2次成功; 当前距低点3.80%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
26,73.401837226857,71.20036144578314,601033,永兴股份,bottom_area,2024-09-20,12.29,2024-09-18,12.0,2.41666666666666,3.333333333333336,28.783382789317514,False,-0.6467,1.5239,1,1,1,100.0,9.518072289156615,9.518072289156615,5.58333333333334,2.41666666666666,历史1/1次成功; 当前距低点2.42%; 最新日涨幅-0.65%; 状态bottom_area; 底部未确认
27,72.72584465238793,71.63204414429252,688009,中国通号,bottom_area,2024-09-20,4.82,2024-09-18,4.67,3.211991434689515,4.282655246252681,28.153846153846157,False,-0.6186,0.2146,1,1,1,100.0,21.588089330024815,21.588089330024815,4.788008565310485,3.211991434689515,历史1/1次成功; 当前距低点3.21%; 最新日涨幅-0.62%; 状态bottom_area; 底部未确认
28,72.52365911992585,72.22694302964192,000899,赣能股份,bottom_area,2024-09-20,7.4,2024-09-18,7.13,3.7868162692847194,4.908835904628338,28.628628628628633,False,-0.9371,0.7251,5,6,5,83.33333333333334,17.943821453106086,27.473958333333325,4.213183730715281,3.7868162692847194,历史5/6次成功; 当前距低点3.79%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
29,72.34056832395734,72.17042194608835,000683,博源化工,bottom_area,2024-09-20,5.09,2024-09-18,4.9,3.877551020408153,6.530612244897946,29.69870875179339,False,-0.7797,0.674,2,2,2,100.0,15.974399315155651,22.50673854447439,4.122448979591847,3.877551020408153,历史2/2次成功; 当前距低点3.88%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
30,71.73893860239198,73.05295317775197,000155,川能动力,bottom_area,2024-09-20,9.34,2024-08-23,8.9,4.943820224719095,7.752808988764039,29.08366533864542,True,-0.6383,0.3587,2,2,2,100.0,24.596039194147934,37.70685579196216,3.0561797752809046,4.943820224719095,历史2/2次成功; 当前距低点4.94%; 最新日涨幅-0.64%; 状态bottom_area; 底部已确认
31,71.68629840376325,72.25146542217674,001286,陕西能源,bottom_area,2024-09-20,9.0,2024-09-11,8.62,4.408352668213467,6.380510440835276,31.749802058590664,False,0.1112,1.4927,1,1,1,100.0,17.110266159695826,17.110266159695826,3.5916473317865334,4.408352668213467,历史1/1次成功; 当前距低点4.41%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
32,70.77194228380704,71.78241091829504,600262,北方股份,bottom_area,2024-09-20,16.14,2024-08-29,15.41,4.737183646982482,7.722258273848159,31.48065807025344,True,-0.6769,2.2259,2,2,2,100.0,15.232202330188693,17.269624573378834,3.2628163530175183,4.737183646982482,历史2/2次成功; 当前距低点4.74%; 最新日涨幅-0.68%; 状态bottom_area; 底部已确认
33,70.57097967855908,69.36107225279602,601566,九牧王,bottom_area,2024-09-20,6.65,2024-09-18,6.45,3.1007751937984525,4.651162790697672,28.8864388092613,False,-1.0417,0.2815,1,1,1,100.0,8.015267175572518,8.015267175572518,4.8992248062015475,3.1007751937984525,历史1/1次成功; 当前距低点3.10%; 最新日涨幅-1.04%; 状态bottom_area; 底部未确认
34,70.22190418236399,70.54820853016946,603291,联合水务,bottom_area,2024-09-20,9.34,2024-09-18,8.96,4.241071428571417,6.696428571428567,30.8108108108108,False,-2.199,1.377,2,2,2,100.0,11.708878426410102,12.102772143340088,3.758928571428583,4.241071428571417,历史2/2次成功; 当前距低点4.24%; 最新日涨幅-2.20%; 状态bottom_area; 底部未确认
35,69.87467255186831,69.74369847023407,000539,粤电力A,bottom_area,2024-09-20,4.26,2024-09-18,4.1,3.9024390243902474,4.87804878048781,31.8936877076412,False,-0.6993,0.3396,1,1,1,100.0,19.89924433249369,19.89924433249369,4.097560975609753,3.9024390243902474,历史1/1次成功; 当前距低点3.90%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
36,69.42197666087361,69.39365272098748,000690,宝新能源,bottom_area,2024-09-20,3.92,2024-09-18,3.77,3.978779840848804,5.0397877984084865,27.91586998087955,False,-0.5076,0.6515,1,1,1,100.0,18.953068592057758,18.953068592057758,4.021220159151196,3.978779840848804,历史1/1次成功; 当前距低点3.98%; 最新日涨幅-0.51%; 状态bottom_area; 底部未确认
37,67.62231954371158,67.76091015615661,301518,长华化学,bottom_area,2024-09-20,13.69,2024-09-18,13.15,4.10646387832699,6.311787072243346,30.38644785600847,False,-1.0123,0.8946,1,1,1,100.0,11.740041928721173,11.740041928721173,3.893536121673011,4.10646387832699,历史1/1次成功; 当前距低点4.11%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
38,67.19119870023422,67.38964673971313,002140,东华科技,bottom_area,2024-09-20,6.52,2024-09-18,6.26,4.153354632587856,5.111821086261985,30.444444444444446,False,-0.6098,0.3852,1,1,1,100.0,10.318791946308728,10.318791946308728,3.8466453674121444,4.153354632587856,历史1/1次成功; 当前距低点4.15%; 最新日涨幅-0.61%; 状态bottom_area; 底部未确认
39,67.08038472185244,67.46445201421803,000726,鲁泰A,bottom_area,2024-09-20,5.34,2024-09-18,5.12,4.296874999999996,4.8828125,32.185430463576154,False,-0.3731,0.4561,1,1,1,100.0,12.480252764612954,12.480252764612954,3.7031250000000044,4.296874999999996,历史1/1次成功; 当前距低点4.30%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
40,66.32744516774488,62.78845928099776,000922,佳电股份,bottom_area,2024-09-20,8.8,2024-09-18,8.7,1.1494252873563382,3.6781609195402334,30.6772908366534,False,-0.6772,0.7713,1,2,1,50.0,40.42553191489362,40.42553191489362,6.850574712643661,1.1494252873563382,历史1/2次成功; 当前距低点1.15%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
41,66.03261019446649,66.55757132037365,601866,中远海发,bottom_area,2024-09-20,2.13,2024-09-18,2.04,4.411764705882345,5.8823529411764754,28.671328671328666,False,-0.9302,0.4551,1,1,1,100.0,9.012875536480685,9.012875536480685,3.5882352941176547,4.411764705882345,历史1/1次成功; 当前距低点4.41%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
42,47.97894839132027,48.8982352133309,000625,长安汽车,confirmed_rebound,2024-09-20,12.0,2024-08-29,11.43,4.9868766404199505,8.136482939632543,29.138251704897705,True,-0.9901,1.2488,1,2,1,50.0,13.808139534883724,13.808139534883724,3.01312335958005,4.9868766404199505,历史1/2次成功; 当前距低点4.99%; 最新日涨幅-0.99%; 状态confirmed_rebound; 底部已确认
