rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.74478811788529,75.26839301167063,300766,每日互动,bottom_area,2025-02-24,51.4,2025-02-24,50.6,1.5810276679841841,13.636363636363633,28.226950354609926,False,-15.0132,34.0689,1,1,1,100.0,31.360946745562135,31.360946745562135,18.41897233201582,1.5810276679841841,历史1/1次成功; 当前距低点1.58%; 最新日涨幅-15.01%; 状态bottom_area; 底部未确认
2,84.58727731092439,71.34428571428573,002016,世荣兆业,bottom_area,2025-02-24,6.12,2025-02-21,6.08,0.6578947368421059,2.4671052631579005,28.638497652582156,False,-0.4878,1.9238,1,1,1,100.0,28.571428571428566,28.571428571428566,19.342105263157897,0.6578947368421059,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
3,72.99242221733942,63.82157942593012,605398,新炬网络,bottom_area,2025-02-24,37.51,2025-02-24,36.55,2.6265389876881007,7.05882352941178,32.83719220874679,False,-5.3256,8.6238,2,3,2,66.66666666666666,21.523772318238297,22.15700660308142,17.3734610123119,2.6265389876881007,历史2/3次成功; 当前距低点2.63%; 最新日涨幅-5.33%; 状态bottom_area; 底部未确认
4,66.88391230044196,58.15992373951475,002309,中利集团,bottom_area,2025-02-24,2.2,2025-02-24,2.15,2.32558139534885,4.651162790697678,27.36486486486487,False,-2.2222,1.2073,2,7,2,28.57142857142857,43.0535677775506,55.97014925373133,17.67441860465115,2.32558139534885,历史2/7次成功; 当前距低点2.33%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
5,59.87804321154336,54.29396323237333,605162,新中港,bottom_area,2025-02-24,7.02,2025-02-05,6.71,4.61997019374068,7.451564828614009,28.081457663451232,True,0.2857,0.9981,1,4,1,25.0,26.46502835538753,26.46502835538753,15.380029806259321,4.61997019374068,历史1/4次成功; 当前距低点4.62%; 最新日涨幅0.29%; 状态bottom_area; 底部已确认
