rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.13396901363807,85.82233236449943,603368,柳药集团,bottom_area,2024-08-16,16.92,2024-07-31,16.41,3.107861060329077,8.470444850700796,31.908713692946062,True,0.1183,1.2493,3,3,3,100.0,31.603524634675978,42.85714285714285,11.892138939670922,3.107861060329077,历史3/3次成功; 当前距低点3.11%; 最新日涨幅0.12%; 状态bottom_area; 底部已确认
2,90.19911563744935,81.44591707687925,601886,江河集团,bottom_area,2024-08-16,4.55,2024-07-25,4.46,2.0179372197309386,8.744394618834074,29.54186413902054,True,-3.397,1.0156,3,3,3,100.0,27.40222547239673,33.5540838852097,12.982062780269061,2.0179372197309386,历史3/3次成功; 当前距低点2.02%; 最新日涨幅-3.40%; 状态bottom_area; 底部已确认
3,88.93420077855117,79.16894091745219,002563,森马服饰,bottom_area,2024-08-16,4.84,2024-07-30,4.78,1.2552301255230043,7.531380753138063,29.080118694362017,True,-1.2245,0.3267,1,1,1,100.0,28.929384965831446,28.929384965831446,13.744769874476995,1.2552301255230043,历史1/1次成功; 当前距低点1.26%; 最新日涨幅-1.22%; 状态bottom_area; 底部已确认
4,87.39657838571726,79.72321859586525,603218,日月股份,bottom_area,2024-08-16,9.6,2024-07-05,9.36,2.5641025641025665,10.256410256410266,27.216174183514774,True,-2.0408,0.5215,1,1,1,100.0,47.95361527967258,47.95361527967258,12.435897435897433,2.5641025641025665,历史1/1次成功; 当前距低点2.56%; 最新日涨幅-2.04%; 状态bottom_area; 底部已确认
5,86.7944766176416,80.67435326639767,000811,冰轮环境,bottom_area,2024-08-16,8.41,2024-07-24,8.12,3.571428571428583,11.083743842364537,31.64983164983166,True,-2.2093,0.8699,3,3,3,100.0,32.0817763938432,47.451868629671566,11.428571428571416,3.571428571428583,历史3/3次成功; 当前距低点3.57%; 最新日涨幅-2.21%; 状态bottom_area; 底部已确认
6,86.56387970072693,77.1190213269466,600343,航天动力,bottom_area,2024-08-16,7.81,2024-08-13,7.71,1.2970168612191912,5.447470817120633,31.16071428571428,False,-2.4969,2.7534,3,4,3,75.0,31.78075145444273,55.72413793103447,13.702983138780809,1.2970168612191912,历史3/4次成功; 当前距低点1.30%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
7,84.97927344871894,77.85832061068703,002687,乔治白,bottom_area,2024-08-16,4.04,2024-07-25,3.93,2.7989821882951618,5.852417302798981,32.82051282051282,False,-0.4926,0.529,1,1,1,100.0,64.00000000000001,64.00000000000001,12.201017811704839,2.7989821882951618,历史1/1次成功; 当前距低点2.80%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
8,83.94261299985847,73.68936986908436,001203,大中矿业,bottom_area,2024-08-16,7.92,2024-08-16,7.88,0.5076142131979701,2.4111675126903607,32.244196044711956,False,-1.2469,0.4613,2,2,2,100.0,22.670592877288865,29.46341463414634,14.492385786802028,0.5076142131979701,历史2/2次成功; 当前距低点0.51%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
9,82.03248299792686,75.61014356882279,001218,丽臣实业,bottom_area,2024-08-16,14.21,2024-07-25,13.78,3.120464441219169,6.603773584905662,30.404040404040412,False,-0.3506,0.6097,2,2,2,100.0,25.18711018711019,29.999999999999993,11.87953555878083,3.120464441219169,历史2/2次成功; 当前距低点3.12%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
10,80.67904530291766,76.06498586239395,002552,宝鼎科技,bottom_area,2024-08-16,11.07,2024-07-25,10.61,4.335532516493882,10.084825636192276,30.197368421052634,True,-0.4496,0.5113,1,1,1,100.0,52.23596574690771,52.23596574690771,10.664467483506119,4.335532516493882,历史1/1次成功; 当前距低点4.34%; 最新日涨幅-0.45%; 状态bottom_area; 底部已确认
11,79.12343126783394,73.34338932745811,002355,兴民智通,bottom_area,2024-08-16,4.53,2024-08-12,4.38,3.4246575342465837,8.447488584474888,28.8961038961039,True,-2.9979,3.5359,4,5,4,80.0,17.535529599679155,21.138211382113823,11.575342465753415,3.4246575342465837,历史4/5次成功; 当前距低点3.42%; 最新日涨幅-3.00%; 状态bottom_area; 底部已确认
