rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.13396901363807,85.82233236449943,603368,柳药集团,bottom_area,2024-08-16,16.92,2024-07-31,16.41,3.107861060329077,8.470444850700796,31.908713692946062,True,0.1183,1.2493,3,3,3,100.0,31.603524634675978,42.85714285714285,11.892138939670922,3.107861060329077,历史3/3次成功; 当前距低点3.11%; 最新日涨幅0.12%; 状态bottom_area; 底部已确认
12,79.09709636197158,69.45403979828268,000708,中信特钢,bottom_area,2024-08-16,11.56,2024-08-16,11.5,0.5217391304347869,2.9565217391304333,29.447852760736197,False,-1.9508,0.1661,1,1,1,100.0,16.739811912225715,16.739811912225715,14.478260869565213,0.5217391304347869,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-1.95%; 状态bottom_area; 底部未确认
13,79.03541654617703,69.08298511561486,301606,绿联科技,bottom_area,2024-08-16,28.98,2024-08-13,28.9,0.2768166089965462,5.294117647058828,30.34466136418415,False,-3.0445,17.3719,1,1,1,100.0,21.957671957671955,21.957671957671955,14.723183391003452,0.2768166089965462,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-3.04%; 状态bottom_area; 底部未确认
14,79.01571716139588,73.48813160987079,000629,钒钛股份,bottom_area,2024-08-16,2.3,2024-07-25,2.22,3.6036036036035863,10.360360360360358,32.72727272727272,True,-1.7094,0.4724,1,1,1,100.0,27.173913043478265,27.173913043478265,11.396396396396414,3.6036036036035863,历史1/1次成功; 当前距低点3.60%; 最新日涨幅-1.71%; 状态bottom_area; 底部已确认
15,78.90149619676738,74.00814454511888,600210,紫江企业,bottom_area,2024-08-16,4.87,2024-07-25,4.68,4.0598290598290685,9.61538461538462,27.329192546583858,True,-1.217,0.4728,2,2,2,100.0,18.895455922199744,19.867549668874158,10.940170940170932,4.0598290598290685,历史2/2次成功; 当前距低点4.06%; 最新日涨幅-1.22%; 状态bottom_area; 底部已确认
16,78.45732309506775,74.80912047119233,000789,万年青,bottom_area,2024-08-16,4.46,2024-07-09,4.25,4.941176470588235,9.88235294117647,29.752066115702476,True,-2.8322,0.4953,2,2,2,100.0,34.00539152759949,47.599999999999994,10.058823529411764,4.941176470588235,历史2/2次成功; 当前距低点4.94%; 最新日涨幅-2.83%; 状态bottom_area; 底部已确认
17,77.89087250887296,71.54828564835786,000983,山西焦煤,bottom_area,2024-08-16,8.06,2024-08-14,7.83,2.9374201787994947,4.725415070242646,27.834101382488473,False,-0.3708,0.3631,3,4,3,75.0,21.938729333444627,27.212389380530986,12.062579821200504,2.9374201787994947,历史3/4次成功; 当前距低点2.94%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
18,74.54132239852437,66.24442595673877,600058,五矿发展,bottom_area,2024-08-16,6.08,2024-07-25,6.01,1.1647254575707202,8.153078202995012,31.85941043083901,True,-2.5641,0.4927,1,2,1,50.0,99.54954954954954,99.54954954954954,13.83527454242928,1.1647254575707202,历史1/2次成功; 当前距低点1.16%; 最新日涨幅-2.56%; 状态bottom_area; 底部已确认
19,71.60481040074659,63.407091960394965,002651,利君股份,bottom_area,2024-08-16,5.19,2024-08-13,5.14,0.9727626459144108,5.642023346303502,29.201101928374655,False,-2.0755,3.5771,2,3,2,66.66666666666666,28.646903905447076,41.96642685851319,14.027237354085589,0.9727626459144108,历史2/3次成功; 当前距低点0.97%; 最新日涨幅-2.08%; 状态bottom_area; 底部未确认
20,69.69552130084081,65.18776042988821,002346,柘中股份,bottom_area,2024-08-16,7.18,2024-07-25,6.91,3.907380607814755,8.248914616497833,29.989868287740624,True,-0.554,0.3034,2,3,2,66.66666666666666,25.160868543221483,34.89010989010989,11.092619392185245,3.907380607814755,历史2/3次成功; 当前距低点3.91%; 最新日涨幅-0.55%; 状态bottom_area; 底部已确认
21,69.49004081965974,62.27552268609708,605398,新炬网络,bottom_area,2024-08-16,13.85,2024-08-16,13.63,1.614086573734401,2.6412325752017565,32.49133234274393,False,1.3168,0.8147,1,2,1,50.0,20.890538033395174,20.890538033395174,13.3859134262656,1.614086573734401,历史1/2次成功; 当前距低点1.61%; 最新日涨幅1.32%; 状态bottom_area; 底部未确认
22,66.40356798289083,61.61037292509866,002316,亚联发展,bottom_area,2024-08-16,2.68,2024-08-13,2.59,3.4749034749034866,8.880308880308881,27.247191011235962,True,-0.3717,6.4481,4,8,4,50.0,20.070714235906443,24.890829694323134,11.525096525096512,3.4749034749034866,历史4/8次成功; 当前距低点3.47%; 最新日涨幅-0.37%; 状态bottom_area; 底部已确认
23,65.31714794863761,57.142135922330084,300424,航新科技,bottom_area,2024-08-16,12.4,2024-08-16,12.36,0.32362459546926314,6.877022653721694,29.128440366972484,False,-3.4268,8.6497,1,2,1,50.0,52.29885057471265,52.29885057471265,14.676375404530736,0.32362459546926314,历史1/2次成功; 当前距低点0.32%; 最新日涨幅-3.43%; 状态bottom_area; 底部未确认
24,61.52123041919215,53.745127594758856,600283,钱江水利,bottom_area,2024-08-16,8.09,2024-08-16,8.07,0.24783147459726856,3.841387856257751,32.86189683860232,False,-2.9976,0.6718,1,2,1,50.0,20.59238363892808,20.59238363892808,14.75216852540273,0.24783147459726856,历史1/2次成功; 当前距低点0.25%; 最新日涨幅-3.00%; 状态bottom_area; 底部未确认
25,61.31211457152229,53.60389732465656,001239,永达股份,bottom_area,2024-08-16,13.87,2024-08-16,13.83,0.289226319595077,4.989154013015181,32.83147158814958,False,-3.6136,16.0915,1,3,1,33.33333333333333,62.04678362573098,62.04678362573098,14.710773680404923,0.289226319595077,历史1/3次成功; 当前距低点0.29%; 最新日涨幅-3.61%; 状态bottom_area; 底部未确认
26,59.32755943571543,56.051180180931496,002833,弘亚数控,bottom_area,2024-08-16,15.97,2024-07-30,15.29,4.447351209941148,9.875735775016361,31.923419412288517,True,-0.869,0.5088,1,2,1,50.0,35.43624161073825,35.43624161073825,10.552648790058852,4.447351209941148,历史1/2次成功; 当前距低点4.45%; 最新日涨幅-0.87%; 状态bottom_area; 底部已确认
27,57.52712999945965,52.30293264759602,002196,方正电机,bottom_area,2024-08-16,4.29,2024-08-13,4.19,2.3866348448687265,6.205250596658705,28.49829351535836,False,-2.7211,4.0328,1,3,1,33.33333333333333,18.661971830985923,18.661971830985923,12.613365155131273,2.3866348448687265,历史1/3次成功; 当前距低点2.39%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
28,56.540552325581395,49.16569767441861,600280,中央商场,bottom_area,2024-08-16,2.57,2024-08-16,2.57,0.0,5.836575875486395,32.898172323759795,False,-6.2044,8.3944,1,2,1,50.0,15.406976744186055,15.406976744186055,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-6.20%; 状态bottom_area; 底部未确认
29,56.45773261508412,52.67472932705049,002545,东方铁塔,bottom_area,2024-08-16,6.05,2024-07-25,5.83,3.773584905660373,7.375643224699823,29.247572815533985,True,-1.3051,0.4479,1,3,1,33.33333333333333,28.468653648509758,28.468653648509758,11.226415094339625,3.773584905660373,历史1/3次成功; 当前距低点3.77%; 最新日涨幅-1.31%; 状态bottom_area; 底部已确认
30,54.9461245369931,49.24048144851444,002607,中公教育,bottom_area,2024-08-16,1.89,2024-08-15,1.86,1.612903225806441,9.139784946236542,30.33707865168539,True,-3.5714,13.4595,1,7,1,14.285714285714285,18.337408312958438,18.337408312958438,13.387096774193557,1.612903225806441,历史1/7次成功; 当前距低点1.61%; 最新日涨幅-3.57%; 状态bottom_area; 底部已确认
31,53.28246694502435,47.0674074074074,000421,南京公用,bottom_area,2024-08-16,4.79,2024-08-15,4.75,0.8421052631578954,5.894736842105268,27.480916030534345,False,-1.8443,6.7485,1,6,1,16.666666666666664,30.864197530864196,30.864197530864196,14.157894736842103,0.8421052631578954,历史1/6次成功; 当前距低点0.84%; 最新日涨幅-1.84%; 状态bottom_area; 底部未确认
