code,name,latest_date,latest_close,current_stage,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,historical_valid_event_count
300348,长亮科技,2026-05-25,10.89,bottom_area,14.95,2026-05-25,10.77,1.114206128133714,3.7140204271123523,27.959866220735783,27.1571906354515,False,2
601390,中国中铁,2026-05-25,4.73,bottom_area,6.47,2026-05-22,4.67,1.2847965738758138,2.3554603854389793,27.820710973724882,26.893353941267378,False,1
601136,首创证券,2026-05-25,15.18,bottom_area,21.55,2026-05-25,14.97,1.4028056112224387,2.6720106880427426,30.533642691415313,29.559164733178655,False,1
605089,味知香,2026-05-25,22.38,bottom_area,31.08,2026-05-25,22.15,1.0383747178329592,3.3860045146726865,28.732303732303734,27.99227799227799,False,2
601238,广汽集团,2026-05-25,6.29,bottom_area,8.67,2026-05-22,6.22,1.1254019292604547,2.8938906752411677,28.258362168396772,27.45098039215686,False,2
600507,方大特钢,2026-05-25,4.73,bottom_area,6.5,2026-05-22,4.66,1.5021459227467873,3.433476394849788,28.307692307692307,27.230769230769226,False,1
603399,永杉锂业,2026-05-25,17.56,bottom_area,25.52,2026-05-22,17.36,1.15207373271889,5.126728110599082,31.974921630094045,31.19122257053292,False,1
300979,华利集团,2026-05-25,35.15,bottom_area,51.35,2026-05-25,34.8,1.0057471264367857,2.0114942528735713,32.229795520934765,31.548198636806234,False,1
600808,马钢股份,2026-05-25,3.13,bottom_area,4.2,2026-05-22,3.06,2.2875816993463998,5.228758169934645,27.142857142857146,25.47619047619048,False,1
002396,星网锐捷,2026-05-25,23.9,bottom_area,33.79,2026-05-25,23.53,1.572460688482777,3.3149171270718125,30.36401302160402,29.269014501331757,False,1
688819,天能股份,2026-05-25,25.8,bottom_area,36.54,2026-05-25,25.41,1.5348288075560825,3.817394726485631,30.459770114942526,29.39244663382594,False,1
603325,博隆技术,2026-05-25,56.95,bottom_area,77.95,2026-05-25,56.69,0.45863467983772294,3.1222437819721347,27.27389352148814,26.940346375881973,False,1
002252,上海莱士,2026-05-25,5.21,bottom_area,7.26,2026-05-25,5.19,0.3853564547206083,1.3487475915221463,28.51239669421487,28.23691460055096,False,1
002866,传艺科技,2026-05-25,21.26,bottom_area,30.0,2026-05-25,21.13,0.6152389966871867,4.353999053478475,29.56666666666667,29.13333333333333,False,1
000912,泸天化,2026-05-25,3.93,bottom_area,5.43,2026-05-25,3.9,0.7692307692307756,2.8205128205128176,28.176795580110497,27.624309392265182,False,4
601186,中国铁建,2026-05-25,6.35,bottom_area,8.93,2026-05-22,6.33,0.3159557661927263,1.7377567140600365,29.11534154535274,28.891377379619264,False,1
600338,西藏珠峰,2026-05-25,19.77,bottom_area,28.28,2026-05-25,19.66,0.5595116988809737,4.984740590030521,30.480905233380483,30.091937765205095,False,3
603277,银都股份,2026-05-25,12.49,bottom_area,17.69,2026-05-22,12.4,0.725806451612902,3.1451612903225707,29.903900508762014,29.39513849632561,False,1
002083,孚日股份,2026-05-25,10.13,bottom_area,14.53,2026-05-22,10.01,1.1988011988012086,3.3966033966033953,31.108052305574674,30.2821748107364,False,2
002773,康弘药业,2026-05-25,21.12,bottom_area,30.6,2026-05-25,20.93,0.9077878643096094,1.7677974199713378,31.60130718954249,30.980392156862745,False,1
000155,川能动力,2026-05-25,14.28,bottom_area,19.34,2026-05-25,14.0,1.9999999999999956,3.285714285714292,27.611168562564632,26.163391933815927,False,2
002749,国光股份,2026-05-25,9.75,bottom_area,13.5,2026-05-22,9.71,0.4119464469618862,3.2955715756951443,28.07407407407407,27.77777777777778,False,2
002309,中利集团,2026-05-25,3.73,bottom_area,5.34,2026-05-25,3.69,1.084010840108402,4.878048780487809,30.89887640449438,30.149812734082392,False,4
603313,梦百合,2026-05-25,5.77,bottom_area,8.27,2026-05-22,5.65,2.1238938053097205,6.017699115044245,31.680773881499384,30.22974607013301,False,2
600636,退市国化,2026-05-25,4.51,bottom_area,6.3,2026-04-29,4.51,0.0,2.660753880266078,28.41269841269841,28.41269841269841,False,1
002320,海峡股份,2026-05-25,7.97,bottom_area,11.0,2026-05-22,7.85,1.528662420382167,3.439490445859867,28.636363636363637,27.545454545454547,False,1
688543,国科军工,2026-05-25,47.66,bottom_area,66.3,2026-05-25,46.68,2.099400171379599,2.763496143958867,29.59276018099547,28.114630467571644,False,1
300072,海新能科,2026-05-25,4.06,bottom_area,5.92,2026-05-25,4.04,0.4950495049504845,2.970297029702973,31.756756756756754,31.418918918918926,False,1
603113,金能科技,2026-05-25,5.24,bottom_area,7.5,2026-05-22,5.13,2.1442495126705716,4.873294346978558,31.6,30.13333333333333,False,2
600815,厦工股份,2026-05-25,3.74,bottom_area,5.11,2026-05-25,3.69,1.3550135501355085,10.29810298102982,27.788649706457928,26.810176125244617,False,1
002676,顺威股份,2026-05-25,5.72,bottom_area,8.23,2026-05-25,5.67,0.8818342151675453,3.5273368606701974,31.105710814094778,30.498177399756994,False,2
000978,桂林旅游,2026-05-25,6.43,bottom_area,8.66,2026-05-18,6.19,3.877221324717275,6.623586429725351,28.52193995381062,25.750577367205548,False,1
002379,宏桥控股,2026-05-25,20.76,bottom_area,29.92,2026-05-20,20.16,2.9761904761904834,7.4900793650793736,32.62032085561498,30.614973262032088,True,1
600158,中体产业,2026-05-25,10.72,bottom_area,14.89,2026-05-25,10.53,1.80436847103515,9.591642924976258,29.281396910678314,28.005372733378103,False,1
002629,仁智股份,2026-05-25,5.76,bottom_area,8.04,2026-05-25,5.66,1.7667844522968137,9.187279151943455,29.601990049751237,28.358208955223873,False,1
603017,中衡设计,2026-05-25,13.16,bottom_area,17.8,2026-05-25,12.91,1.9364833462432223,7.591014717273435,27.471910112359556,26.06741573033708,False,1
000889,中嘉博创,2026-05-25,4.13,bottom_area,5.85,2026-05-22,4.0,3.2499999999999973,7.250000000000001,31.623931623931618,29.401709401709397,True,2
688377,迪威尔,2026-05-25,32.0,bottom_area,44.95,2026-05-25,30.82,3.828682673588578,11.291369240752749,31.434927697441605,28.80978865406007,False,1
603036,如通股份,2026-05-25,14.09,bottom_area,19.88,2026-05-25,14.01,0.5710206995003574,6.495360456816561,29.5271629778672,29.124748490945674,False,1
605338,巴比食品,2026-05-25,20.39,bottom_area,28.01,2026-05-25,20.36,0.147347740667982,3.0451866404715178,27.31167440199929,27.20456979650125,False,1
002395,双象股份,2026-05-25,15.34,bottom_area,21.2,2026-05-25,15.26,0.5242463958060293,6.225425950196599,28.0188679245283,27.641509433962263,False,1
300511,雪榕生物,2026-05-25,6.24,bottom_area,8.48,2026-05-25,6.18,0.9708737864077751,4.530744336569584,27.12264150943397,26.41509433962264,False,2
688356,键凯科技,2026-05-25,81.08,bottom_area,111.43,2026-05-25,79.54,1.9361327633894796,3.205934121196878,28.618863860719735,27.236830297047483,False,1
300911,亿田智能,2026-05-25,30.41,bottom_area,41.99,2026-05-25,30.12,0.9628154050464778,6.806108897742366,28.268635389378428,27.577994760657305,False,1
000925,众合科技,2026-05-25,8.42,bottom_area,11.84,2026-05-22,8.1,3.9506172839506206,4.691358024691368,31.58783783783784,28.885135135135137,False,1
002092,中泰化学,2026-05-25,4.8,bottom_area,7.1,2026-05-25,4.77,0.6289308176100681,6.498951781970661,32.816901408450704,32.3943661971831,False,1
301333,诺思格,2026-05-25,51.65,bottom_area,70.24,2026-05-25,50.43,2.4191949236565513,7.039460638508818,28.20330296127562,26.46640091116173,False,1
000039,中集集团,2026-05-25,10.12,bottom_area,13.65,2026-05-22,9.76,3.688524590163929,8.606557377049178,28.498168498168504,25.86080586080587,True,1
002192,融捷股份,2026-05-25,84.33,bottom_area,115.0,2026-05-22,83.56,0.9214935375777836,4.715174724748681,27.339130434782604,26.669565217391305,False,1
300485,赛升药业,2026-05-25,8.89,bottom_area,12.14,2026-05-25,8.81,0.90805902383655,3.859250851305333,27.429983525535416,26.77100494233937,False,1
002769,普路通,2026-05-25,7.9,bottom_area,10.99,2026-05-25,7.85,0.6369426751592447,7.388535031847135,28.571428571428577,28.116469517743404,False,1
301076,新瀚新材,2026-05-25,31.94,bottom_area,45.03,2026-05-22,30.44,4.92772667542707,9.26412614980288,32.40062180768376,29.06950921607817,True,1
