rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,74.92831133505845,68.11664666823495,300755,华致酒行,confirmed_rebound,2024-10-09,17.64,2024-10-09,17.64,0.0,13.378684807256233,28.26352175681171,False,-20.0,4.7178,2,2,2,100.0,19.175519721693263,24.47650069799908,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-20.00%; 状态confirmed_rebound; 底部未确认
2,73.34231402477342,66.67483093161219,300616,尚品宅配,confirmed_rebound,2024-10-09,13.47,2024-10-09,13.47,0.0,13.585746102449889,29.953198127925113,False,-20.0119,14.852,2,2,2,100.0,11.423822212968835,11.61116111611162,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-20.01%; 状态confirmed_rebound; 底部未确认
3,52.07216117763524,47.78830226893989,300492,华图山鼎,confirmed_rebound,2024-10-09,72.99,2024-10-09,72.63,0.49566294919454695,19.399697094864386,30.028901734104046,False,-19.6057,2.3222,1,2,1,50.0,12.034482758620696,12.034482758620696,9.504337050805454,0.49566294919454695,历史1/2次成功; 当前距低点0.50%; 最新日涨幅-19.61%; 状态confirmed_rebound; 底部未确认
