rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.00584585475359,74.61640567158322,300538,同益股份,bottom_area,2023-12-14,18.45,2023-12-14,18.39,0.3262642740619832,1.957585644371938,29.809160305343507,False,-0.1083,3.466,2,2,2,100.0,25.431657077658826,30.150753768844226,19.67373572593802,0.3262642740619832,历史2/2次成功; 当前距低点0.33%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
2,86.84799382879524,72.50441770327546,002142,宁波银行,bottom_area,2023-12-14,20.28,2023-12-14,20.26,0.09871668311944508,2.0730503455083813,30.330123796423646,False,-0.6856,0.4448,1,1,1,100.0,27.95425667090217,27.95425667090217,19.901283316880555,0.09871668311944508,历史1/1次成功; 当前距低点0.10%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
3,85.05848007359269,73.12581560283688,002137,实益达,bottom_area,2023-12-14,7.17,2023-11-30,7.05,1.7021276595744694,5.6737588652482325,27.31958762886598,False,-0.1393,4.6015,2,3,2,66.66666666666666,55.55040286140998,89.3034825870647,18.29787234042553,1.7021276595744694,历史2/3次成功; 当前距低点1.70%; 最新日涨幅-0.14%; 状态bottom_area; 底部未确认
4,84.16169316299157,70.92419817503655,601628,中国人寿,bottom_area,2023-12-14,28.0,2023-12-11,27.83,0.6108515989938976,4.132231404958685,27.41262389149714,False,-0.8147,0.0481,1,1,1,100.0,25.736235595390532,25.736235595390532,19.389148401006103,0.6108515989938976,历史1/1次成功; 当前距低点0.61%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
5,68.91726159224883,61.72277391244207,600328,中盐化工,bottom_area,2023-12-14,7.91,2023-10-26,7.61,3.942181340341653,8.147174770039422,28.207547169811313,True,0.6361,0.4556,1,2,1,50.0,37.26315789473683,37.26315789473683,16.05781865965835,3.942181340341653,历史1/2次成功; 当前距低点3.94%; 最新日涨幅0.64%; 状态bottom_area; 底部已确认
6,67.23862576271452,56.44066474509097,605117,德业股份,bottom_area,2023-12-14,55.73,2023-12-13,55.51,0.3963249864889189,4.233471446586203,27.532637075718014,False,-0.4288,3.9279,2,7,2,28.57142857142857,51.93428382351709,59.18895599654874,19.603675013511083,0.3963249864889189,历史2/7次成功; 当前距低点0.40%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
7,63.166572053776946,53.2844357276693,300351,永贵电器,bottom_area,2023-12-14,19.67,2023-12-14,19.54,0.6653019447287747,4.912998976458551,27.896678966789672,False,-3.1034,11.3342,1,2,1,50.0,33.447979363714516,33.447979363714516,19.334698055271225,0.6653019447287747,历史1/2次成功; 当前距低点0.67%; 最新日涨幅-3.10%; 状态bottom_area; 底部未确认
8,58.95705545885911,49.337865253775234,000301,东方盛虹,bottom_area,2023-12-14,8.74,2023-12-14,8.72,0.22935779816513271,2.0642201834862353,29.27818329278183,False,-0.7946,0.3227,1,5,1,20.0,28.337639965546952,28.337639965546952,19.770642201834868,0.22935779816513271,历史1/5次成功; 当前距低点0.23%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
