rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.77653794222125,82.50644454790303,605228,神通科技,bottom_area,2025-12-10,14.32,2025-12-10,14.15,1.2014134275618369,1.4134275618374508,27.061855670103085,False,0.4208,0.5484,4,5,4,80.0,26.26702775668829,47.56554307116105,13.798586572438163,1.2014134275618369,历史4/5次成功; 当前距低点1.20%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
2,90.61702360041255,83.94715944744016,000619,海螺新材,bottom_area,2025-12-10,6.4,2025-11-21,6.19,3.3925686591276247,7.108239095315015,27.85547785547785,True,-1.0819,2.666,4,4,4,100.0,30.81836553898465,43.133047210300425,11.607431340872374,3.3925686591276247,历史4/4次成功; 当前距低点3.39%; 最新日涨幅-1.08%; 状态bottom_area; 底部已确认
3,87.50966431619474,80.36234101240123,000803,山高环能,bottom_area,2025-12-10,6.69,2025-12-05,6.5,2.923076923076929,3.8461538461538463,32.22106360792492,False,0.2999,1.9389,2,2,2,100.0,25.843851596863644,36.1111111111111,12.07692307692307,2.923076923076929,历史2/2次成功; 当前距低点2.92%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
4,86.9209913279995,78.00951394539891,601127,赛力斯,bottom_area,2025-12-10,124.44,2025-11-24,122.37,1.691591076244172,7.232164746261334,28.854651162790695,True,0.3548,0.8863,6,9,6,66.66666666666666,27.793951250370768,42.19143576826195,13.308408923755827,1.691591076244172,历史6/9次成功; 当前距低点1.69%; 最新日涨幅0.35%; 状态bottom_area; 底部已确认
5,85.94863001316577,78.56989230138362,300358,楚天科技,bottom_area,2025-12-10,9.2,2025-12-05,8.96,2.6785714285714106,4.575892857142839,27.74193548387096,False,0.9879,2.5077,3,4,3,75.0,34.04319977702382,38.205499276411004,12.321428571428589,2.6785714285714106,历史3/4次成功; 当前距低点2.68%; 最新日涨幅0.99%; 状态bottom_area; 底部未确认
6,85.46300754573595,77.5624490347821,688190,云路股份,bottom_area,2025-12-10,95.13,2025-12-10,93.0,2.2903225806451566,3.2150537634408547,28.351309707241917,False,0.8695,0.3683,1,1,1,100.0,19.70099203576919,19.70099203576919,12.709677419354842,2.2903225806451566,历史1/1次成功; 当前距低点2.29%; 最新日涨幅0.87%; 状态bottom_area; 底部未确认
7,83.69358809264004,75.38532651673677,003038,鑫铂股份,bottom_area,2025-12-10,15.67,2025-11-24,15.38,1.8855656697009047,5.7867360208062335,28.76331635016211,False,-0.9482,1.8907,1,1,1,100.0,25.507614213197975,25.507614213197975,13.114434330299096,1.8855656697009047,历史1/1次成功; 当前距低点1.89%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
8,82.11343632766344,73.61580899325664,002759,天际股份,bottom_area,2025-12-10,34.83,2025-12-08,34.27,1.6340822877151888,7.090749927049897,27.33248515691263,True,-0.2006,15.1693,3,5,3,60.0,40.3844978991789,72.99787384833452,13.36591771228481,1.6340822877151888,历史3/5次成功; 当前距低点1.63%; 最新日涨幅-0.20%; 状态bottom_area; 底部已确认
9,81.23052127814256,75.17911726386237,603178,圣龙股份,bottom_area,2025-12-10,18.25,2025-12-05,17.66,3.34088335220838,4.0203850509626315,28.182187881252542,False,0.1647,0.6307,5,7,5,71.42857142857143,31.669983984855786,47.51869476546566,11.65911664779162,3.34088335220838,历史5/7次成功; 当前距低点3.34%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
10,81.06509002292115,74.80396518375244,002418,康盛股份,bottom_area,2025-12-10,4.54,2025-12-05,4.4,3.1818181818181746,7.954545454545446,27.031509121061358,True,-2.5751,5.5979,1,1,1,100.0,29.078014184397176,29.078014184397176,11.818181818181825,3.1818181818181746,历史1/1次成功; 当前距低点3.18%; 最新日涨幅-2.58%; 状态bottom_area; 底部已确认
11,80.53130723811442,75.33722786195774,300035,中科电气,bottom_area,2025-12-10,21.22,2025-12-05,20.42,3.91772771792359,5.729676787463261,29.097222222222218,False,1.0958,2.9994,1,1,1,100.0,27.686274509803933,27.686274509803933,11.08227228207641,3.91772771792359,历史1/1次成功; 当前距低点3.92%; 最新日涨幅1.10%; 状态bottom_area; 底部未确认
