rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.17496681227881,78.63054383627444,300603,立昂技术,bottom_area,2022-04-06,13.0,2022-04-06,12.66,2.6856240126382294,3.3175355450236963,31.233025529603474,False,1.325,6.6975,2,2,2,100.0,13.622400995105375,15.274463007159895,7.314375987361771,2.6856240126382294,历史2/2次成功; 当前距低点2.69%; 最新日涨幅1.32%; 状态bottom_area; 底部未确认
2,77.90762659079932,71.75953278862616,605111,新洁能,bottom_area,2022-04-06,139.28,2022-04-06,138.33,0.6867635364707501,4.4531193522735455,30.171630489651687,False,-4.4653,3.9024,2,2,2,100.0,24.706202428921863,36.800373134328346,9.31323646352925,0.6867635364707501,历史2/2次成功; 当前距低点0.69%; 最新日涨幅-4.47%; 状态bottom_area; 底部未确认
3,76.15606976744188,69.23279069767443,600318,新力金融,bottom_area,2022-04-06,10.53,2022-04-06,10.53,0.0,0.0,29.138627187079408,False,-10.0,0.2201,1,1,1,100.0,31.627906976744185,31.627906976744185,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
4,75.38419280373162,73.97021158372881,002222,福晶科技,bottom_area,2022-04-06,14.02,2022-03-16,13.48,4.0059347181008835,8.753709198813054,27.056277056277057,True,-0.9187,1.0039,2,2,2,100.0,18.030874951606656,25.783972125435533,5.994065281899117,4.0059347181008835,历史2/2次成功; 当前距低点4.01%; 最新日涨幅-0.92%; 状态bottom_area; 底部已确认
5,74.77656560599473,71.03539421208713,002534,西子洁能,bottom_area,2022-04-06,18.19,2022-04-06,17.78,2.305961754780653,9.055118110236217,29.3041749502982,False,-6.0919,1.643,1,1,1,100.0,17.489177489177486,17.489177489177486,7.694038245219348,2.305961754780653,历史1/1次成功; 当前距低点2.31%; 最新日涨幅-6.09%; 状态bottom_area; 底部未确认
6,61.1196852866028,57.305327535422414,300436,广生堂,bottom_area,2022-04-06,44.59,2022-04-06,43.88,1.6180492251595278,6.654512306289869,32.69938650306749,False,-1.5891,5.4845,1,2,1,50.0,16.690751445086697,16.690751445086697,8.381950774840472,1.6180492251595278,历史1/2次成功; 当前距低点1.62%; 最新日涨幅-1.59%; 状态bottom_area; 底部未确认
