rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.58522614030792,82.24055130588485,300761,立华股份,bottom_area,2024-09-19,17.46,2024-09-18,17.27,1.1001737116386872,3.2426172553561012,30.6425702811245,False,0.4025,0.6527,1,1,1,100.0,30.263157894736853,30.263157894736853,8.899826288361314,1.1001737116386872,历史1/1次成功; 当前距低点1.10%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
2,85.37604752020546,84.10380747639394,002806,华锋股份,bottom_area,2024-09-19,8.66,2024-09-18,8.31,4.211793020457276,7.701564380264727,32.05233033524121,True,3.2181,5.9503,4,4,4,100.0,19.229546037830822,34.66407010710809,5.788206979542725,4.211793020457276,历史4/4次成功; 当前距低点4.21%; 最新日涨幅3.22%; 状态bottom_area; 底部已确认
3,85.09800788998804,80.34430327929635,002130,沃尔核材,bottom_area,2024-09-19,10.8,2024-09-19,10.59,1.9830028328611977,3.3994334277620344,27.416038382453735,False,0.0927,4.6695,1,1,1,100.0,30.89005235602093,30.89005235602093,8.016997167138804,1.9830028328611977,历史1/1次成功; 当前距低点1.98%; 最新日涨幅0.09%; 状态bottom_area; 底部未确认
4,84.86706031119935,82.39520418563043,603306,华懋科技,bottom_area,2024-09-19,17.7,2024-09-19,17.11,3.448275862068965,8.12390414962011,31.367829923786605,False,2.3121,7.6506,3,3,3,100.0,26.54447930724555,49.205252246026255,6.5517241379310365,3.448275862068965,历史3/3次成功; 当前距低点3.45%; 最新日涨幅2.31%; 状态bottom_area; 底部未确认
5,84.1461981249258,81.26570118820463,300473,德尔股份,bottom_area,2024-09-19,15.94,2024-09-18,15.45,3.1715210355987065,4.336569579288037,29.612756264236907,False,0.7585,5.5524,3,3,3,100.0,17.0794040288693,21.37137137137137,6.8284789644012935,3.1715210355987065,历史3/3次成功; 当前距低点3.17%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
6,83.82009131023557,78.80230151638165,301456,盘古智能,bottom_area,2024-09-19,18.5,2024-09-18,18.18,1.7601760176017618,4.510451045104512,27.279999999999998,False,-0.5376,2.3706,1,1,1,100.0,42.34141309953585,42.34141309953585,8.239823982398239,1.7601760176017618,历史1/1次成功; 当前距低点1.76%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
7,83.00458776731159,78.91645657428313,002600,领益智造,bottom_area,2024-09-19,6.1,2024-09-18,5.96,2.3489932885905986,4.026845637583897,30.616996507566935,False,0.9934,2.507,4,5,4,80.0,21.03312511972955,38.381201044386415,7.651006711409403,2.3489932885905986,历史4/5次成功; 当前距低点2.35%; 最新日涨幅0.99%; 状态bottom_area; 底部未确认
8,82.29003890008299,79.88261754928268,300521,爱司凯,bottom_area,2024-09-19,10.22,2024-09-18,9.88,3.441295546558703,4.048582995951403,28.920863309352512,False,2.3023,1.3442,5,6,5,83.33333333333334,32.3948282908774,73.27586206896554,6.558704453441297,3.441295546558703,历史5/6次成功; 当前距低点3.44%; 最新日涨幅2.30%; 状态bottom_area; 底部未确认
9,81.77848688177417,78.49627488410142,002674,兴业科技,bottom_area,2024-09-19,7.94,2024-09-18,7.72,2.8497409326424954,3.367875647668403,32.16168717047452,False,1.7949,0.3913,1,1,1,100.0,31.578947368421055,31.578947368421055,7.150259067357505,2.8497409326424954,历史1/1次成功; 当前距低点2.85%; 最新日涨幅1.79%; 状态bottom_area; 底部未确认
10,81.00141176646447,78.85778025224734,301326,捷邦科技,bottom_area,2024-09-19,30.57,2024-09-18,29.51,3.5920027109454375,6.743476787529645,30.054515287982923,False,1.5277,7.6375,2,2,2,100.0,25.954550716144787,41.81240063593006,6.4079972890545625,3.5920027109454375,历史2/2次成功; 当前距低点3.59%; 最新日涨幅1.53%; 状态bottom_area; 底部未确认
11,80.99206156438048,77.93762394221055,301509,金凯生科,bottom_area,2024-09-19,25.21,2024-09-18,24.48,2.982026143790851,4.166666666666665,31.71548117154812,False,1.5713,2.1992,2,2,2,100.0,13.530341666955287,15.05054819877544,7.017973856209149,2.982026143790851,历史2/2次成功; 当前距低点2.98%; 最新日涨幅1.57%; 状态bottom_area; 底部未确认
