rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,100.35605644617746,89.79832029666733,603319,美湖股份,bottom_area,2025-01-02,19.89,2025-01-02,19.59,1.5313935681470174,5.564063297600816,30.185317177476833,False,0.9645,4.5172,4,4,4,100.0,26.182245333561973,43.981481481481474,13.468606431852981,1.5313935681470174,历史4/4次成功; 当前距低点1.53%; 最新日涨幅0.96%; 状态bottom_area; 底部未确认
19,82.61010459826542,73.70977466430966,002836,新宏泽,bottom_area,2025-01-02,7.35,2024-12-25,7.25,1.3793103448275814,7.5862068965517215,27.500000000000004,True,-0.1359,2.3949,2,3,2,66.66666666666666,39.98890098844028,59.30851063829788,13.620689655172418,1.3793103448275814,历史2/3次成功; 当前距低点1.38%; 最新日涨幅-0.14%; 状态bottom_area; 底部已确认
20,82.12118723992258,74.54141422083742,000510,新金路,bottom_area,2025-01-02,3.56,2024-12-25,3.48,2.2988505747126458,8.333333333333334,29.6969696969697,True,-1.1111,2.2032,3,4,3,75.0,21.0096426407648,23.043478260869577,12.701149425287353,2.2988505747126458,历史3/4次成功; 当前距低点2.30%; 最新日涨幅-1.11%; 状态bottom_area; 底部已确认
21,81.85203160909693,74.42939619013526,002553,南方精工,bottom_area,2025-01-02,12.83,2025-01-02,12.53,2.3942537909018413,5.666400638467685,27.151162790697676,False,-0.2333,5.4295,5,7,5,71.42857142857143,38.5084975681568,83.5926449787836,12.60574620909816,2.3942537909018413,历史5/7次成功; 当前距低点2.39%; 最新日涨幅-0.23%; 状态bottom_area; 底部未确认
22,80.99993860283833,76.16004747402567,300536,农尚环境,bottom_area,2025-01-02,5.72,2024-12-30,5.49,4.189435336976312,12.386156648451726,31.116687578419068,True,-0.1745,2.6444,5,6,5,83.33333333333334,34.8313263924641,60.27027027027027,10.810564663023687,4.189435336976312,历史5/6次成功; 当前距低点4.19%; 最新日涨幅-0.17%; 状态bottom_area; 底部已确认
23,80.59317674006246,71.67528164720152,002006,精工科技,bottom_area,2025-01-02,15.97,2025-01-02,15.78,1.2040557667934175,6.147021546261095,30.300353356890465,False,-3.2121,3.1105,2,3,2,66.66666666666666,46.311086714106686,61.48648648648647,13.79594423320658,1.2040557667934175,历史2/3次成功; 当前距低点1.20%; 最新日涨幅-3.21%; 状态bottom_area; 底部未确认
24,80.5757366157445,71.485474461195,002639,雪人集团,bottom_area,2025-01-02,6.59,2025-01-02,6.52,1.073619631901845,5.981595092024549,28.35164835164835,False,-3.7956,8.992,2,3,2,66.66666666666666,43.69172341540074,63.25301204819277,13.926380368098155,1.073619631901845,历史2/3次成功; 当前距低点1.07%; 最新日涨幅-3.80%; 状态bottom_area; 底部未确认
25,78.80247193049388,69.87371785753862,002559,亚威股份,bottom_area,2025-01-02,8.71,2025-01-02,8.62,1.0440835266821535,5.4524361948956,29.5175797219951,False,-2.8986,4.4204,2,4,2,50.0,43.893700528892076,68.1470137825421,13.955916473317846,1.0440835266821535,历史2/4次成功; 当前距低点1.04%; 最新日涨幅-2.90%; 状态bottom_area; 底部未确认
26,78.27587646793141,69.65406261932038,002146,荣盛发展,bottom_area,2025-01-02,1.64,2025-01-02,1.62,1.2345679012345552,5.5555555555555465,32.21757322175732,False,-0.6061,4.5777,3,5,3,60.0,23.38106147384497,33.33333333333333,13.765432098765446,1.2345679012345552,历史3/5次成功; 当前距低点1.23%; 最新日涨幅-0.61%; 状态bottom_area; 底部未确认
27,76.93132688938206,72.70369883228331,603330,天洋新材,bottom_area,2025-01-02,6.32,2025-01-02,6.05,4.462809917355379,7.27272727272728,28.739693757361607,False,-0.3155,3.4913,2,2,2,100.0,26.015620665879435,35.1528384279476,10.53719008264462,4.462809917355379,历史2/2次成功; 当前距低点4.46%; 最新日涨幅-0.32%; 状态bottom_area; 底部未确认
28,76.82794162316151,68.99894218428084,300533,冰川网络,bottom_area,2025-01-02,19.42,2025-01-02,19.09,1.728653745416458,5.709795704557359,31.87009279086367,False,-1.7206,3.6504,2,3,2,66.66666666666666,28.13766697399834,40.564081294068856,13.271346254583541,1.728653745416458,历史2/3次成功; 当前距低点1.73%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
29,76.71979726365434,68.13887544874686,000717,中南股份,bottom_area,2025-01-02,2.68,2025-01-02,2.65,1.1320754716981227,4.905660377358487,29.333333333333332,False,-1.4706,2.7285,2,4,2,50.0,35.64520174311065,56.020942408376975,13.867924528301877,1.1320754716981227,历史2/4次成功; 当前距低点1.13%; 最新日涨幅-1.47%; 状态bottom_area; 底部未确认
30,76.48752961149388,68.03107701093182,000868,安凯客车,bottom_area,2025-01-02,5.02,2025-01-02,4.96,1.209677419354831,5.2419354838709635,28.01161103047895,False,-1.5686,3.1761,3,6,3,50.0,36.016889930434594,69.53846153846153,13.790322580645167,1.209677419354831,历史3/6次成功; 当前距低点1.21%; 最新日涨幅-1.57%; 状态bottom_area; 底部未确认
31,75.52804693111031,71.67480431761626,603216,梦天家居,bottom_area,2025-01-02,11.17,2024-12-25,10.67,4.686035613870666,5.716963448922206,28.244788164088767,False,2.8545,10.5342,1,1,1,100.0,17.41379310344827,17.41379310344827,10.313964386129335,4.686035613870666,历史1/1次成功; 当前距低点4.69%; 最新日涨幅2.85%; 状态bottom_area; 底部未确认
32,75.12112237881776,66.26572631678835,000155,川能动力,bottom_area,2025-01-02,10.51,2025-01-02,10.43,0.7670182166826469,4.122722914669221,27.569444444444446,False,-1.5918,1.3562,2,3,2,66.66666666666666,41.493877334183324,45.280898876404486,14.232981783317353,0.7670182166826469,历史2/3次成功; 当前距低点0.77%; 最新日涨幅-1.59%; 状态bottom_area; 底部未确认
33,74.70846259643974,67.53196487610631,300399,天利科技,bottom_area,2025-01-02,24.09,2025-01-02,23.6,2.076271186440671,5.889830508474563,27.339901477832502,False,-1.9137,6.9072,3,5,3,60.0,22.289586995650758,31.95098963242225,12.923728813559329,2.076271186440671,历史3/5次成功; 当前距低点2.08%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
34,74.42976433770598,66.01201220722578,688023,安恒信息,bottom_area,2025-01-02,39.21,2025-01-02,38.8,1.0567010309278446,5.128865979381449,31.905931905931904,False,-3.8971,2.5187,2,4,2,50.0,33.50156213839389,39.261744966442954,13.943298969072154,1.0567010309278446,历史2/4次成功; 当前距低点1.06%; 最新日涨幅-3.90%; 状态bottom_area; 底部未确认
35,74.1448410370116,66.2886636410578,688277,天智航,bottom_area,2025-01-02,9.56,2025-01-02,9.42,1.486199575371556,6.581740976645427,28.58225928733889,False,-4.3043,1.0681,2,3,2,66.66666666666666,20.809311861496127,21.148825065274142,13.513800424628444,1.486199575371556,历史2/3次成功; 当前距低点1.49%; 最新日涨幅-4.30%; 状态bottom_area; 底部未确认
36,72.73749094616296,64.64449716630448,300359,全通教育,bottom_area,2025-01-02,5.2,2025-01-02,5.14,1.1673151750972859,5.252918287937752,29.103448275862075,False,-1.1407,2.2544,2,4,2,50.0,17.290192287775735,18.19484240687678,13.832684824902714,1.1673151750972859,历史2/4次成功; 当前距低点1.17%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
37,72.45721422137822,65.29587562112039,688031,星环科技,bottom_area,2025-01-02,43.72,2025-01-02,42.9,1.9114219114219122,7.22610722610723,28.488081346891153,False,-5.2244,4.3491,2,3,2,66.66666666666666,20.684144690836938,22.70402945387605,13.088578088578087,1.9114219114219122,历史2/3次成功; 当前距低点1.91%; 最新日涨幅-5.22%; 状态bottom_area; 底部未确认
38,72.24201397381495,64.03787963389205,300530,领湃科技,bottom_area,2025-01-02,16.7,2025-01-02,16.53,1.0284331518451189,5.505142165759226,29.53964194373401,False,-1.3585,1.7848,3,7,3,42.857142857142854,27.802573379948058,34.07510431154381,13.971566848154882,1.0284331518451189,历史3/7次成功; 当前距低点1.03%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
39,71.32168062183733,63.337136556874455,300363,博腾股份,bottom_area,2025-01-02,15.27,2025-01-02,15.1,1.125827814569536,5.695364238410605,28.12946216087578,False,-3.1706,1.7372,2,5,2,40.0,41.63453749512357,46.29503738953092,13.874172185430464,1.125827814569536,历史2/5次成功; 当前距低点1.13%; 最新日涨幅-3.17%; 状态bottom_area; 底部未确认
40,70.91021337637524,62.75585603332085,603305,旭升集团,bottom_area,2025-01-02,12.86,2025-01-02,12.74,0.9419152276295072,4.3956043956043995,27.199999999999996,False,-2.2053,1.8851,3,5,3,60.0,22.545283614602845,32.41061130334487,14.05808477237049,0.9419152276295072,历史3/5次成功; 当前距低点0.94%; 最新日涨幅-2.21%; 状态bottom_area; 底部未确认
41,70.02654062975391,62.33435295114369,601865,福莱特,bottom_area,2025-01-02,19.4,2025-01-02,19.16,1.2526096033402843,2.9749478079331957,28.560775540641316,False,-1.4728,0.7405,1,2,1,50.0,39.24894003634159,39.24894003634159,13.747390396659714,1.2526096033402843,历史1/2次成功; 当前距低点1.25%; 最新日涨幅-1.47%; 状态bottom_area; 底部未确认
42,69.02591269258349,61.02553244948117,002786,银宝山新,bottom_area,2025-01-02,9.1,2025-01-02,9.02,0.8869179600886926,4.767184035476715,29.6411856474259,False,-1.6216,2.7343,4,7,4,57.14285714285714,18.758784784472958,22.074688796680498,14.113082039911307,0.8869179600886926,历史4/7次成功; 当前距低点0.89%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
43,68.1064167888724,60.80176080345707,000545,金浦钛业,bottom_area,2025-01-02,2.16,2025-01-02,2.13,1.408450704225364,5.164319248826307,28.282828282828294,False,-0.9174,1.9766,2,5,2,40.0,21.252840909090914,24.6875,13.591549295774636,1.408450704225364,历史2/5次成功; 当前距低点1.41%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
44,67.42428022504077,61.40411814218414,603366,日出东方,bottom_area,2025-01-02,12.0,2024-12-31,11.71,2.4765157984628448,7.941929974380868,27.267080745341616,True,2.4765,8.8697,1,2,1,50.0,17.583732057416277,17.583732057416277,12.523484201537155,2.4765157984628448,历史1/2次成功; 当前距低点2.48%; 最新日涨幅2.48%; 状态bottom_area; 底部已确认
45,67.17092599769671,59.689236186682514,300451,创业慧康,bottom_area,2025-01-02,4.36,2025-01-02,4.31,1.1600928074246106,5.568445475638057,27.195945945945954,False,-2.6786,2.8883,1,2,1,50.0,23.89380530973452,23.89380530973452,13.83990719257539,1.1600928074246106,历史1/2次成功; 当前距低点1.16%; 最新日涨幅-2.68%; 状态bottom_area; 底部未确认
46,66.71494476253395,59.279590421139574,000503,国新健康,bottom_area,2025-01-02,10.5,2025-01-02,10.38,1.156069364161842,6.262042389210006,28.41379310344827,False,-4.3716,2.6103,1,2,1,50.0,31.85714285714286,31.85714285714286,13.84393063583816,1.156069364161842,历史1/2次成功; 当前距低点1.16%; 最新日涨幅-4.37%; 状态bottom_area; 底部未确认
47,66.59837276843145,59.214034365237154,300340,科恒股份,bottom_area,2025-01-02,9.35,2025-01-02,9.24,1.1904761904761842,5.627705627705623,31.555555555555554,False,-1.8888,3.533,1,4,1,25.0,42.54473161033797,42.54473161033797,13.809523809523816,1.1904761904761842,历史1/4次成功; 当前距低点1.19%; 最新日涨幅-1.89%; 状态bottom_area; 底部未确认
48,66.38585828847151,58.8820336868372,603273,天元智能,bottom_area,2025-01-02,16.2,2025-01-02,16.03,1.0605115408608743,4.86587648159699,27.79279279279279,False,-1.937,5.6816,1,5,1,20.0,201.34228187919464,201.34228187919464,13.939488459139127,1.0605115408608743,历史1/5次成功; 当前距低点1.06%; 最新日涨幅-1.94%; 状态bottom_area; 底部未确认
49,66.37576085942189,59.13133267324646,002208,合肥城建,bottom_area,2025-01-02,7.04,2025-01-02,6.95,1.2949640287769764,3.884892086330929,27.301255230125527,False,-0.9845,1.9443,1,2,1,50.0,22.54758418740848,22.54758418740848,13.705035971223023,1.2949640287769764,历史1/2次成功; 当前距低点1.29%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
50,66.03481078236823,58.70780191104799,002285,世联行,bottom_area,2025-01-02,2.56,2025-01-02,2.53,1.1857707509881523,5.533596837944669,30.303030303030305,False,-1.1583,2.1536,1,2,1,50.0,18.932038834951463,18.932038834951463,13.814229249011847,1.1857707509881523,历史1/2次成功; 当前距低点1.19%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
51,65.61063590418497,58.48675712633762,002343,慈文传媒,bottom_area,2025-01-02,6.1,2025-01-02,6.02,1.328903654485051,4.817275747508306,29.009433962264158,False,-1.6129,3.0954,1,4,1,25.0,40.33149171270718,40.33149171270718,13.671096345514949,1.328903654485051,历史1/4次成功; 当前距低点1.33%; 最新日涨幅-1.61%; 状态bottom_area; 底部未确认
52,65.52100089420124,58.48288784031504,002167,东方锆业,bottom_area,2025-01-02,7.25,2025-01-02,7.15,1.3986013986013937,4.475524475524467,31.316042267050907,False,-1.2262,3.105,1,4,1,25.0,41.1650485436893,41.1650485436893,13.601398601398607,1.3986013986013937,历史1/4次成功; 当前距低点1.40%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
53,65.42533512882966,57.97548527144851,002370,亚太药业,bottom_area,2025-01-02,3.0,2025-01-02,2.97,1.0101010101010035,4.377104377104373,30.117647058823525,False,-1.6393,3.3692,2,6,2,33.33333333333333,15.619259360997129,15.633423180592995,13.989898989898997,1.0101010101010035,历史2/6次成功; 当前距低点1.01%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
54,65.33951089721387,57.873416376113184,300564,筑博设计,bottom_area,2025-01-02,12.29,2025-01-02,12.17,0.9860312243220971,4.765817584223501,27.516378796902913,False,-0.5663,4.067,2,4,2,50.0,18.503051438535305,19.006102877070617,14.0139687756779,0.9860312243220971,历史2/4次成功; 当前距低点0.99%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
55,64.99092901493704,58.68203083789816,600400,红豆股份,bottom_area,2025-01-02,2.53,2025-01-02,2.48,2.0161290322580574,6.451612903225811,27.696793002915456,False,1.6064,3.0396,1,3,1,33.33333333333333,25.943396226415082,25.943396226415082,12.983870967741943,2.0161290322580574,历史1/3次成功; 当前距低点2.02%; 最新日涨幅1.61%; 状态bottom_area; 底部未确认
56,64.88619846576331,58.387558150856364,300364,中文在线,bottom_area,2025-01-02,23.89,2025-01-02,23.46,1.8329070758738266,6.138107416879786,28.300733496332516,False,-2.6091,4.4641,3,8,3,37.5,18.892937009939157,20.7773851590106,13.167092924126173,1.8329070758738266,历史3/8次成功; 当前距低点1.83%; 最新日涨幅-2.61%; 状态bottom_area; 底部未确认
57,64.44155898697176,57.62720301825226,000795,英洛华,bottom_area,2025-01-02,9.48,2025-01-02,9.34,1.498929336188443,5.8886509635974384,29.1350531107739,False,-2.5694,3.257,1,3,1,33.33333333333333,36.40552995391707,36.40552995391707,13.501070663811557,1.498929336188443,历史1/3次成功; 当前距低点1.50%; 最新日涨幅-2.57%; 状态bottom_area; 底部未确认
58,64.21419859056066,57.93920690896543,300546,雄帝科技,bottom_area,2025-01-02,16.5,2025-01-02,16.18,1.9777503090234876,5.43881334981458,31.46971622193985,False,-1.9025,4.7283,2,6,2,33.33333333333333,27.285721936589546,33.791666666666664,13.022249690976512,1.9777503090234876,历史2/6次成功; 当前距低点1.98%; 最新日涨幅-1.90%; 状态bottom_area; 底部未确认
59,63.93769866626287,56.87656945265207,002624,完美世界,bottom_area,2025-01-02,9.98,2025-01-02,9.86,1.2170385395537628,5.375253549695752,27.65957446808511,False,-3.3882,2.1981,1,2,1,50.0,19.685039370078737,19.685039370078737,13.782961460446236,1.2170385395537628,历史1/2次成功; 当前距低点1.22%; 最新日涨幅-3.39%; 状态bottom_area; 底部未确认
60,63.44646855044698,57.220208333333325,300468,四方精创,bottom_area,2025-01-02,15.66,2025-01-02,15.36,1.9531250000000049,6.119791666666676,32.12549712770658,False,-3.9264,5.1442,1,3,1,33.33333333333333,105.06912442396315,105.06912442396315,13.046874999999995,1.9531250000000049,历史1/3次成功; 当前距低点1.95%; 最新日涨幅-3.93%; 状态bottom_area; 底部未确认
61,63.399663021343194,56.83478899804017,300459,汤姆猫,bottom_area,2025-01-02,5.61,2025-01-02,5.52,1.630434782608709,5.434782608695665,27.463863337713544,False,-2.2648,6.3141,2,6,2,33.33333333333333,17.090575102444532,19.047619047619044,13.36956521739129,1.630434782608709,历史2/6次成功; 当前距低点1.63%; 最新日涨幅-2.26%; 状态bottom_area; 底部未确认
62,62.79700778465157,55.294506732441796,688133,泰坦科技,bottom_area,2025-01-02,18.02,2025-01-02,17.9,0.6703910614525196,4.189944134078213,30.566330488750975,False,-1.2061,2.1288,1,2,1,50.0,34.10214168039539,34.10214168039539,14.32960893854748,0.6703910614525196,历史1/2次成功; 当前距低点0.67%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
63,62.481880509821885,57.38741200690851,002272,川润股份,bottom_area,2025-01-02,9.13,2025-01-02,8.87,2.9312288613303448,9.808342728297644,29.491255961844203,False,-7.3096,25.1328,2,5,2,40.0,31.7774936061381,48.337595907928375,12.068771138669653,2.9312288613303448,历史2/5次成功; 当前距低点2.93%; 最新日涨幅-7.31%; 状态bottom_area; 底部未确认
64,62.47758927738924,55.91214769230767,301487,盟固利,bottom_area,2025-01-02,20.46,2025-01-02,20.15,1.5384615384615499,6.650124069478908,31.76430748391467,False,-3.8082,5.3421,1,2,1,50.0,18.439999999999998,18.439999999999998,13.46153846153845,1.5384615384615499,历史1/2次成功; 当前距低点1.54%; 最新日涨幅-3.81%; 状态bottom_area; 底部未确认
65,61.88466923538847,58.968082424808884,603123,翠微股份,bottom_area,2025-01-02,8.34,2024-12-25,7.95,4.905660377358487,11.320754716981126,29.770318021201415,True,3.6025,4.3275,2,5,2,40.0,22.596710135409833,29.08496732026144,10.094339622641513,4.905660377358487,历史2/5次成功; 当前距低点4.91%; 最新日涨幅3.60%; 状态bottom_area; 底部已确认
66,61.828548120662376,54.798802721088414,002239,奥特佳,bottom_area,2025-01-02,2.97,2025-01-02,2.94,1.0204081632653146,4.761904761904766,29.665071770334922,False,-2.623,3.3038,1,3,1,33.33333333333333,15.333333333333332,15.333333333333332,13.979591836734684,1.0204081632653146,历史1/3次成功; 当前距低点1.02%; 最新日涨幅-2.62%; 状态bottom_area; 底部未确认
67,61.34869326771455,54.65961987221728,688196,卓越新能,bottom_area,2025-01-02,32.69,2025-01-02,32.27,1.3015184381778573,5.670901766346446,32.57417467613873,False,-2.6794,1.3775,1,4,1,25.0,19.41979522184301,19.41979522184301,13.698481561822144,1.3015184381778573,历史1/4次成功; 当前距低点1.30%; 最新日涨幅-2.68%; 状态bottom_area; 底部未确认
68,61.16113889314712,54.61940528492206,300769,德方纳米,bottom_area,2025-01-02,35.56,2025-01-02,35.06,1.4261266400456358,6.4460924130062685,30.615475954878285,False,-3.5792,4.2616,2,8,2,25.0,30.946096904441454,41.300000000000004,13.573873359954364,1.4261266400456358,历史2/8次成功; 当前距低点1.43%; 最新日涨幅-3.58%; 状态bottom_area; 底部未确认
69,60.582271673218365,54.64054887449888,002324,普利特,bottom_area,2025-01-02,9.38,2025-01-02,9.2,1.9565217391304512,6.1956521739130475,28.18110850897737,False,-1.574,1.6902,1,3,1,33.33333333333333,25.957446808510653,25.957446808510653,13.043478260869549,1.9565217391304512,历史1/3次成功; 当前距低点1.96%; 最新日涨幅-1.57%; 状态bottom_area; 底部未确认
70,60.44213776860465,53.519320500927634,000710,贝瑞基因,bottom_area,2025-01-02,8.33,2025-01-02,8.25,0.9696969696969706,4.121212121212119,30.14394580863675,False,-1.4201,2.7288,2,5,2,40.0,16.560374149659864,17.3469387755102,14.03030303030303,0.9696969696969706,历史2/5次成功; 当前距低点0.97%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
71,60.33891524278252,56.418919860627156,002577,雷柏科技,bottom_area,2025-01-02,17.89,2025-01-02,17.22,3.89082462253195,7.83972125435541,28.160200250312894,False,-5.4939,10.7092,1,2,1,50.0,50.0,50.0,11.10917537746805,3.89082462253195,历史1/2次成功; 当前距低点3.89%; 最新日涨幅-5.49%; 状态bottom_area; 底部未确认
72,60.28997720561624,53.84201698714315,002238,天威视讯,bottom_area,2025-01-02,7.82,2025-01-02,7.71,1.4267185473411195,5.317769130998693,30.789946140035912,False,-2.6152,1.4784,1,3,1,33.33333333333333,15.169902912621358,15.169902912621358,13.57328145265888,1.4267185473411195,历史1/3次成功; 当前距低点1.43%; 最新日涨幅-2.62%; 状态bottom_area; 底部未确认
