rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.690166161069,74.09806253800564,300602,飞荣达,bottom_area,2021-12-10,23.7,2021-12-08,22.94,3.3129904097645944,7.977332170880549,27.012408526885135,True,-2.147,2.3444,1,1,1,100.0,26.890756302520995,26.890756302520995,16.68700959023541,3.3129904097645944,历史1/1次成功; 当前距低点3.31%; 最新日涨幅-2.15%; 状态bottom_area; 底部已确认
2,62.783139309781106,55.131180854307104,605286,同力天启,bottom_area,2021-12-10,32.71,2021-12-10,31.8,2.8616352201257866,5.251572327044019,29.002009377093096,False,-3.5388,20.1148,1,2,1,50.0,30.46080191502094,30.46080191502094,17.138364779874216,2.8616352201257866,历史1/2次成功; 当前距低点2.86%; 最新日涨幅-3.54%; 状态bottom_area; 底部未确认
3,55.16396011427496,50.35714201303107,600121,郑州煤电,bottom_area,2021-12-10,4.84,2021-11-29,4.61,4.989154013015174,6.073752711496732,27.287066246056774,False,-0.4115,1.1743,1,2,1,50.0,20.6581352833638,20.6581352833638,15.010845986984828,4.989154013015174,历史1/2次成功; 当前距低点4.99%; 最新日涨幅-0.41%; 状态bottom_area; 底部未确认
