rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.6333602568757,83.6659525167571,002837,英维克,bottom_area,2025-05-30,24.26,2025-05-30,23.88,1.5912897822445669,3.391959798994985,32.88364249578415,False,-2.0589,1.8594,4,4,4,100.0,16.4198560229823,24.517374517374524,6.408710217755434,1.5912897822445669,历史4/4次成功; 当前距低点1.59%; 最新日涨幅-2.06%; 状态bottom_area; 底部未确认
2,86.62155303724697,80.64940276859105,002819,东方中科,bottom_area,2025-05-30,27.97,2025-05-30,27.89,0.28684116170669877,4.195051989960553,31.575073601570164,False,-2.9157,5.0078,5,5,5,100.0,24.050540953130696,51.677148846960186,7.713158838293302,0.28684116170669877,历史5/5次成功; 当前距低点0.29%; 最新日涨幅-2.92%; 状态bottom_area; 底部未确认
3,85.21855954352964,79.5966013912133,002779,中坚科技,bottom_area,2025-05-30,99.9,2025-05-30,99.45,0.45248868778280826,3.5595776772247283,27.03059652212194,False,-3.3382,3.0433,4,4,4,100.0,30.635890319129533,38.253119429590015,7.547511312217193,0.45248868778280826,历史4/4次成功; 当前距低点0.45%; 最新日涨幅-3.34%; 状态bottom_area; 底部未确认
4,84.9479788410583,81.69085163750505,301618,长联科技,confirmed_rebound,2025-05-30,62.2,2025-05-30,61.0,1.967213114754103,8.163934426229515,32.177006893484545,False,2.895,18.1227,2,2,2,100.0,31.484395371744096,50.278688524590166,6.032786885245897,1.967213114754103,历史2/2次成功; 当前距低点1.97%; 最新日涨幅2.90%; 状态confirmed_rebound; 底部未确认
5,84.42719448781983,80.92625435381773,002889,东方嘉盛,bottom_area,2025-05-30,14.72,2025-05-30,14.46,1.7980636237897634,3.73443983402489,32.65020959478341,False,0.4093,2.6868,1,1,1,100.0,31.751824817518237,31.751824817518237,6.201936376210237,1.7980636237897634,历史1/1次成功; 当前距低点1.80%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
6,84.01507224323835,79.42144239396777,002304,洋河股份,bottom_area,2025-05-30,65.7,2025-05-29,65.0,1.0769230769230813,1.6615384615384587,31.57894736842105,False,-0.4998,0.2702,2,2,2,100.0,20.62810220081931,20.781426953567394,6.923076923076919,1.0769230769230813,历史2/2次成功; 当前距低点1.08%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
7,83.25139337482399,78.46340734968965,000715,中兴商业,bottom_area,2025-05-30,5.48,2025-05-30,5.43,0.9208103130755195,2.9465930018416233,28.55263157894737,False,-1.7921,2.6577,4,4,4,100.0,20.069112169364704,29.105691056910565,7.079189686924481,0.9208103130755195,历史4/4次成功; 当前距低点0.92%; 最新日涨幅-1.79%; 状态bottom_area; 底部未确认
8,82.00429930591538,75.99823868733809,603192,汇得科技,confirmed_rebound,2025-05-30,21.42,2025-05-30,21.41,0.046707146193374884,8.127043437645952,28.60953651217072,False,-9.5057,10.5075,4,4,4,100.0,16.530811723972995,25.562817719680464,7.953292853806625,0.046707146193374884,历史4/4次成功; 当前距低点0.05%; 最新日涨幅-9.51%; 状态confirmed_rebound; 底部未确认
9,80.87049653772553,76.97802292563671,688135,利扬芯片,bottom_area,2025-05-30,19.08,2025-05-30,18.81,1.435406698564591,4.199893673577899,27.290297642056444,False,-2.6531,4.2676,4,5,4,80.0,21.885753754645094,40.41850220264317,6.564593301435409,1.435406698564591,历史4/5次成功; 当前距低点1.44%; 最新日涨幅-2.65%; 状态bottom_area; 底部未确认
10,80.32592581161484,75.1101546653129,002490,山东墨龙,bottom_area,2025-05-30,3.94,2025-05-30,3.92,0.5102040816326535,2.295918367346935,29.36936936936937,False,-1.99,2.9958,3,3,3,100.0,13.674300921695417,14.885496183206094,7.489795918367347,0.5102040816326535,历史3/3次成功; 当前距低点0.51%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
11,79.83781432030878,74.71089015369941,002136,安纳达,bottom_area,2025-05-30,10.97,2025-05-30,10.91,0.5499541704857974,7.699358386801099,27.023411371237454,False,-6.2393,15.9538,3,3,3,100.0,22.230030443048534,42.29299363057326,7.4500458295142025,0.5499541704857974,历史3/3次成功; 当前距低点0.55%; 最新日涨幅-6.24%; 状态bottom_area; 底部未确认
12,78.91051312463627,73.97663439564725,002042,华孚时尚,bottom_area,2025-05-30,4.69,2025-05-30,4.66,0.64377682403434,3.0042918454935554,28.08641975308642,False,-2.4948,1.6546,2,2,2,100.0,25.88411588411589,42.41758241758243,7.356223175965661,0.64377682403434,历史2/2次成功; 当前距低点0.64%; 最新日涨幅-2.49%; 状态bottom_area; 底部未确认
13,78.65933748167753,73.20543575514654,301316,慧博云通,confirmed_rebound,2025-05-30,41.61,2025-05-30,41.5,0.26506024096385405,8.481927710843381,30.982870447364046,False,-7.5744,19.6913,3,3,3,100.0,20.858995185721092,43.333333333333336,7.734939759036146,0.26506024096385405,历史3/3次成功; 当前距低点0.27%; 最新日涨幅-7.57%; 状态confirmed_rebound; 底部未确认
14,78.61661029557179,73.35327076179178,300819,聚杰微纤,bottom_area,2025-05-30,22.7,2025-05-30,22.61,0.39805395842547486,3.272888102609474,27.064516129032263,False,-2.4495,2.3632,2,2,2,100.0,19.520611758074537,26.54716175842936,7.601946041574525,0.39805395842547486,历史2/2次成功; 当前距低点0.40%; 最新日涨幅-2.45%; 状态bottom_area; 底部未确认
15,77.96852318918948,77.31159609674995,688543,国科军工,bottom_area,2025-05-30,45.38,2025-05-29,43.82,3.560018256503885,4.952076677316298,31.133113311331133,False,1.9088,4.7659,1,1,1,100.0,33.916331836445266,33.916331836445266,4.439981743496115,3.560018256503885,历史1/1次成功; 当前距低点3.56%; 最新日涨幅1.91%; 状态bottom_area; 底部未确认
16,77.73974808324206,76.63181818181819,301058,中粮科工,confirmed_rebound,2025-05-30,10.79,2025-04-30,10.45,3.2535885167464107,8.038277511961722,29.77150537634409,True,-1.2809,1.1011,1,1,1,100.0,57.794273594909875,57.794273594909875,4.746411483253589,3.2535885167464107,历史1/1次成功; 当前距低点3.25%; 最新日涨幅-1.28%; 状态confirmed_rebound; 底部已确认
17,76.70541684327314,72.15097783662837,002041,登海种业,bottom_area,2025-05-30,9.86,2025-05-29,9.78,0.8179959100204507,2.0449897750511354,27.876106194690276,False,-0.3033,0.7632,2,2,2,100.0,18.2043468358871,21.395106715252467,7.182004089979549,0.8179959100204507,历史2/2次成功; 当前距低点0.82%; 最新日涨幅-0.30%; 状态bottom_area; 底部未确认
18,76.39382457446058,74.58799140954866,002916,深南电路,bottom_area,2025-05-30,84.26,2025-05-29,82.0,2.756097560975616,3.878048780487813,31.242663089049138,False,-0.9056,1.0553,2,2,2,100.0,15.22523574501653,15.60198664154821,5.243902439024383,2.756097560975616,历史2/2次成功; 当前距低点2.76%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
19,76.03061825516585,74.5034050162548,300557,理工光科,bottom_area,2025-05-30,24.47,2025-05-29,23.77,2.9448885149347888,7.278081615481701,27.375496486403904,False,-3.0123,2.7241,3,3,3,100.0,10.63306898014043,14.165753924790064,5.055111485065211,2.9448885149347888,历史3/3次成功; 当前距低点2.94%; 最新日涨幅-3.01%; 状态bottom_area; 底部未确认
20,75.90131327304162,70.79154744259843,002811,郑中设计,bottom_area,2025-05-30,10.64,2025-05-30,10.6,0.3773584905660465,7.735849056603776,28.135593220338983,False,-5.3381,13.0598,2,2,2,100.0,15.709273124134537,16.78832116788322,7.622641509433954,0.3773584905660465,历史2/2次成功; 当前距低点0.38%; 最新日涨幅-5.34%; 状态bottom_area; 底部未确认
21,74.5661806614826,74.03666497465923,001299,美能能源,bottom_area,2025-05-30,10.85,2025-04-29,10.47,3.6294173829990353,7.163323782234957,31.11842105263157,True,-1.2739,3.6655,2,2,2,100.0,13.772777461812025,15.247322794492616,4.370582617000965,3.6294173829990353,历史2/2次成功; 当前距低点3.63%; 最新日涨幅-1.27%; 状态bottom_area; 底部已确认
22,73.98812389380532,68.5075221238938,600770,综艺股份,bottom_area,2025-05-30,5.46,2025-05-30,5.46,0.0,6.776556776556779,27.68211920529801,False,-4.878,7.879,1,1,1,100.0,27.72861356932153,27.72861356932153,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-4.88%; 状态bottom_area; 底部未确认
