rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.57317517371123,84.7437504664411,002137,实益达,bottom_area,2023-12-14,7.17,2023-11-30,7.05,1.7021276595744694,5.6737588652482325,27.31958762886598,False,-0.1393,4.6015,3,3,3,100.0,40.23979317349941,89.3034825870647,6.297872340425531,1.7021276595744694,历史3/3次成功; 当前距低点1.70%; 最新日涨幅-0.14%; 状态bottom_area; 底部未确认
2,85.99693951283061,80.23681984922433,605117,德业股份,bottom_area,2023-12-14,55.73,2023-12-13,55.51,0.3963249864889189,4.233471446586203,27.532637075718014,False,-0.4288,3.9279,7,7,7,100.0,23.17441300225303,59.18895599654874,7.603675013511081,0.3963249864889189,历史7/7次成功; 当前距低点0.40%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
3,85.61451673753604,79.62361414468214,000301,东方盛虹,bottom_area,2023-12-14,8.74,2023-12-14,8.72,0.22935779816513271,2.0642201834862353,29.27818329278183,False,-0.7946,0.3227,5,5,5,100.0,17.830913572573255,28.337639965546952,7.770642201834868,0.22935779816513271,历史5/5次成功; 当前距低点0.23%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
4,81.351653778526,77.66711442742039,002508,老板电器,bottom_area,2023-12-14,21.72,2023-12-13,21.38,1.5902712815715616,4.303086997193647,30.920840064620357,False,0.9294,0.6067,1,1,1,100.0,11.682435211846977,11.682435211846977,6.409728718428438,1.5902712815715616,历史1/1次成功; 当前距低点1.59%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
5,80.11909680218565,75.72769201646872,002369,卓翼科技,bottom_area,2023-12-14,5.67,2023-12-11,5.61,1.069518716577533,4.099821746880562,27.984595635430036,False,-1.0471,3.7851,1,1,1,100.0,17.345132743362825,17.345132743362825,6.930481283422467,1.069518716577533,历史1/1次成功; 当前距低点1.07%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
6,80.08099577149885,74.61640567158322,300538,同益股份,bottom_area,2023-12-14,18.45,2023-12-14,18.39,0.3262642740619832,1.957585644371938,29.809160305343507,False,-0.1083,3.466,2,2,2,100.0,25.431657077658826,30.150753768844226,7.673735725938018,0.3262642740619832,历史2/2次成功; 当前距低点0.33%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
7,80.07584830142609,74.73558710105932,603032,德新科技,bottom_area,2023-12-14,17.04,2023-12-14,16.97,0.4124926340601078,3.594578668238064,30.308008213552366,False,-0.6414,2.2002,3,3,3,100.0,10.462743584496554,12.354085603112855,7.587507365939892,0.4124926340601078,历史3/3次成功; 当前距低点0.41%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
8,78.15604410886411,72.50441770327546,002142,宁波银行,bottom_area,2023-12-14,20.28,2023-12-14,20.26,0.09871668311944508,2.0730503455083813,30.330123796423646,False,-0.6856,0.4448,1,1,1,100.0,27.95425667090217,27.95425667090217,7.901283316880556,0.09871668311944508,历史1/1次成功; 当前距低点0.10%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
9,78.10994047538233,75.77524377527912,601933,永辉超市,bottom_area,2023-12-14,2.96,2023-12-11,2.89,2.4221453287197177,4.844290657439435,27.56892230576441,False,1.3699,0.7622,1,1,1,100.0,11.70825335892515,11.70825335892515,5.577854671280283,2.4221453287197177,历史1/1次成功; 当前距低点2.42%; 最新日涨幅1.37%; 状态bottom_area; 底部未确认
10,77.400032906118,77.31401983727248,600328,中盐化工,confirmed_rebound,2023-12-14,7.91,2023-10-26,7.61,3.942181340341653,8.147174770039422,28.207547169811313,True,0.6361,0.4556,2,2,2,100.0,22.968781146513187,37.26315789473683,4.057818659658348,3.942181340341653,历史2/2次成功; 当前距低点3.94%; 最新日涨幅0.64%; 状态confirmed_rebound; 底部已确认
11,76.79247008917191,72.26066547333716,603211,晋拓股份,bottom_area,2023-12-14,18.05,2023-12-14,17.9,0.8379888268156545,5.0279329608938665,30.566330488750975,False,-4.0404,24.5661,3,3,3,100.0,12.587526873531388,15.200000000000008,7.1620111731843465,0.8379888268156545,历史3/3次成功; 当前距低点0.84%; 最新日涨幅-4.04%; 状态bottom_area; 底部未确认
