rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.24127690343589,80.68743413301989,002045,国光电器,bottom_area,2023-07-27,13.61,2023-07-26,13.41,1.4914243102162512,7.084265473527212,27.39577693557119,False,0.4428,3.6475,3,4,3,75.0,30.875707313510432,33.77563329312426,13.508575689783747,1.4914243102162512,历史3/4次成功; 当前距低点1.49%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
2,90.03132726764304,79.59692010676889,300342,天银机电,bottom_area,2023-07-27,11.37,2023-07-25,11.27,0.8873114463176544,5.2351375332741785,27.337201805286917,False,0.088,4.9484,3,3,3,100.0,19.9461838944793,26.68539325842696,14.112688553682345,0.8873114463176544,历史3/3次成功; 当前距低点0.89%; 最新日涨幅0.09%; 状态bottom_area; 底部未确认
3,85.01470151611132,78.7399036838206,002590,万安科技,bottom_area,2023-07-27,11.62,2023-07-24,11.24,3.3807829181494573,11.654804270462638,28.589580686149933,True,0.7806,12.9004,1,1,1,100.0,30.204778156996575,30.204778156996575,11.619217081850541,3.3807829181494573,历史1/1次成功; 当前距低点3.38%; 最新日涨幅0.78%; 状态bottom_area; 底部已确认
4,81.92228035943882,73.96282389641465,301379,天山电子,bottom_area,2023-07-27,35.0,2023-07-27,34.31,2.011075488195855,5.770912270475071,31.10441767068272,False,-0.6529,35.2815,1,1,1,100.0,19.398258115597777,19.398258115597777,12.988924511804145,2.011075488195855,历史1/1次成功; 当前距低点2.01%; 最新日涨幅-0.65%; 状态bottom_area; 底部未确认
5,81.03324554832322,71.29123799023472,301386,未来电器,bottom_area,2023-07-27,27.38,2023-07-27,27.21,0.6247703050349068,4.00588019110621,27.148594377510037,False,-1.1552,12.6678,1,1,1,100.0,27.880184331797242,27.880184331797242,14.37522969496509,0.6247703050349068,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
6,80.26837954098282,74.17517949416711,600995,南网储能,bottom_area,2023-07-27,11.09,2023-06-07,10.74,3.258845437616384,8.379888268156428,32.7909887359199,True,-0.6272,0.6556,1,1,1,100.0,26.64165103189493,26.64165103189493,11.741154562383615,3.258845437616384,历史1/1次成功; 当前距低点3.26%; 最新日涨幅-0.63%; 状态bottom_area; 底部已确认
7,77.26031735201919,71.09203761755487,601669,中国电建,bottom_area,2023-07-27,5.78,2023-06-07,5.61,3.030303030303029,5.882352941176471,29.78723404255319,False,-0.1727,0.6837,1,1,1,100.0,16.457680250783696,16.457680250783696,11.96969696969697,3.030303030303029,历史1/1次成功; 当前距低点3.03%; 最新日涨幅-0.17%; 状态bottom_area; 底部未确认
8,76.25426355847425,71.48566757382785,002755,奥赛康,bottom_area,2023-07-27,8.26,2023-07-17,7.94,4.030226700251881,5.79345088161209,28.853046594982075,False,-0.9592,0.2068,1,1,1,100.0,30.831099195710454,30.831099195710454,10.969773299748118,4.030226700251881,历史1/1次成功; 当前距低点4.03%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
9,75.78138794899371,66.9189321002015,688278,特宝生物,bottom_area,2023-07-27,33.05,2023-07-27,32.78,0.8236729713239658,4.94203782794386,28.161297392066626,False,-3.2777,0.9394,1,1,1,100.0,17.0263788968825,17.0263788968825,14.176327028676033,0.8236729713239658,历史1/1次成功; 当前距低点0.82%; 最新日涨幅-3.28%; 状态bottom_area; 底部未确认
10,71.37774320585342,62.28794598025763,000037,深南电A,bottom_area,2023-07-27,10.57,2023-07-27,10.55,0.18957345971563577,3.7914691943127825,28.619756427604866,False,-1.5829,4.7109,3,6,3,50.0,32.47405090542621,45.16765285996055,14.810426540284363,0.18957345971563577,历史3/6次成功; 当前距低点0.19%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
11,70.40380414220226,62.07874686423425,002829,星网宇达,bottom_area,2023-07-27,31.11,2023-07-27,30.88,0.7448186528497424,3.594559585492226,31.025240116149217,False,-0.9236,2.3363,2,3,2,66.66666666666666,18.711111430456917,21.628131021194598,14.255181347150256,0.7448186528497424,历史2/3次成功; 当前距低点0.74%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
