rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.02219376973972,81.24835311873792,002779,中坚科技,bottom_area,2025-06-10,96.42,2025-06-10,92.88,3.8113695090439346,6.66451335055986,31.851199647809818,False,-1.9325,4.7894,4,4,4,100.0,30.635890319129533,38.253119429590015,11.188630490956065,3.8113695090439346,历史4/4次成功; 当前距低点3.81%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
2,85.70444112867926,76.47299603419906,605377,华旺科技,bottom_area,2025-06-10,8.81,2025-06-05,8.69,1.3808975834292405,5.178365937859621,28.062913907284777,False,-0.7883,0.793,1,1,1,100.0,25.16904583020285,25.16904583020285,13.619102416570758,1.3808975834292405,历史1/1次成功; 当前距低点1.38%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
3,85.55683031210275,76.4676832244871,688682,霍莱沃,bottom_area,2025-06-10,28.31,2025-06-10,27.9,1.469534050179212,5.376344086021505,31.61764705882353,False,-0.1411,2.2296,1,1,1,100.0,26.22699386503069,26.22699386503069,13.530465949820789,1.469534050179212,历史1/1次成功; 当前距低点1.47%; 最新日涨幅-0.14%; 状态bottom_area; 底部未确认
4,85.19253382087096,74.38343736690084,000811,冰轮环境,bottom_area,2025-06-10,9.18,2025-06-10,9.16,0.21834061135370714,3.2751091703056847,28.937160589604343,False,-2.2364,2.6248,4,5,4,80.0,32.856204090254195,47.451868629671566,14.781659388646293,0.21834061135370714,历史4/5次成功; 当前距低点0.22%; 最新日涨幅-2.24%; 状态bottom_area; 底部未确认
5,85.14834056804693,77.03621162473702,002304,洋河股份,bottom_area,2025-06-10,66.38,2025-05-29,65.0,2.123076923076916,3.538461538461534,31.57894736842105,False,-0.8218,0.2522,2,2,2,100.0,20.62810220081931,20.781426953567394,12.876923076923083,2.123076923076916,历史2/2次成功; 当前距低点2.12%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
6,84.79960128541506,75.68844671364879,000096,广聚能源,bottom_area,2025-06-10,13.79,2025-06-10,13.6,1.3970588235294081,2.426470588235295,29.166666666666668,False,-0.0725,2.8953,1,1,1,100.0,21.149144254278735,21.149144254278735,13.60294117647059,1.3970588235294081,历史1/1次成功; 当前距低点1.40%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
7,84.16532883092512,73.84255961844197,605005,合兴股份,bottom_area,2025-06-10,18.96,2025-06-10,18.87,0.47694753577106436,5.19342872284049,29.08680947012401,False,-4.0,3.7556,1,1,1,100.0,96.96521095484826,96.96521095484826,14.523052464228936,0.47694753577106436,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-4.00%; 状态bottom_area; 底部未确认
8,84.0473095176513,75.54988645673237,688448,磁谷科技,bottom_area,2025-06-10,29.22,2025-06-03,28.71,1.7763845350052174,4.771856495994418,27.113480578827115,False,-2.4048,3.8866,1,1,1,100.0,25.053995680345576,25.053995680345576,13.223615464994781,1.7763845350052174,历史1/1次成功; 当前距低点1.78%; 最新日涨幅-2.40%; 状态bottom_area; 底部未确认
9,83.82660901798745,75.34735238171642,002819,东方中科,bottom_area,2025-06-10,28.12,2025-06-10,27.63,1.7734346724574812,5.501266739051754,32.21295387634936,False,-3.1013,5.1182,4,5,4,80.0,27.47733029526597,51.677148846960186,13.22656532754252,1.7734346724574812,历史4/5次成功; 当前距低点1.77%; 最新日涨幅-3.10%; 状态bottom_area; 底部未确认
10,82.99345815346167,75.59034948628471,688543,国科军工,bottom_area,2025-06-10,44.6,2025-06-04,43.52,2.4816176470588194,6.755514705882347,31.604589030331603,False,-2.1286,3.8117,1,1,1,100.0,33.916331836445266,33.916331836445266,12.51838235294118,2.4816176470588194,历史1/1次成功; 当前距低点2.48%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
11,80.03970962892669,75.5609265442619,002041,登海种业,bottom_area,2025-06-10,10.19,2025-06-03,9.76,4.40573770491803,6.249999999999995,28.023598820059004,False,2.6183,3.153,2,2,2,100.0,18.2043468358871,21.395106715252467,10.594262295081968,4.40573770491803,历史2/2次成功; 当前距低点4.41%; 最新日涨幅2.62%; 状态bottom_area; 底部未确认
