rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,78.18942658802762,72.52671247534967,002796,世嘉科技,confirmed_rebound,2022-07-22,10.82,2022-07-22,10.81,0.09250693802034955,9.898242368177614,27.933333333333334,False,-9.8333,20.5944,2,2,2,100.0,31.7614424410541,36.33841886269071,7.90749306197965,0.09250693802034955,历史2/2次成功; 当前距低点0.09%; 最新日涨幅-9.83%; 状态confirmed_rebound; 底部未确认
2,69.39531953569855,69.20069258779539,300359,全通教育,bottom_area,2022-07-22,5.12,2022-07-15,4.93,3.853955375253558,5.882352941176472,27.500000000000004,False,-0.3891,1.2196,1,1,1,100.0,16.38554216867469,16.38554216867469,4.146044624746442,3.853955375253558,历史1/1次成功; 当前距低点3.85%; 最新日涨幅-0.39%; 状态bottom_area; 底部未确认
3,69.29258507251785,68.72383608423452,000505,京粮控股,bottom_area,2022-07-22,8.7,2022-07-15,8.4,3.5714285714285587,6.547619047619034,29.173693086003365,False,-1.1364,1.3913,1,1,1,100.0,10.358565737051803,10.358565737051803,4.428571428571441,3.5714285714285587,历史1/1次成功; 当前距低点3.57%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
4,66.2906223939879,67.23129796043006,688209,英集芯,confirmed_rebound,2022-07-22,23.9,2022-07-13,22.82,4.732690622261167,10.341805433829972,27.022705468500156,True,-1.9286,8.398,1,1,1,100.0,17.590497737556557,17.590497737556557,3.2673093777388336,4.732690622261167,历史1/1次成功; 当前距低点4.73%; 最新日涨幅-1.93%; 状态confirmed_rebound; 底部已确认
5,66.10554766126937,66.80261846261844,000761,本钢板材,bottom_area,2022-07-22,3.45,2022-07-15,3.3,4.5454545454545565,6.060606060606066,31.818181818181817,False,-0.5764,0.1742,1,1,1,100.0,11.969111969111971,11.969111969111971,3.4545454545454435,4.5454545454545565,历史1/1次成功; 当前距低点4.55%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
6,61.21717564929308,57.92913111240991,688189,南新制药,bottom_area,2022-07-22,23.27,2022-07-22,23.01,1.1299435028248501,4.259017818339839,32.521994134897355,False,-1.2728,2.1061,1,2,1,50.0,14.06130268199233,14.06130268199233,6.870056497175151,1.1299435028248501,历史1/2次成功; 当前距低点1.13%; 最新日涨幅-1.27%; 状态bottom_area; 底部未确认
7,54.89183696637085,54.03489588623669,002589,瑞康医药,confirmed_rebound,2022-07-22,4.54,2022-07-21,4.4,3.1818181818181746,11.590909090909085,29.82456140350876,False,-2.5751,10.665,1,2,1,50.0,28.49162011173183,28.49162011173183,4.8181818181818254,3.1818181818181746,历史1/2次成功; 当前距低点3.18%; 最新日涨幅-2.58%; 状态confirmed_rebound; 底部未确认
