rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,81.59494807539929,76.20548907654896,002339,积成电子,bottom_area,2023-09-01,6.78,2023-08-25,6.53,3.828483920367534,9.494640122511488,27.201783723522855,True,-0.7321,1.5097,3,4,3,75.0,48.70662588702658,82.94930875576038,11.171516079632465,3.828483920367534,历史3/4次成功; 当前距低点3.83%; 最新日涨幅-0.73%; 状态bottom_area; 底部已确认
2,80.58610456877672,73.95888947276232,002519,银河电子,bottom_area,2023-09-01,5.34,2023-08-25,5.19,2.8901734104046137,7.707129094412321,30.053908355795144,True,-1.1111,1.0352,1,1,1,100.0,20.959595959595962,20.959595959595962,12.109826589595386,2.8901734104046137,历史1/1次成功; 当前距低点2.89%; 最新日涨幅-1.11%; 状态bottom_area; 底部已确认
3,77.99273277534253,71.48771827375946,002386,天原股份,bottom_area,2023-09-01,5.83,2023-08-31,5.67,2.8218694885361577,3.703703703703703,31.604342581423396,False,2.4605,0.7425,2,3,2,66.66666666666666,32.445774413737794,48.85290148448042,12.178130511463841,2.8218694885361577,历史2/3次成功; 当前距低点2.82%; 最新日涨幅2.46%; 状态bottom_area; 底部未确认
4,77.36438458976389,72.1398250921134,002755,奥赛康,bottom_area,2023-09-01,7.76,2023-08-24,7.48,3.743315508021382,6.550802139037423,32.97491039426523,False,-1.7722,0.1969,1,1,1,100.0,30.831099195710454,30.831099195710454,11.256684491978618,3.743315508021382,历史1/1次成功; 当前距低点3.74%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
5,72.66089191666158,69.25061538461539,002819,东方中科,bottom_area,2023-09-01,25.18,2023-08-29,24.0,4.916666666666666,8.708333333333334,31.428571428571427,True,-1.0998,0.5353,1,1,1,100.0,20.487179487179493,20.487179487179493,10.083333333333332,4.916666666666666,历史1/1次成功; 当前距低点4.92%; 最新日涨幅-1.10%; 状态bottom_area; 底部已确认
6,65.69763232586638,62.252226101387095,002265,建设工业,bottom_area,2023-09-01,12.72,2023-08-25,12.16,4.605263157894741,6.907894736842104,28.344136711844424,False,0.0787,0.5198,2,4,2,50.0,24.09798979240379,32.75229357798165,10.39473684210526,4.605263157894741,历史2/4次成功; 当前距低点4.61%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
7,62.412902305578385,56.18347467836976,688202,美迪西,bottom_area,2023-09-01,71.99,2023-08-29,70.68,1.8534238822863438,8.658743633276726,28.526645768025073,True,-1.7872,1.3818,1,3,1,33.33333333333333,23.795418261555337,23.795418261555337,13.146576117713654,1.8534238822863438,历史1/3次成功; 当前距低点1.85%; 最新日涨幅-1.79%; 状态bottom_area; 底部已确认
8,56.18568799886113,52.911648572016226,603155,新亚强,bottom_area,2023-09-01,22.69,2023-08-29,21.76,4.273897058823528,6.525735294117638,28.39749917736097,False,-0.8304,0.1891,1,2,1,50.0,25.624375624375624,25.624375624375624,10.726102941176471,4.273897058823528,历史1/2次成功; 当前距低点4.27%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
