rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.43261361336047,81.66957942697653,603033,三维股份,bottom_area,2022-09-15,17.27,2022-09-09,17.09,1.053247513165592,6.143943826799302,27.584745762711872,False,-1.9864,0.2008,3,3,3,100.0,15.757977188140112,24.922480620155024,6.946752486834408,1.053247513165592,历史3/3次成功; 当前距低点1.05%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
2,82.1879278648177,78.57569548349076,601828,美凯龙,bottom_area,2022-09-15,4.89,2022-08-03,4.81,1.6632016632016646,7.692307692307695,27.010622154779973,True,0.4107,1.2349,1,1,1,100.0,8.267716535433069,8.267716535433069,6.336798336798336,1.6632016632016646,历史1/1次成功; 当前距低点1.66%; 最新日涨幅0.41%; 状态bottom_area; 底部已确认
3,82.00280015323719,78.03250623595196,002115,三维通信,bottom_area,2022-09-15,5.0,2022-09-15,4.93,1.4198782961460505,5.476673427991896,30.07092198581561,False,-2.9126,10.2618,2,2,2,100.0,17.364670705187947,20.720720720720706,6.58012170385395,1.4198782961460505,历史2/2次成功; 当前距低点1.42%; 最新日涨幅-2.91%; 状态bottom_area; 底部未确认
4,81.48470734994577,77.44095185842481,300484,蓝海华腾,bottom_area,2022-09-15,11.23,2022-09-15,11.08,1.3537906137184148,7.039711191335734,27.34426229508197,False,-4.3441,2.4866,2,2,2,100.0,23.589217514531214,28.708133971291865,6.646209386281584,1.3537906137184148,历史2/2次成功; 当前距低点1.35%; 最新日涨幅-4.34%; 状态bottom_area; 底部未确认
5,80.61252573216072,77.0426439281717,603315,福鞍股份,bottom_area,2022-09-15,20.39,2022-09-15,20.06,1.6450648055832597,7.128614157527418,27.555074033947278,False,-4.3621,0.606,1,1,1,100.0,41.68490153172865,41.68490153172865,6.35493519441674,1.6450648055832597,历史1/1次成功; 当前距低点1.65%; 最新日涨幅-4.36%; 状态bottom_area; 底部未确认
6,80.52134229627272,77.46409276834856,688079,美迪凯,bottom_area,2022-09-15,9.75,2022-09-15,9.56,1.9874476987447647,5.43933054393305,28.389513108614228,False,-2.8884,1.0133,2,2,2,100.0,21.265986674659317,29.007036747458958,6.012552301255235,1.9874476987447647,历史2/2次成功; 当前距低点1.99%; 最新日涨幅-2.89%; 状态bottom_area; 底部未确认
7,80.39559927248199,76.78954028329395,605319,无锡振华,bottom_area,2022-09-15,13.85,2022-08-29,13.63,1.614086573734401,5.282465150403513,27.345415778251603,False,-1.7033,1.1637,2,2,2,100.0,13.062675652733196,17.248790972595383,6.385913426265599,1.614086573734401,历史2/2次成功; 当前距低点1.61%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
8,79.67563951428406,75.69185753856983,300543,朗科智能,bottom_area,2022-09-15,9.12,2022-09-15,9.0,1.3333333333333246,4.888888888888884,28.000000000000004,False,-3.0818,1.5694,2,2,2,100.0,13.934717949300124,18.559322033898297,6.666666666666677,1.3333333333333246,历史2/2次成功; 当前距低点1.33%; 最新日涨幅-3.08%; 状态bottom_area; 底部未确认
9,79.25058809986521,76.75416172700402,600215,派斯林,bottom_area,2022-09-15,7.01,2022-09-15,6.85,2.3357664233576667,5.4014598540146,27.894736842105267,False,-1.683,1.2875,2,2,2,100.0,21.718866517524237,23.993288590604024,5.664233576642333,2.3357664233576667,历史2/2次成功; 当前距低点2.34%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
10,79.0062055637577,74.78801600619593,002451,摩恩电气,bottom_area,2022-09-15,6.17,2022-09-15,6.1,1.1475409836065622,5.081967213114762,27.20763723150359,False,-3.1397,2.3281,1,1,1,100.0,23.464566929133863,23.464566929133863,6.852459016393437,1.1475409836065622,历史1/1次成功; 当前距低点1.15%; 最新日涨幅-3.14%; 状态bottom_area; 底部未确认
11,78.95152186046512,74.20255813953489,002110,三钢闽光,bottom_area,2022-09-15,5.2,2022-09-15,5.16,0.7751937984496131,1.5503875968992262,30.55181695827725,False,0.1927,0.4241,1,1,1,100.0,22.90322580645161,22.90322580645161,7.224806201550388,0.7751937984496131,历史1/1次成功; 当前距低点0.78%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
12,78.77959434931532,74.85650254259329,688183,生益电子,bottom_area,2022-09-15,9.8,2022-09-15,9.67,1.344364012409522,5.687693898655644,27.07390648567119,False,-3.5433,1.0014,1,1,1,100.0,26.24544349939247,26.24544349939247,6.655635987590477,1.344364012409522,历史1/1次成功; 当前距低点1.34%; 最新日涨幅-3.54%; 状态bottom_area; 底部未确认
13,78.31276499588712,74.17531835948289,000661,长春高新,bottom_area,2022-09-15,167.46,2022-09-13,165.51,1.178176545223864,4.440819285843769,28.751614291863977,False,-1.3083,0.9244,1,1,1,100.0,10.330972487060738,10.330972487060738,6.821823454776137,1.178176545223864,历史1/1次成功; 当前距低点1.18%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
14,77.5793071239058,73.00602301199974,605258,协和电子,bottom_area,2022-09-15,21.57,2022-09-15,21.39,0.8415147265077125,6.4516129032258025,32.095238095238095,False,-5.3532,3.1006,1,1,1,100.0,49.971379507727534,49.971379507727534,7.158485273492287,0.8415147265077125,历史1/1次成功; 当前距低点0.84%; 最新日涨幅-5.35%; 状态bottom_area; 底部未确认
15,77.32063352049576,74.19111729984763,000936,华西股份,bottom_area,2022-09-15,5.5,2022-09-15,5.4,1.8518518518518452,5.925925925925914,27.12550607287449,False,-3.3392,1.865,2,2,2,100.0,12.222255494999095,13.427561837455826,6.148148148148155,1.8518518518518452,历史2/2次成功; 当前距低点1.85%; 最新日涨幅-3.34%; 状态bottom_area; 底部未确认
16,76.51662020628349,71.66822525597273,000151,中成股份,confirmed_rebound,2022-09-15,11.79,2022-09-15,11.72,0.5972696245733661,11.774744027303745,29.440096327513537,False,-7.8906,14.8605,1,1,1,100.0,191.97080291970806,191.97080291970806,7.402730375426635,0.5972696245733661,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-7.89%; 状态confirmed_rebound; 底部未确认
17,76.17739025348433,72.91401238283157,000799,酒鬼酒,bottom_area,2022-09-15,131.02,2022-09-15,128.8,1.7236024844720488,4.5807453416148896,31.80855569673866,False,-2.0045,1.7318,1,1,1,100.0,10.235623910902333,10.235623910902333,6.276397515527951,1.7236024844720488,历史1/1次成功; 当前距低点1.72%; 最新日涨幅-2.00%; 状态bottom_area; 底部未确认
18,75.95131792640495,71.66153737640391,300508,维宏股份,bottom_area,2022-09-15,21.69,2022-09-15,21.48,0.9776536312849202,5.214152700186224,27.895266868076536,False,-3.8137,1.7972,2,2,2,100.0,27.74509492329859,42.06627680311891,7.02234636871508,0.9776536312849202,历史2/2次成功; 当前距低点0.98%; 最新日涨幅-3.81%; 状态bottom_area; 底部未确认
19,75.76229824857228,72.69202366863905,300635,中达安,bottom_area,2022-09-15,13.77,2022-09-15,13.52,1.849112426035503,3.7721893491124243,28.31389183457052,False,-0.8639,1.0532,1,1,1,100.0,10.580645161290327,10.580645161290327,6.150887573964497,1.849112426035503,历史1/1次成功; 当前距低点1.85%; 最新日涨幅-0.86%; 状态bottom_area; 底部未确认
20,75.11598691704432,72.13986390421174,605069,正和生态,bottom_area,2022-09-15,10.2,2022-09-15,10.01,1.8981018981018931,3.8961038961039014,32.68325487558843,False,-1.5444,1.6908,1,1,1,100.0,8.212560386473426,8.212560386473426,6.101898101898106,1.8981018981018931,历史1/1次成功; 当前距低点1.90%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
21,74.79429668174473,72.13989118989119,000761,本钢板材,confirmed_rebound,2022-09-15,3.37,2022-07-15,3.3,2.12121212121213,8.484848484848492,31.818181818181817,True,-0.8824,0.1539,1,1,1,100.0,11.969111969111971,11.969111969111971,5.87878787878787,2.12121212121213,历史1/1次成功; 当前距低点2.12%; 最新日涨幅-0.88%; 状态confirmed_rebound; 底部已确认
22,74.37685128274448,70.13699107065385,002012,凯恩股份,bottom_area,2022-09-15,5.32,2022-09-15,5.27,0.9487666034155733,5.123339658444031,30.198675496688747,False,-1.845,4.3619,1,1,1,100.0,25.646123260437374,25.646123260437374,7.051233396584427,0.9487666034155733,历史1/1次成功; 当前距低点0.95%; 最新日涨幅-1.84%; 状态bottom_area; 底部未确认
23,74.36090830013394,71.44021276595744,002669,康达新材,bottom_area,2022-09-15,12.23,2022-09-15,12.0,1.9166666666666703,7.249999999999994,32.165065008479374,False,-4.1536,3.0073,1,1,1,100.0,14.89361702127659,14.89361702127659,6.0833333333333295,1.9166666666666703,历史1/1次成功; 当前距低点1.92%; 最新日涨幅-4.15%; 状态bottom_area; 底部未确认
24,74.15065416712403,71.03025011579435,300376,易事特,bottom_area,2022-09-15,6.92,2022-09-15,6.8,1.764705882352943,7.20588235294118,27.65957446808511,False,-4.1551,1.3149,1,1,1,100.0,10.826771653543304,10.826771653543304,6.235294117647057,1.764705882352943,历史1/1次成功; 当前距低点1.76%; 最新日涨幅-4.16%; 状态bottom_area; 底部未确认
25,73.77748325491982,70.71723193398833,600237,铜峰电子,bottom_area,2022-09-15,6.23,2022-09-15,6.12,1.7973856209150378,7.6797385620915,30.3754266211604,False,-4.4479,3.5388,1,1,1,100.0,9.544468546637733,9.544468546637733,6.202614379084963,1.7973856209150378,历史1/1次成功; 当前距低点1.80%; 最新日涨幅-4.45%; 状态bottom_area; 底部未确认
26,73.03864774520422,68.84413151238896,688179,阿拉丁,bottom_area,2022-09-15,37.08,2022-09-15,36.74,0.9254218835057058,5.933587370713118,29.00483091787439,False,-3.9378,1.5667,2,2,2,100.0,11.957491434311619,12.021924482338617,7.074578116494294,0.9254218835057058,历史2/2次成功; 当前距低点0.93%; 最新日涨幅-3.94%; 状态bottom_area; 底部未确认
27,71.16996325574986,67.01703463338877,688298,东方生物,bottom_area,2022-09-15,81.9,2022-09-15,81.19,0.8744919325040127,6.897401157778062,27.314234556848703,False,-3.8507,2.6918,4,5,4,80.0,11.510087309128625,15.470039788586028,7.125508067495987,0.8744919325040127,历史4/5次成功; 当前距低点0.87%; 最新日涨幅-3.85%; 状态bottom_area; 底部未确认
28,71.07801413018596,66.84946813001267,002645,华宏科技,bottom_area,2022-09-15,17.39,2022-09-15,17.25,0.8115942028985541,7.7681159420289845,31.979495268138802,False,-5.1282,1.4687,1,1,1,100.0,16.50485436893203,16.50485436893203,7.188405797101447,0.8115942028985541,历史1/1次成功; 当前距低点0.81%; 最新日涨幅-5.13%; 状态bottom_area; 底部未确认
29,70.16892014620304,68.29259825475916,002112,三变科技,confirmed_rebound,2022-09-15,9.9,2022-09-15,9.65,2.5906735751295336,10.259067357512954,27.22473604826546,False,-5.9829,13.9507,1,1,1,100.0,16.44803229061553,16.44803229061553,5.409326424870467,2.5906735751295336,历史1/1次成功; 当前距低点2.59%; 最新日涨幅-5.98%; 状态confirmed_rebound; 底部未确认
30,69.05359821414191,67.08551438219865,601222,林洋能源,confirmed_rebound,2022-09-15,7.39,2022-09-15,7.21,2.4965325936199685,8.183079056865463,29.863813229571978,False,-5.0129,2.204,1,1,1,100.0,8.804347826086962,8.804347826086962,5.5034674063800315,2.4965325936199685,历史1/1次成功; 当前距低点2.50%; 最新日涨幅-5.01%; 状态confirmed_rebound; 底部未确认
