rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.1077422530716,79.85202124646148,605258,协和电子,bottom_area,2022-09-08,22.8,2022-09-01,22.37,1.9222172552525691,5.274921770227983,28.98412698412698,False,-2.3555,1.8912,1,1,1,100.0,49.971379507727534,49.971379507727534,6.077782744747432,1.9222172552525691,历史1/1次成功; 当前距低点1.92%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
2,82.17069711626338,78.96994197292071,002110,三钢闽光,bottom_area,2022-09-08,5.27,2022-08-31,5.17,1.9342359767891615,2.7079303675048294,30.41722745625841,False,0.7648,0.3334,1,1,1,100.0,22.90322580645161,22.90322580645161,6.065764023210838,1.9342359767891615,历史1/1次成功; 当前距低点1.93%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
3,79.49705260224668,73.60838203911729,688288,鸿泉技术,bottom_area,2022-09-08,18.84,2022-09-08,18.84,0.0,4.511677282377927,31.039531478770133,False,-3.186,0.898,3,3,3,100.0,21.819258274824108,41.992882562277565,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-3.19%; 状态bottom_area; 底部未确认
4,78.37685683322451,74.41379093866259,688279,峰岹科技,confirmed_rebound,2022-09-08,63.0,2022-09-05,62.19,1.3024602026049241,8.216755105322399,27.07551594746717,True,-3.062,1.7796,1,1,1,100.0,24.37311935807422,24.37311935807422,6.697539797395076,1.3024602026049241,历史1/1次成功; 当前距低点1.30%; 最新日涨幅-3.06%; 状态confirmed_rebound; 底部已确认
5,78.33209964667321,74.03494651316439,605069,正和生态,bottom_area,2022-09-08,10.42,2022-08-29,10.31,1.0669253152279286,5.237633365664395,30.66577000672494,False,-1.3258,0.9912,1,1,1,100.0,8.212560386473426,8.212560386473426,6.9330746847720714,1.0669253152279286,历史1/1次成功; 当前距低点1.07%; 最新日涨幅-1.33%; 状态bottom_area; 底部未确认
6,78.2502181165172,75.80652505831628,688058,宝兰德,bottom_area,2022-09-08,41.37,2022-08-31,40.42,2.3503216229589206,7.397328055418097,31.49152542372881,True,-2.4292,1.1702,1,1,1,100.0,24.27558257345491,24.27558257345491,5.64967837704108,2.3503216229589206,历史1/1次成功; 当前距低点2.35%; 最新日涨幅-2.43%; 状态bottom_area; 底部已确认
7,77.81576753761934,74.39569548349077,601828,美凯龙,bottom_area,2022-09-08,4.89,2022-08-03,4.81,1.6632016632016646,7.692307692307695,27.010622154779973,True,-0.8114,0.3614,1,1,1,100.0,8.267716535433069,8.267716535433069,6.336798336798336,1.6632016632016646,历史1/1次成功; 当前距低点1.66%; 最新日涨幅-0.81%; 状态bottom_area; 底部已确认
8,77.26685332348436,75.76255582942541,688165,埃夫特,bottom_area,2022-09-08,8.3,2022-09-02,8.06,2.9776674937965284,7.071960297766752,28.4826974267968,True,-1.7751,0.4476,2,2,2,100.0,15.062568361728554,21.98142414860681,5.022332506203472,2.9776674937965284,历史2/2次成功; 当前距低点2.98%; 最新日涨幅-1.78%; 状态bottom_area; 底部已确认
9,76.62179815118894,73.62287707424866,002645,华宏科技,bottom_area,2022-09-08,18.54,2022-09-02,18.19,1.9241341396371514,5.99230346344145,28.27287066246056,False,-2.3182,1.2918,1,1,1,100.0,16.50485436893203,16.50485436893203,6.075865860362849,1.9241341396371514,历史1/1次成功; 当前距低点1.92%; 最新日涨幅-2.32%; 状态bottom_area; 底部未确认
10,76.5045509583456,73.33588715486195,002043,兔宝宝,confirmed_rebound,2022-09-08,8.48,2022-08-04,8.33,1.8007202881152504,8.403361344537807,30.2928870292887,True,-1.0502,1.276,1,1,1,100.0,14.470588235294123,14.470588235294123,6.19927971188475,1.8007202881152504,历史1/1次成功; 当前距低点1.80%; 最新日涨幅-1.05%; 状态confirmed_rebound; 底部已确认
11,76.49610368692112,72.71511052016942,688286,敏芯股份,confirmed_rebound,2022-09-08,45.31,2022-09-06,44.7,1.3646532438478733,8.008948545861292,32.3854182423234,True,-3.8821,2.2564,1,1,1,100.0,16.00279524807827,16.00279524807827,6.635346756152128,1.3646532438478733,历史1/1次成功; 当前距低点1.36%; 最新日涨幅-3.88%; 状态confirmed_rebound; 底部已确认
12,75.3220761387284,74.32031710628179,002045,国光电器,confirmed_rebound,2022-09-08,12.82,2022-09-02,12.41,3.3037872683319915,14.18211120064464,29.166666666666664,True,-7.1014,18.6695,2,2,2,100.0,31.73630149504698,33.77563329312426,4.696212731668008,3.3037872683319915,历史2/2次成功; 当前距低点3.30%; 最新日涨幅-7.10%; 状态confirmed_rebound; 底部已确认
13,75.3163984355307,69.98335991364425,002012,凯恩股份,bottom_area,2022-09-08,5.48,2022-09-06,5.47,0.1828153564899575,3.8391224862888476,27.54966887417219,False,-3.0088,5.8733,1,1,1,100.0,25.646123260437374,25.646123260437374,7.817184643510043,0.1828153564899575,历史1/1次成功; 当前距低点0.18%; 最新日涨幅-3.01%; 状态bottom_area; 底部未确认
14,75.27961763162088,75.30176520962372,603055,台华新材,bottom_area,2022-09-08,10.88,2022-09-01,10.46,4.01529636711281,7.934990439770538,31.767775603392035,True,1.4925,0.6271,1,1,1,100.0,19.498069498069512,19.498069498069512,3.9847036328871903,4.01529636711281,历史1/1次成功; 当前距低点4.02%; 最新日涨幅1.49%; 状态bottom_area; 底部已确认
15,74.85243522418946,75.11480807493005,605319,无锡振华,bottom_area,2022-09-08,14.2,2022-08-29,13.63,4.181951577402777,5.282465150403513,27.345415778251603,False,0.924,1.5841,2,2,2,100.0,13.062675652733196,17.248790972595383,3.8180484225972235,4.181951577402777,历史2/2次成功; 当前距低点4.18%; 最新日涨幅0.92%; 状态bottom_area; 底部未确认
16,74.46623973382604,69.13489421592661,000661,长春高新,bottom_area,2022-09-08,165.83,2022-09-07,165.6,0.1388888888888999,2.475845410628016,28.712871287128717,False,-1.2211,1.0891,1,1,1,100.0,10.330972487060738,10.330972487060738,7.861111111111101,0.1388888888888999,历史1/1次成功; 当前距低点0.14%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
17,74.1085482887602,68.81595700416086,300740,水羊股份,bottom_area,2022-09-08,13.46,2022-09-07,13.44,0.14880952380953386,3.4970238095238146,32.86713286713287,False,-2.393,1.6685,1,1,1,100.0,8.73786407766991,8.73786407766991,7.851190476190466,0.14880952380953386,历史1/1次成功; 当前距低点0.15%; 最新日涨幅-2.39%; 状态bottom_area; 底部未确认
18,72.70364426060291,68.08779992389451,000799,酒鬼酒,bottom_area,2022-09-08,136.31,2022-09-06,135.51,0.5903623348830429,2.5754556859272446,28.256035578144857,False,-0.4455,1.0724,1,1,1,100.0,10.235623910902333,10.235623910902333,7.409637665116957,0.5903623348830429,历史1/1次成功; 当前距低点0.59%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
19,71.73047756172879,70.73511062709466,002813,路畅科技,bottom_area,2022-09-08,28.71,2022-09-01,27.8,3.2733812949640293,7.194244604316546,27.415143603133153,True,-2.5127,1.918,1,1,1,100.0,8.324838600067956,8.324838600067956,4.726618705035971,3.2733812949640293,历史1/1次成功; 当前距低点3.27%; 最新日涨幅-2.51%; 状态bottom_area; 底部已确认
20,71.59418250606588,71.69624121241807,000037,深南电A,confirmed_rebound,2022-09-08,8.43,2022-09-05,8.1,4.074074074074075,9.7530864197531,31.41405588484336,True,-2.0906,9.0741,4,5,4,80.0,26.85553817906966,45.16765285996055,3.925925925925925,4.074074074074075,历史4/5次成功; 当前距低点4.07%; 最新日涨幅-2.09%; 状态confirmed_rebound; 底部已确认
21,71.26078779582284,70.22916215111836,002346,柘中股份,confirmed_rebound,2022-09-08,14.65,2022-09-06,14.19,3.241719520789294,9.161381254404516,31.44927536231884,True,-2.5931,2.0101,1,1,1,100.0,15.431627196333075,15.431627196333075,4.758280479210706,3.241719520789294,历史1/1次成功; 当前距低点3.24%; 最新日涨幅-2.59%; 状态confirmed_rebound; 底部已确认
