rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.041216076437,78.93651718292493,002796,世嘉科技,bottom_area,2022-07-25,10.4,2022-07-25,10.26,1.3645224171540018,7.115009746588698,31.6,False,-3.8817,14.7214,2,2,2,100.0,31.7614424410541,36.33841886269071,6.635477582845999,1.3645224171540018,历史2/2次成功; 当前距低点1.36%; 最新日涨幅-3.88%; 状态bottom_area; 底部未确认
2,78.89367791817452,73.88181228919957,600992,贵绳股份,bottom_area,2022-07-25,17.1,2022-07-25,17.0,0.5882352941176554,7.823529411764696,27.28828058169375,False,-8.4582,17.8884,2,2,2,100.0,34.90854171928938,61.79906542056074,7.411764705882345,0.5882352941176554,历史2/2次成功; 当前距低点0.59%; 最新日涨幅-8.46%; 状态bottom_area; 底部未确认
3,74.65275362417758,72.43801510300838,300359,全通教育,bottom_area,2022-07-25,5.05,2022-07-15,4.93,2.4340770791075075,5.882352941176472,27.500000000000004,False,-1.3672,0.7713,1,1,1,100.0,16.38554216867469,16.38554216867469,5.5659229208924925,2.4340770791075075,历史1/1次成功; 当前距低点2.43%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
4,73.36141158387157,71.3418873870684,601236,红塔证券,confirmed_rebound,2022-07-25,8.45,2022-07-25,8.24,2.5485436893203772,8.616504854368921,27.079646017699115,False,-7.7511,0.6626,2,2,2,100.0,15.658962358703505,18.12865497076022,5.451456310679623,2.5485436893203772,历史2/2次成功; 当前距低点2.55%; 最新日涨幅-7.75%; 状态confirmed_rebound; 底部未确认
5,72.35874376092714,70.62383608423448,000505,京粮控股,bottom_area,2022-07-25,8.63,2022-07-15,8.4,2.738095238095243,6.547619047619034,29.173693086003365,False,-0.8046,0.8029,1,1,1,100.0,10.358565737051803,10.358565737051803,5.261904761904757,2.738095238095243,历史1/1次成功; 当前距低点2.74%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
6,71.57965170854582,70.25716391716392,000761,本钢板材,bottom_area,2022-07-25,3.4,2022-07-15,3.3,3.030303030303033,6.060606060606066,31.818181818181817,False,-1.4493,0.1587,1,1,1,100.0,11.969111969111971,11.969111969111971,4.969696969696967,3.030303030303033,历史1/1次成功; 当前距低点3.03%; 最新日涨幅-1.45%; 状态bottom_area; 底部未确认
