rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.33894254617137,82.35939428634008,603356,华菱精工,bottom_area,2023-04-06,12.1,2023-04-06,11.8,2.542372881355923,2.796610169491526,30.3834808259587,False,1.5953,1.5249,2,2,2,100.0,31.91400245070737,38.38297872340427,17.45762711864408,2.542372881355923,历史2/2次成功; 当前距低点2.54%; 最新日涨幅1.60%; 状态bottom_area; 底部未确认
2,92.79600501453746,80.013379718108,002329,皇氏集团,bottom_area,2023-04-06,6.56,2023-04-06,6.44,1.8633540372670687,2.4844720496894293,27.395715896279583,False,0.6135,2.8552,1,1,1,100.0,27.644230769230756,27.644230769230756,18.136645962732935,1.8633540372670687,历史1/1次成功; 当前距低点1.86%; 最新日涨幅0.61%; 状态bottom_area; 底部未确认
3,88.62388972534787,76.0996870003715,300736,百邦科技,bottom_area,2023-04-06,11.8,2023-04-06,11.61,1.636520241171415,8.785529715762285,30.686567164179106,False,-9.9237,10.9801,1,1,1,100.0,36.51050080775442,36.51050080775442,18.363479758828586,1.636520241171415,历史1/1次成功; 当前距低点1.64%; 最新日涨幅-9.92%; 状态bottom_area; 底部未确认
4,86.52575880880423,76.36333747219973,300530,领湃科技,bottom_area,2023-04-06,23.67,2023-04-06,22.95,3.1372549019607945,3.660130718954248,28.393135725429016,False,1.3704,0.5032,3,4,3,75.0,27.802573379948058,34.07510431154381,16.862745098039206,3.1372549019607945,历史3/4次成功; 当前距低点3.14%; 最新日涨幅1.37%; 状态bottom_area; 底部未确认
5,81.81020489960957,69.87523168182415,002125,湘潭电化,bottom_area,2023-04-06,12.81,2023-04-06,12.64,1.344936708860759,2.531645569620255,27.398047099368178,False,-1.3857,1.4144,2,3,2,66.66666666666666,28.145272641720464,32.067510548523195,18.655063291139243,1.344936708860759,历史2/3次成功; 当前距低点1.34%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
6,79.67121620260954,67.27245066347433,002006,精工科技,bottom_area,2023-04-06,22.43,2023-04-06,22.27,0.7184553210597222,2.6493039964077227,27.765163801492047,False,-1.881,1.3995,2,3,2,66.66666666666666,46.311086714106686,61.48648648648647,19.28154467894028,0.7184553210597222,历史2/3次成功; 当前距低点0.72%; 最新日涨幅-1.88%; 状态bottom_area; 底部未确认
7,76.51403311911974,68.59527935899807,300393,中来股份,bottom_area,2023-04-06,14.83,2023-03-20,14.26,3.997194950911643,7.8541374474053365,27.61421319796954,True,0.2027,2.1892,2,3,2,66.66666666666666,22.108694518333078,23.89610389610389,16.00280504908836,3.997194950911643,历史2/3次成功; 当前距低点4.00%; 最新日涨幅0.20%; 状态bottom_area; 底部已确认
8,71.8890774866585,61.047279567535995,002347,泰尔股份,bottom_area,2023-04-06,4.91,2023-04-06,4.86,1.0288065843621363,1.646090534979425,31.355932203389823,False,-1.4056,2.3609,1,2,1,50.0,29.585798816568047,29.585798816568047,18.971193415637867,1.0288065843621363,历史1/2次成功; 当前距低点1.03%; 最新日涨幅-1.41%; 状态bottom_area; 底部未确认
9,71.4816806769035,61.18809304654982,300763,锦浪科技,bottom_area,2023-04-06,130.18,2023-04-04,128.3,1.4653156664068552,4.466095089633662,27.345829322158664,False,-0.0921,1.1891,1,2,1,50.0,35.693617021276594,35.693617021276594,18.534684333593145,1.4653156664068552,历史1/2次成功; 当前距低点1.47%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
10,64.88753944346846,54.55850255246736,603030,全筑股份,bottom_area,2023-04-06,2.06,2023-04-06,2.05,0.48780487804879175,2.4390243902439157,28.0701754385965,False,-1.9048,2.1651,1,2,1,50.0,27.906976744186036,27.906976744186036,19.51219512195121,0.48780487804879175,历史1/2次成功; 当前距低点0.49%; 最新日涨幅-1.90%; 状态bottom_area; 底部未确认
11,63.33759986478347,56.24609251987732,002520,日发精机,bottom_area,2023-04-06,6.25,2023-04-06,6.04,3.47682119205298,3.6423841059602604,27.316486161251508,False,1.1327,2.8793,1,3,1,33.33333333333333,30.752212389380546,30.752212389380546,16.52317880794702,3.47682119205298,历史1/3次成功; 当前距低点3.48%; 最新日涨幅1.13%; 状态bottom_area; 底部未确认
12,62.95531721426087,53.2973507351264,002192,融捷股份,bottom_area,2023-04-06,74.93,2023-04-06,74.29,0.8614887602638316,2.3017902813299145,29.43579027355623,False,-1.9241,2.9257,1,2,1,50.0,25.707231766279197,25.707231766279197,19.138511239736168,0.8614887602638316,历史1/2次成功; 当前距低点0.86%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
13,62.683628576807735,53.03264307946387,000887,中鼎股份,bottom_area,2023-04-06,12.21,2023-04-06,12.11,0.8257638315441901,1.98183319570603,28.512396694214885,False,-1.5323,1.166,1,2,1,50.0,23.84615384615385,23.84615384615385,19.17423616845581,0.8257638315441901,历史1/2次成功; 当前距低点0.83%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
14,59.414524063437604,53.55413499064866,688357,建龙微纳,bottom_area,2023-04-06,96.19,2023-03-30,92.23,4.293613791607929,5.692291011601431,27.108195684817826,False,2.3407,0.8924,1,3,1,33.33333333333333,26.291618828932272,26.291618828932272,15.706386208392074,4.293613791607929,历史1/3次成功; 当前距低点4.29%; 最新日涨幅2.34%; 状态bottom_area; 底部未确认
