rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.97183380684987,81.66537588297005,002322,理工能科,bottom_area,2022-11-28,9.37,2022-11-28,9.16,2.2925764192139635,3.165938864628812,29.80842911877395,False,0.2139,1.4052,2,2,2,100.0,25.120699563321974,28.6908077994429,17.70742358078604,2.2925764192139635,历史2/2次成功; 当前距低点2.29%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
2,88.9094213792437,77.47695374393047,002474,榕基软件,bottom_area,2022-11-28,8.81,2022-11-28,8.6,2.441860465116289,3.1395348837209256,28.33333333333334,False,1.1481,13.855,1,1,1,100.0,21.0989010989011,21.0989010989011,17.55813953488371,2.441860465116289,历史1/1次成功; 当前距低点2.44%; 最新日涨幅1.15%; 状态bottom_area; 底部未确认
3,85.81243072551248,76.13206251205867,002279,久其软件,bottom_area,2022-11-28,6.04,2022-11-28,5.84,3.424657534246579,4.280821917808219,28.606356968215156,False,0.1658,5.1536,1,1,1,100.0,25.915492957746476,25.915492957746476,16.575342465753423,3.424657534246579,历史1/1次成功; 当前距低点3.42%; 最新日涨幅0.17%; 状态bottom_area; 底部未确认
4,60.821102664395006,54.13490422825609,000681,视觉中国,bottom_area,2022-11-28,12.08,2022-11-28,11.66,3.602058319039451,4.459691252144079,28.641370869033047,False,1.5126,5.6472,1,3,1,33.33333333333333,20.93690248565965,20.93690248565965,16.39794168096055,3.602058319039451,历史1/3次成功; 当前距低点3.60%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
5,57.66301935334667,51.406560282854706,300769,德方纳米,bottom_area,2022-11-28,229.85,2022-11-28,221.67,3.6901700726304902,4.434519781657425,31.346010901883055,False,-3.4974,2.5512,1,2,1,50.0,20.592193808882907,20.592193808882907,16.309829927369513,3.6901700726304902,历史1/2次成功; 当前距低点3.69%; 最新日涨幅-3.50%; 状态bottom_area; 底部未确认
