rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.74866124829029,80.72453785214154,300342,天银机电,bottom_area,2023-11-03,16.88,2023-11-03,16.58,1.809408926417375,4.342581423401704,29.745762711864423,False,-0.5889,15.886,3,3,3,100.0,19.9461838944793,26.68539325842696,13.190591073582624,1.809408926417375,历史3/3次成功; 当前距低点1.81%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
2,88.26546357093108,81.33525423728815,002685,华东重机,bottom_area,2023-11-03,3.65,2023-11-02,3.54,3.107344632768358,3.6723163841807875,27.01030927835051,False,2.8169,4.1099,1,1,1,100.0,109.52380952380952,109.52380952380952,11.892655367231642,3.107344632768358,历史1/1次成功; 当前距低点3.11%; 最新日涨幅2.82%; 状态bottom_area; 底部未确认
3,86.22640444598777,79.5311777478287,601155,新城控股,bottom_area,2023-11-03,11.76,2023-10-20,11.4,3.1578947368421004,6.052631578947364,27.06333973128599,False,0.2558,0.437,2,2,2,100.0,24.2536438055306,24.642857142857142,11.842105263157897,3.1578947368421004,历史2/2次成功; 当前距低点3.16%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
4,85.4412945815804,78.36437083481214,000938,紫光股份,bottom_area,2023-11-03,19.81,2023-11-02,19.26,2.8556593977154576,3.322949117341625,28.161133905259224,False,2.5362,1.7189,1,1,1,100.0,30.942334739803094,30.942334739803094,12.144340602284542,2.8556593977154576,历史1/1次成功; 当前距低点2.86%; 最新日涨幅2.54%; 状态bottom_area; 底部未确认
5,84.07811022802765,74.39931097605071,600048,保利发展,bottom_area,2023-11-03,10.8,2023-10-30,10.7,0.9345794392523498,4.018691588785061,28.139691067830768,False,-0.8264,0.4776,2,2,2,100.0,31.721247836269217,31.987577639751546,14.065420560747649,0.9345794392523498,历史2/2次成功; 当前距低点0.93%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
6,83.46755494067054,77.85302939134459,688023,安恒信息,bottom_area,2023-11-03,120.36,2023-10-30,116.0,3.7586206896551717,5.36206896551724,29.6159213639949,False,3.6514,0.9863,1,1,1,100.0,39.261744966442954,39.261744966442954,11.241379310344827,3.7586206896551717,历史1/1次成功; 当前距低点3.76%; 最新日涨幅3.65%; 状态bottom_area; 底部未确认
7,82.53680748305263,72.44497076023396,600325,华发股份,bottom_area,2023-11-03,8.04,2023-11-03,8.0,0.49999999999998934,2.6250000000000107,27.667269439421343,False,-1.8315,1.1833,1,1,1,100.0,32.553606237816766,32.553606237816766,14.50000000000001,0.49999999999998934,历史1/1次成功; 当前距低点0.50%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
8,74.27901544348015,68.3293613009353,000928,中钢国际,bottom_area,2023-11-03,6.15,2023-10-23,5.97,3.0150753768844325,5.192629815745402,31.06235565819862,False,0.4902,1.59,2,3,2,66.66666666666666,17.833690825619026,18.798449612403097,11.984924623115567,3.0150753768844325,历史2/3次成功; 当前距低点3.02%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
9,74.05627264492757,69.83695652173915,000965,天保基建,bottom_area,2023-11-03,3.36,2023-10-23,3.22,4.347826086956511,8.385093167701864,29.8474945533769,True,-0.885,1.0957,1,1,1,100.0,16.666666666666664,16.666666666666664,10.65217391304349,4.347826086956511,历史1/1次成功; 当前距低点4.35%; 最新日涨幅-0.89%; 状态bottom_area; 底部已确认
10,72.24617222291204,67.45916456835485,300454,深信服,bottom_area,2023-11-03,83.51,2023-10-27,80.44,3.816509199403291,6.364992541024373,27.150878464046375,False,2.2154,0.7355,2,3,2,66.66666666666666,22.979241270579003,29.49391262831224,11.183490800596708,3.816509199403291,历史2/3次成功; 当前距低点3.82%; 最新日涨幅2.22%; 状态bottom_area; 底部未确认
11,71.47685671258333,67.18695775488878,300511,雪榕生物,bottom_area,2023-11-03,5.74,2023-10-30,5.51,4.174228675136124,4.355716878402908,27.212681638044923,False,1.5929,1.8539,2,3,2,66.66666666666666,25.900712191034756,29.220779220779214,10.825771324863876,4.174228675136124,历史2/3次成功; 当前距低点4.17%; 最新日涨幅1.59%; 状态bottom_area; 底部未确认
