rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.85303503644067,87.52473999104143,600202,哈空调,bottom_area,2025-01-27,4.46,2025-01-24,4.37,2.0594965675057177,3.89016018306636,29.967948717948715,False,0.2247,3.6061,5,5,5,100.0,20.432215940615322,41.50485436893204,5.940503432494283,2.0594965675057177,历史5/5次成功; 当前距低点2.06%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
2,88.16203945323109,85.67229758068228,300347,泰格医药,bottom_area,2025-01-27,49.0,2025-01-24,47.8,2.510460251046031,4.393305439330547,30.824891461649784,False,0.3687,1.9727,4,4,4,100.0,16.000790070253917,23.423271500843175,5.489539748953969,2.510460251046031,历史4/4次成功; 当前距低点2.51%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
3,87.31905576913397,81.19066010690126,002767,先锋电子,bottom_area,2025-01-27,13.81,2025-01-27,13.78,0.21770682148041465,4.354136429608138,31.442786069651753,False,-2.3338,8.3696,4,4,4,100.0,26.113073440196743,52.04379562043795,7.782293178519585,0.21770682148041465,历史4/4次成功; 当前距低点0.22%; 最新日涨幅-2.33%; 状态bottom_area; 底部未确认
4,85.65193055164325,79.30734310337337,002246,北化股份,bottom_area,2025-01-27,9.05,2025-01-27,9.05,0.0,4.861878453038669,28.571428571428566,False,-2.4784,1.3738,4,4,4,100.0,25.577113458996685,31.992687385740403,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-2.48%; 状态bottom_area; 底部未确认
5,83.12484365740804,76.96744783093337,300601,康泰生物,bottom_area,2025-01-27,14.37,2025-01-27,14.37,0.0,2.8531663187195555,29.316281357599607,False,-1.1012,1.0796,5,5,5,100.0,12.997031349104097,24.837758112094402,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-1.10%; 状态bottom_area; 底部未确认
6,82.7196471737355,80.0706919512869,600325,华发股份,bottom_area,2025-01-27,5.32,2025-01-13,5.2,2.3076923076923097,5.961538461538454,29.539295392953925,False,-0.7463,0.9938,3,3,3,100.0,22.53887318723322,32.553606237816766,5.692307692307691,2.3076923076923097,历史3/3次成功; 当前距低点2.31%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
7,82.04395624391591,75.966626151774,605162,新中港,bottom_area,2025-01-27,6.77,2025-01-27,6.77,0.0,4.283604135893649,27.43837084673098,False,-4.6479,3.3087,4,4,4,100.0,17.831323396634367,26.46502835538753,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-4.65%; 状态bottom_area; 底部未确认
8,81.95033683399235,79.24662833776279,002571,德力股份,bottom_area,2025-01-27,4.08,2025-01-22,3.99,2.2556390977443574,6.265664160401002,28.749999999999993,False,-1.6867,4.6177,3,3,3,100.0,17.47035204634371,28.291814946619215,5.744360902255643,2.2556390977443574,历史3/3次成功; 当前距低点2.26%; 最新日涨幅-1.69%; 状态bottom_area; 底部未确认
9,80.7727987871483,79.62862055011747,002183,怡亚通,confirmed_rebound,2025-01-27,4.12,2025-01-13,3.99,3.2581453634085182,10.526315789473681,28.62254025044722,True,-1.9048,1.0037,4,4,4,100.0,16.167698810155322,31.948881789137378,4.741854636591482,3.2581453634085182,历史4/4次成功; 当前距低点3.26%; 最新日涨幅-1.90%; 状态confirmed_rebound; 底部已确认
10,78.50730639258046,72.69195036350042,000736,中交地产,bottom_area,2025-01-27,6.3,2025-01-27,6.3,0.0,6.825396825396836,30.76923076923077,False,-10.0,6.306,3,3,3,100.0,16.892206255378625,19.029126213592225,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
11,78.3992374266073,78.95285104348594,000829,天音控股,confirmed_rebound,2025-01-27,10.04,2025-01-13,9.62,4.365904365904365,11.018711018711025,30.691642651296842,True,-2.3346,2.1118,4,4,4,100.0,26.113510740579983,46.4765100671141,3.6340956340956354,4.365904365904365,历史4/4次成功; 当前距低点4.37%; 最新日涨幅-2.33%; 状态confirmed_rebound; 底部已确认
