rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.17211445062875,86.0934693877551,002687,乔治白,bottom_area,2024-08-22,3.96,2024-08-22,3.92,1.020408163265307,1.785714285714293,32.99145299145299,False,0.0,0.6725,1,1,1,100.0,64.00000000000001,64.00000000000001,6.979591836734693,1.020408163265307,历史1/1次成功; 当前距低点1.02%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,90.7936435857699,87.96266138042293,600343,航天动力,bottom_area,2024-08-22,7.83,2024-08-19,7.65,2.3529411764705843,4.052287581699341,31.696428571428566,False,1.1628,2.3729,4,4,4,100.0,26.383694961160476,55.72413793103447,5.647058823529417,2.3529411764705843,历史4/4次成功; 当前距低点2.35%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
3,87.98404597225942,83.12864288604348,300639,凯普生物,confirmed_rebound,2024-08-22,5.78,2024-08-22,5.72,1.0489510489510576,8.041958041958042,27.594936708860768,False,-2.3649,5.9484,4,4,4,100.0,17.09812514866608,33.27433628318583,6.951048951048942,1.0489510489510576,历史4/4次成功; 当前距低点1.05%; 最新日涨幅-2.36%; 状态confirmed_rebound; 底部未确认
4,85.51865360613637,83.75423113685332,002545,东方铁塔,bottom_area,2024-08-22,6.0,2024-07-25,5.83,2.915951972555745,7.375643224699823,29.247572815533985,True,0.0,0.3362,3,3,3,100.0,18.132266850969987,28.468653648509758,5.084048027444255,2.915951972555745,历史3/3次成功; 当前距低点2.92%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
5,85.36689813951106,79.94380932013358,002219,新里程,bottom_area,2024-08-22,1.71,2024-08-22,1.7,0.5882352941176475,2.941176470588238,28.870292887029294,False,0.0,0.8898,2,2,2,100.0,34.81175156302061,45.685279187817265,7.411764705882352,0.5882352941176475,历史2/2次成功; 当前距低点0.59%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
6,84.53411623998501,79.06856619991751,000983,山西焦煤,bottom_area,2024-08-22,7.65,2024-08-21,7.61,0.5256241787122212,3.28515111695138,29.86175115207373,False,-0.6494,0.3891,4,4,4,100.0,18.47843724398591,27.212389380530986,7.474375821287779,0.5256241787122212,历史4/4次成功; 当前距低点0.53%; 最新日涨幅-0.65%; 状态bottom_area; 底部未确认
7,83.81178822040467,78.66294116249584,002685,华东重机,bottom_area,2024-08-22,2.86,2024-08-22,2.84,0.7042253521126767,3.521126760563384,27.918781725888326,False,-3.0508,3.8426,3,3,3,100.0,45.36868260920823,109.52380952380952,7.295774647887324,0.7042253521126767,历史3/3次成功; 当前距低点0.70%; 最新日涨幅-3.05%; 状态bottom_area; 底部未确认
8,82.86012119474258,77.5069475259343,688327,云从科技,bottom_area,2024-08-22,7.61,2024-08-22,7.57,0.5284015852047561,5.680317040951119,32.770870337477795,False,-3.1807,2.1375,7,7,7,100.0,20.331737312909354,53.56783919597991,7.471598414795244,0.5284015852047561,历史7/7次成功; 当前距低点0.53%; 最新日涨幅-3.18%; 状态bottom_area; 底部未确认
9,82.5825840778731,77.53193247654396,000597,东北制药,bottom_area,2024-08-22,4.2,2024-08-22,4.17,0.7194244604316606,3.836930455635495,30.383973288814698,False,-2.0979,3.5094,3,3,3,100.0,29.259248636172746,61.02150537634409,7.28057553956834,0.7194244604316606,历史3/3次成功; 当前距低点0.72%; 最新日涨幅-2.10%; 状态bottom_area; 底部未确认
10,82.1117273304229,77.92646334407803,002293,罗莱生活,bottom_area,2024-08-22,7.12,2024-08-21,7.03,1.2802275960170675,2.9871977240398286,31.34765625,False,0.4231,0.2556,1,1,1,100.0,9.27624872579001,9.27624872579001,6.719772403982932,1.2802275960170675,历史1/1次成功; 当前距低点1.28%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
11,81.79795613096987,77.6014433802758,301510,固高科技,bottom_area,2024-08-22,20.06,2024-08-21,19.81,1.2619888944977284,3.63452801615347,28.91998564764981,False,-0.8403,1.4104,2,2,2,100.0,13.11170999855176,16.010654039656714,6.738011105502271,1.2619888944977284,历史2/2次成功; 当前距低点1.26%; 最新日涨幅-0.84%; 状态bottom_area; 底部未确认
