rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.55156963780053,75.76361638232085,300986,志特新材,bottom_area,2026-03-03,28.09,39.56,2026-03-03,27.86,0.8255563531945457,6.532663316582915,29.57532861476239,28.993933265925182,False,-5.0051,7.2758,2,2,2,100.0,47.93486487959358,54.76987447698747,19.174443646805457,0.8255563531945457,历史2/2次成功; 当前距低点0.83%; 最新日涨幅-5.01%; 状态bottom_area; 底部未确认
2,89.0441330701492,74.6308258696254,001206,依依股份,bottom_area,2026-03-03,22.41,31.9,2026-03-03,22.34,0.31333930170098606,4.297224709042081,29.968652037617556,29.749216300940436,False,-1.4945,4.4446,1,1,1,100.0,42.01741654571844,42.01741654571844,19.686660698299015,0.31333930170098606,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
3,88.43699092234144,74.156917057903,300781,因赛集团,bottom_area,2026-03-03,38.47,53.22,2026-03-03,38.34,0.3390714658320173,9.702660406885755,27.959413754227725,27.715144682450205,False,-7.6572,7.4981,1,1,1,100.0,75.49457562220803,75.49457562220803,19.660928534167983,0.3390714658320173,历史1/1次成功; 当前距低点0.34%; 最新日涨幅-7.66%; 状态bottom_area; 底部未确认
4,86.62417153991021,72.28159950626385,603758,秦安股份,bottom_area,2026-03-03,13.98,19.16,2026-03-03,13.97,0.07158196134573934,5.153901216893334,27.08768267223382,27.035490605427974,False,-1.8258,1.45,1,1,1,100.0,26.423690205011397,26.423690205011397,19.92841803865426,0.07158196134573934,历史1/1次成功; 当前距低点0.07%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
5,86.52687886757006,73.13181655042577,300077,国民技术,bottom_area,2026-03-03,19.6,27.8,2026-03-03,19.45,0.7712082262210906,8.894601542416455,30.035971223021583,29.496402877697836,False,-6.3098,6.4788,1,1,1,100.0,49.78586723768737,49.78586723768737,19.228791773778912,0.7712082262210906,历史1/1次成功; 当前距低点0.77%; 最新日涨幅-6.31%; 状态bottom_area; 底部未确认
6,85.93853052663783,71.83493774865241,300940,南极光,bottom_area,2026-03-03,24.0,33.76,2026-03-03,23.96,0.16694490818029692,5.342237061769605,29.028436018957336,28.909952606635063,False,-3.8076,3.0115,1,1,1,100.0,35.40630182421225,35.40630182421225,19.833055091819705,0.16694490818029692,历史1/1次成功; 当前距低点0.17%; 最新日涨幅-3.81%; 状态bottom_area; 底部未确认
7,85.23484046947672,71.9257075452953,605116,奥锐特,bottom_area,2026-03-03,25.0,35.58,2026-03-03,24.83,0.684655658477655,4.309303262182844,30.213603147835865,29.73580663293985,False,-2.076,1.0509,1,1,1,100.0,32.02538949798039,32.02538949798039,19.315344341522348,0.684655658477655,历史1/1次成功; 当前距低点0.68%; 最新日涨幅-2.08%; 状态bottom_area; 底部未确认
8,85.09210009977694,71.66143561450873,300063,天龙集团,bottom_area,2026-03-03,12.24,16.81,2026-03-03,12.17,0.5751848808545628,8.874281018898934,27.602617489589527,27.186198691255196,False,-7.0615,11.6938,1,1,1,100.0,39.47772657450077,39.47772657450077,19.42481511914544,0.5751848808545628,历史1/1次成功; 当前距低点0.58%; 最新日涨幅-7.06%; 状态bottom_area; 底部未确认
9,84.99103516233036,71.22113634861272,688317,之江生物,bottom_area,2026-03-03,19.82,28.58,2026-03-03,19.76,0.30364372469634976,4.807692307692304,30.86074177746675,30.650804758572427,False,-3.3642,1.5188,3,4,3,75.0,37.948623875916084,40.461049284578706,19.69635627530365,0.30364372469634976,历史3/4次成功; 当前距低点0.30%; 最新日涨幅-3.36%; 状态bottom_area; 底部未确认
10,82.76469735908547,69.23894915254235,600271,航天信息,bottom_area,2026-03-03,9.46,13.99,2026-03-03,9.44,0.21186440677967533,5.508474576271201,32.52323087919943,32.38027162258756,False,-4.5409,1.8493,1,1,1,100.0,21.999999999999996,21.999999999999996,19.78813559322033,0.21186440677967533,历史1/1次成功; 当前距低点0.21%; 最新日涨幅-4.54%; 状态bottom_area; 底部未确认
11,79.05405109575356,66.5098173515982,300725,药石科技,bottom_area,2026-03-03,36.69,51.15,2026-03-03,36.5,0.5205479452054732,5.671232876712329,28.64125122189638,28.269794721407628,False,-3.8774,4.5472,2,3,2,66.66666666666666,51.70433867208061,60.139860139860126,19.47945205479453,0.5205479452054732,历史2/3次成功; 当前距低点0.52%; 最新日涨幅-3.88%; 状态bottom_area; 底部未确认
12,78.30463625697777,65.46313249763377,601519,大智慧,bottom_area,2026-03-03,11.47,15.88,2026-03-03,11.45,0.17467248908298122,5.240174672489096,27.89672544080605,27.770780856423173,False,-3.2884,1.8622,2,3,2,66.66666666666666,40.13289841976505,40.138408304498256,19.82532751091702,0.17467248908298122,历史2/3次成功; 当前距低点0.17%; 最新日涨幅-3.29%; 状态bottom_area; 底部未确认
13,78.28114389612223,65.34482761874949,603130,云中马,bottom_area,2026-03-03,43.35,61.5,2026-03-03,43.31,0.09235742322788996,6.626645116601241,29.577235772357717,29.51219512195122,False,-5.1007,1.479,2,3,2,66.66666666666666,38.48782729592695,52.76771857216763,19.907642576772112,0.09235742322788996,历史2/3次成功; 当前距低点0.09%; 最新日涨幅-5.10%; 状态bottom_area; 底部未确认
14,75.21520459201882,62.82458104220658,300426,华智数媒,bottom_area,2026-03-03,7.93,10.88,2026-03-03,7.92,0.12626262626262355,6.691919191919184,27.20588235294118,27.113970588235304,False,-4.2271,2.5406,2,3,2,66.66666666666666,25.35372668504675,25.936811168258643,19.873737373737377,0.12626262626262355,历史2/3次成功; 当前距低点0.13%; 最新日涨幅-4.23%; 状态bottom_area; 底部未确认
15,71.64464607277158,59.87674421717551,600693,东百集团,bottom_area,2026-03-03,12.7,17.5,2026-03-03,12.68,0.1577287066246023,5.205047318611989,27.542857142857148,27.42857142857143,False,-3.8607,5.3322,2,4,2,50.0,29.335299291825866,30.632090761750412,19.8422712933754,0.1577287066246023,历史2/4次成功; 当前距低点0.16%; 最新日涨幅-3.86%; 状态bottom_area; 底部未确认
16,71.55963263852409,60.21347899597475,300363,博腾股份,bottom_area,2026-03-03,20.92,30.4,2026-03-03,20.81,0.5285920230658482,6.871696299855838,31.546052631578945,31.18421052631578,False,-4.9523,3.0318,3,6,3,50.0,35.69176778798318,46.29503738953092,19.471407976934152,0.5285920230658482,历史3/6次成功; 当前距低点0.53%; 最新日涨幅-4.95%; 状态bottom_area; 底部未确认
17,69.69334374104227,58.077786450868565,688318,财富趋势,bottom_area,2026-03-03,117.0,163.63,2026-03-03,117.0,0.0,7.094017094017091,28.497219336307523,28.497219336307523,False,-4.7852,1.5568,4,8,4,50.0,29.988099198218027,36.949152542372886,20.0,0.0,历史4/8次成功; 当前距低点0.00%; 最新日涨幅-4.79%; 状态bottom_area; 底部未确认
18,65.87344401244007,54.94795020232727,603099,长白山,bottom_area,2026-03-03,37.72,52.2,2026-03-03,37.7,0.05305039787797353,3.554376657824924,27.77777777777778,27.73946360153257,False,-1.3856,1.8189,1,2,1,50.0,24.671532846715323,24.671532846715323,19.94694960212203,0.05305039787797353,历史1/2次成功; 当前距低点0.05%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
19,65.37717189410262,54.698426049522844,002009,天奇股份,bottom_area,2026-03-03,27.67,38.0,2026-03-03,27.61,0.2173125679101857,5.686345526982978,27.342105263157894,27.184210526315784,False,-2.9463,15.1668,1,3,1,33.33333333333333,44.78798586572438,44.78798586572438,19.782687432089816,0.2173125679101857,历史1/3次成功; 当前距低点0.22%; 最新日涨幅-2.95%; 状态bottom_area; 底部未确认
20,65.09729528285969,56.809377096711586,000995,皇台酒业,bottom_area,2026-03-03,15.45,21.2,2026-03-03,15.07,2.5215660252156535,8.626410086264105,28.915094339622637,27.122641509433965,False,1.3115,18.9362,2,8,2,25.0,23.45993351722187,24.697644812221508,17.478433974784345,2.5215660252156535,历史2/8次成功; 当前距低点2.52%; 最新日涨幅1.31%; 状态bottom_area; 底部未确认
21,64.67395853417247,54.05558441558441,300723,一品红,bottom_area,2026-03-03,30.85,45.88,2026-03-03,30.8,0.16233766233766464,5.746753246753245,32.86835222319093,32.759372275501306,False,-4.3707,2.3235,1,2,1,50.0,31.428571428571427,31.428571428571427,19.837662337662337,0.16233766233766464,历史1/2次成功; 当前距低点0.16%; 最新日涨幅-4.37%; 状态bottom_area; 底部未确认
22,63.43501699790905,53.07780022779506,000516,国际医学,bottom_area,2026-03-03,4.52,6.19,2026-03-03,4.51,0.2217294900221682,4.212860310421295,27.14054927302101,26.978998384491128,False,-3.212,1.6183,1,2,1,50.0,26.89969604863221,26.89969604863221,19.778270509977833,0.2217294900221682,历史1/2次成功; 当前距低点0.22%; 最新日涨幅-3.21%; 状态bottom_area; 底部未确认
23,62.8555484148636,52.52783611904517,301392,汇成真空,bottom_area,2026-03-03,103.96,151.3,2026-03-03,103.8,0.15414258188824337,7.5048169556840145,31.394580304031734,31.288830138797103,False,-6.0716,5.706,1,3,1,33.33333333333333,42.55885952912378,42.55885952912378,19.845857418111756,0.15414258188824337,历史1/3次成功; 当前距低点0.15%; 最新日涨幅-6.07%; 状态bottom_area; 底部未确认
24,62.05629857525446,52.0682816962287,603598,引力传媒,bottom_area,2026-03-03,21.53,31.6,2026-03-03,21.45,0.3729603729603816,7.925407925407922,32.120253164556964,31.867088607594933,False,-5.9003,8.0677,1,2,1,50.0,23.325974981604134,23.325974981604134,19.62703962703962,0.3729603729603816,历史1/2次成功; 当前距低点0.37%; 最新日涨幅-5.90%; 状态bottom_area; 底部未确认
25,60.67237969266285,54.22650496998567,600593,大连圣亚,bottom_area,2026-03-03,37.15,49.5,2026-02-24,35.78,3.828954723309104,10.340972610396857,27.717171717171713,24.94949494949495,True,-3.1543,4.4077,1,2,1,50.0,28.26086956521739,28.26086956521739,16.171045276690897,3.828954723309104,历史1/2次成功; 当前距低点3.83%; 最新日涨幅-3.15%; 状态bottom_area; 底部已确认
26,60.150486207863835,50.27980994972656,688083,中望软件,bottom_area,2026-03-03,59.7,83.59,2026-03-03,59.6,0.16778523489933125,7.214765100671136,28.69960521593492,28.579973681062327,False,-5.7616,2.0562,2,7,2,28.57142857142857,24.290723500060842,27.053669222343906,19.83221476510067,0.16778523489933125,历史2/7次成功; 当前距低点0.17%; 最新日涨幅-5.76%; 状态bottom_area; 底部未确认
27,59.72589382092941,50.091559107559135,000503,国新健康,bottom_area,2026-03-03,8.61,12.54,2026-03-03,8.58,0.3496503496503422,4.662004662004666,31.578947368421044,31.33971291866029,False,-3.367,1.8985,1,3,1,33.33333333333333,31.85714285714286,31.85714285714286,19.650349650349657,0.3496503496503422,历史1/3次成功; 当前距低点0.35%; 最新日涨幅-3.37%; 状态bottom_area; 底部未确认
28,58.107382882444796,48.536173188677544,301459,丰茂股份,bottom_area,2026-03-03,39.25,54.99,2026-03-03,39.2,0.12755102040815602,5.561224489795917,28.714311693035093,28.623386070194584,False,-3.6573,5.2295,1,3,1,33.33333333333333,20.772345063843044,20.772345063843044,19.872448979591844,0.12755102040815602,历史1/3次成功; 当前距低点0.13%; 最新日涨幅-3.66%; 状态bottom_area; 底部未确认
29,55.93469767030787,46.72378487143403,000670,盈方微,bottom_area,2026-03-03,7.68,11.23,2026-03-03,7.67,0.13037809647978862,7.561929595827902,31.700801424755127,31.611754229741766,False,-6.4555,5.8632,1,5,1,20.0,23.28519855595668,23.28519855595668,19.869621903520212,0.13037809647978862,历史1/5次成功; 当前距低点0.13%; 最新日涨幅-6.46%; 状态bottom_area; 底部未确认
30,54.1580907912047,45.436032344751105,300378,鼎捷数智,bottom_area,2026-03-03,43.8,60.5,2026-03-03,43.64,0.3666361136571874,7.561869844179644,27.86776859504132,27.603305785123972,False,-5.5016,4.7332,1,6,1,16.666666666666664,26.480086114101198,26.480086114101198,19.633363886342813,0.3666361136571874,历史1/6次成功; 当前距低点0.37%; 最新日涨幅-5.50%; 状态bottom_area; 底部未确认
31,52.77631207711153,44.285871473423754,300612,宣亚国际,bottom_area,2026-03-03,15.94,22.05,2026-03-03,15.88,0.3778337531486065,6.108312342569273,27.981859410430836,27.709750566893426,False,-4.4937,7.551,1,7,1,14.285714285714285,25.592417061611382,25.592417061611382,19.622166246851393,0.3778337531486065,历史1/7次成功; 当前距低点0.38%; 最新日涨幅-4.49%; 状态bottom_area; 底部未确认
