rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.68012043739017,86.57315630523719,002678,珠江钢琴,bottom_area,2025-11-21,4.99,2025-11-03,4.92,1.4227642276422823,7.113821138211375,29.613733905579405,True,-2.1569,1.1153,4,4,4,100.0,20.79063841000859,35.5191256830601,8.577235772357717,1.4227642276422823,历史4/4次成功; 当前距低点1.42%; 最新日涨幅-2.16%; 状态bottom_area; 底部已确认
12,82.9930292910177,75.75210686204521,000063,中兴通讯,bottom_area,2025-11-21,38.07,2025-11-21,37.99,0.21058173203474145,2.921821531982099,27.638095238095232,False,-2.8579,2.4815,3,3,3,100.0,13.452866726260273,17.19567492152075,9.78941826796526,0.21058173203474145,历史3/3次成功; 当前距低点0.21%; 最新日涨幅-2.86%; 状态bottom_area; 底部未确认
13,82.79713549713173,78.5841694057931,603809,豪能股份,bottom_area,2025-11-21,11.77,2025-11-21,11.51,2.258905299739355,4.257167680278021,32.294117647058826,False,-0.5912,2.3594,2,2,2,100.0,30.615448866660387,31.661442006269603,7.741094700260645,2.258905299739355,历史2/2次成功; 当前距低点2.26%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
14,82.6078565869857,75.71743129471048,002338,奥普光电,bottom_area,2025-11-21,49.01,2025-11-21,48.8,0.43032786885246077,2.418032786885245,30.632551528073915,False,-2.0779,1.5974,3,3,3,100.0,15.960101267172554,20.995288574793882,9.56967213114754,0.43032786885246077,历史3/3次成功; 当前距低点0.43%; 最新日涨幅-2.08%; 状态bottom_area; 底部未确认
15,82.21083117105735,74.93016715590836,002664,信质集团,bottom_area,2025-11-21,22.23,2025-11-21,22.2,0.13513513513514025,3.5585585585585546,29.746835443037977,False,-3.3478,2.0489,2,2,2,100.0,34.990727225895085,52.526315789473685,9.86486486486486,0.13513513513514025,历史2/2次成功; 当前距低点0.14%; 最新日涨幅-3.35%; 状态bottom_area; 底部未确认
16,81.93392776828937,74.48538888026306,601127,赛力斯,bottom_area,2025-11-21,123.4,2025-11-21,123.4,0.0,2.6742301458670967,28.255813953488367,False,-2.5815,1.6508,8,9,8,88.88888888888889,23.726702462585248,42.19143576826195,10.0,0.0,历史8/9次成功; 当前距低点0.00%; 最新日涨幅-2.58%; 状态bottom_area; 底部未确认
17,80.93958185141278,73.58143804673888,002578,闽发铝业,bottom_area,2025-11-21,3.73,2025-11-21,3.73,0.0,9.651474530831097,30.410447761194032,False,-9.6852,12.986,3,3,3,100.0,21.674398100746647,38.589211618257245,10.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.69%; 状态bottom_area; 底部未确认
18,80.80629785226985,73.69070855001979,002136,安纳达,confirmed_rebound,2025-11-21,12.21,2025-11-21,12.19,0.16406890894176662,10.172272354388845,29.45601851851853,False,-7.4299,10.5687,3,3,3,100.0,22.230030443048534,42.29299363057326,9.835931091058233,0.16406890894176662,历史3/3次成功; 当前距低点0.16%; 最新日涨幅-7.43%; 状态confirmed_rebound; 底部未确认
19,80.63007071688556,76.27620279114295,603127,昭衍新药,bottom_area,2025-11-21,27.4,2025-11-21,26.84,2.086438152011918,5.923994038748137,29.33122696155871,False,-3.1117,2.9714,2,2,2,100.0,26.307966546936147,41.08695652173912,7.913561847988082,2.086438152011918,历史2/2次成功; 当前距低点2.09%; 最新日涨幅-3.11%; 状态bottom_area; 底部未确认
20,79.48283333792789,73.05846281436826,688608,恒玄科技,bottom_area,2025-11-21,200.16,2025-11-21,199.01,0.577860409024675,2.7285061052208466,30.899305555555557,False,-1.3018,2.0172,1,1,1,100.0,36.80636853195971,36.80636853195971,9.422139590975325,0.577860409024675,历史1/1次成功; 当前距低点0.58%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
21,79.40697560975607,75.62569105691055,600094,大名城,bottom_area,2025-11-21,4.2,2025-11-21,4.1,2.4390243902439157,4.87804878048781,30.743243243243246,False,0.2387,3.1934,2,3,2,66.66666666666666,51.71595225176342,87.28070175438596,7.560975609756085,2.4390243902439157,历史2/3次成功; 当前距低点2.44%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
22,79.36866724262417,73.45455331412106,688588,凌志软件,bottom_area,2025-11-21,14.01,2025-11-21,13.88,0.9365994236311168,4.178674351585014,30.599999999999994,False,-2.0964,1.8659,1,1,1,100.0,43.33333333333334,43.33333333333334,9.063400576368883,0.9365994236311168,历史1/1次成功; 当前距低点0.94%; 最新日涨幅-2.10%; 状态bottom_area; 底部未确认
23,79.13838041375686,74.28132287604157,300680,隆盛科技,bottom_area,2025-11-21,42.47,2025-11-21,41.77,1.6758439071103561,4.357194158486952,28.9625850340136,False,-0.7942,5.3517,3,4,3,75.0,21.167994538995604,34.71428571428571,8.324156092889645,1.6758439071103561,历史3/4次成功; 当前距低点1.68%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
24,79.02684926862001,72.57567789975306,300591,万里马,bottom_area,2025-11-21,9.45,2025-11-21,9.4,0.5319148936170099,8.404255319148927,27.131782945736433,False,-8.6957,15.6922,2,2,2,100.0,27.19593471612817,29.663608562691135,9.468085106382992,0.5319148936170099,历史2/2次成功; 当前距低点0.53%; 最新日涨幅-8.70%; 状态bottom_area; 底部未确认
25,78.72760580032231,72.9448100070039,688310,迈得医疗,bottom_area,2025-11-21,15.2,2025-11-21,15.05,0.9966777408637779,6.245847176079731,29.804104477611943,False,-4.6424,1.8179,3,3,3,100.0,18.210942237490904,23.648648648648653,9.003322259136223,0.9966777408637779,历史3/3次成功; 当前距低点1.00%; 最新日涨幅-4.64%; 状态bottom_area; 底部未确认
26,78.56298733195891,72.76303524704917,688171,纬德信息,bottom_area,2025-11-21,41.4,2025-11-21,41.0,0.9756097560975575,8.219512195121945,28.34673191191891,False,-5.5441,0.9909,3,3,3,100.0,16.975405865331158,20.508658008658003,9.024390243902443,0.9756097560975575,历史3/3次成功; 当前距低点0.98%; 最新日涨幅-5.54%; 状态bottom_area; 底部未确认
27,78.42082905707039,72.42373283891362,603151,邦基科技,bottom_area,2025-11-21,18.32,2025-11-21,18.17,0.825536598789205,3.5773252614199147,32.62884686688913,False,-2.8117,1.9995,1,1,1,100.0,36.42987249544626,36.42987249544626,9.174463401210796,0.825536598789205,历史1/1次成功; 当前距低点0.83%; 最新日涨幅-2.81%; 状态bottom_area; 底部未确认
28,78.27646886244167,73.42444749021004,688766,普冉股份,bottom_area,2025-11-21,121.97,2025-11-21,120.0,1.6416666666666655,7.816666666666664,28.22966507177033,False,-12.9594,9.0341,1,1,1,100.0,22.190577904355056,22.190577904355056,8.358333333333334,1.6416666666666655,历史1/1次成功; 当前距低点1.64%; 最新日涨幅-12.96%; 状态bottom_area; 底部未确认
29,78.22858508452249,71.3338238129714,301338,凯格精机,bottom_area,2025-11-21,56.5,2025-11-21,56.41,0.15954617975536856,4.18365538025174,27.540141297366734,False,-4.7218,3.5623,2,2,2,100.0,15.954780122653972,16.035634743875285,9.840453820244633,0.15954617975536856,历史2/2次成功; 当前距低点0.16%; 最新日涨幅-4.72%; 状态bottom_area; 底部未确认
30,77.89058715641934,71.2273805855162,301017,漱玉平民,bottom_area,2025-11-21,13.02,2025-11-21,12.98,0.30816640986131855,5.084745762711865,27.566964285714292,False,-2.8358,7.0636,1,1,1,100.0,23.655913978494613,23.655913978494613,9.691833590138682,0.30816640986131855,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-2.84%; 状态bottom_area; 底部未确认
31,77.76674654293736,70.93483167486637,688008,澜起科技,bottom_area,2025-11-21,113.9,2025-11-21,113.7,0.1759014951627114,2.902374670184694,28.43655589123867,False,-3.4909,2.0901,3,4,3,75.0,34.8434789453621,62.20095693779905,9.82409850483729,0.1759014951627114,历史3/4次成功; 当前距低点0.18%; 最新日涨幅-3.49%; 状态bottom_area; 底部未确认
32,77.73066966193605,75.08345840130505,300258,精锻科技,bottom_area,2025-11-21,12.65,2025-11-21,12.26,3.181076672104409,4.812398042414355,29.418537708693155,False,0.0791,3.3054,1,1,1,100.0,17.29200652528549,17.29200652528549,6.818923327895591,3.181076672104409,历史1/1次成功; 当前距低点3.18%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
33,77.68469436107843,71.08245917034162,000620,盈新发展,bottom_area,2025-11-21,2.95,2025-11-21,2.94,0.3401360544217766,8.163265306122456,28.11735941320293,False,-8.9506,9.606,8,10,8,80.0,26.817039647437017,58.4192439862543,9.659863945578225,0.3401360544217766,历史8/10次成功; 当前距低点0.34%; 最新日涨幅-8.95%; 状态bottom_area; 底部未确认
34,77.4193647862812,71.55721688905716,000803,山高环能,bottom_area,2025-11-21,6.97,2025-11-21,6.91,0.8683068017366079,4.920405209840808,27.94577685088634,False,-4.1265,5.5751,2,2,2,100.0,25.843851596863644,36.1111111111111,9.131693198263392,0.8683068017366079,历史2/2次成功; 当前距低点0.87%; 最新日涨幅-4.13%; 状态bottom_area; 底部未确认
35,77.36386564034864,71.52155275538814,603197,保隆科技,bottom_area,2025-11-21,34.4,2025-11-21,34.1,0.8797653958944197,2.170087976539595,27.431368376250266,False,-0.8074,1.4436,5,6,5,83.33333333333334,18.355293143516597,23.07435811937312,9.120234604105582,0.8797653958944197,历史5/6次成功; 当前距低点0.88%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
36,77.15579125470576,70.22779244944262,003038,鑫铂股份,bottom_area,2025-11-21,15.56,2025-11-21,15.55,0.06430868167202435,5.016077170417991,27.975914775358955,False,-5.0641,4.1826,1,1,1,100.0,25.507614213197975,25.507614213197975,9.935691318327976,0.06430868167202435,历史1/1次成功; 当前距低点0.06%; 最新日涨幅-5.06%; 状态bottom_area; 底部未确认
37,76.9159546377793,69.9235951252539,603173,福斯达,bottom_area,2025-11-21,36.88,2025-11-21,36.88,0.0,3.9587852494577023,32.81107669885225,False,-3.6069,4.6577,1,1,1,100.0,35.34190927555856,35.34190927555856,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.61%; 状态bottom_area; 底部未确认
38,76.88739239019345,73.11895399213714,688665,四方光电,bottom_area,2025-11-21,46.8,2025-11-21,45.72,2.3622047244094455,3.8713910761154926,27.715415019762844,False,-1.2241,1.0475,1,1,1,100.0,19.16548797736917,19.16548797736917,7.6377952755905545,2.3622047244094455,历史1/1次成功; 当前距低点2.36%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
39,76.71522392861857,70.96244332867275,688286,敏芯股份,bottom_area,2025-11-21,72.1,2025-11-21,71.45,0.9097270818754255,4.89853044086774,28.39963924240906,False,-4.033,2.9217,6,7,6,85.71428571428571,20.772924368234225,30.759999999999994,9.090272918124576,0.9097270818754255,历史6/7次成功; 当前距低点0.91%; 最新日涨幅-4.03%; 状态bottom_area; 底部未确认
40,75.93709691949705,69.0705728732084,688411,海博思创,bottom_area,2025-11-21,286.28,2025-11-21,286.2,0.027952480782663904,5.5136268343815615,32.81847843947325,False,-5.362,8.5979,1,1,1,100.0,18.84034693221972,18.84034693221972,9.972047519217336,0.027952480782663904,历史1/1次成功; 当前距低点0.03%; 最新日涨幅-5.36%; 状态bottom_area; 底部未确认
41,75.41289506800594,68.62256626263196,603026,石大胜华,bottom_area,2025-11-21,80.14,2025-11-21,80.1,0.04993757802747347,8.913857677902623,27.55065123010131,False,-8.1595,11.4455,3,4,3,75.0,20.86787064803547,31.14618918600542,9.950062421972527,0.04993757802747347,历史3/4次成功; 当前距低点0.05%; 最新日涨幅-8.16%; 状态bottom_area; 底部未确认
42,75.25729434720628,69.32375194252056,002337,赛象科技,bottom_area,2025-11-21,5.83,2025-11-21,5.79,0.6908462867012095,5.1813471502590644,29.47624847746651,False,-4.2693,3.8542,3,4,3,75.0,32.49398643117915,60.465116279069754,9.309153713298791,0.6908462867012095,历史3/4次成功; 当前距低点0.69%; 最新日涨幅-4.27%; 状态bottom_area; 底部未确认
43,75.19478531269063,68.35889573880965,300730,科创信息,bottom_area,2025-11-21,13.48,2025-11-21,13.48,0.0,4.154302670623135,30.871794871794872,False,-2.3188,7.1134,3,4,3,75.0,20.881159886073412,24.329896907216508,10.0,0.0,历史3/4次成功; 当前距低点0.00%; 最新日涨幅-2.32%; 状态bottom_area; 底部未确认
44,74.87251883636247,68.51776261459442,603938,三孚股份,bottom_area,2025-11-21,17.37,2025-11-21,17.31,0.34662045060659896,8.08781051415368,27.45180217937972,False,-8.9145,5.1371,1,1,1,100.0,19.774501300954046,19.774501300954046,9.653379549393401,0.34662045060659896,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-8.91%; 状态bottom_area; 底部未确认
45,74.8015908908417,68.13722931770118,603366,日出东方,bottom_area,2025-11-21,9.58,2025-11-21,9.57,0.10449320794148158,8.150470219435729,28.582089552238806,False,-8.1496,9.2083,3,4,3,75.0,18.927278665633175,25.15964240102172,9.89550679205852,0.10449320794148158,历史3/4次成功; 当前距低点0.10%; 最新日涨幅-8.15%; 状态bottom_area; 底部未确认
46,74.71038434567488,68.69453185211673,002374,中锐股份,confirmed_rebound,2025-11-21,3.38,2025-11-21,3.36,0.5952380952380958,13.392857142857148,27.429805615550755,False,-2.3121,17.2435,4,5,4,80.0,17.10577800677198,24.873096446700508,9.404761904761905,0.5952380952380958,历史4/5次成功; 当前距低点0.60%; 最新日涨幅-2.31%; 状态confirmed_rebound; 底部未确认
47,74.58272752493032,68.26134262674898,600506,统一股份,confirmed_rebound,2025-11-21,25.56,2025-11-21,25.47,0.3533568904593634,12.367491166077746,30.21917808219178,False,-8.812,20.0946,1,1,1,100.0,28.69352869352869,28.69352869352869,9.646643109540637,0.3533568904593634,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-8.81%; 状态confirmed_rebound; 底部未确认
48,74.45708622972526,67.68826020884114,002682,龙洲股份,bottom_area,2025-11-21,5.72,2025-11-21,5.72,0.0,3.4965034965034993,27.226463104325703,False,-9.9213,18.9579,3,4,3,75.0,27.49064628409217,42.121212121212146,10.0,0.0,历史3/4次成功; 当前距低点0.00%; 最新日涨幅-9.92%; 状态bottom_area; 底部未确认
49,74.0219524642501,69.00588906486315,688027,国盾量子,bottom_area,2025-11-21,436.0,2025-11-21,430.33,1.3175934747751763,4.496549159947023,29.45409836065574,False,-4.5952,5.095,3,5,3,60.0,31.129044018013737,54.833310085088584,8.682406525224824,1.3175934747751763,历史3/5次成功; 当前距低点1.32%; 最新日涨幅-4.60%; 状态bottom_area; 底部未确认
50,72.74696161981377,66.82317725752507,002593,日上集团,bottom_area,2025-11-21,5.55,2025-11-21,5.52,0.5434782608695699,7.24637681159421,28.31168831168832,False,-4.3103,13.6851,1,1,1,100.0,13.076923076923084,13.076923076923084,9.45652173913043,0.5434782608695699,历史1/1次成功; 当前距低点0.54%; 最新日涨幅-4.31%; 状态bottom_area; 底部未确认
51,72.73424468437092,66.93948343204467,600408,安泰集团,confirmed_rebound,2025-11-21,4.69,2025-11-21,4.66,0.64377682403434,13.090128755364795,32.46376811594203,False,-7.4951,19.556,4,5,4,80.0,18.48007844539228,22.6027397260274,9.356223175965662,0.64377682403434,历史4/5次成功; 当前距低点0.64%; 最新日涨幅-7.50%; 状态confirmed_rebound; 底部未确认
52,71.88978048780488,65.35434589800444,301177,迪阿股份,bottom_area,2025-11-21,30.04,2025-11-21,30.04,0.0,4.926764314247671,27.211049188272362,False,-3.5634,0.3981,1,1,1,100.0,10.776053215077603,10.776053215077603,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.56%; 状态bottom_area; 底部未确认
53,71.87405458253608,65.4277039607218,605333,沪光股份,bottom_area,2025-11-21,28.5,2025-11-21,28.48,0.0702247191011221,2.844101123595501,28.58575727181545,False,-2.6972,0.5701,3,5,3,60.0,26.224818926195436,29.01840490797546,9.929775280898879,0.0702247191011221,历史3/5次成功; 当前距低点0.07%; 最新日涨幅-2.70%; 状态bottom_area; 底部未确认
54,71.40860389977136,67.19707283759556,688337,普源精电,bottom_area,2025-11-21,36.57,2025-11-21,35.92,1.8095768374164771,3.674832962138085,28.159999999999997,False,-1.6142,1.3149,3,6,3,50.0,38.886602295188766,54.46153846153845,8.190423162583524,1.8095768374164771,历史3/6次成功; 当前距低点1.81%; 最新日涨幅-1.61%; 状态bottom_area; 底部未确认
55,71.18676377594865,65.17079420510328,601126,四方股份,bottom_area,2025-11-21,24.58,2025-11-21,24.49,0.3674969375255201,5.716619028174774,27.864506627393236,False,-6.219,3.6182,2,3,2,66.66666666666666,40.9248416988967,46.85534591194968,9.63250306247448,0.3674969375255201,历史2/3次成功; 当前距低点0.37%; 最新日涨幅-6.22%; 状态bottom_area; 底部未确认
56,70.83254503921873,66.9277740888759,600693,东百集团,bottom_area,2025-11-21,8.57,2025-11-21,8.4,2.023809523809523,8.928571428571429,30.578512396694208,False,-1.2673,15.2498,2,3,2,66.66666666666666,20.620393206962166,30.632090761750412,7.976190476190478,2.023809523809523,历史2/3次成功; 当前距低点2.02%; 最新日涨幅-1.27%; 状态bottom_area; 底部未确认
57,68.95749439189656,62.87932602259563,600292,电投水电,bottom_area,2025-11-21,12.59,2025-11-21,12.57,0.1591089896579123,3.3412887828162283,32.23719676549865,False,-3.3768,2.7051,2,3,2,66.66666666666666,26.050687378220395,40.524193548387096,9.840891010342089,0.1591089896579123,历史2/3次成功; 当前距低点0.16%; 最新日涨幅-3.38%; 状态bottom_area; 底部未确认
58,68.91804147112725,62.65276497375205,002309,中利集团,bottom_area,2025-11-21,3.06,2025-11-21,3.06,0.0,5.8823529411764754,29.49308755760368,False,-6.422,6.8203,5,8,5,62.5,27.5014245900648,55.97014925373133,10.0,0.0,历史5/8次成功; 当前距低点0.00%; 最新日涨幅-6.42%; 状态bottom_area; 底部未确认
59,67.47970958719858,61.680672044548714,600939,重庆建工,bottom_area,2025-11-21,3.51,2025-11-21,3.5,0.28571428571427965,4.571428571428576,27.23492723492723,False,-4.3597,1.931,2,3,2,66.66666666666666,21.158247039304307,31.277533039647576,9.71428571428572,0.28571428571427965,历史2/3次成功; 当前距低点0.29%; 最新日涨幅-4.36%; 状态bottom_area; 底部未确认
60,66.65758841900566,65.01425250124736,301292,海科新源,confirmed_rebound,2025-11-21,54.24,2025-11-21,52.31,3.6895431083922765,20.053527050277182,28.342465753424655,False,-14.9043,32.5596,1,1,1,100.0,12.292531120331935,12.292531120331935,6.310456891607724,3.6895431083922765,历史1/1次成功; 当前距低点3.69%; 最新日涨幅-14.90%; 状态confirmed_rebound; 底部未确认
61,64.27198554736357,59.26094938604371,688148,芳源股份,confirmed_rebound,2025-11-21,9.52,2025-11-21,9.45,0.7407407407407438,11.11111111111112,31.322674418604656,False,-10.2733,8.4889,3,5,3,60.0,21.71956061791728,26.66666666666668,9.259259259259258,0.7407407407407438,历史3/5次成功; 当前距低点0.74%; 最新日涨幅-10.27%; 状态confirmed_rebound; 底部未确认
62,64.23966629141047,59.6641763881125,300687,赛意信息,bottom_area,2025-11-21,22.52,2025-11-21,22.27,1.1225864391558151,3.771890435563538,27.055355388142814,False,-1.011,3.0287,1,2,1,50.0,23.299319727891156,23.299319727891156,8.877413560844186,1.1225864391558151,历史1/2次成功; 当前距低点1.12%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
63,64.15612469606707,59.2186343395261,002748,世龙实业,bottom_area,2025-11-21,11.37,2025-11-21,11.28,0.7978723404255307,5.6737588652482325,28.335451080050834,False,-5.25,7.4068,2,3,2,66.66666666666666,14.199551661449721,15.77181208053692,9.20212765957447,0.7978723404255307,历史2/3次成功; 当前距低点0.80%; 最新日涨幅-5.25%; 状态bottom_area; 底部未确认
64,61.444101966855506,55.85827451532318,000753,漳州发展,confirmed_rebound,2025-11-21,7.91,2025-11-21,7.91,0.0,10.366624525916565,30.123674911660782,False,-9.3929,8.4292,2,4,2,50.0,28.27029309313536,43.344709897610926,10.0,0.0,历史2/4次成功; 当前距低点0.00%; 最新日涨幅-9.39%; 状态confirmed_rebound; 底部未确认
65,59.99875961815972,54.54432692559974,605178,时空科技,bottom_area,2025-11-21,62.1,2025-11-21,62.1,0.0,6.409017713365535,29.335457441966312,False,-10.0,4.8992,2,4,2,50.0,10.991004976342687,11.97247706422018,10.0,0.0,历史2/4次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
66,58.01741379310345,52.74310344827586,600104,上汽集团,bottom_area,2025-11-21,14.7,2025-11-21,14.7,0.0,1.9047619047619126,28.74454677653902,False,-2.1305,0.4847,1,2,1,50.0,24.425287356321842,24.425287356321842,10.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
67,57.18166666666667,51.983333333333334,002017,东信和平,bottom_area,2025-11-21,20.9,2025-11-21,20.9,0.0,3.7320574162679483,27.60651195012124,False,-3.7753,3.4133,1,3,1,33.33333333333333,50.390015600624025,50.390015600624025,10.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-3.78%; 状态bottom_area; 底部未确认
68,56.43768291596091,54.25586349430386,002468,申通快递,bottom_area,2025-11-21,14.05,2025-11-21,13.65,2.930402930402933,5.787545787545781,31.988041853512705,False,-2.9696,1.0725,1,2,1,50.0,16.382699868938413,16.382699868938413,7.0695970695970685,2.930402930402933,历史1/2次成功; 当前距低点2.93%; 最新日涨幅-2.97%; 状态bottom_area; 底部未确认
69,52.38832314631404,48.45615408916793,603767,中马传动,bottom_area,2025-11-21,22.28,2025-11-21,22.08,0.9057971014492883,4.076086956521749,27.725040916530286,False,-3.0461,2.3806,1,3,1,33.33333333333333,29.881925522252505,29.881925522252505,9.094202898550712,0.9057971014492883,历史1/3次成功; 当前距低点0.91%; 最新日涨幅-3.05%; 状态bottom_area; 底部未确认
