rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.85937994278935,83.51908875365083,601778,晶科科技,bottom_area,2023-09-14,3.71,2023-08-29,3.66,1.36612021857923,7.377049180327869,28.79377431906614,True,-1.0667,1.0868,3,3,3,100.0,20.34324113984674,42.344827586206904,6.63387978142077,1.36612021857923,历史3/3次成功; 当前距低点1.37%; 最新日涨幅-1.07%; 状态bottom_area; 底部已确认
2,87.57702625106397,84.3629409581538,002265,建设工业,bottom_area,2023-09-14,12.41,2023-08-25,12.16,2.055921052631579,7.1546052631578885,28.344136711844424,True,-1.0367,0.6546,4,4,4,100.0,16.669037409429027,32.75229357798165,5.944078947368421,2.055921052631579,历史4/4次成功; 当前距低点2.06%; 最新日涨幅-1.04%; 状态bottom_area; 底部已确认
3,86.5613730050423,82.34911851036509,603106,恒银科技,bottom_area,2023-09-14,7.21,2023-09-11,7.11,1.4064697609001355,6.610407876230657,30.634146341463413,False,0.0,3.4355,1,1,1,100.0,34.60144927536232,34.60144927536232,6.593530239099865,1.4064697609001355,历史1/1次成功; 当前距低点1.41%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
4,85.6553524866658,82.36091585256327,300561,汇金科技,bottom_area,2023-09-14,13.0,2023-09-13,12.75,1.9607843137254901,2.6666666666666656,30.96913914455874,False,0.7752,3.6122,2,2,2,100.0,24.79303273041607,27.62128325508607,6.03921568627451,1.9607843137254901,历史2/2次成功; 当前距低点1.96%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
5,84.83909589187822,80.83866885606696,002069,獐子岛,bottom_area,2023-09-14,4.09,2023-09-14,4.03,1.4888337468982533,2.4813895781637627,28.79858657243816,False,-0.7282,1.686,3,3,3,100.0,16.6301602096504,30.967741935483854,6.511166253101747,1.4888337468982533,历史3/3次成功; 当前距低点1.49%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
6,84.66489236929687,81.16995357180265,688191,智洋创新,bottom_area,2023-09-14,18.58,2023-09-14,18.25,1.8082191780821826,2.73972602739726,27.0,False,0.1617,3.5421,2,2,2,100.0,16.51985643994637,22.671568627450974,6.191780821917818,1.8082191780821826,历史2/2次成功; 当前距低点1.81%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
7,81.61603947394146,81.82782914938693,002339,积成电子,confirmed_rebound,2023-09-14,6.8,2023-08-25,6.53,4.134762633996931,9.494640122511488,27.201783723522855,True,-1.1628,1.1158,4,4,4,100.0,38.73703201559097,82.94930875576038,3.865237366003069,4.134762633996931,历史4/4次成功; 当前距低点4.13%; 最新日涨幅-1.16%; 状态confirmed_rebound; 底部已确认
8,81.06611740083291,75.89168437524783,603226,菲林格尔,bottom_area,2023-09-14,5.28,2023-09-12,5.25,0.5714285714285762,3.428571428571423,29.71887550200803,False,-1.3084,4.0098,3,3,3,100.0,18.62656730163969,20.479302832244016,7.4285714285714235,0.5714285714285762,历史3/3次成功; 当前距低点0.57%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
9,80.46165715501103,78.92637694592588,002386,天原股份,bottom_area,2023-09-14,5.84,2023-08-31,5.67,2.9982363315696636,5.996472663139327,31.604342581423396,False,-1.0169,0.3814,3,3,3,100.0,24.851375171530723,48.85290148448042,5.001763668430337,2.9982363315696636,历史3/3次成功; 当前距低点3.00%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
10,78.65728087600851,77.35538076319548,000028,国药一致,bottom_area,2023-09-14,31.61,2023-09-08,30.65,3.132137030995109,5.481239804241435,30.577576443941112,False,0.5407,0.7076,2,2,2,100.0,12.240070934754426,14.150943396226415,4.867862969004891,3.132137030995109,历史2/2次成功; 当前距低点3.13%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
11,77.70081219150326,72.97994967970676,603221,爱丽家居,bottom_area,2023-09-14,8.15,2023-09-14,8.09,0.7416563658838133,2.1013597033374527,29.40663176265271,False,0.1229,2.6809,1,1,1,100.0,15.91895803183791,15.91895803183791,7.258343634116186,0.7416563658838133,历史1/1次成功; 当前距低点0.74%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
