rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,98.72939129829071,83.81393232183376,300530,领湃科技,bottom_area,2022-09-26,26.95,2022-09-23,26.68,1.011994002998499,7.946026986506751,28.433476394849787,True,-3.3357,1.6788,3,3,3,100.0,27.802573379948058,34.07510431154381,18.988005997001505,1.011994002998499,历史3/3次成功; 当前距低点1.01%; 最新日涨幅-3.34%; 状态bottom_area; 底部已确认
12,85.86311284503648,72.31674795443607,000591,太阳能,bottom_area,2022-09-26,6.94,2022-09-19,6.9,0.5797101449275368,4.927536231884055,27.672955974842754,False,-1.1396,1.0263,1,1,1,100.0,32.84132841328414,32.84132841328414,19.420289855072465,0.5797101449275368,历史1/1次成功; 当前距低点0.58%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
13,85.52825984096685,71.49994578099884,002451,摩恩电气,bottom_area,2022-09-26,5.79,2022-09-26,5.78,0.17301038062283366,2.249134948096884,31.026252983293563,False,-2.1959,1.0133,1,1,1,100.0,23.464566929133863,23.464566929133863,19.826989619377166,0.17301038062283366,历史1/1次成功; 当前距低点0.17%; 最新日涨幅-2.20%; 状态bottom_area; 底部未确认
14,85.17144041056176,71.98555807162863,002283,天润工业,bottom_area,2022-09-26,5.23,2022-09-19,5.19,0.7707129094412337,5.394990366088619,27.816411682892905,False,-1.3208,0.3989,1,1,1,100.0,33.402061855670105,33.402061855670105,19.229287090558767,0.7707129094412337,历史1/1次成功; 当前距低点0.77%; 最新日涨幅-1.32%; 状态bottom_area; 底部未确认
15,84.9817021202765,74.55429102877974,688280,精进电动,bottom_area,2022-09-26,8.78,2022-09-26,8.54,2.8103044496487146,5.971896955503532,32.114467408585064,False,-0.5663,1.7596,1,1,1,100.0,32.37518910741301,32.37518910741301,17.189695550351285,2.8103044496487146,历史1/1次成功; 当前距低点2.81%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
16,84.53265087709822,71.15752707834572,688183,生益电子,bottom_area,2022-09-26,9.14,2022-09-26,9.09,0.5500550055005579,4.290429042904297,31.447963800904976,False,-2.766,0.4942,1,1,1,100.0,26.24544349939247,26.24544349939247,19.449944994499443,0.5500550055005579,历史1/1次成功; 当前距低点0.55%; 最新日涨幅-2.77%; 状态bottom_area; 底部未确认
17,84.22514032442214,74.81240671641788,688010,福光股份,bottom_area,2022-09-26,19.87,2022-09-26,19.2,3.4895833333333424,5.156250000000011,31.379556826304505,False,-1.8765,0.2021,1,1,1,100.0,42.08955223880597,42.08955223880597,16.510416666666657,3.4895833333333424,历史1/1次成功; 当前距低点3.49%; 最新日涨幅-1.88%; 状态bottom_area; 底部未确认
18,83.83898165932189,71.08376416440127,300502,新易盛,bottom_area,2022-09-26,21.4,2022-09-23,21.2,0.943396226415091,4.716981132075472,27.620348241720727,False,-0.9259,1.0912,1,1,1,100.0,30.670470756062763,30.670470756062763,19.05660377358491,0.943396226415091,历史1/1次成功; 当前距低点0.94%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
19,83.81665756230943,70.37599602616483,002616,长青集团,bottom_area,2022-09-26,4.88,2022-09-26,4.86,0.41152263374484715,5.5555555555555465,27.027027027027025,False,-6.6922,4.7576,1,1,1,100.0,30.560578661844474,30.560578661844474,19.58847736625515,0.41152263374484715,历史1/1次成功; 当前距低点0.41%; 最新日涨幅-6.69%; 状态bottom_area; 底部未确认
20,82.0960657406144,68.75498923805426,600130,波导股份,bottom_area,2022-09-26,3.69,2022-09-26,3.68,0.27173913043477677,3.8043478260869477,31.97781885397412,False,-4.1558,3.8876,1,1,1,100.0,20.13201320132014,20.13201320132014,19.728260869565226,0.27173913043477677,历史1/1次成功; 当前距低点0.27%; 最新日涨幅-4.16%; 状态bottom_area; 底部未确认
21,81.14978489067535,70.73943216510953,002245,蔚蓝锂芯,bottom_area,2022-09-26,14.99,2022-09-23,14.63,2.460697197539299,5.673274094326726,27.788746298124384,False,1.0108,1.9687,2,3,2,66.66666666666666,23.995457574368096,25.653923541247494,17.539302802460703,2.460697197539299,历史2/3次成功; 当前距低点2.46%; 最新日涨幅1.01%; 状态bottom_area; 底部未确认
22,74.70470899024822,63.993259524215084,300508,维宏股份,bottom_area,2022-09-26,20.91,2022-09-19,20.6,1.5048543689320326,7.66990291262135,30.849278281302446,True,-0.3811,1.6035,1,2,1,50.0,42.06627680311891,42.06627680311891,18.49514563106797,1.5048543689320326,历史1/2次成功; 当前距低点1.50%; 最新日涨幅-0.38%; 状态bottom_area; 底部已确认
23,71.7152205698637,60.894517387934044,300484,蓝海华腾,bottom_area,2022-09-26,10.85,2022-09-26,10.74,1.0242085661080023,3.1657355679702035,29.573770491803273,False,-1.3636,1.7895,1,2,1,50.0,28.708133971291865,28.708133971291865,18.975791433892,1.0242085661080023,历史1/2次成功; 当前距低点1.02%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
24,70.54406442106703,59.93822822853316,600215,派斯林,bottom_area,2022-09-26,6.68,2022-09-26,6.61,1.059001512859295,3.32829046898638,30.42105263157894,False,-1.3294,0.7696,1,2,1,50.0,23.993288590604024,23.993288590604024,18.940998487140707,1.059001512859295,历史1/2次成功; 当前距低点1.06%; 最新日涨幅-1.33%; 状态bottom_area; 底部未确认
25,69.90599757558567,61.65664980887963,300648,星云股份,bottom_area,2022-09-26,37.55,2022-09-23,36.42,3.1026908292147044,6.26029654036244,27.60882528324389,False,1.8167,2.9843,2,5,2,40.0,24.14400483596314,26.78362573099414,16.897309170785295,3.1026908292147044,历史2/5次成功; 当前距低点3.10%; 最新日涨幅1.82%; 状态bottom_area; 底部未确认
26,69.16217053775924,57.81297845793058,603229,奥翔药业,bottom_area,2022-09-26,23.84,2022-09-26,23.8,0.1680672268907527,2.0588235294117583,31.902718168812594,False,-1.4061,1.2395,1,2,1,50.0,41.48479427549196,41.48479427549196,19.831932773109248,0.1680672268907527,历史1/2次成功; 当前距低点0.17%; 最新日涨幅-1.41%; 状态bottom_area; 底部未确认
27,69.1371729744884,57.849471264367835,601778,晶科科技,bottom_area,2022-09-26,4.51,2022-09-26,4.5,0.2222222222222175,3.111111111111104,27.30210016155089,False,-2.8017,0.9075,1,2,1,50.0,42.344827586206904,42.344827586206904,19.777777777777782,0.2222222222222175,历史1/2次成功; 当前距低点0.22%; 最新日涨幅-2.80%; 状态bottom_area; 底部未确认
28,65.03083029075502,54.35985392385394,601686,友发集团,bottom_area,2022-09-26,5.95,2022-09-26,5.94,0.16835016835016475,2.3569023569023515,30.363423212192252,False,-2.459,0.6665,1,2,1,50.0,22.923076923076927,22.923076923076927,19.831649831649838,0.16835016835016475,历史1/2次成功; 当前距低点0.17%; 最新日涨幅-2.46%; 状态bottom_area; 底部未确认
29,64.63566913275208,54.34203387070507,300342,天银机电,bottom_area,2022-09-26,8.32,2022-09-26,8.28,0.48309178743962466,3.864734299516912,27.368421052631586,False,-2.4619,0.7105,1,2,1,50.0,26.68539325842696,26.68539325842696,19.516908212560377,0.48309178743962466,历史1/2次成功; 当前距低点0.48%; 最新日涨幅-2.46%; 状态bottom_area; 底部未确认
30,64.60777947932618,53.83981623277182,000676,智度股份,bottom_area,2022-09-26,5.24,2022-09-26,5.24,0.0,2.6717557251908333,28.021978021978022,False,-2.6022,0.994,1,2,1,50.0,30.321592649310862,30.321592649310862,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-2.60%; 状态bottom_area; 底部未确认
31,64.58498277063379,53.988437607671656,300560,中富通,bottom_area,2022-09-26,11.81,2022-09-26,11.79,0.1696352841391124,2.9686174724342784,28.76132930513596,False,-2.7984,1.1536,1,2,1,50.0,20.94196804037006,20.94196804037006,19.83036471586089,0.1696352841391124,历史1/2次成功; 当前距低点0.17%; 最新日涨幅-2.80%; 状态bottom_area; 底部未确认
32,64.50078955048404,54.37007484068525,002080,中材科技,bottom_area,2022-09-26,20.92,2022-09-26,20.79,0.6253006253006377,3.126503126503137,27.535726734053682,False,-1.0875,0.3851,1,2,1,50.0,28.579356270810223,28.579356270810223,19.374699374699365,0.6253006253006377,历史1/2次成功; 当前距低点0.63%; 最新日涨幅-1.09%; 状态bottom_area; 底部未确认
33,63.0746759745366,52.99115025308807,002600,领益智造,bottom_area,2022-09-26,4.53,2022-09-26,4.51,0.44345898004435613,2.660753880266078,27.14054927302101,False,-2.1598,0.4165,1,3,1,33.33333333333333,38.381201044386415,38.381201044386415,19.556541019955645,0.44345898004435613,历史1/3次成功; 当前距低点0.44%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
34,61.760737180264016,51.982933960203994,688021,奥福科技,bottom_area,2022-09-26,20.33,2022-09-26,20.22,0.5440158259149329,5.885262116716129,31.643002028397564,False,-3.6949,0.8334,1,2,1,50.0,24.96392496392497,24.96392496392497,19.455984174085067,0.5440158259149329,历史1/2次成功; 当前距低点0.54%; 最新日涨幅-3.69%; 状态bottom_area; 底部未确认
35,59.14301593369135,49.916580343824116,603033,三维股份,bottom_area,2022-09-26,15.96,2022-09-26,15.85,0.6940063091482727,2.902208201892739,32.83898305084747,False,-1.4815,0.1929,1,3,1,33.33333333333333,24.922480620155024,24.922480620155024,19.30599369085173,0.6940063091482727,历史1/3次成功; 当前距低点0.69%; 最新日涨幅-1.48%; 状态bottom_area; 底部未确认
